,participacao_hat,participacao_modelo
56,0.6483403183152583,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
57,0.6241773741906513,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
58,0.599616550496513,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
59,0.5747218809490091,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
60,0.5495548947711724,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
61,0.5241746166928993,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
62,0.49863756695095995,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
63,0.47299776128897886,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
64,0.4473067109574682,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
65,0.4216134227137869,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
66,0.39596439882217194,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
67,0.3704036370537276,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
68,0.3449726306864207,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
69,0.31971036850508927,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
70,0.29465333480143574,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
71,0.26983550937403145,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
72,0.2452883675283155,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
73,0.22104088007658906,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
74,0.19711951333803146,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
75,0.17354822913867896,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
76,0.1503484848114367,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
77,0.1275392331960814,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
78,0.10513692263925067,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
79,0.0831554969944579,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
80,0.06160639562207493,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
81,0.04049855338934738,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
82,0.01983840067038134,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
83,0.0,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
84,0.0,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
85,0.0,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
86,0.0,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
87,0.0,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
88,0.0,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
89,0.0,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
90,0.0,"[ -1.04353881e-07   3.46736786e-05  -4.09375992e-03   1.81653953e-01
  -1.74923489e+00]"
