,CODMUNRES,Unnamed: 0,ano,homicidios,idade_media,negro_proporcao,codigo_mun_7,uf,pop_mun,pop_uf,tx_hom,tx_hom_pct
2467,350570,49848,2015,38,33.8421052631579,0.5555555555555556,3505708.0,35.0,267534.0,45094866.0,14.203802133560595,30.757575757575754
2641,353060,50022,2015,62,30.967741935483872,0.459016393442623,3530607.0,35.0,433901.0,45094866.0,14.288973752077087,30.909090909090907
3431,431710,50812,2015,12,32.416666666666664,0.25,4317103.0,43.0,82312.0,11322895.0,14.578676256195939,31.060606060606062
2543,351640,49924,2015,22,34.31818181818182,0.5454545454545454,3516408.0,35.0,149502.0,45094866.0,14.7155222003719,31.212121212121215
2700,353980,50081,2015,17,33.94117647058823,0.29411764705882354,3539806.0,35.0,115488.0,45094866.0,14.72014408423386,31.363636363636367
2557,351880,49938,2015,200,30.675,0.5376884422110553,3518800.0,35.0,1349113.0,45094866.0,14.824555096570858,31.515151515151512
2694,353870,50075,2015,59,34.42372881355932,0.4576271186440678,3538709.0,35.0,397322.0,45094866.0,14.849416845782514,31.666666666666664
2492,350920,49873,2015,11,42.45454545454545,0.5454545454545454,3509205.0,35.0,73921.0,45094866.0,14.880751072090474,31.818181818181817
3115,420140,50496,2015,10,37.4,0.0,4201406.0,42.0,67110.0,7001161.0,14.900908955446281,31.96969696969697
1502,290720,48883,2015,11,28.54545454545455,0.9,2907202.0,29.0,73382.0,15344447.0,14.990052056362595,32.121212121212125
2833,410140,50214,2015,20,35.95,0.2,4101408.0,41.0,132691.0,11320892.0,15.072612309802473,32.27272727272727
