;CODMUNRES;ano;homicidios;idade_media;negro_proporcao
11659;3170206;2002;89;34,78651685393258;0,3977272727272727
11660;3170404;2002;5;27,2;0,6
11661;3170529;2002;1;62,0;1,0
11662;3170578;2002;2;27,0;
11663;3170701;2002;3;29,0;0,3333333333333333
11664;3170800;2002;3;49,666666666666664;1,0
11665;3170909;2002;1;31,0;1,0
11666;3171030;2002;3;35,666666666666664;0,6666666666666666
11667;3171204;2002;53;28,49056603773585;0,7169811320754716
11668;3171303;2002;7;27,857142857142858;0,5714285714285714
11669;3171501;2002;1;58,0;
11670;3171600;2002;2;46,5;1,0
11671;3171709;2002;1;26,0;0,0
11672;3171808;2002;1;68,0;
11673;3172004;2002;2;35,5;0,5
11674;3200102;2002;11;43,09090909090909;0,625
11675;3200169;2002;5;31,8;1,0
11676;3200201;2002;4;34,25;0,5
11677;3200300;2002;1;29,0;
11678;3200409;2002;1;56,0;1,0
11679;3200508;2002;1;23,0;1,0
11680;3200607;2002;17;34,8235294117647;0,75
11681;3200706;2002;3;55,0;0,6666666666666666
11682;3200805;2002;4;33,0;0,5
11683;3200904;2002;11;35,90909090909091;0,9090909090909091
11684;3201001;2002;3;25,333333333333332;0,5
11685;3201100;2002;3;46,666666666666664;0,6666666666666666
11686;3201159;2002;3;47,666666666666664;0,3333333333333333
11687;3201209;2002;52;31,692307692307693;0,4444444444444444
11688;3201308;2002;317;28,3596214511041;0,8241758241758241
11689;3201407;2002;5;31,0;0,3333333333333333
11690;3201506;2002;35;34,25714285714286;0,5588235294117647
11691;3201605;2002;15;26,933333333333334;0,9090909090909091
11692;3201803;2002;1;43,0;1,0
11693;3201902;2002;9;49,22222222222222;0,375
11694;3202108;2002;4;29,25;0,6666666666666666
11695;3202207;2002;7;29,0;1,0
11696;3202256;2002;1;28,0;1,0
11697;3202306;2002;1;21,0;1,0
11698;3202405;2002;54;28,38888888888889;0,5625
11699;3202454;2002;8;31,0;0,16666666666666666
11700;3202553;2002;1;44,0;0,0
11701;3202702;2002;3;40,666666666666664;0,6666666666666666
11702;3202801;2002;12;39,666666666666664;0,2727272727272727
11703;3202900;2002;2;43,5;0,5
11704;3203007;2002;5;35,0;0,3333333333333333
11705;3203056;2002;18;34,111111111111114;0,7857142857142857
11706;3203106;2002;2;35,5;1,0
11707;3203130;2002;1;73,0;1,0
11708;3203163;2002;3;44,666666666666664;0,3333333333333333
11709;3203205;2002;65;31,43076923076923;0,78
11710;3203304;2002;1;29,0;1,0
11711;3203320;2002;7;25,428571428571427;0,42857142857142855
11712;3203346;2002;3;28,0;0,0
11713;3203403;2002;3;30,0;0,6666666666666666
11714;3203502;2002;3;46,0;1,0
11715;3203601;2002;1;16,0;1,0
11716;3203700;2002;2;43,5;0,0
11717;3203809;2002;3;41,0;0,5
11718;3203908;2002;7;36,714285714285715;0,7142857142857143
11719;3204005;2002;13;35,84615384615385;0,5
11720;3204054;2002;16;30,125;0,6666666666666666
11721;3204104;2002;4;36,0;0,6666666666666666
11722;3204203;2002;5;33,2;0,6
11723;3204252;2002;1;62,0;1,0
11724;3204302;2002;2;25,5;0,5
11725;3204351;2002;2;22,5;1,0
11726;3204401;2002;3;26,666666666666668;0,5
11727;3204500;2002;8;43,25;0,4
11728;3204559;2002;3;40,666666666666664;
11729;3204658;2002;3;37,0;0,3333333333333333
11730;3204708;2002;3;26,0;1,0
11731;3204906;2002;19;31,105263157894736;0,8571428571428571
11732;3204955;2002;1;37,0;1,0
11733;3205002;2002;380;29,16578947368421;0,8376068376068376
11734;3205010;2002;5;42,8;1,0
11735;3205036;2002;7;40,285714285714285;0,4
11736;3205069;2002;1;24,0;1,0
11737;3205101;2002;30;31,5;0,6842105263157895
11738;3205176;2002;2;20,5;1,0
11739;3205200;2002;239;28,359832635983263;0,7417218543046358
11740;3205309;2002;172;27,267441860465116;0,7876106194690266
11741;3300000;2002;129;30,612403100775193;0,7052631578947368
11742;3300100;2002;79;32,48101265822785;0,5454545454545454
11743;3300159;2002;2;35,5;0,0
11744;3300209;2002;32;36,03125;0,6333333333333333
11745;3300225;2002;4;26,25;0,25
11746;3300233;2002;11;32,90909090909091;0,7272727272727273
11747;3300258;2002;12;31,083333333333332;0,75
11748;3300308;2002;15;34,2;0,7333333333333333
11749;3300407;2002;74;28,554054054054053;0,6621621621621622
11750;3300456;2002;329;28,56838905775076;0,7639751552795031
11751;3300506;2002;5;30,6;0,6
11752;3300605;2002;3;34,0;0,6666666666666666
11753;3300704;2002;74;28,972972972972972;0,6216216216216216
11754;3300803;2002;16;33,25;0,5625
11755;3300902;2002;1;66,0;1,0
11756;3300936;2002;4;35,25;0,5
11757;3300951;2002;2;50,5;1,0
11758;3301009;2002;166;29,042168674698797;0,39263803680981596
11759;3301108;2002;3;49,0;0,3333333333333333
11760;3301157;2002;4;43,25;0,0
11761;3301207;2002;2;44,5;0,5
11762;3301306;2002;6;29,0;0,6666666666666666
11763;3301405;2002;6;28,5;0,8333333333333334
11764;3301504;2002;1;36,0;1,0
11765;3301702;2002;533;28,906191369606002;0,6372360844529751
11766;3301801;2002;1;40,0;0,0
11767;3301850;2002;22;31,545454545454547;0,6666666666666666
11768;3301876;2002;5;37,0;0,6
11769;3301900;2002;154;32,493506493506494;0,6291390728476821
11770;3302007;2002;81;29,864197530864196;0,625
11771;3302056;2002;2;18,5;0,0
11772;3302106;2002;1;27,0;0,0
11773;3302205;2002;15;30,533333333333335;0,42857142857142855
11774;3302254;2002;11;35,09090909090909;0,4
11775;3302270;2002;57;30,31578947368421;0,7678571428571429
11776;3302304;2002;1;38,0;1,0
11777;3302403;2002;124;30,774193548387096;0,6612903225806451
11778;3302502;2002;96;31,541666666666668;0,6413043478260869
11779;3302601;2002;7;26,857142857142858;0,5714285714285714
11780;3302700;2002;46;32,369565217391305;0,5897435897435898
11781;3302809;2002;3;41,0;0,6666666666666666
11782;3302858;2002;94;31,340425531914892;0,6956521739130435
11783;3302908;2002;8;31,75;0,2857142857142857
11784;3303005;2002;1;24,0;1,0
11785;3303104;2002;1;23,0;0,0
11786;3303203;2002;99;30,151515151515152;0,6530612244897959
11787;3303302;2002;202;27,34158415841584;0,65
11788;3303401;2002;67;29,238805970149254;0,40298507462686567
11789;3303500;2002;521;28,79270633397313;0,697265625
11790;3303609;2002;14;32,857142857142854;0,7142857142857143
11791;3303708;2002;6;30,833333333333332;0,5
11792;3303807;2002;20;34,45;0,5
11793;3303856;2002;12;35,5;0,75
11794;3303906;2002;42;31,976190476190474;0,4878048780487805
11795;3303955;2002;7;27,428571428571427;0,42857142857142855
11796;3304003;2002;7;37,142857142857146;0,5714285714285714
11797;3304102;2002;1;50,0;0,0
11798;3304128;2002;3;35,0;0,6666666666666666
11799;3304144;2002;78;27,153846153846153;0,7272727272727273
11800;3304151;2002;3;35,666666666666664;0,5
11801;3304201;2002;48;27,979166666666668;0,5652173913043478
11802;3304300;2002;9;41,55555555555556;0,7777777777777778
11803;3304409;2002;3;55,0;0,3333333333333333
11804;3304508;2002;2;26,5;1,0
11805;3304524;2002;27;31,85185185185185;0,37037037037037035
11806;3304557;2002;3098;28,503550677856683;0,6149501661129568
11807;3304607;2002;3;23,0;1,0
11808;3304706;2002;4;32,5;0,5
11809;3304755;2002;11;36,72727272727273;0,4
11810;3304805;2002;10;34,4;0,1
11811;3304904;2002;383;29,37597911227154;0,6058201058201058
11812;3305000;2002;7;29,714285714285715;0,42857142857142855
11813;3305109;2002;293;28,641638225255974;0,7093425605536332
11814;3305158;2002;2;26,5;0,5
11815;3305208;2002;42;28,214285714285715;0,6190476190476191
11816;3305307;2002;1;40,0;0,0
11817;3305406;2002;2;34,5;0,5
11818;3305505;2002;24;39,666666666666664;0,6363636363636364
11819;3305554;2002;48;31,020833333333332;0,6808510638297872
11820;3305604;2002;11;25,363636363636363;0,7272727272727273
11821;3305703;2002;4;40,5;0,5
11822;3305752;2002;14;33,357142857142854;0,5
11823;3305802;2002;24;36,125;0,4583333333333333
11824;3305901;2002;3;38,333333333333336;1,0
11825;3306008;2002;13;32,07692307692308;0,3076923076923077
11826;3306107;2002;5;33,2;0,8
11827;3306206;2002;18;35,333333333333336;0,4444444444444444
11828;3306305;2002;95;31,094736842105263;0,5591397849462365
11829;3500000;2002;150;30,80666666666667;0,5
11830;3500105;2002;3;25,666666666666668;0,3333333333333333
11831;3500303;2002;4;22,75;0,25
11832;3500402;2002;2;23,0;0,0
11833;3500501;2002;2;29,0;0,5
11834;3500550;2002;1;34,0;0,0
11835;3500709;2002;6;31,0;0,8
11836;3500758;2002;1;24,0;0,0
11837;3501103;2002;1;46,0;0,0
11838;3501152;2002;2;33,0;0,0
11839;3501301;2002;2;59,0;0,0
11840;3501400;2002;1;27,0;1,0
11841;3501608;2002;23;34,26086956521739;0,2608695652173913
11842;3501707;2002;4;34,0;0,25
11843;3501806;2002;1;31,0;1,0
11844;3501905;2002;3;37,666666666666664;1,0
11845;3502002;2002;1;20,0;0,0
11846;3502101;2002;9;36,0;0,3333333333333333
11847;3502200;2002;1;39,0;0,0
11848;3502507;2002;5;30,8;0,6
11849;3502606;2002;1;35,0;
11850;3502705;2002;2;40,5;0,0
11851;3502754;2002;4;39,5;0,25
11852;3502804;2002;30;32,233333333333334;0,46153846153846156
11853;3502903;2002;4;25,75;0,0
11854;3503000;2002;1;41,0;0,0
11855;3503109;2002;2;43,0;0,5
11856;3503208;2002;44;28,15909090909091;0,3488372093023256
11857;3503307;2002;19;37,0;0,16666666666666666
11858;3503356;2002;1;50,0;0,0
11859;3503604;2002;2;25,0;0,0
11860;3503703;2002;1;29,0;
11861;3503802;2002;6;28,666666666666668;0,5
11862;3503901;2002;21;28,142857142857142;0,38095238095238093
11863;3504008;2002;18;29,38888888888889;0,16666666666666666
11864;3504107;2002;25;28,44;0,2916666666666667
11865;3504206;2002;2;23,0;0,0
11866;3504503;2002;12;33,25;0,09090909090909091
11867;3504909;2002;4;17,5;0,0
11868;3505104;2002;1;59,0;1,0
11869;3505302;2002;2;34,0;0,0
11870;3505401;2002;5;28,8;0,0
11871;3505500;2002;10;42,7;0,4
11872;3505609;2002;8;28,0;0,625
11873;3505708;2002;141;27,652482269503547;0,4233576642335766
11874;3505807;2002;1;27,0;1,0
11875;3505906;2002;15;25,266666666666666;0,3333333333333333
11876;3506003;2002;24;32,708333333333336;0,4782608695652174
11877;3506102;2002;7;42,285714285714285;0,2857142857142857
11878;3506300;2002;1;40,0;0,0
11879;3506359;2002;19;32,26315789473684;0,7368421052631579
11880;3506508;2002;30;27,4;0,23333333333333334
11881;3506607;2002;2;34,5;0,0
11882;3507001;2002;10;37,3;0,4
11883;3507100;2002;3;28,333333333333332;0,0
11884;3507407;2002;1;36,0;0,0
11885;3507506;2002;31;29,70967741935484;0,3548387096774194
11886;3507605;2002;14;24,0;0,14285714285714285
11887;3507803;2002;2;27,0;0,5
11888;3507902;2002;4;47,0;0,5
11889;3508009;2002;4;36,25;0,0
11890;3508108;2002;3;32,333333333333336;0,3333333333333333
11891;3508405;2002;12;34,083333333333336;0,25
11892;3508504;2002;10;30,2;0,2
11893;3508603;2002;8;28,75;0,42857142857142855
11894;3508702;2002;3;34,666666666666664;0,0
11895;3508801;2002;1;53,0;0,0
11896;3509007;2002;14;31,071428571428573;0,42857142857142855
11897;3509205;2002;11;33,90909090909091;0,5454545454545454
11898;3509254;2002;3;49,333333333333336;0,0
11899;3509304;2002;1;17,0;0,0
11900;3509403;2002;1;24,0;0,0
11901;3509502;2002;508;28,427165354330707;0,386
11902;3509601;2002;17;29,58823529411765;0,29411764705882354
11903;3509700;2002;7;25,285714285714285;0,14285714285714285
11904;3509908;2002;2;36,5;0,5
11905;3510005;2002;2;39,0;0,0
11906;3510203;2002;5;27,4;0,4
11907;3510401;2002;9;29,444444444444443;0,3333333333333333
11908;3510500;2002;56;29,714285714285715;0,2549019607843137
11909;3510609;2002;186;26,731182795698924;0,4972972972972973
11910;3510807;2002;3;33,0;0,0
11911;3510906;2002;1;21,0;0,0
11912;3511003;2002;4;50,75;0,6666666666666666
11913;3511102;2002;9;33,44444444444444;0,2222222222222222
11914;3511409;2002;1;12,0;0,0
11915;3511508;2002;1;36,0;0,0
11916;3511904;2002;1;28,0;0,0
11917;3512001;2002;1;20,0;0,0
11918;3512209;2002;3;36,666666666666664;0,0
11919;3512308;2002;1;50,0;0,0
11920;3512407;2002;1;39,0;0,0
11921;3512605;2002;1;44,0;0,0
11922;3512803;2002;17;30,764705882352942;0,17647058823529413
11923;3513009;2002;107;30,560747663551403;0,26732673267326734
11924;3513108;2002;2;31,0;0,0
11925;3513207;2002;2;21,5;1,0
11926;3513306;2002;1;34,0;0,0
11927;3513405;2002;11;34,45454545454545;0,2727272727272727
11928;3513504;2002;86;28,546511627906977;0,5813953488372093
11929;3513603;2002;4;31,75;0,25
11930;3513702;2002;2;25,0;0,5
11931;3513801;2002;326;26,950920245398773;0,48598130841121495
11932;3514007;2002;1;28,0;0,0
11933;3514106;2002;2;26,0;1,0
11934;3514403;2002;2;47,0;0,0
11935;3514502;2002;1;22,0;0,0
11936;3514700;2002;2;40,5;0,5
11937;3514809;2002;7;37,857142857142854;0,2857142857142857
11938;3514908;2002;1;38,0;1,0
11939;3515004;2002;218;27,545871559633028;0,5560747663551402
11940;3515103;2002;57;29,45614035087719;0,42105263157894735
11941;3515152;2002;1;25,0;1,0
11942;3515186;2002;3;48,0;0,0
11943;3515194;2002;1;36,0;1,0
11944;3515202;2002;1;47,0;1,0
11945;3515301;2002;2;32,0;0,0
11946;3515350;2002;1;42,0;1,0
11947;3515400;2002;1;19,0;0,0
11948;3515509;2002;6;34,0;0,16666666666666666
11949;3515707;2002;80;29,2625;0,44871794871794873
11950;3515905;2002;1;49,0;0,0
11951;3516200;2002;25;33,28;0,2608695652173913
11952;3516309;2002;64;28,765625;0,578125
11953;3516408;2002;41;27,585365853658537;0,5365853658536586
11954;3516606;2002;2;18,5;1,0
11955;3516705;2002;6;27,666666666666668;0,3333333333333333
11956;3516903;2002;1;34,0;0,0
11957;3517109;2002;1;14,0;0,0
11958;3517307;2002;2;51,0;0,5
11959;3517406;2002;5;34,0;0,2
11960;3517505;2002;3;26,0;0,3333333333333333
11961;3517604;2002;4;35,25;0,75
11962;3517703;2002;3;27,666666666666668;0,5
11963;3518206;2002;2;31,5;0,0
11964;3518305;2002;6;37,166666666666664;0,3333333333333333
11965;3518404;2002;15;29,6;0,3333333333333333
11966;3518602;2002;8;30,25;0,625
11967;3518701;2002;181;26,430939226519335;0,5898876404494382
11968;3518800;2002;786;28,32442748091603;0,4322250639386189
11969;3519071;2002;106;28,547169811320753;0,41509433962264153
11970;3519253;2002;2;37,5;0,0
11971;3519303;2002;3;32,666666666666664;0,6666666666666666
11972;3519402;2002;1;19,0;0,0
11973;3519501;2002;3;31,0;0,3333333333333333
11974;3519600;2002;1;27,0;
11975;3519709;2002;22;32,13636363636363;0,3684210526315789
11976;3519808;2002;1;27,0;1,0
11977;3520004;2002;2;29,5;0,5
11978;3520103;2002;3;35,333333333333336;0,5
11979;3520202;2002;2;36,5;0,0
11980;3520301;2002;2;32,0;0,5
11981;3520400;2002;8;28,625;0,6666666666666666
11982;3520426;2002;3;46,0;0,0
11983;3520442;2002;1;42,0;1,0
11984;3520509;2002;26;31,23076923076923;0,19230769230769232
11985;3520806;2002;1;46,0;0,0
11986;3520905;2002;2;44,5;0,5
11987;3521002;2002;1;28,0;0,0
11988;3521309;2002;1;34,0;1,0
11989;3521408;2002;3;32,333333333333336;0,0
11990;3521507;2002;1;24,0;
11991;3521606;2002;1;41,0;0,0
11992;3521705;2002;3;36,0;0,3333333333333333
11993;3521804;2002;3;21,666666666666668;0,6666666666666666
11994;3521903;2002;1;67,0;0,0
11995;3522109;2002;31;29,35483870967742;0,5172413793103449
11996;3522208;2002;119;26,537815126050422;0,423728813559322
11997;3522307;2002;15;32,06666666666667;0,2
11998;3522406;2002;4;34,25;0,0
11999;3522505;2002;100;28,47;0,48
12000;3522604;2002;15;33,46666666666667;0,3333333333333333
12001;3522653;2002;1;32,0;
12002;3522703;2002;3;28,666666666666668;0,3333333333333333
12003;3522901;2002;1;19,0;0,0
12004;3523107;2002;206;28,815533980582526;0,5270935960591133
12005;3523206;2002;5;41,4;0,0
12006;3523305;2002;5;39,8;0,8
12007;3523404;2002;14;30,071428571428573;0,16666666666666666
12008;3523503;2002;5;29,4;0,0
12009;3523602;2002;1;49,0;0,0
12010;3523800;2002;2;38,5;0,0
12011;3523909;2002;30;27,1;0,36666666666666664
12012;3524006;2002;5;37,6;0,0
12013;3524105;2002;2;25,5;0,5
12014;3524303;2002;9;37,333333333333336;0,2222222222222222
12015;3524402;2002;88;27,954545454545453;0,22988505747126436
12016;3524600;2002;1;70,0;0,0
12017;3524709;2002;4;28,0;0,5
12018;3524808;2002;4;33,75;0,75
12019;3525003;2002;48;27,791666666666668;0,375
12020;3525102;2002;3;19,666666666666668;0,3333333333333333
12021;3525201;2002;3;25,0;0,0
12022;3525300;2002;6;36,166666666666664;0,2
12023;3525409;2002;1;63,0;0,0
12024;3525508;2002;1;35,0;0,0
12025;3525706;2002;3;24,666666666666668;0,3333333333333333
12026;3525904;2002;59;29,084745762711865;0,2727272727272727
12027;3526100;2002;10;35,1;0,3
12028;3526209;2002;7;28,571428571428573;0,5714285714285714
12029;3526407;2002;2;40,0;0,0
12030;3526605;2002;1;44,0;1,0
12031;3526704;2002;18;30,055555555555557;0,3888888888888889
12032;3526803;2002;3;30,0;0,0
12033;3526902;2002;49;26,979591836734695;0,22448979591836735
12034;3527108;2002;10;32,3;0,5
12035;3527207;2002;36;24,694444444444443;0,2777777777777778
12036;3527306;2002;2;36,5;0,0
12037;3528007;2002;1;75,0;0,0
12038;3528106;2002;1;50,0;0,0
12039;3528403;2002;17;31,647058823529413;0,11764705882352941
12040;3528502;2002;18;35,55555555555556;0,2777777777777778
12041;3528809;2002;1;36,0;0,0
12042;3528908;2002;1;27,0;1,0
12043;3529005;2002;35;24,314285714285713;0,37142857142857144
12044;3529104;2002;1;37,0;0,0
12045;3529203;2002;1;64,0;0,0
12046;3529302;2002;11;28,636363636363637;0,09090909090909091
12047;3529401;2002;229;27,655021834061134;0,4713656387665198
12048;3529708;2002;10;35,6;0,2222222222222222
12049;3529807;2002;2;28,0;0,0
12050;3529906;2002;3;33,666666666666664;0,3333333333333333
12051;3530102;2002;2;29,5;0,0
12052;3530201;2002;2;37,5;0,5
12053;3530300;2002;3;42,0;0,0
12054;3530508;2002;10;38,0;0,125
12055;3530607;2002;81;30,567901234567902;0,3
12056;3530706;2002;22;30,727272727272727;0,09090909090909091
12057;3530805;2002;18;29,72222222222222;0,05555555555555555
12058;3530904;2002;1;23,0;0,0
12059;3531100;2002;19;29,94736842105263;0,3684210526315789
12060;3531308;2002;6;32,166666666666664;0,16666666666666666
12061;3531506;2002;4;29,0;0,25
12062;3531605;2002;1;34,0;1,0
12063;3531803;2002;21;26,61904761904762;0,38095238095238093
12064;3531902;2002;2;29,5;1,0
12065;3532405;2002;8;36,625;0,42857142857142855
12066;3532603;2002;1;23,0;1,0
12067;3532702;2002;1;19,0;1,0
12068;3533007;2002;1;26,0;0,0
12069;3533403;2002;6;32,833333333333336;0,3333333333333333
12070;3533502;2002;2;46,5;0,0
12071;3533908;2002;2;23,0;0,0
12072;3534104;2002;2;45,5;1,0
12073;3534203;2002;3;40,666666666666664;0,3333333333333333
12074;3534302;2002;11;23,636363636363637;0,45454545454545453
12075;3534401;2002;484;28,181818181818183;0,41286307053941906
12076;3534609;2002;7;45,42857142857143;0,2857142857142857
12077;3534708;2002;7;41,42857142857143;0,6666666666666666
12078;3534906;2002;1;27,0;0,0
12079;3535002;2002;1;22,0;0,0
12080;3535101;2002;2;37,0;0,0
12081;3535200;2002;3;38,333333333333336;0,3333333333333333
12082;3535309;2002;1;39,0;0,0
12083;3535408;2002;2;45,0;0,0
12084;3535507;2002;6;37,833333333333336;0,0
12085;3535606;2002;2;34,5;0,5
12086;3535804;2002;1;18,0;1,0
12087;3536000;2002;3;30,666666666666668;0,3333333333333333
12088;3536208;2002;2;13,5;0,0
12089;3536307;2002;1;52,0;0,0
12090;3536505;2002;9;25,88888888888889;0,2222222222222222
12091;3536604;2002;4;34,5;0,25
12092;3536703;2002;3;27,666666666666668;0,3333333333333333
12093;3536802;2002;1;20,0;0,0
12094;3537008;2002;1;27,0;1,0
12095;3537206;2002;2;48,5;0,5
12096;3537305;2002;7;35,142857142857146;0,0
12097;3537404;2002;7;26,0;0,42857142857142855
12098;3537602;2002;32;32,0;0,3870967741935484
12099;3537800;2002;10;38,5;0,1
12100;3538006;2002;27;36,77777777777778;0,3076923076923077
12101;3538204;2002;3;20,0;0,0
12102;3538501;2002;1;21,0;0,0
12103;3538600;2002;1;44,0;1,0
12104;3538709;2002;75;31,026666666666667;0,208955223880597
12105;3538808;2002;5;27,0;0,5
12106;3539103;2002;4;36,25;0,25
12107;3539202;2002;1;34,0;1,0
12108;3539301;2002;8;33,875;0,0
12109;3539400;2002;2;16,5;0,5
12110;3539509;2002;5;35,6;0,6
12111;3539806;2002;22;31,272727272727273;0,36363636363636365
12112;3540002;2002;1;54,0;0,0
12113;3540200;2002;8;24,625;0,5714285714285714
12114;3540309;2002;1;34,0;1,0
12115;3540408;2002;1;47,0;0,0
12116;3540606;2002;3;27,0;0,3333333333333333
12117;3540705;2002;11;30,0;0,18181818181818182
12118;3540754;2002;5;30,6;0,0
12119;3540804;2002;1;28,0;0,0
12120;3540903;2002;1;25,0;0,0
12121;3541000;2002;144;26,40277777777778;0,49295774647887325
12122;3541208;2002;1;35,0;0,0
12123;3541307;2002;5;29,8;0,4
12124;3541406;2002;28;30,321428571428573;0,34615384615384615
12125;3541505;2002;5;33,2;0,4
12126;3541604;2002;1;53,0;1,0
12127;3542107;2002;1;21,0;0,0
12128;3542206;2002;2;29,0;1,0
12129;3542305;2002;1;18,0;1,0
12130;3542602;2002;8;33,5;0,625
12131;3542701;2002;1;40,0;0,0
12132;3542909;2002;2;23,5;1,0
12133;3543006;2002;4;31,5;0,0
12134;3543303;2002;28;28,464285714285715;0,2857142857142857
12135;3543402;2002;173;28,439306358381504;0,3684210526315789
12136;3543808;2002;1;31,0;1,0
12137;3543907;2002;72;30,88888888888889;0,2318840579710145
12138;3544004;2002;9;20,0;0,16666666666666666
12139;3544103;2002;11;31,272727272727273;0,5454545454545454
12140;3544202;2002;2;50,0;0,0
12141;3544251;2002;4;49,0;0,5
12142;3544905;2002;1;24,0;0,0
12143;3545159;2002;1;18,0;0,0
12144;3545209;2002;19;31,105263157894736;0,3333333333333333
12145;3545308;2002;5;31,8;0,0
12146;3545605;2002;1;34,0;0,0
12147;3545803;2002;44;27,477272727272727;0,22727272727272727
12148;3546009;2002;1;32,0;0,0
12149;3546306;2002;3;42,333333333333336;0,0
12150;3546405;2002;6;29,0;0,6666666666666666
12151;3546504;2002;2;16,0;1,0
12152;3546702;2002;2;25,5;0,0
12153;3546801;2002;11;25,727272727272727;0,45454545454545453
12154;3546900;2002;1;50,0;0,0
12155;3547304;2002;28;26,857142857142858;0,4074074074074074
12156;3547502;2002;3;32,666666666666664;0,3333333333333333
12157;3547700;2002;2;32,0;1,0
12158;3547809;2002;290;28,555172413793102;0,3944636678200692
12159;3547908;2002;1;44,0;0,0
12160;3548005;2002;7;23,142857142857142;0,2857142857142857
12161;3548500;2002;125;28,136;0,496
12162;3548609;2002;1;48,0;0,0
12163;3548708;2002;281;28,384341637010674;0,3835125448028674
12164;3548807;2002;30;30,2;0,36666666666666664
12165;3548906;2002;28;29,571428571428573;0,375
12166;3549102;2002;7;36,857142857142854;0,14285714285714285
12167;3549201;2002;1;43,0;0,0
12168;3549409;2002;4;46,0;0,25
12169;3549607;2002;2;63,5;0,0
12170;3549706;2002;3;36,666666666666664;0,3333333333333333
12171;3549805;2002;56;30,607142857142858;0,19642857142857142
12172;3549904;2002;231;27,952380952380953;0,3063063063063063
12173;3549953;2002;2;24,5;0,5
12174;3550001;2002;2;28,5;0,0
12175;3550100;2002;6;17,666666666666668;0,6666666666666666
12176;3550209;2002;1;30,0;0,0
12177;3550308;2002;5200;28,385192307692307;0,4595063632857694
12178;3550407;2002;9;34,666666666666664;0,375
12179;3550506;2002;1;25,0;0,0
12180;3550605;2002;19;38,473684210526315;0,2222222222222222
12181;3550704;2002;50;28,5;0,5217391304347826
12182;3550803;2002;2;50,5;0,5
12183;3550902;2002;6;32,833333333333336;0,6666666666666666
12184;3551009;2002;156;27,423076923076923;0,4358974358974359
12185;3551108;2002;2;23,0;0,0
12186;3551207;2002;1;23,0;0,0
12187;3551405;2002;3;29,333333333333332;0,6666666666666666
12188;3551504;2002;7;21,142857142857142;0,42857142857142855
12189;3551603;2002;3;29,0;0,0
12190;3551702;2002;40;27,0;0,375
12191;3551801;2002;3;49,666666666666664;0,3333333333333333
12192;3551900;2002;4;32,25;0,25
12193;3552106;2002;2;28,0;0,5
12194;3552205;2002;154;26,642857142857142;0,20394736842105263
12195;3552403;2002;96;27,395833333333332;0,3723404255319149
12196;3552502;2002;101;30,455445544554454;0,27722772277227725
12197;3552700;2002;2;46,5;0,0
12198;3552809;2002;158;28,253164556962027;0,5886075949367089
12199;3553005;2002;1;24,0;0,0
12200;3553302;2002;2;27,0;0,5
12201;3553401;2002;1;16,0;0,0
12202;3553500;2002;1;74,0;0,0
12203;3553708;2002;6;44,666666666666664;0,3333333333333333
12204;3553807;2002;2;42,0;0,0
12205;3554003;2002;19;27,36842105263158;0,3157894736842105
12206;3554102;2002;44;32,13636363636363;0,14634146341463414
12207;3554300;2002;5;25,8;0,4
12208;3554508;2002;4;37,75;0,25
12209;3554805;2002;4;24,0;0,25
12210;3555000;2002;12;30,083333333333332;0,5
12211;3555307;2002;1;40,0;1,0
12212;3555406;2002;23;33,26086956521739;0,22727272727272727
12213;3555505;2002;1;27,0;0,0
12214;3556008;2002;1;71,0;0,0
12215;3556206;2002;13;34,53846153846154;0,07692307692307693
12216;3556305;2002;6;26,5;0,16666666666666666
12217;3556354;2002;1;44,0;0,0
12218;3556404;2002;1;32,0;1,0
12219;3556453;2002;14;31,785714285714285;0,42857142857142855
12220;3556503;2002;17;31,941176470588236;0,3125
12221;3556602;2002;1;27,0;1,0
12222;3556701;2002;3;27,333333333333332;0,0
12223;3556800;2002;1;68,0;0,0
12224;3557006;2002;27;32,51851851851852;0,18518518518518517
12225;3557105;2002;6;35,166666666666664;0,2
12226;3557204;2002;1;32,0;1,0
12227;3557303;2002;1;21,0;0,0
12228;4100000;2002;9;28,22222222222222;0,1111111111111111
12229;4100202;2002;1;56,0;1,0
12230;4100301;2002;1;57,0;0,0
12231;4100400;2002;45;29,711111111111112;0,09523809523809523
12232;4100459;2002;1;35,0;0,0
12233;4100509;2002;3;29,0;0,0
12234;4100608;2002;3;25,0;0,0
12235;4100707;2002;1;27,0;1,0
12236;4100806;2002;1;52,0;0,0
12237;4101002;2002;1;23,0;0,0
12238;4101101;2002;7;39,857142857142854;0,2857142857142857
12239;4101200;2002;2;48,5;0,0
12240;4101309;2002;2;27,5;0,0
12241;4101408;2002;5;29,0;0,5
12242;4101507;2002;10;47,2;0,2
12243;4101606;2002;4;32,25;0,0
12244;4101655;2002;1;83,0;0,0
12245;4101705;2002;3;25,666666666666668;0,0
12246;4101804;2002;28;27,25;0,11538461538461539
12247;4101903;2002;1;39,0;1,0
12248;4102000;2002;4;24,5;0,5
12249;4102307;2002;1;43,0;0,0
12250;4102406;2002;3;29,666666666666668;1,0
12251;4102505;2002;2;32,5;0,5
12252;4102604;2002;2;44,5;0,0
12253;4102802;2002;1;52,0;0,0
12254;4102901;2002;4;37,5;0,75
12255;4103008;2002;1;56,0;0,0
