uf,codigo_ibge,nome_mun,valor
MG,3100104,ABADIA DOS DOURADOS,8946244.0
MG,3100203,ABAETE,30497606.0
MG,3100302,ABRE CAMPO,17904216.0
MG,3100401,ACAIACA,5720321.0
MG,3100500,ACUCENA,13328579.0
MG,3100609,AGUA BOA,24284718.0
MG,3100708,AGUA COMPRIDA,2597426.0
MG,3100807,AGUANIL,5332583.0
MG,3100906,AGUAS FORMOSAS,31931989.0
MG,3101003,AGUAS VERMELHAS,19902648.0
MG,3101102,AIMORES,37212408.0
MG,3101201,AIURUOCA,7938956.0
MG,3101300,ALAGOA,3439786.0
MG,3101409,ALBERTINA,3650915.0
MG,3101508,ALEM PARAIBA,43042211.0
MG,3101607,ALFENAS,98491334.0
MG,3101631,ALFREDO VASCONCELOS,9545332.0
MG,3101706,ALMENARA,65904888.0
MG,3101805,ALPERCATA,11954425.0
MG,3101904,ALPINOPOLIS,26068656.0
MG,3102001,ALTEROSA,19938427.0
MG,3102050,ALTO CAPARAO,10729185.0
MG,3102100,ALTO RIO DOCE,17527804.0
MG,3102209,ALVARENGA,7772409.0
MG,3102308,ALVINOPOLIS,19335410.0
MG,3102407,ALVORADA DE MINAS,6014160.0
MG,3102506,AMPARO DO SERRA,7091471.0
MG,3102605,ANDRADAS,45991903.0
MG,3102704,CACHOEIRA DE PAJEU,13904721.0
MG,3102803,ANDRELANDIA,16989034.0
MG,3102852,ANGELANDIA,12538128.0
MG,3102902,ANTONIO CARLOS,14708219.0
MG,3103009,ANTONIO DIAS,11295298.0
MG,3103108,ANTONIO PRADO DE MINAS,1941654.0
MG,3103207,ARACAI,2972093.0
MG,3103306,ARACITABA,2551733.0
MG,3103405,ARACUAI,50113396.0
MG,3103504,ARAGUARI,143265674.0
MG,3103603,ARANTINA,4216051.0
MG,3103702,ARAPONGA,12362339.0
MG,3103751,ARAPORA,8032024.0
MG,3103801,ARAPUA,2780401.0
MG,3103900,ARAUJOS,11178808.0
MG,3104007,ARAXA,118298817.0
MG,3104106,ARCEBURGO,8433958.0
MG,3104205,ARCOS,47401139.0
MG,3104304,AREADO,16096250.0
MG,3104403,ARGIRITA,3809152.0
MG,3104452,ARICANDUVA,7978203.0
MG,3104502,ARINOS,27491929.0
MG,3104601,ASTOLFO DUTRA,14764693.0
MG,3104700,ATALEIA,22197564.0
MG,3104809,AUGUSTO DE LIMA,6471065.0
MG,3104908,BAEPENDI,25404553.0
MG,3105004,BALDIM,11839008.0
MG,3105103,BAMBUI,26871002.0
MG,3105202,BANDEIRA,6736158.0
MG,3105301,BANDEIRA DO SUL,8064963.0
MG,3105400,BARAO DE COCAIS,32759665.0
MG,3105509,BARAO DE MONTE ALTO,7405884.0
MG,3105608,BARBACENA,143583191.0
MG,3105707,BARRA LONGA,7661869.0
MG,3105905,BARROSO,26990773.0
MG,3106002,BELA VISTA DE MINAS,12057919.0
MG,3106101,BELMIRO BRAGA,3847458.0
MG,3106200,BELO HORIZONTE,2776772674.0
MG,3106309,BELO ORIENTE,44268728.0
MG,3106408,BELO VALE,11022542.0
MG,3106507,BERILO,13393465.0
MG,3106606,BERTOPOLIS,7565366.0
MG,3106655,BERIZAL,7254261.0
MG,3106705,BETIM,564013373.0
MG,3106804,BIAS FORTES,5282123.0
MG,3106903,BICAS,17067921.0
MG,3107000,BIQUINHAS,3579363.0
MG,3107109,BOA ESPERANCA,50523452.0
MG,3107208,BOCAINA DE MINAS,7713059.0
MG,3107307,BOCAIUVA,71233694.0
MG,3107406,BOM DESPACHO,57646053.0
MG,3107505,BOM JARDIM DE MINAS,9761524.0
MG,3107604,BOM JESUS DA PENHA,5434836.0
MG,3107703,BOM JESUS DO AMPARO,7771576.0
MG,3107802,BOM JESUS DO GALHO,24751719.0
MG,3107901,BOM REPOUSO,19801318.0
MG,3108008,BOM SUCESSO,21919769.0
MG,3108107,BONFIM,10862133.0
MG,3108206,BONFINOPOLIS DE MINAS,7181658.0
MG,3108255,BONITO DE MINAS,13346953.0
MG,3108305,BORDA DA MATA,21262913.0
MG,3108404,BOTELHOS,19609209.0
MG,3108503,BOTUMIRIM,8771488.0
MG,3108552,BRASILANDIA DE MINAS,21384796.0
MG,3108602,BRASILIA DE MINAS,49467160.0
MG,3108701,BRAS PIRES,6451571.0
MG,3108800,BRAUNAS,6922586.0
MG,3108909,BRASOPOLIS,20027029.0
MG,3109006,BRUMADINHO,42880281.0
MG,3109105,BUENO BRANDAO,15538567.0
MG,3109204,BUENOPOLIS,13189185.0
MG,3109253,BUGRE,6190064.0
MG,3109303,BURITIS,39411571.0
MG,3109402,BURITIZEIRO,36496446.0
MG,3109451,CABECEIRA GRANDE,9356145.0
MG,3109501,CABO VERDE,14463318.0
MG,3109600,CACHOEIRA DA PRATA,4686618.0
MG,3109709,CACHOEIRA DE MINAS,12867155.0
MG,3109808,CACHOEIRA DOURADA,2257255.0
MG,3109907,CAETANOPOLIS,13595709.0
MG,3110004,CAETE,48864895.0
MG,3110103,CAIANA,8154943.0
MG,3110202,CAJURI,5324922.0
MG,3110301,CALDAS,17744957.0
MG,3110400,CAMACHO,3947498.0
MG,3110509,CAMANDUCAIA,30628584.0
MG,3110608,CAMBUI,33934976.0
MG,3110707,CAMBUQUIRA,16600747.0
MG,3110806,CAMPANARIO,6423307.0
MG,3110905,CAMPANHA,20474649.0
MG,3111002,CAMPESTRE,28370898.0
MG,3111101,CAMPINA VERDE,22374903.0
MG,3111150,CAMPO AZUL,6534968.0
MG,3111200,CAMPO BELO,60876786.0
MG,3111309,CAMPO DO MEIO,15666453.0
MG,3111408,CAMPO FLORIDO,9847707.0
MG,3111507,CAMPOS ALTOS,16431521.0
MG,3111606,CAMPOS GERAIS,33966574.0
MG,3111705,CANAA,6993449.0
MG,3111804,CANAPOLIS,13749822.0
MG,3111903,CANA VERDE,7587053.0
MG,3112000,CANDEIAS,18147135.0
MG,3112059,CANTAGALO,6059038.0
MG,3112109,CAPARAO,9190249.0
MG,3112208,CAPELA NOVA,6529581.0
MG,3112307,CAPELINHA,59345228.0
MG,3112406,CAPETINGA,8349681.0
MG,3112505,CAPIM BRANCO,12252600.0
MG,3112604,CAPINOPOLIS,18388026.0
MG,3112653,CAPITAO ANDRADE,8527249.0
MG,3112703,CAPITAO ENEAS,21290409.0
MG,3112802,CAPITOLIO,11562071.0
MG,3112901,CAPUTIRA,14774112.0
MG,3113008,CARAI,30771678.0
MG,3113107,CARANAIBA,4516461.0
MG,3113206,CARANDAI,30224668.0
MG,3113305,CARANGOLA,44202238.0
MG,3113404,CARATINGA,111926521.0
MG,3113503,CARBONITA,12335850.0
MG,3113602,CAREACU,8208726.0
MG,3113701,CARLOS CHAGAS,28617109.0
MG,3113800,CARMESIA,2863705.0
MG,3113909,CARMO DA CACHOEIRA,13976488.0
MG,3114006,CARMO DA MATA,13207090.0
MG,3114105,CARMO DE MINAS,15074062.0
MG,3114204,CARMO DO CAJURU,25806055.0
MG,3114303,CARMO DO PARANAIBA,38952978.0
MG,3114402,CARMO DO RIO CLARO,25449653.0
MG,3114501,CARMOPOLIS DE MINAS,21961864.0
MG,3114550,CARNEIRINHO,10411660.0
MG,3114600,CARRANCAS,4969021.0
MG,3114709,CARVALHOPOLIS,4678623.0
MG,3114808,CARVALHOS,7596507.0
MG,3114907,CASA GRANDE,2413334.0
MG,3115003,CASCALHO RICO,3090737.0
MG,3115102,CASSIA,22489953.0
MG,3115201,CONCEICAO DA BARRA DE MINAS,4996405.0
MG,3115300,CATAGUASES,74933173.0
MG,3115359,CATAS ALTAS,5900120.0
MG,3115409,CATAS ALTAS DA NORUEGA,4752523.0
MG,3115458,CATUJI,15681441.0
MG,3115474,CATUTI,8354121.0
MG,3115508,CAXAMBU,27344311.0
MG,3115607,CEDRO DO ABAETE,1485848.0
MG,3115706,CENTRAL DE MINAS,11448867.0
MG,3115805,CENTRALINA,13176949.0
MG,3115904,CHACARA,4468476.0
MG,3116001,CHALE,11279664.0
MG,3116100,CHAPADA DO NORTE,13475003.0
MG,3116159,CHAPADA GAUCHA,18697649.0
MG,3116209,CHIADOR,3536792.0
MG,3116308,CIPOTANEA,9298150.0
MG,3116407,CLARAVAL,5515506.0
MG,3116506,CLARO DOS POCOES,11880305.0
MG,3116605,CLAUDIO,31060234.0
MG,3116704,COIMBRA,10320028.0
MG,3116803,COLUNA,13873417.0
MG,3116902,COMENDADOR GOMES,3621605.0
MG,3117009,COMERCINHO,11524320.0
MG,3117108,CONCEICAO DA APARECIDA,14367441.0
MG,3117207,CONCEICAO DAS PEDRAS,4194851.0
MG,3117306,CONCEICAO DAS ALAGOAS,35519564.0
MG,3117405,CONCEICAO DE IPANEMA,7114604.0
MG,3117504,CONCEICAO DO MATO DENTRO,27789844.0
MG,3117603,CONCEICAO DO PARA,7365757.0
MG,3117702,CONCEICAO DO RIO VERDE,17272941.0
MG,3117801,CONCEICAO DOS OUROS,13447985.0
MG,3117836,CONEGO MARINHO,10861809.0
MG,3117876,CONFINS,8437254.0
MG,3117900,CONGONHAL,15644765.0
MG,3118007,CONGONHAS,56406499.0
MG,3118106,CONGONHAS DO NORTE,7156103.0
MG,3118205,CONQUISTA,6615638.0
MG,3118304,CONSELHEIRO LAFAIETE,142829039.0
MG,3118403,CONSELHEIRO PENA,34369639.0
MG,3118502,CONSOLACAO,2698587.0
MG,3118601,CONTAGEM,778221291.0
MG,3118700,COQUEIRAL,12029844.0
MG,3118809,CORACAO DE JESUS,41819983.0
MG,3118908,CORDISBURGO,11442159.0
MG,3119005,CORDISLANDIA,4337454.0
MG,3119104,CORINTO,34425886.0
MG,3119203,COROACI,15260485.0
MG,3119302,COROMANDEL,38794581.0
MG,3119401,CORONEL FABRICIANO,125629656.0
MG,3119500,CORONEL MURTA,13581376.0
MG,3119609,CORONEL PACHECO,3625488.0
MG,3119708,CORONEL XAVIER CHAVES,3736245.0
MG,3119807,CORREGO DANTA,3113111.0
MG,3119906,CORREGO DO BOM JESUS,4467521.0
MG,3119955,CORREGO FUNDO,5882526.0
MG,3120003,CORREGO NOVO,4363434.0
MG,3120102,COUTO DE MAGALHAES DE MINAS,6126947.0
MG,3120151,CRISOLITA,8971593.0
MG,3120201,CRISTAIS,12876749.0
MG,3120300,CRISTALIA,10197268.0
MG,3120409,CRISTIANO OTONI,6319567.0
MG,3120508,CRISTINA,13274199.0
MG,3120607,CRUCILANDIA,7305128.0
MG,3120706,CRUZEIRO DA FORTALEZA,5752169.0
MG,3120805,CRUZILIA,21930479.0
MG,3120839,CUPARAQUE,6835999.0
MG,3120870,CURRAL DE DENTRO,12984503.0
MG,3120904,CURVELO,102800470.0
MG,3121001,DATAS,8902421.0
MG,3121100,DELFIM MOREIRA,10859900.0
MG,3121209,DELFINOPOLIS,8423011.0
MG,3121258,DELTA,12065726.0
MG,3121308,DESCOBERTO,7099688.0
MG,3121407,DESTERRO DE ENTRE RIOS,9563885.0
MG,3121506,DESTERRO DO MELO,4458463.0
MG,3121605,DIAMANTINA,66362901.0
MG,3121704,DIOGO DE VASCONCELOS,5325380.0
MG,3121803,DIONISIO,9329362.0
MG,3121902,DIVINESIA,4987634.0
MG,3122009,DIVINO,32949785.0
MG,3122108,DIVINO DAS LARANJEIRAS,7502351.0
MG,3122207,DIVINOLANDIA DE MINAS,12836942.0
MG,3122306,DIVINOPOLIS,267842248.0
MG,3122355,DIVISA ALEGRE,11657797.0
MG,3122405,DIVISA NOVA,7527942.0
MG,3122454,DIVISOPOLIS,16839382.0
MG,3122470,DOM BOSCO,5968938.0
MG,3122504,DOM CAVATI,7858076.0
MG,3122603,DOM JOAQUIM,6609894.0
MG,3122702,DOM SILVERIO,5877821.0
MG,3122801,DOM VICOSO,4352396.0
MG,3122900,DONA EUSEBIA,8933320.0
MG,3123007,DORES DE CAMPOS,11254407.0
MG,3123106,DORES DE GUANHAES,6928609.0
MG,3123205,DORES DO INDAIA,16586493.0
MG,3123304,DORES DO TURVO,7410272.0
MG,3123403,DORESOPOLIS,1971242.0
MG,3123502,DOURADOQUARA,2073501.0
MG,3123528,DURANDE,13809658.0
MG,3123601,ELOI MENDES,32040135.0
MG,3123700,ENGENHEIRO CALDAS,16449703.0
MG,3123809,ENGENHEIRO NAVARRO,10730554.0
MG,3123858,ENTRE FOLHAS,9657104.0
MG,3123908,ENTRE RIOS DE MINAS,19337730.0
MG,3124005,ERVALIA,29659511.0
MG,3124104,ESMERALDAS,115220657.0
MG,3124203,ESPERA FELIZ,39099223.0
MG,3124302,ESPINOSA,47195488.0
MG,3124401,ESPIRITO SANTO DO DOURADO,9463725.0
MG,3124500,ESTIVA,15961486.0
MG,3124609,ESTRELA DALVA,3026328.0
MG,3124708,ESTRELA DO INDAIA,3275994.0
MG,3124807,ESTRELA DO SUL,7525532.0
MG,3124906,EUGENOPOLIS,14794672.0
MG,3125002,EWBANK DA CAMARA,5709225.0
MG,3125101,EXTREMA,42465458.0
MG,3125200,FAMA,2524218.0
MG,3125309,FARIA LEMOS,4537343.0
MG,3125408,FELICIO DOS SANTOS,8513908.0
MG,3125507,SAO GONCALO DO RIO PRETO,3973458.0
MG,3125606,FELISBURGO,10717164.0
MG,3125705,FELIXLANDIA,20157431.0
MG,3125804,FERNANDES TOURINHO,4380160.0
MG,3125903,FERROS,13624983.0
MG,3125952,FERVEDOURO,18381532.0
MG,3126000,FLORESTAL,10395067.0
MG,3126109,FORMIGA,74793734.0
MG,3126208,FORMOSO,12645643.0
MG,3126307,FORTALEZA DE MINAS,3878536.0
MG,3126406,FORTUNA DE MINAS,4456471.0
MG,3126505,FRANCISCO BADARO,10344969.0
MG,3126604,FRANCISCO DUMONT,7091163.0
MG,3126703,FRANCISCO SA,35348811.0
MG,3126752,FRANCISCOPOLIS,8335841.0
MG,3126802,FREI GASPAR,9679574.0
MG,3126901,FREI INOCENCIO,15924415.0
MG,3126950,FREI LAGONEGRO,6483129.0
MG,3127008,FRONTEIRA,18041316.0
MG,3127057,FRONTEIRA DOS VALES,7663616.0
MG,3127073,FRUTA DE LEITE,6583129.0
MG,3127107,FRUTAL,74101937.0
MG,3127206,FUNILANDIA,6771189.0
MG,3127305,GALILEIA,10669018.0
MG,3127339,GAMELEIRAS,6970062.0
MG,3127354,GLAUCILANDIA,4548733.0
MG,3127370,GOIABEIRA,5517804.0
MG,3127388,GOIANA,5349409.0
MG,3127404,GONCALVES,6249369.0
MG,3127503,GONZAGA,10250031.0
MG,3127602,GOUVEIA,14333133.0
MG,3127701,GOVERNADOR VALADARES,397253218.0
MG,3127800,GRAO MOGOL,18806529.0
MG,3127909,GRUPIARA,1325967.0
MG,3128006,GUANHAES,45386992.0
MG,3128105,GUAPE,17844515.0
MG,3128204,GUARACIABA,12707127.0
MG,3128253,GUARACIAMA,8183228.0
MG,3128303,GUARANESIA,19216921.0
MG,3128402,GUARANI,10246389.0
MG,3128501,GUARARA,4807165.0
MG,3128600,GUARDA-MOR,8837597.0
MG,3128709,GUAXUPE,53131906.0
MG,3128808,GUIDOVAL,9643352.0
MG,3128907,GUIMARANIA,12082626.0
MG,3129004,GUIRICEMA,9789372.0
MG,3129103,GURINHATA,6899961.0
MG,3129202,HELIODORA,7941089.0
MG,3129301,IAPU,16138847.0
MG,3129400,IBERTIOGA,7348470.0
MG,3129509,IBIA,27904494.0
MG,3129608,IBIAI,12711793.0
MG,3129657,IBIRACATU,9928539.0
MG,3129707,IBIRACI,13644899.0
MG,3129806,IBIRITE,229216891.0
MG,3129905,IBITIURA DE MINAS,5177705.0
MG,3130002,IBITURUNA,3381635.0
MG,3130051,ICARAI DE MINAS,15786730.0
MG,3130101,IGARAPE,62176345.0
MG,3130200,IGARATINGA,12233765.0
MG,3130309,IGUATAMA,8078218.0
MG,3130408,IJACI,7883337.0
MG,3130507,ILICINEA,17267212.0
MG,3130556,IMBE DE MINAS,12626409.0
MG,3130606,INCONFIDENTES,10978507.0
MG,3130655,INDAIABIRA,10286284.0
MG,3130705,INDIANOPOLIS,6899190.0
MG,3130804,INGAI,3171162.0
MG,3130903,INHAPIM,37204496.0
MG,3131000,INHAUMA,9483040.0
MG,3131109,INIMUTABA,8969859.0
MG,3131158,IPABA,22968120.0
MG,3131208,IPANEMA,31332929.0
MG,3131307,IPATINGA,283049107.0
MG,3131406,IPIACU,4973925.0
MG,3131505,IPUIUNA,14773310.0
MG,3131604,IRAI DE MINAS,8949897.0
MG,3131703,ITABIRA,117080868.0
MG,3131802,ITABIRINHA,17822637.0
MG,3131901,ITABIRITO,49039936.0
MG,3132008,ITACAMBIRA,6330660.0
MG,3132107,ITACARAMBI,25979778.0
MG,3132206,ITAGUARA,15211029.0
MG,3132305,ITAIPE,19681481.0
MG,3132404,ITAJUBA,110694611.0
MG,3132503,ITAMARANDIBA,47917609.0
MG,3132602,ITAMARATI DE MINAS,5077345.0
MG,3132701,ITAMBACURI,37013386.0
MG,3132800,ITAMBE DO MATO DENTRO,2876825.0
MG,3132909,ITAMOGI,13288003.0
MG,3133006,ITAMONTE,19004974.0
MG,3133105,ITANHANDU,17011059.0
MG,3133204,ITANHOMI,19290673.0
MG,3133303,ITAOBIM,29404739.0
MG,3133402,ITAPAGIPE,13356990.0
MG,3133501,ITAPECERICA,24381372.0
MG,3133600,ITAPEVA,13334278.0
MG,3133709,ITATIAIUCU,14931885.0
MG,3133758,ITAU DE MINAS,16433611.0
MG,3133808,ITAUNA,89480203.0
MG,3133907,ITAVERAVA,7296674.0
MG,3134004,ITINGA,21863693.0
MG,3134103,ITUETA,9750844.0
MG,3134202,ITUIUTABA,122918366.0
MG,3134301,ITUMIRIM,8506471.0
MG,3134400,ITURAMA,47189494.0
MG,3134509,ITUTINGA,5240898.0
MG,3134608,JABOTICATUBAS,26778713.0
MG,3134707,JACINTO,16712141.0
MG,3134806,JACUI,9393876.0
MG,3134905,JACUTINGA,28624244.0
MG,3135001,JAGUARACU,3339311.0
MG,3135050,JAIBA,59574163.0
MG,3135076,JAMPRUCA,7849456.0
MG,3135100,JANAUBA,94937882.0
MG,3135209,JANUARIA,98582964.0
MG,3135308,JAPARAIBA,4472797.0
MG,3135357,JAPONVAR,14781315.0
MG,3135407,JECEABA,7104737.0
MG,3135456,JENIPAPO DE MINAS,9295056.0
MG,3135506,JEQUERI,17386313.0
MG,3135605,JEQUITAI,13267219.0
MG,3135704,JEQUITIBA,9771271.0
MG,3135803,JEQUITINHONHA,33241487.0
MG,3135902,JESUANIA,7430932.0
MG,3136009,JOAIMA,22718388.0
MG,3136108,JOANESIA,7061367.0
MG,3136207,JOAO MONLEVADE,88069819.0
MG,3136306,JOAO PINHEIRO,62756885.0
MG,3136405,JOAQUIM FELICIO,5118091.0
MG,3136504,JORDANIA,14313898.0
MG,3136520,JOSE GONCALVES DE MINAS,6138568.0
MG,3136553,JOSE RAYDAN,7114065.0
MG,3136579,JOSENOPOLIS,5499527.0
MG,3136603,NOVA UNIAO,7368733.0
MG,3136652,JUATUBA,43983891.0
MG,3136702,JUIZ DE FORA,590383003.0
MG,3136801,JURAMENTO,6150202.0
MG,3136900,JURUAIA,13193146.0
MG,3136959,JUVENILIA,10062286.0
MG,3137007,LADAINHA,22978005.0
MG,3137106,LAGAMAR,8594823.0
MG,3137205,LAGOA DA PRATA,65142115.0
MG,3137304,LAGOA DOS PATOS,6657269.0
MG,3137403,LAGOA DOURADA,16596763.0
MG,3137502,LAGOA FORMOSA,23450303.0
MG,3137536,LAGOA GRANDE,13371384.0
MG,3137601,LAGOA SANTA,77174580.0
MG,3137700,LAJINHA,35653647.0
MG,3137809,LAMBARI,29008120.0
MG,3137908,LAMIM,4759787.0
MG,3138005,LARANJAL,8527549.0
MG,3138104,LASSANCE,9885350.0
MG,3138203,LAVRAS,126153901.0
MG,3138302,LEANDRO FERREIRA,4226988.0
MG,3138351,LEME DO PRADO,5584733.0
MG,3138401,LEOPOLDINA,62061463.0
MG,3138500,LIBERDADE,7425524.0
MG,3138609,LIMA DUARTE,22927251.0
MG,3138625,LIMEIRA DO OESTE,9435365.0
MG,3138658,LONTRA,14577451.0
MG,3138674,LUISBURGO,11778231.0
MG,3138682,LUISLANDIA,10220281.0
MG,3138708,LUMINARIAS,6442088.0
MG,3138807,LUZ,20880819.0
MG,3138906,MACHACALIS,12314880.0
MG,3139003,MACHADO,45056370.0
MG,3139102,MADRE DE DEUS DE MINAS,6221947.0
MG,3139201,MALACACHETA,28657902.0
MG,3139250,MAMONAS,9815498.0
MG,3139300,MANGA,29710182.0
MG,3139409,MANHUACU,120701567.0
MG,3139508,MANHUMIRIM,35839378.0
MG,3139607,MANTENA,39416771.0
MG,3139706,MARAVILHAS,10377936.0
MG,3139805,MAR DE ESPANHA,14176336.0
MG,3139904,MARIA DA FE,18844380.0
MG,3140001,MARIANA,72931025.0
MG,3140100,MARILAC,8144891.0
MG,3140159,MARIO CAMPOS,21460152.0
MG,3140209,MARIPA DE MINAS,3573425.0
MG,3140308,MARLIERIA,5792174.0
MG,3140407,MARMELOPOLIS,5207064.0
MG,3140506,MARTINHO CAMPOS,17480370.0
MG,3140530,MARTINS SOARES,14355893.0
MG,3140555,MATA VERDE,15099492.0
MG,3140605,MATERLANDIA,7190523.0
MG,3140704,MATEUS LEME,48619434.0
MG,3140803,MATIAS BARBOSA,16444391.0
MG,3140852,MATIAS CARDOSO,13600468.0
MG,3140902,MATIPO,31408912.0
MG,3141009,MATO VERDE,21494880.0
MG,3141108,MATOZINHOS,46767879.0
MG,3141207,MATUTINA,4424386.0
MG,3141306,MEDEIROS,4321922.0
MG,3141405,MEDINA,30532212.0
MG,3141504,MENDES PIMENTEL,9513518.0
MG,3141603,MERCES,14506974.0
MG,3141702,MESQUITA,6890520.0
MG,3141801,MINAS NOVAS,36180023.0
MG,3141900,MINDURI,4553912.0
MG,3142007,MIRABELA,19582459.0
MG,3142106,MIRADOURO,13197524.0
MG,3142205,MIRAI,14601675.0
MG,3142254,MIRAVANIA,6337999.0
MG,3142304,MOEDA,7156311.0
MG,3142403,MOEMA,11764117.0
MG,3142502,MONJOLOS,2769117.0
MG,3142601,MONSENHOR PAULO,10767568.0
MG,3142700,MONTALVANIA,22590138.0
MG,3142809,MONTE ALEGRE DE MINAS,26476055.0
MG,3142908,MONTE AZUL,32729582.0
MG,3143005,MONTE BELO,16663476.0
MG,3143104,MONTE CARMELO,62072063.0
MG,3143153,MONTE FORMOSO,6219680.0
MG,3143203,MONTE SANTO DE MINAS,23912029.0
MG,3143302,MONTES CLAROS,538647119.0
MG,3143401,MONTE SIAO,34360528.0
MG,3143450,MONTEZUMA,9690762.0
MG,3143500,MORADA NOVA DE MINAS,9989818.0
MG,3143609,MORRO DA GARCA,2803946.0
MG,3143708,MORRO DO PILAR,5142109.0
MG,3143807,MUNHOZ,11436152.0
MG,3143906,MURIAE,128775876.0
MG,3144003,MUTUM,40397081.0
MG,3144102,MUZAMBINHO,28864794.0
MG,3144201,NACIP RAYDAN,4350509.0
MG,3144300,NANUQUE,54727692.0
MG,3144359,NAQUE,9863418.0
MG,3144375,NATALANDIA,5202275.0
MG,3144409,NATERCIA,5921723.0
MG,3144508,NAZARENO,11470475.0
MG,3144607,NEPOMUCENO,32771842.0
MG,3144656,NINHEIRA,14532322.0
MG,3144672,NOVA BELEM,6135842.0
MG,3144706,NOVA ERA,22007067.0
MG,3144805,NOVA LIMA,89065482.0
MG,3144904,NOVA MODICA,6589997.0
MG,3145000,NOVA PONTE,16038505.0
MG,3145059,NOVA PORTEIRINHA,11349719.0
MG,3145109,NOVA RESENDE,19803041.0
MG,3145208,NOVA SERRANA,146697643.0
MG,3145307,NOVO CRUZEIRO,43169524.0
MG,3145356,NOVO ORIENTE DE MINAS,16102588.0
MG,3145372,NOVORIZONTE,7127423.0
MG,3145406,OLARIA,2558774.0
MG,3145455,OLHOS-D'AGUA,9133638.0
MG,3145505,OLIMPIO NORONHA,3784503.0
MG,3145604,OLIVEIRA,46058772.0
MG,3145703,OLIVEIRA FORTES,2090184.0
MG,3145802,ONCA DE PITANGUI,3831961.0
MG,3145851,ORATORIOS,5505373.0
MG,3145877,ORIZANIA,13442369.0
MG,3145901,OURO BRANCO,40730805.0
MG,3146008,OURO FINO,38207994.0
MG,3146107,OURO PRETO,95642703.0
MG,3146206,OURO VERDE DE MINAS,12778560.0
MG,3146255,PADRE CARVALHO,7453550.0
MG,3146305,PADRE PARAISO,29650121.0
MG,3146404,PAINEIRAS,6596529.0
MG,3146503,PAINS,8271040.0
MG,3146552,PAI PEDRO,8646632.0
MG,3146602,PAIVA,2097972.0
MG,3146701,PALMA,8436003.0
MG,3146750,PALMOPOLIS,11505986.0
MG,3146909,PAPAGAIOS,21131593.0
MG,3147006,PARACATU,113830129.0
MG,3147105,PARA DE MINAS,96234813.0
MG,3147204,PARAGUACU,24376914.0
MG,3147303,PARAISOPOLIS,24377888.0
MG,3147402,PARAOPEBA,31904423.0
MG,3147501,PASSABEM,2075929.0
MG,3147600,PASSA QUATRO,19631914.0
MG,3147709,PASSA TEMPO,10010313.0
MG,3147808,PASSA-VINTE,2740782.0
MG,3147907,PASSOS,128890942.0
MG,3147956,PATIS,8079528.0
MG,3148004,PATOS DE MINAS,162741955.0
MG,3148103,PATROCINIO,101060390.0
MG,3148202,PATROCINIO DO MURIAE,8219971.0
MG,3148301,PAULA CANDIDO,11910067.0
MG,3148400,PAULISTAS,7091766.0
MG,3148509,PAVAO,11582937.0
MG,3148608,PECANHA,24785594.0
MG,3148707,PEDRA AZUL,36522417.0
MG,3148756,PEDRA BONITA,12858371.0
MG,3148806,PEDRA DO ANTA,4773029.0
MG,3148905,PEDRA DO INDAIA,4613571.0
MG,3149002,PEDRA DOURADA,4696091.0
MG,3149101,PEDRALVA,14394665.0
MG,3149150,PEDRAS DE MARIA DA CRUZ,14028969.0
MG,3149200,PEDRINOPOLIS,3757314.0
MG,3149309,PEDRO LEOPOLDO,70128238.0
MG,3149408,PEDRO TEIXEIRA,2920780.0
MG,3149507,PEQUERI,3527731.0
MG,3149606,PEQUI,5904685.0
MG,3149705,PERDIGAO,15565784.0
MG,3149804,PERDIZES,17250736.0
MG,3149903,PERDOES,24049976.0
MG,3149952,PERIQUITO,10461825.0
MG,3150000,PESCADOR,6775165.0
MG,3150109,PIAU,3828999.0
MG,3150158,PIEDADE DE CARATINGA,17670878.0
MG,3150208,PIEDADE DE PONTE NOVA,4384981.0
MG,3150307,PIEDADE DO RIO GRANDE,5662929.0
MG,3150406,PIEDADE DOS GERAIS,8387720.0
MG,3150505,PIMENTA,11822057.0
MG,3150539,PINGO-D'AGUA,6934414.0
MG,3150570,PINTOPOLIS,11308680.0
MG,3150604,PIRACEMA,9111329.0
MG,3150703,PIRAJUBA,5861870.0
MG,3150802,PIRANGA,20623694.0
MG,3150901,PIRANGUCU,7242773.0
MG,3151008,PIRANGUINHO,10587932.0
MG,3151107,PIRAPETINGA,16313694.0
MG,3151206,PIRAPORA,75340685.0
MG,3151305,PIRAUBA,14547779.0
MG,3151404,PITANGUI,33975972.0
MG,3151503,PIUMHI,41807472.0
MG,3151602,PLANURA,13806301.0
MG,3151701,POCO FUNDO,21062948.0
MG,3151800,POCOS DE CALDAS,171370860.0
MG,3151909,POCRANE,15641940.0
MG,3152006,POMPEU,44176318.0
MG,3152105,PONTE NOVA,65736137.0
MG,3152131,PONTO CHIQUE,6370280.0
MG,3152170,PONTO DOS VOLANTES,16329926.0
MG,3152204,PORTEIRINHA,59721455.0
MG,3152303,PORTO FIRME,16869585.0
MG,3152402,POTE,23586880.0
MG,3152501,POUSO ALEGRE,160269213.0
MG,3152600,POUSO ALTO,8653679.0
MG,3152709,PRADOS,10468387.0
MG,3152808,PRATA,35382887.0
MG,3152907,PRATAPOLIS,9929917.0
MG,3153004,PRATINHA,4719964.0
