uf,codigo_ibge,nome_mun,valor
PE,2601409,BARREIROS,83906377.0
PE,2601508,BELEM DE MARIA,20634964.0
PE,2601607,BELEM DE SAO FRANCISCO,35640516.0
PE,2601706,BELO JARDIM,141884844.0
PE,2601805,BETANIA,20919055.0
PE,2601904,BEZERROS,116863471.0
PE,2602001,BODOCO,68530178.0
PE,2602100,BOM CONSELHO,79819788.0
PE,2602209,BOM JARDIM,69638831.0
PE,2602308,BONITO,73798058.0
PE,2602407,BREJAO,18378628.0
PE,2602506,BREJINHO,15102293.0
PE,2602605,BREJO DA MADRE DE DEUS,98397615.0
PE,2602704,BUENOS AIRES,26242650.0
PE,2602803,BUIQUE,86520033.0
PE,2602902,CABO DE SANTO AGOSTINHO,381742401.0
PE,2603009,CABROBO,59025556.0
PE,2603108,CACHOEIRINHA,39434063.0
PE,2603207,CAETES,44117798.0
PE,2603306,CALCADO,16029849.0
PE,2603405,CALUMBI,12480788.0
PE,2603454,CAMARAGIBE,276105899.0
PE,2603504,CAMOCIM DE SAO FELIX,32991573.0
PE,2603603,CAMUTANGA,15187817.0
PE,2603702,CANHOTINHO,37561743.0
PE,2603801,CAPOEIRAS,30709570.0
PE,2603900,CARNAIBA,30212375.0
PE,2603926,CARNAUBEIRA DA PENHA,19470503.0
PE,2604007,CARPINA,138680816.0
PE,2604106,CARUARU,652504164.0
PE,2604155,CASINHAS,23791441.0
PE,2604205,CATENDE,67330526.0
PE,2604304,CEDRO,17933766.0
PE,2604403,CHA DE ALEGRIA,24810910.0
PE,2604502,CHA GRANDE,43093939.0
PE,2604601,CONDADO,41073208.0
PE,2604700,CORRENTES,27412948.0
PE,2604809,CORTES,24697832.0
PE,2604908,CUMARU,29914167.0
PE,2605004,CUPIRA,46921454.0
PE,2605103,CUSTODIA,64097045.0
PE,2605152,DORMENTES,24973914.0
PE,2605202,ESCADA,121902111.0
PE,2605301,EXU,62754928.0
PE,2605400,FEIRA NOVA,44437990.0
PE,2605459,DISTRITO ESTADUAL DE FERNANDO DE NORONHA,3986264.0
PE,2605509,FERREIROS,18032847.0
PE,2605608,FLORES,36045285.0
PE,2605707,FLORESTA,53044230.0
PE,2605806,FREI MIGUELINHO,26072994.0
PE,2605905,GAMELEIRA,43637062.0
PE,2606002,GARANHUNS,232984480.0
PE,2606101,GLORIA DO GOITA,50964118.0
PE,2606200,GOIANA,139681116.0
PE,2606309,GRANITO,14042729.0
PE,2606408,GRAVATA,160799277.0
PE,2606507,IATI,33269476.0
PE,2606606,IBIMIRIM,49029125.0
PE,2606705,IBIRAJUBA,13090974.0
PE,2606804,IGARASSU,205428374.0
PE,2606903,IGUARACI,19667984.0
PE,2607000,INAJA,36193526.0
PE,2607109,INGAZEIRA,7155841.0
PE,2607208,IPOJUCA,185626387.0
PE,2607307,IPUBI,56529637.0
PE,2607406,ITACURUBA,7792455.0
PE,2607505,ITAIBA,42907564.0
PE,2607604,ILHA DE ITAMARACA,45772537.0
PE,2607653,ITAMBE,58371342.0
PE,2607703,ITAPETIM,25384305.0
PE,2607752,ITAPISSUMA,42787764.0
PE,2607802,ITAQUITINGA,25229217.0
PE,2607901,JABOATAO DOS GUARARAPES,1177827580.0
PE,2607950,JAQUEIRA,18429954.0
PE,2608008,JATAUBA,33843137.0
PE,2608057,JATOBA,23818062.0
PE,2608107,JOAO ALFREDO,49387807.0
PE,2608206,JOAQUIM NABUCO,27823979.0
PE,2608255,JUCATI,19089631.0
PE,2608305,JUPI,28243808.0
PE,2608404,JUREMA,25952318.0
PE,2608453,LAGOA DO CARRO,31829874.0
PE,2608503,LAGOA DO ITAENGA,36847928.0
PE,2608602,LAGOA DO OURO,21639563.0
PE,2608701,LAGOA DOS GATOS,25769847.0
PE,2608750,LAGOA GRANDE,43488027.0
PE,2608800,LAJEDO,74103868.0
PE,2608909,LIMOEIRO,102531026.0
PE,2609006,MACAPARANA,40573457.0
PE,2609105,MACHADOS,21995599.0
PE,2609154,MANARI,30730408.0
PE,2609204,MARAIAL,19210745.0
PE,2609303,MIRANDIBA,24702190.0
PE,2609402,MORENO,109462577.0
PE,2609501,NAZARE DA MATA,48340865.0
PE,2609600,OLINDA,678061892.0
PE,2609709,OROBO,37212206.0
PE,2609808,OROCO,29374747.0
PE,2609907,OURICURI,119933076.0
PE,2610004,PALMARES,106650516.0
PE,2610103,PALMEIRINA,13516642.0
PE,2610202,PANELAS,42001853.0
PE,2610301,PARANATAMA,23254012.0
PE,2610400,PARNAMIRIM,34399728.0
PE,2610509,PASSIRA,54216007.0
PE,2610608,PAUDALHO,103396479.0
PE,2610707,PAULISTA,558416662.0
PE,2610806,PEDRA,41694982.0
PE,2610905,PESQUEIRA,112136528.0
PE,2611002,PETROLANDIA,63668816.0
PE,2611101,PETROLINA,553351746.0
PE,2611200,POCAO,20694112.0
PE,2611309,POMBOS,51159325.0
PE,2611408,PRIMAVERA,24020140.0
PE,2611507,QUIPAPA,36511869.0
PE,2611533,QUIXABA,11291153.0
PE,2611606,RECIFE,2393070697.0
PE,2611705,RIACHO DAS ALMAS,44988409.0
PE,2611804,RIBEIRAO,71083133.0
PE,2611903,RIO FORMOSO,35216849.0
PE,2612000,SAIRE,21445444.0
PE,2612109,SALGADINHO,11430772.0
PE,2612208,SALGUEIRO,103892294.0
PE,2612307,SALOA,24590933.0
PE,2612406,SANHARO,36011794.0
PE,2612455,SANTA CRUZ,21851293.0
PE,2612471,SANTA CRUZ DA BAIXA VERDE,19231430.0
PE,2612505,SANTA CRUZ DO CAPIBARIBE,194784267.0
PE,2612554,SANTA FILOMENA,22623059.0
PE,2612604,SANTA MARIA DA BOA VISTA,78555054.0
PE,2612703,SANTA MARIA DO CAMBUCA,29003099.0
PE,2612802,SANTA TEREZINHA,17122820.0
PE,2612901,SAO BENEDITO DO SUL,16753789.0
PE,2613008,SAO BENTO DO UNA,78879719.0
PE,2613107,SAO CAITANO,67678135.0
PE,2613206,SAO JOAO,37752860.0
PE,2613305,SAO JOAQUIM DO MONTE,38443178.0
PE,2613404,SAO JOSE DA COROA GRANDE,32996346.0
PE,2613503,SAO JOSE DO BELMONTE,59132456.0
PE,2613602,SAO JOSE DO EGITO,56506106.0
PE,2613701,SAO LOURENCO DA MATA,203161079.0
PE,2613800,SAO VICENTE FERRER,31619925.0
PE,2613909,SERRA TALHADA,141721040.0
PE,2614006,SERRITA,30114168.0
PE,2614105,SERTANIA,58026258.0
PE,2614204,SIRINHAEM,62692805.0
PE,2614303,MOREILANDIA,20943542.0
PE,2614402,SOLIDAO,8277804.0
PE,2614501,SURUBIM,109013209.0
PE,2614600,TABIRA,50971869.0
PE,2614709,TACAIMBO,23391659.0
PE,2614808,TACARATU,36743288.0
PE,2614857,TAMANDARE,41968788.0
PE,2615003,TAQUARITINGA DO NORTE,52266848.0
PE,2615102,TEREZINHA,11465185.0
PE,2615201,TERRA NOVA,15099486.0
PE,2615300,TIMBAUBA,85158773.0
PE,2615409,TORITAMA,89881576.0
PE,2615508,TRACUNHAEM,25174891.0
PE,2615607,TRINDADE,58885588.0
PE,2615706,TRIUNFO,24957712.0
PE,2615805,TUPANATINGA,37496488.0
PE,2615904,TUPARETAMA,15378109.0
PE,2616001,VENTUROSA,33509592.0
PE,2616100,VERDEJANTE,13906212.0
PE,2616183,VERTENTE DO LERIO,15072099.0
PE,2616209,VERTENTES,39601231.0
PE,2616308,VICENCIA,45204760.0
PE,2616407,VITORIA DE SANTO ANTAO,264696838.0
PE,2616506,XEXEU,25856430.0
PI,2200053,ACAUA,11992730.0
PI,2200103,AGRICOLANDIA,9611231.0
PI,2200202,AGUA BRANCA,31535801.0
PI,2200251,ALAGOINHA DO PIAUI,13493583.0
PI,2200277,ALEGRETE DO PIAUI,9541780.0
PI,2200301,ALTO LONGA,24311458.0
PI,2200400,ALTOS,79705098.0
PI,2200459,ALVORADA DO GURGUEIA,9129421.0
PI,2200509,AMARANTE,30583761.0
PI,2200608,ANGICAL DO PIAUI,13624010.0
PI,2200707,ANISIO DE ABREU,16236390.0
PI,2200806,ANTONIO ALMEIDA,4883181.0
PI,2200905,AROAZES,11238668.0
PI,2200954,AROEIRAS DO ITAIM,5028616.0
PI,2201002,ARRAIAL,7887900.0
PI,2201051,ASSUNCAO DO PIAUI,13935822.0
PI,2201101,AVELINO LOPES,21121395.0
PI,2201150,BAIXA GRANDE DO RIBEIRO,23094580.0
PI,2201176,BARRA D'ALCANTARA,6976812.0
PI,2201200,BARRAS,89965898.0
PI,2201309,BARREIRAS DO PIAUI,6464591.0
PI,2201408,BARRO DURO,13302345.0
PI,2201507,BATALHA,46117866.0
PI,2201556,BELA VISTA DO PIAUI,6953373.0
PI,2201572,BELEM DO PIAUI,6304547.0
PI,2201606,BENEDITINOS,17929183.0
PI,2201705,BERTOLINIA,10067633.0
PI,2201739,BETANIA DO PIAUI,12034060.0
PI,2201770,BOA HORA,12717644.0
PI,2201804,BOCAINA,6428664.0
PI,2201903,BOM JESUS,48891487.0
PI,2201919,BOM PRINCIPIO DO PIAUI,12573084.0
PI,2201929,BONFIM DO PIAUI,10414501.0
PI,2201945,BOQUEIRAO DO PIAUI,11448619.0
PI,2201960,BRASILEIRA,14822485.0
PI,2201988,BREJO DO PIAUI,7027897.0
PI,2202000,BURITI DOS LOPES,38346507.0
PI,2202026,BURITI DOS MONTES,13202241.0
PI,2202059,CABECEIRAS DO PIAUI,17137987.0
PI,2202075,CAJAZEIRAS DO PIAUI,5316159.0
PI,2202083,CAJUEIRO DA PRAIA,13518723.0
PI,2202091,CALDEIRAO GRANDE DO PIAUI,9927846.0
PI,2202109,CAMPINAS DO PIAUI,10018467.0
PI,2202117,CAMPO ALEGRE DO FIDALGO,9267966.0
PI,2202133,CAMPO GRANDE DO PIAUI,10892332.0
PI,2202174,CAMPO LARGO DO PIAUI,12977897.0
PI,2202208,CAMPO MAIOR,86680634.0
PI,2202251,CANAVIEIRA,6104462.0
PI,2202307,CANTO DO BURITI,35112373.0
PI,2202406,CAPITAO DE CAMPOS,21381191.0
PI,2202455,CAPITAO GERVASIO OLIVEIRA,8321268.0
PI,2202505,CARACOL,17766674.0
PI,2202539,CARAUBAS DO PIAUI,11114156.0
PI,2202554,CARIDADE DO PIAUI,10933161.0
PI,2202604,CASTELO DO PIAUI,35249509.0
PI,2202653,CAXINGO,9915477.0
PI,2202703,COCAL,52019807.0
PI,2202711,COCAL DE TELHA,10038608.0
PI,2202729,COCAL DOS ALVES,11428219.0
PI,2202737,COIVARAS,7889799.0
PI,2202752,COLONIA DO GURGUEIA,12956435.0
PI,2202778,COLONIA DO PIAUI,13318119.0
PI,2202802,CONCEICAO DO CANINDE,9531394.0
PI,2202851,CORONEL JOSE DIAS,8350608.0
PI,2202901,CORRENTE,44422586.0
PI,2203008,CRISTALANDIA DO PIAUI,11225904.0
PI,2203107,CRISTINO CASTRO,18123831.0
PI,2203206,CURIMATA,17906280.0
PI,2203230,CURRAIS,9695076.0
PI,2203255,CURRALINHOS,7893096.0
PI,2203271,CURRAL NOVO DO PIAUI,9660143.0
PI,2203305,DEMERVAL LOBAO,29571716.0
PI,2203354,DIRCEU ARCOVERDE,12108587.0
PI,2203404,DOM EXPEDITO LOPES,11757290.0
PI,2203420,DOMINGOS MOURAO,7587139.0
PI,2203453,DOM INOCENCIO,15231002.0
PI,2203503,ELESBAO VELOSO,22077578.0
PI,2203602,ELISEU MARTINS,7767226.0
PI,2203701,ESPERANTINA,75313666.0
PI,2203750,FARTURA DO PIAUI,9704374.0
PI,2203800,FLORES DO PIAUI,7981235.0
PI,2203859,FLORESTA DO PIAUI,4520543.0
PI,2203909,FLORIANO,96481606.0
PI,2204006,FRANCINOPOLIS,7699959.0
PI,2204105,FRANCISCO AYRES,7032793.0
PI,2204154,FRANCISCO MACEDO,5058577.0
PI,2204204,FRANCISCO SANTOS,13584617.0
PI,2204303,FRONTEIRAS,20469503.0
PI,2204352,GEMINIANO,11335689.0
PI,2204402,GILBUES,18363228.0
PI,2204501,GUADALUPE,18752980.0
PI,2204550,GUARIBAS,8290033.0
PI,2204600,HUGO NAPOLEAO,6980779.0
PI,2204659,ILHA GRANDE,17553165.0
PI,2204709,INHUMA,26765570.0
PI,2204808,IPIRANGA DO PIAUI,17109066.0
PI,2204907,ISAIAS COELHO,14862207.0
PI,2205003,ITAINOPOLIS,19481561.0
PI,2205102,ITAUEIRA,17499312.0
PI,2205151,JACOBINA DO PIAUI,11195451.0
PI,2205201,JAICOS,32393166.0
PI,2205250,JARDIM DO MULATO,7683490.0
PI,2205276,JATOBA DO PIAUI,9445200.0
PI,2205300,JERUMENHA,9055868.0
PI,2205359,JOAO COSTA,5607566.0
PI,2205409,JOAQUIM PIRES,25193990.0
PI,2205458,JOCA MARQUES,10087345.0
PI,2205508,JOSE DE FREITAS,75729200.0
PI,2205516,JUAZEIRO DO PIAUI,10008696.0
PI,2205524,JULIO BORGES,9059824.0
PI,2205532,JUREMA,10279331.0
PI,2205540,LAGOINHA DO PIAUI,4906599.0
PI,2205557,LAGOA ALEGRE,15549983.0
PI,2205565,LAGOA DO BARRO DO PIAUI,7073871.0
PI,2205573,LAGOA DE SAO FRANCISCO,10361345.0
PI,2205581,LAGOA DO PIAUI,8346355.0
PI,2205599,LAGOA DO SITIO,9383869.0
PI,2205607,LANDRI SALES,10555166.0
PI,2205706,LUIS CORREIA,60646783.0
PI,2205805,LUZILANDIA,48941420.0
PI,2205854,MADEIRO,12279589.0
PI,2205904,MANOEL EMIDIO,9355293.0
PI,2205953,MARCOLANDIA,18679144.0
PI,2206001,MARCOS PARENTE,8889750.0
PI,2206050,MASSAPE DO PIAUI,10492391.0
PI,2206100,MATIAS OLIMPIO,19713391.0
PI,2206209,MIGUEL ALVES,56892634.0
PI,2206308,MIGUEL LEAO,2157455.0
PI,2206357,MILTON BRANDAO,10712628.0
PI,2206407,MONSENHOR GIL,18177587.0
PI,2206506,MONSENHOR HIPOLITO,14437116.0
PI,2206605,MONTE ALEGRE DO PIAUI,17373238.0
PI,2206654,MORRO CABECA NO TEMPO,6728137.0
PI,2206670,MORRO DO CHAPEU DO PIAUI,11021015.0
PI,2206696,MURICI DOS PORTELAS,13593843.0
PI,2206704,NAZARE DO PIAUI,12863481.0
PI,2206720,NAZARIA,20009287.0
PI,2206753,NOSSA SENHORA DE NAZARE,9716673.0
PI,2206803,NOSSA SENHORA DOS REMEDIOS,17914683.0
PI,2206902,NOVO ORIENTE DO PIAUI,10814483.0
PI,2206951,NOVO SANTO ANTONIO,6534590.0
PI,2207009,OEIRAS,66238344.0
PI,2207108,OLHO D'AGUA DO PIAUI,5417458.0
PI,2207207,PADRE MARCOS,13480848.0
PI,2207306,PAES LANDIM,8257354.0
PI,2207355,PAJEU DO PIAUI,4828659.0
PI,2207405,PALMEIRA DO PIAUI,9163521.0
PI,2207504,PALMEIRAIS,25403592.0
PI,2207553,PAQUETA,6788302.0
PI,2207603,PARNAGUA,17910878.0
PI,2207702,PARNAIBA,262166639.0
PI,2207751,PASSAGEM FRANCA DO PIAUI,9274190.0
PI,2207777,PATOS DO PIAUI,10337922.0
PI,2207793,PAU D'ARCO DO PIAUI,7738923.0
PI,2207801,PAULISTANA,38679330.0
PI,2207850,PAVUSSU,7746134.0
PI,2207900,PEDRO II,71511694.0
PI,2207934,PEDRO LAURENTINO,4540023.0
PI,2207959,NOVA SANTA RITA,8037052.0
PI,2208007,PICOS,137038953.0
PI,2208106,PIMENTEIRAS,18918134.0
PI,2208205,PIO IX,33653797.0
PI,2208304,PIRACURUCA,55982028.0
PI,2208403,PIRIPIRI,110120956.0
PI,2208502,PORTO,21682901.0
PI,2208551,PORTO ALEGRE DO PIAUI,4771073.0
PI,2208601,PRATA DO PIAUI,6188095.0
PI,2208650,QUEIMADA NOVA,12460394.0
PI,2208700,REDENCAO DO GURGUEIA,16121395.0
PI,2208809,REGENERACAO,33904901.0
PI,2208858,RIACHO FRIO,7952742.0
PI,2208874,RIBEIRA DO PIAUI,7971732.0
PI,2208908,RIBEIRO GONCALVES,10617612.0
PI,2209005,RIO GRANDE DO PIAUI,12120371.0
PI,2209104,SANTA CRUZ DO PIAUI,10687520.0
PI,2209153,SANTA CRUZ DOS MILAGRES,5880202.0
PI,2209203,SANTA FILOMENA,10155272.0
PI,2209302,SANTA LUZ,9954942.0
PI,2209351,SANTANA DO PIAUI,6964604.0
PI,2209377,SANTA ROSA DO PIAUI,8935867.0
PI,2209401,SANTO ANTONIO DE LISBOA,9464416.0
PI,2209450,SANTO ANTONIO DOS MILAGRES,3014588.0
PI,2209500,SANTO INACIO DO PIAUI,6691287.0
PI,2209559,SAO BRAZ DO PIAUI,8428955.0
PI,2209609,SAO FELIX DO PIAUI,4574559.0
PI,2209658,SAO FRANCISCO DE ASSIS DO PIAUI,10298312.0
PI,2209708,SAO FRANCISCO DO PIAUI,10181089.0
PI,2209757,SAO GONCALO DO GURGUEIA,4072142.0
PI,2209807,SAO GONCALO DO PIAUI,8519924.0
PI,2209856,SAO JOAO DA CANABRAVA,7484774.0
PI,2209872,SAO JOAO DA FRONTEIRA,9718835.0
PI,2209906,SAO JOAO DA SERRA,11328418.0
PI,2209955,SAO JOAO DA VARJOTA,7695053.0
PI,2209971,SAO JOAO DO ARRAIAL,15655254.0
PI,2210003,SAO JOAO DO PIAUI,34861997.0
PI,2210052,SAO JOSE DO DIVINO,10962070.0
PI,2210102,SAO JOSE DO PEIXE,6428075.0
PI,2210201,SAO JOSE DO PIAUI,11247481.0
PI,2210300,SAO JULIAO,11139249.0
PI,2210359,SAO LOURENCO DO PIAUI,9349489.0
PI,2210375,SAO LUIS DO PIAUI,3754885.0
PI,2210383,SAO MIGUEL DA BAIXA GRANDE,3367684.0
PI,2210391,SAO MIGUEL DO FIDALGO,4966949.0
PI,2210409,SAO MIGUEL DO TAPUIO,30615594.0
PI,2210508,SAO PEDRO DO PIAUI,24637187.0
PI,2210607,SAO RAIMUNDO NONATO,63067887.0
PI,2210623,SEBASTIAO BARROS,7920715.0
PI,2210631,SEBASTIAO LEAL,7157424.0
PI,2210656,SIGEFREDO PACHECO,17402482.0
PI,2210706,SIMOES,22983849.0
PI,2210805,SIMPLICIO MENDES,20450769.0
PI,2210904,SOCORRO DO PIAUI,8224457.0
PI,2210938,SUSSUAPARA,10941256.0
PI,2210953,TAMBORIL DO PIAUI,5147631.0
PI,2210979,TANQUE DO PIAUI,4751888.0
PI,2211001,TERESINA,1298402065.0
PI,2211100,UNIAO,82311061.0
PI,2211209,URUCUI,41657080.0
PI,2211308,VALENCA DO PIAUI,37636743.0
PI,2211357,VARZEA BRANCA,10443974.0
PI,2211407,VARZEA GRANDE,7979813.0
PI,2211506,VERA MENDES,6105288.0
PI,2211605,VILA NOVA DO PIAUI,5141687.0
PI,2211704,WALL FERRAZ,7713360.0
PR,4100103,ABATIA,10259361.0
PR,4100202,ADRIANOPOLIS,9621899.0
PR,4100301,AGUDOS DO SUL,14331499.0
PR,4100400,ALMIRANTE TAMANDARE,147144786.0
PR,4100459,ALTAMIRA DO PARANA,5739686.0
PR,4100509,ALTONIA,23089529.0
PR,4100608,ALTO PARANA,19223861.0
PR,4100707,ALTO PIQUIRI,13080357.0
PR,4100806,ALVORADA DO SUL,11240018.0
PR,4100905,AMAPORA,7734072.0
PR,4101002,AMPERE,19561258.0
PR,4101051,ANAHY,2886141.0
PR,4101101,ANDIRA,24832606.0
PR,4101150,ANGULO,4247607.0
PR,4101200,ANTONINA,28953617.0
PR,4101309,ANTONIO OLINTO,11443726.0
PR,4101408,APUCARANA,151467756.0
PR,4101507,ARAPONGAS,117815714.0
PR,4101606,ARAPOTI,32240853.0
PR,4101655,ARAPUA,5096560.0
PR,4101705,ARARUNA,18116825.0
PR,4101804,ARAUCARIA,180590979.0
PR,4101853,ARIRANHA DO IVAI,2982159.0
PR,4101903,ASSAI,20010953.0
PR,4102000,ASSIS CHATEAUBRIAND,37788129.0
PR,4102109,ASTORGA,29570061.0
PR,4102208,ATALAIA,4835028.0
PR,4102307,BALSA NOVA,16119181.0
PR,4102406,BANDEIRANTES,42968607.0
PR,4102505,BARBOSA FERRAZ,15638973.0
PR,4102604,BARRACAO,12899817.0
PR,4102703,BARRA DO JACARE,2964679.0
PR,4102752,BELA VISTA DA CAROBA,3833586.0
PR,4102802,BELA VISTA DO PARAISO,19226979.0
PR,4102901,BITURUNA,22136456.0
PR,4103008,BOA ESPERANCA,5541908.0
PR,4103024,BOA ESPERANCA DO IGUACU,2992339.0
PR,4103040,BOA VENTURA DE SAO ROQUE,9543138.0
PR,4103057,BOA VISTA DA APARECIDA,10822812.0
PR,4103107,BOCAIUVA DO SUL,18620967.0
PR,4103156,BOM JESUS DO SUL,4688923.0
PR,4103206,BOM SUCESSO,7899397.0
PR,4103222,BOM SUCESSO DO SUL,3127758.0
PR,4103305,BORRAZOPOLIS,10435692.0
PR,4103354,BRAGANEY,6417882.0
PR,4103370,BRASILANDIA DO SUL,4605357.0
PR,4103404,CAFEARA,3213409.0
PR,4103453,CAFELANDIA,15744071.0
PR,4103479,CAFEZAL DO SUL,5197907.0
PR,4103503,CALIFORNIA,10882234.0
PR,4103602,CAMBARA,28818696.0
PR,4103701,CAMBE,113881138.0
PR,4103800,CAMBIRA,10588677.0
PR,4103909,CAMPINA DA LAGOA,19545390.0
PR,4103958,CAMPINA DO SIMAO,6726728.0
PR,4104006,CAMPINA GRANDE DO SUL,60859951.0
PR,4104055,CAMPO BONITO,5170445.0
PR,4104105,CAMPO DO TENENTE,11124272.0
PR,4104204,CAMPO LARGO,136694250.0
PR,4104253,CAMPO MAGRO,36901563.0
PR,4104303,CAMPO MOURAO,111849991.0
PR,4104402,CANDIDO DE ABREU,21352665.0
PR,4104428,CANDOI,20750484.0
PR,4104451,CANTAGALO,16985067.0
PR,4104501,CAPANEMA,19267869.0
PR,4104600,CAPITAO LEONIDAS MARQUES,17883860.0
PR,4104659,CARAMBEI,24876490.0
PR,4104709,CARLOPOLIS,21427507.0
PR,4104808,CASCAVEL,347827516.0
PR,4104907,CASTRO,91203712.0
PR,4105003,CATANDUVAS,11496730.0
PR,4105102,CENTENARIO DO SUL,13690370.0
PR,4105201,CERRO AZUL,29087319.0
PR,4105300,CEU AZUL,10287466.0
PR,4105409,CHOPINZINHO,22762656.0
PR,4105508,CIANORTE,84149157.0
PR,4105607,CIDADE GAUCHA,12637460.0
PR,4105706,CLEVELANDIA,22468776.0
PR,4105805,COLOMBO,312540488.0
PR,4105904,COLORADO,25157115.0
PR,4106001,CONGONHINHAS,12752682.0
PR,4106100,CONSELHEIRO MAIRINCK,4811514.0
PR,4106209,CONTENDA,24512285.0
PR,4106308,CORBELIA,20325459.0
PR,4106407,CORNELIO PROCOPIO,50325687.0
PR,4106456,CORONEL DOMINGOS SOARES,8182612.0
PR,4106506,CORONEL VIVIDA,23292558.0
PR,4106555,CORUMBATAI DO SUL,5514141.0
PR,4106571,CRUZEIRO DO IGUACU,4546403.0
PR,4106605,CRUZEIRO DO OESTE,26331923.0
PR,4106704,CRUZEIRO DO SUL,6267089.0
PR,4106803,CRUZ MACHADO,25950339.0
PR,4106852,CRUZMALTINA,4007118.0
PR,4106902,CURITIBA,1927747440.0
PR,4107009,CURIUVA,20616217.0
PR,4107108,DIAMANTE DO NORTE,6310003.0
PR,4107124,DIAMANTE DO SUL,4955518.0
PR,4107157,DIAMANTE D'OESTE,5846742.0
PR,4107207,DOIS VIZINHOS,44553192.0
PR,4107256,DOURADINA,9870872.0
PR,4107306,DOUTOR CAMARGO,7533054.0
PR,4107405,ENEAS MARQUES,7175860.0
PR,4107504,ENGENHEIRO BELTRAO,15683252.0
PR,4107520,ESPERANCA NOVA,2198240.0
PR,4107538,ENTRE RIOS DO OESTE,3477163.0
PR,4107546,ESPIGAO ALTO DO IGUACU,6734486.0
PR,4107553,FAROL,3828956.0
PR,4107603,FAXINAL,25401582.0
PR,4107652,FAZENDA RIO GRANDE,164870390.0
PR,4107702,FENIX,5893273.0
PR,4107736,FERNANDES PINHEIRO,8791214.0
PR,4107751,FIGUEIRA,11865211.0
PR,4107801,FLORAI,6131911.0
PR,4107850,FLOR DA SERRA DO SUL,5556745.0
PR,4107900,FLORESTA,10269903.0
PR,4108007,FLORESTOPOLIS,15825748.0
PR,4108106,FLORIDA,3357905.0
PR,4108205,FORMOSA DO OESTE,8412073.0
PR,4108304,FOZ DO IGUACU,405523517.0
PR,4108320,FRANCISCO ALVES,8350486.0
PR,4108403,FRANCISCO BELTRAO,89108208.0
PR,4108452,FOZ DO JORDAO,8360173.0
PR,4108502,GENERAL CARNEIRO,18190100.0
PR,4108551,GODOY MOREIRA,4178534.0
PR,4108601,GOIOERE,38027682.0
PR,4108650,GOIOXIM,10714899.0
PR,4108700,GRANDES RIOS,9204777.0
PR,4108809,GUAIRA,44469315.0
PR,4108908,GUAIRACA,8058900.0
PR,4108957,GUAMIRANGA,12427650.0
PR,4109005,GUAPIRAMA,5843937.0
PR,4109104,GUAPOREMA,2441175.0
PR,4109203,GUARACI,5596619.0
PR,4109302,GUARANIACU,15812382.0
PR,4109401,GUARAPUAVA,230643973.0
PR,4109500,GUARAQUECABA,13396288.0
PR,4109609,GUARATUBA,62160645.0
PR,4109658,HONORIO SERPA,6928694.0
PR,4109708,IBAITI,37541343.0
PR,4109757,IBEMA,8333453.0
PR,4109807,IBIPORA,60450382.0
PR,4109906,ICARAIMA,12182862.0
PR,4110003,IGUARACU,5938493.0
PR,4110052,IGUATU,2493548.0
PR,4110078,IMBAU,16272512.0
PR,4110102,IMBITUVA,39335041.0
PR,4110201,INACIO MARTINS,16364880.0
PR,4110300,INAJA,3717762.0
PR,4110409,INDIANOPOLIS,4927538.0
PR,4110508,IPIRANGA,18698855.0
PR,4110607,IPORA,18062476.0
PR,4110656,IRACEMA DO OESTE,2552684.0
PR,4110706,IRATI,71996822.0
PR,4110805,IRETAMA,14977333.0
PR,4110904,ITAGUAJE,5913879.0
PR,4110953,ITAIPULANDIA,12070860.0
PR,4111001,ITAMBARACA,7591242.0
PR,4111100,ITAMBE,6904914.0
PR,4111209,ITAPEJARA D'OESTE,12809796.0
PR,4111258,ITAPERUCU,44088900.0
PR,4111308,ITAUNA DO SUL,4457769.0
PR,4111407,IVAI,19809132.0
PR,4111506,IVAIPORA,40216894.0
PR,4111555,IVATE,7857587.0
PR,4111605,IVATUBA,3683886.0
PR,4111704,JABOTI,7946877.0
PR,4111803,JACAREZINHO,47702848.0
PR,4111902,JAGUAPITA,14020153.0
PR,4112009,JAGUARIAIVA,43330001.0
PR,4112108,JANDAIA DO SUL,23947832.0
PR,4112207,JANIOPOLIS,8153582.0
PR,4112306,JAPIRA,6501235.0
PR,4112405,JAPURA,10616832.0
PR,4112504,JARDIM ALEGRE,16449949.0
PR,4112603,JARDIM OLINDA,1834254.0
PR,4112702,JATAIZINHO,16504121.0
PR,4112751,JESUITAS,10078921.0
PR,4112801,JOAQUIM TAVORA,13108061.0
PR,4112900,JUNDIAI DO SUL,4473041.0
PR,4112959,JURANDA,9585275.0
PR,4113007,JUSSARA,7020527.0
PR,4113106,KALORE,5787253.0
PR,4113205,LAPA,52552964.0
PR,4113254,LARANJAL,9142537.0
PR,4113304,LARANJEIRAS DO SUL,42574800.0
PR,4113403,LEOPOLIS,4898595.0
PR,4113429,LIDIANOPOLIS,5262615.0
PR,4113452,LINDOESTE,7331934.0
PR,4113502,LOANDA,26154246.0
PR,4113601,LOBATO,5344597.0
PR,4113700,LONDRINA,585780790.0
PR,4113734,LUIZIANA,9162990.0
PR,4113759,LUNARDELLI,6915596.0
PR,4113809,LUPIONOPOLIS,5829338.0
PR,4113908,MALLET,14826469.0
PR,4114005,MAMBORE,18273065.0
PR,4114104,MANDAGUACU,30857960.0
