mes,uf,codigo_ibge,nome_mun,valor
202006,AC,1200013,ACRELANDIA,2610600.0
202006,AC,1200054,ASSIS BRASIL,2278800.0
202006,AC,1200104,BRASILEIA,5406000.0
202006,AC,1200138,BUJARI,2277600.0
202006,AC,1200179,CAPIXABA,2155800.0
202006,AC,1200203,CRUZEIRO DO SUL,16284600.0
202006,AC,1200252,EPITACIOLANDIA,3397800.0
202006,AC,1200302,FEIJO,6718200.0
202006,AC,1200328,JORDAO,1710600.0
202006,AC,1200336,MANCIO LIMA,4108800.0
202006,AC,1200344,MANOEL URBANO,2335800.0
202006,AC,1200351,MARECHAL THAUMATURGO,3477000.0
202006,AC,1200385,PLACIDO DE CASTRO,2713800.0
202006,AC,1200393,PORTO WALTER,1936800.0
202006,AC,1200401,RIO BRANCO,53367600.0
202006,AC,1200427,RODRIGUES ALVES,3110400.0
202006,AC,1200435,SANTA ROSA DO PURUS,1327800.0
202006,AC,1200450,SENADOR GUIOMARD,5300400.0
202006,AC,1200500,SENA MADUREIRA,9484800.0
202006,AC,1200609,TARAUACA,9330600.0
202006,AC,1200708,XAPURI,3243000.0
202006,AC,1200807,PORTO ACRE,3878400.0
202006,AL,2700102,AGUA BRANCA,3844800.0
202006,AL,2700201,ANADIA,3347400.0
202006,AL,2700300,ARAPIRACA,36419400.0
202006,AL,2700409,ATALAIA,9671400.0
202006,AL,2700508,BARRA DE SANTO ANTONIO,4423800.0
202006,AL,2700607,BARRA DE SAO MIGUEL,1717200.0
202006,AL,2700706,BATALHA,3963000.0
202006,AL,2700805,BELEM,1077600.0
202006,AL,2700904,BELO MONTE,1573200.0
202006,AL,2701001,BOCA DA MATA,4953600.0
202006,AL,2701100,BRANQUINHA,2463600.0
202006,AL,2701209,CACIMBINHAS,2440800.0
202006,AL,2701308,CAJUEIRO,4359000.0
202006,AL,2701357,CAMPESTRE,1643400.0
202006,AL,2701407,CAMPO ALEGRE,7148400.0
202006,AL,2701506,CAMPO GRANDE,2702400.0
202006,AL,2701605,CANAPI,4953600.0
202006,AL,2701704,CAPELA,2934000.0
202006,AL,2701803,CARNEIROS,2182200.0
202006,AL,2701902,CHA PRETA,1534200.0
202006,AL,2702009,COITE DO NOIA,2140800.0
202006,AL,2702108,COLONIA LEOPOLDINA,4602600.0
202006,AL,2702207,COQUEIRO SECO,1021200.0
202006,AL,2702306,CORURIPE,8731800.0
202006,AL,2702355,CRAIBAS,5227800.0
202006,AL,2702405,DELMIRO GOUVEIA,9528600.0
202006,AL,2702504,DOIS RIACHOS,2306400.0
202006,AL,2702553,ESTRELA DE ALAGOAS,3306600.0
202006,AL,2702603,FEIRA GRANDE,5358600.0
202006,AL,2702702,FELIZ DESERTO,912000.0
202006,AL,2702801,FLEXEIRAS,2673600.0
202006,AL,2702900,GIRAU DO PONCIANO,7387800.0
202006,AL,2703007,IBATEGUARA,3281400.0
202006,AL,2703106,IGACI,5879400.0
202006,AL,2703205,IGREJA NOVA,4582800.0
202006,AL,2703304,INHAPI,3680400.0
202006,AL,2703403,JACARE DOS HOMENS,1317600.0
202006,AL,2703502,JACUIPE,1348800.0
202006,AL,2703601,JAPARATINGA,2200200.0
202006,AL,2703700,JARAMATAIA,1218000.0
202006,AL,2703759,JEQUIA DA PRAIA,2572800.0
202006,AL,2703809,JOAQUIM GOMES,4425600.0
202006,AL,2703908,JUNDIA,947400.0
202006,AL,2704005,JUNQUEIRO,5050200.0
202006,AL,2704104,LAGOA DA CANOA,4126200.0
202006,AL,2704203,LIMOEIRO DE ANADIA,5275800.0
202006,AL,2704302,MACEIO,127024800.0
202006,AL,2704401,MAJOR ISIDORO,4218000.0
202006,AL,2704500,MARAGOGI,6969000.0
202006,AL,2704609,MARAVILHA,2779200.0
202006,AL,2704708,MARECHAL DEODORO,10639200.0
202006,AL,2704807,MARIBONDO,2656800.0
202006,AL,2704906,MAR VERMELHO,823200.0
202006,AL,2705002,MATA GRANDE,4471200.0
202006,AL,2705101,MATRIZ DE CAMARAGIBE,4788600.0
202006,AL,2705200,MESSIAS,2762400.0
202006,AL,2705309,MINADOR DO NEGRAO,1005600.0
202006,AL,2705408,MONTEIROPOLIS,1867200.0
202006,AL,2705507,MURICI,5722200.0
202006,AL,2705606,NOVO LINO,2416800.0
202006,AL,2705705,OLHO D'AGUA DAS FLORES,3994200.0
202006,AL,2705804,OLHO D'AGUA DO CASADO,2038200.0
202006,AL,2705903,OLHO D'AGUA GRANDE,1465200.0
202006,AL,2706000,OLIVENCA,2604000.0
202006,AL,2706109,OURO BRANCO,2984400.0
202006,AL,2706208,PALESTINA,1114800.0
202006,AL,2706307,PALMEIRA DOS INDIOS,14097600.0
202006,AL,2706406,PAO DE ACUCAR,4815000.0
202006,AL,2706422,PARICONHA,2253000.0
202006,AL,2706448,PARIPUEIRA,2950200.0
202006,AL,2706505,PASSO DE CAMARAGIBE,2824800.0
202006,AL,2706604,PAULO JACINTO,1525800.0
202006,AL,2706703,PENEDO,12676200.0
202006,AL,2706802,PIACABUCU,4623600.0
202006,AL,2706901,PILAR,7594800.0
202006,AL,2707008,PINDOBA,425400.0
202006,AL,2707107,PIRANHAS,5136600.0
202006,AL,2707206,POCO DAS TRINCHEIRAS,3054000.0
202006,AL,2707305,PORTO CALVO,6466800.0
202006,AL,2707404,PORTO DE PEDRAS,1974600.0
202006,AL,2707503,PORTO REAL DO COLEGIO,4961400.0
202006,AL,2707602,QUEBRANGULO,2740200.0
202006,AL,2707701,RIO LARGO,16054800.0
202006,AL,2707800,ROTEIRO,1484400.0
202006,AL,2707909,SANTA LUZIA DO NORTE,1364400.0
202006,AL,2708006,SANTANA DO IPANEMA,10178400.0
202006,AL,2708105,SANTANA DO MUNDAU,2323800.0
202006,AL,2708204,SAO BRAS,1396200.0
202006,AL,2708303,SAO JOSE DA LAJE,4540200.0
202006,AL,2708402,SAO JOSE DA TAPERA,7410000.0
202006,AL,2708501,SAO LUIS DO QUITUNDE,7142400.0
202006,AL,2708600,SAO MIGUEL DOS CAMPOS,10428600.0
202006,AL,2708709,SAO MIGUEL DOS MILAGRES,1719000.0
202006,AL,2708808,SAO SEBASTIAO,7462800.0
202006,AL,2708907,SATUBA,3097200.0
202006,AL,2708956,SENADOR RUI PALMEIRA,3021000.0
202006,AL,2709004,TANQUE D'ARCA,1251600.0
202006,AL,2709103,TAQUARANA,3696600.0
202006,AL,2709152,TEOTONIO VILELA,7402200.0
202006,AL,2709202,TRAIPU,4633800.0
202006,AL,2709301,UNIAO DOS PALMARES,13303800.0
202006,AL,2709400,VICOSA,5650800.0
202006,AM,1300029,ALVARAES,3229200.0
202006,AM,1300060,AMATURA,2010000.0
202006,AM,1300086,ANAMA,2456400.0
202006,AM,1300102,ANORI,3499200.0
202006,AM,1300144,APUI,2582400.0
