mes,uf,codigo_ibge,nome_mun,valor
202005,AC,1200013,ACRELANDIA,3603600.0
202005,AC,1200054,ASSIS BRASIL,3142800.0
202005,AC,1200104,BRASILEIA,7582800.0
202005,AC,1200138,BUJARI,3057000.0
202005,AC,1200179,CAPIXABA,2877000.0
202005,AC,1200203,CRUZEIRO DO SUL,21301200.0
202005,AC,1200252,EPITACIOLANDIA,4639800.0
202005,AC,1200302,FEIJO,7993200.0
202005,AC,1200328,JORDAO,1956000.0
202005,AC,1200336,MANCIO LIMA,4769400.0
202005,AC,1200344,MANOEL URBANO,2842200.0
202005,AC,1200351,MARECHAL THAUMATURGO,4047000.0
202005,AC,1200385,PLACIDO DE CASTRO,3677400.0
202005,AC,1200393,PORTO WALTER,2269800.0
202005,AC,1200401,RIO BRANCO,80550000.0
202005,AC,1200427,RODRIGUES ALVES,3561600.0
202005,AC,1200435,SANTA ROSA DO PURUS,1416600.0
202005,AC,1200450,SENADOR GUIOMARD,6650400.0
202005,AC,1200500,SENA MADUREIRA,11436000.0
202005,AC,1200609,TARAUACA,10784400.0
202005,AC,1200708,XAPURI,4291200.0
202005,AC,1200807,PORTO ACRE,5049000.0
202005,AL,2700102,AGUA BRANCA,4737000.0
202005,AL,2700201,ANADIA,4069800.0
202005,AL,2700300,ARAPIRACA,54739200.0
202005,AL,2700409,ATALAIA,11599200.0
202005,AL,2700508,BARRA DE SANTO ANTONIO,5272200.0
202005,AL,2700607,BARRA DE SAO MIGUEL,2337000.0
202005,AL,2700706,BATALHA,4767000.0
202005,AL,2700805,BELEM,1419600.0
202005,AL,2700904,BELO MONTE,1795800.0
202005,AL,2701001,BOCA DA MATA,6263400.0
202005,AL,2701100,BRANQUINHA,3204600.0
202005,AL,2701209,CACIMBINHAS,2866800.0
202005,AL,2701308,CAJUEIRO,5172600.0
202005,AL,2701357,CAMPESTRE,1957800.0
202005,AL,2701407,CAMPO ALEGRE,8839800.0
202005,AL,2701506,CAMPO GRANDE,2994000.0
202005,AL,2701605,CANAPI,5569200.0
202005,AL,2701704,CAPELA,3682200.0
202005,AL,2701803,CARNEIROS,2612400.0
