,uf,nome_mun,quant,codigo_ibge,valor
2691,PB,NOVA PALMEIRA,1.0,2510303,6539055.0
2692,PB,OLHO D'AGUA,0.0,2510402,10915372.0
2693,PB,OLIVEDOS,1.0,2510501,6425070.0
2694,PB,OURO VELHO,1.0,2510600,5708238.0
2695,PB,PARARI,1.0,2510659,2783331.0
2696,PB,PASSAGEM,1.0,2510709,4174226.0
2697,PB,PATOS,6.0,2510808,176572476.0
2698,PB,PAULISTA,1.0,2510907,22221873.0
2699,PB,PEDRA BRANCA,1.0,2511004,5587060.0
2700,PB,PEDRA LAVRADA,1.0,2511103,11819546.0
2701,PB,PEDRAS DE FOGO,0.0,2511202,51282228.0
2702,PB,PIANCO,1.0,2511301,24882296.0
2703,PB,PICUI,1.0,2511400,31729901.0
2704,PB,PILAR,1.0,2511509,20688606.0
2705,PB,PILOES,1.0,2511608,14277892.0
2706,PB,PILOEZINHOS,0.0,2511707,9908227.0
2707,PB,PIRPIRITUBA,1.0,2511806,16995572.0
2708,PB,PITIMBU,0.0,2511905,31387873.0
2709,PB,POCINHOS,1.0,2512002,28570215.0
2710,PB,POCO DANTAS,0.0,2512036,6490877.0
2711,PB,POCO DE JOSE DE MOURA,1.0,2512077,6271787.0
2712,PB,POMBAL,1.0,2512101,55703301.0
2713,PB,PRATA,1.0,2512200,7198368.0
2714,PB,PRINCESA ISABEL,1.0,2512309,33337310.0
2715,PB,PUXINANA,1.0,2512408,24394043.0
2716,PB,QUEIMADAS,1.0,2512507,76655352.0
2717,PB,QUIXABA,1.0,2512606,3353616.0
2718,PB,REMIGIO,0.0,2512705,29679581.0
2719,PB,PEDRO REGIS,1.0,2512721,8957554.0
2720,PB,RIACHAO,1.0,2512747,5079336.0
2721,PB,RIACHAO DO BACAMARTE,1.0,2512754,7650709.0
2722,PB,RIACHAO DO POCO,1.0,2512762,8415499.0
2723,PB,RIACHO DE SANTO ANTONIO,1.0,2512788,3914706.0
2724,PB,RIACHO DOS CAVALOS,1.0,2512804,16209142.0
2725,PB,RIO TINTO,1.0,2512903,41469357.0
2726,PB,SALGADINHO,1.0,2513000,5587562.0
2727,PB,SALGADO DE SAO FELIX,1.0,2513109,18935174.0
2728,PB,SANTA CECILIA,0.0,2513158,12922879.0
2729,PB,SANTA CRUZ,1.0,2513208,9814712.0
2730,PB,SANTA HELENA,1.0,2513307,10732818.0
2731,PB,SANTA INES,1.0,2513356,6102934.0
2732,PB,SANTA LUZIA,1.0,2513406,24477252.0
2733,PB,SANTANA DE MANGUEIRA,1.0,2513505,7781323.0
2734,PB,SANTANA DOS GARROTES,1.0,2513604,10093911.0
2735,PB,JOCA CLAUDINO,0.0,2513653,4159133.0
2736,PB,SANTA RITA,4.0,2513703,232759804.0
2737,PB,SANTA TERESINHA,1.0,2513802,7956647.0
2738,PB,SANTO ANDRE,0.0,2513851,4260819.0
2739,PB,SAO BENTO,1.0,2513901,64886638.0
2740,PB,SAO BENTINHO,1.0,2513927,6705115.0
2741,PB,SAO DOMINGOS DO CARIRI,1.0,2513943,4088181.0
2742,PB,SAO DOMINGOS DE POMBAL,0.0,2513968,4785090.0
2743,PB,SAO FRANCISCO,1.0,2513984,5323962.0
2744,PB,SAO JOAO DO CARIRI,1.0,2514008,7147422.0
2745,PB,SAO JOAO DO TIGRE,0.0,2514107,7376264.0
2746,PB,SAO JOSE DA LAGOA TAPADA,1.0,2514206,11902187.0
2747,PB,SAO JOSE DE CAIANA,1.0,2514305,9359654.0
2748,PB,SAO JOSE DE ESPINHARAS,1.0,2514404,7598005.0
2749,PB,SAO JOSE DOS RAMOS,1.0,2514453,10322755.0
2750,PB,SAO JOSE DE PIRANHAS,1.0,2514503,31850548.0
2751,PB,SAO JOSE DE PRINCESA,0.0,2514552,5240301.0
2752,PB,SAO JOSE DO BONFIM,1.0,2514602,6277951.0
2753,PB,SAO JOSE DO BREJO DO CRUZ,1.0,2514651,2815878.0
2754,PB,SAO JOSE DO SABUGI,1.0,2514701,6940149.0
2755,PB,SAO JOSE DOS CORDEIROS,1.0,2514800,5711237.0
2756,PB,SAO MAMEDE,0.0,2514909,13212735.0
2757,PB,SAO MIGUEL DE TAIPU,1.0,2515005,12186692.0
2758,PB,SAO SEBASTIAO DE LAGOA DE ROCA,0.0,2515104,18045469.0
2759,PB,SAO SEBASTIAO DO UMBUZEIRO,1.0,2515203,5505244.0
2760,PB,SAPE,1.0,2515302,90909790.0
2761,PB,SERIDO,1.0,2515401,18616672.0
2762,PB,SERRA BRANCA,1.0,2515500,22309758.0
2763,PB,SERRA DA RAIZ,1.0,2515609,4123849.0
2764,PB,SERRA GRANDE,1.0,2515708,5106724.0
2765,PB,SERRA REDONDA,1.0,2515807,11405388.0
2766,PB,SERRARIA,1.0,2515906,8836865.0
2767,PB,SERTAOZINHO,1.0,2515930,7634573.0
2768,PB,SOBRADO,1.0,2515971,14495968.0
2769,PB,SOLANEA,2.0,2516003,49425166.0
2770,PB,SOLEDADE,1.0,2516102,24415166.0
2771,PB,SOSSEGO,1.0,2516151,6464400.0
2772,PB,SOUSA,3.0,2516201,112114436.0
2773,PB,SUME,0.0,2516300,30368036.0
2774,PB,TACIMA,0.0,2516409,13377243.0
2775,PB,TAPEROA,1.0,2516508,24917938.0
2776,PB,TAVARES,1.0,2516607,22386198.0
2777,PB,TEIXEIRA,1.0,2516706,26495399.0
2778,PB,TENORIO,1.0,2516755,5225185.0
2779,PB,TRIUNFO,1.0,2516805,15147337.0
2780,PB,UIRAUNA,1.0,2516904,21833069.0
2781,PB,UMBUZEIRO,1.0,2517001,13734882.0
2782,PB,VARZEA,1.0,2517100,4083648.0
2783,PB,VIEIROPOLIS,1.0,2517209,7770172.0
2784,PB,ZABELE,1.0,2517407,3639153.0
2785,PE,ABREU E LIMA,4.0,2600054,195960709.0
2786,PE,AFOGADOS DA INGAZEIRA,0.0,2600104,69787510.0
2787,PE,AFRANIO,1.0,2600203,32014143.0
2788,PE,AGRESTINA,1.0,2600302,42495200.0
2789,PE,AGUA PRETA,2.0,2600401,49607526.0
2790,PE,AGUAS BELAS,2.0,2600500,83451228.0
2791,PE,ALAGOINHA,1.0,2600609,25894314.0
2792,PE,ALIANCA,2.0,2600708,67174602.0
2793,PE,ALTINHO,1.0,2600807,38166880.0
2794,PE,AMARAJI,0.0,2600906,39353340.0
2795,PE,ANGELIM,1.0,2601003,17294285.0
2796,PE,ARACOIABA,1.0,2601052,36174850.0
2797,PE,ARARIPINA,3.0,2601102,156388447.0
2798,PE,ARCOVERDE,3.0,2601201,122857620.0
2799,PE,BARRA DE GUABIRABA,1.0,2601300,23439431.0
2800,PE,BARREIROS,2.0,2601409,83906377.0
2801,PE,BELEM DE MARIA,1.0,2601508,20634964.0
2802,PE,BELEM DE SAO FRANCISCO,1.0,2601607,35640516.0
2803,PE,BELO JARDIM,4.0,2601706,141884844.0
2804,PE,BETANIA,1.0,2601805,20919055.0
2805,PE,BEZERROS,1.0,2601904,116863471.0
2806,PE,BODOCO,2.0,2602001,68530178.0
2807,PE,BOM CONSELHO,2.0,2602100,79819788.0
2808,PE,BOM JARDIM,2.0,2602209,69638831.0
2809,PE,BONITO,2.0,2602308,73798058.0
2810,PE,BREJAO,1.0,2602407,18378628.0
2811,PE,BREJINHO,1.0,2602506,15102293.0
2812,PE,BREJO DA MADRE DE DEUS,2.0,2602605,98397615.0
2813,PE,BUENOS AIRES,1.0,2602704,26242650.0
2814,PE,BUIQUE,1.0,2602803,86520033.0
2815,PE,CABO DE SANTO AGOSTINHO,7.0,2602902,381742401.0
2816,PE,CABROBO,1.0,2603009,59025556.0
2817,PE,CACHOEIRINHA,0.0,2603108,39434063.0
2818,PE,CAETES,1.0,2603207,44117798.0
2819,PE,CALCADO,1.0,2603306,16029849.0
2820,PE,CALUMBI,1.0,2603405,12480788.0
2821,PE,CAMARAGIBE,4.0,2603454,276105899.0
2822,PE,CAMOCIM DE SAO FELIX,1.0,2603504,32991573.0
2823,PE,CAMUTANGA,1.0,2603603,15187817.0
2824,PE,CANHOTINHO,0.0,2603702,37561743.0
2825,PE,CAPOEIRAS,1.0,2603801,30709570.0
2826,PE,CARNAIBA,1.0,2603900,30212375.0
2827,PE,CARNAUBEIRA DA PENHA,0.0,2603926,19470503.0
2828,PE,CARPINA,1.0,2604007,138680816.0
2829,PE,CARUARU,8.0,2604106,652504164.0
2830,PE,CASINHAS,0.0,2604155,23791441.0
2831,PE,CATENDE,1.0,2604205,67330526.0
2832,PE,CEDRO,1.0,2604304,17933766.0
2833,PE,CHA DE ALEGRIA,1.0,2604403,24810910.0
2834,PE,CHA GRANDE,1.0,2604502,43093939.0
2835,PE,CONDADO,1.0,2604601,41073208.0
2836,PE,CORRENTES,1.0,2604700,27412948.0
2837,PE,CORTES,1.0,2604809,24697832.0
2838,PE,CUMARU,1.0,2604908,29914167.0
2839,PE,CUPIRA,1.0,2605004,46921454.0
2840,PE,CUSTODIA,2.0,2605103,64097045.0
2841,PE,DORMENTES,1.0,2605152,24973914.0
2842,PE,ESCADA,2.0,2605202,121902111.0
2843,PE,EXU,1.0,2605301,62754928.0
2844,PE,FEIRA NOVA,1.0,2605400,44437990.0
2845,PE,DISTRITO ESTADUAL DE FERNANDO DE NORONHA,0.0,2605459,3986264.0
2846,PE,FERREIROS,1.0,2605509,18032847.0
2847,PE,FLORES,0.0,2605608,36045285.0
2848,PE,FLORESTA,1.0,2605707,53044230.0
2849,PE,FREI MIGUELINHO,1.0,2605806,26072994.0
2850,PE,GAMELEIRA,1.0,2605905,43637062.0
2851,PE,GARANHUNS,5.0,2606002,232984480.0
2852,PE,GLORIA DO GOITA,1.0,2606101,50964118.0
2853,PE,GOIANA,2.0,2606200,139681116.0
2854,PE,GRANITO,1.0,2606309,14042729.0
2855,PE,GRAVATA,4.0,2606408,160799277.0
2856,PE,IATI,1.0,2606507,33269476.0
2857,PE,IBIMIRIM,1.0,2606606,49029125.0
2858,PE,IBIRAJUBA,1.0,2606705,13090974.0
2859,PE,IGARASSU,2.0,2606804,205428374.0
2860,PE,IGUARACI,1.0,2606903,19667984.0
2861,PE,INAJA,1.0,2607000,36193526.0
2862,PE,INGAZEIRA,1.0,2607109,7155841.0
2863,PE,IPOJUCA,3.0,2607208,185626387.0
2864,PE,IPUBI,0.0,2607307,56529637.0
2865,PE,ITACURUBA,1.0,2607406,7792455.0
2866,PE,ITAIBA,1.0,2607505,42907564.0
2867,PE,ILHA DE ITAMARACA,1.0,2607604,45772537.0
2868,PE,ITAMBE,0.0,2607653,58371342.0
2869,PE,ITAPETIM,1.0,2607703,25384305.0
2870,PE,ITAPISSUMA,0.0,2607752,42787764.0
2871,PE,ITAQUITINGA,1.0,2607802,25229217.0
2872,PE,JABOATAO DOS GUARARAPES,22.0,2607901,1177827580.0
2873,PE,JAQUEIRA,1.0,2607950,18429954.0
2874,PE,JATAUBA,1.0,2608008,33843137.0
2875,PE,JATOBA,1.0,2608057,23818062.0
2876,PE,JOAO ALFREDO,1.0,2608107,49387807.0
2877,PE,JOAQUIM NABUCO,1.0,2608206,27823979.0
2878,PE,JUCATI,1.0,2608255,19089631.0
2879,PE,JUPI,1.0,2608305,28243808.0
2880,PE,JUREMA,1.0,2608404,25952318.0
2881,PE,LAGOA DO CARRO,1.0,2608453,31829874.0
2882,PE,LAGOA DO ITAENGA,1.0,2608503,36847928.0
2883,PE,LAGOA DO OURO,1.0,2608602,21639563.0
2884,PE,LAGOA DOS GATOS,0.0,2608701,25769847.0
2885,PE,LAGOA GRANDE,0.0,2608750,43488027.0
2886,PE,LAJEDO,2.0,2608800,74103868.0
2887,PE,LIMOEIRO,3.0,2608909,102531026.0
2888,PE,MACAPARANA,1.0,2609006,40573457.0
2889,PE,MACHADOS,1.0,2609105,21995599.0
2890,PE,MANARI,1.0,2609154,30730408.0
2891,PE,MARAIAL,1.0,2609204,19210745.0
2892,PE,MIRANDIBA,0.0,2609303,24702190.0
2893,PE,MORENO,1.0,2609402,109462577.0
2894,PE,NAZARE DA MATA,1.0,2609501,48340865.0
2895,PE,OLINDA,12.0,2609600,678061892.0
2896,PE,OROBO,1.0,2609709,37212206.0
2897,PE,OROCO,1.0,2609808,29374747.0
2898,PE,OURICURI,1.0,2609907,119933076.0
2899,PE,PALMARES,2.0,2610004,106650516.0
2900,PE,PALMEIRINA,1.0,2610103,13516642.0
2901,PE,PANELAS,1.0,2610202,42001853.0
2902,PE,PARANATAMA,1.0,2610301,23254012.0
2903,PE,PARNAMIRIM,1.0,2610400,34399728.0
2904,PE,PASSIRA,1.0,2610509,54216007.0
2905,PE,PAUDALHO,2.0,2610608,103396479.0
2906,PE,PAULISTA,12.0,2610707,558416662.0
2907,PE,PEDRA,1.0,2610806,41694982.0
2908,PE,PESQUEIRA,1.0,2610905,112136528.0
2909,PE,PETROLANDIA,1.0,2611002,63668816.0
2910,PE,PETROLINA,12.0,2611101,553351746.0
2911,PE,POCAO,1.0,2611200,20694112.0
2912,PE,POMBOS,1.0,2611309,51159325.0
2913,PE,PRIMAVERA,1.0,2611408,24020140.0
2914,PE,QUIPAPA,1.0,2611507,36511869.0
2915,PE,QUIXABA,1.0,2611533,11291153.0
2916,PE,RECIFE,71.0,2611606,2393070697.0
2917,PE,RIACHO DAS ALMAS,1.0,2611705,44988409.0
2918,PE,RIBEIRAO,1.0,2611804,71083133.0
2919,PE,RIO FORMOSO,1.0,2611903,35216849.0
2920,PE,SAIRE,1.0,2612000,21445444.0
2921,PE,SALGADINHO,1.0,2612109,11430772.0
2922,PE,SALGUEIRO,3.0,2612208,103892294.0
2923,PE,SALOA,1.0,2612307,24590933.0
2924,PE,SANHARO,1.0,2612406,36011794.0
2925,PE,SANTA CRUZ,1.0,2612455,21851293.0
2926,PE,SANTA CRUZ DA BAIXA VERDE,1.0,2612471,19231430.0
2927,PE,SANTA CRUZ DO CAPIBARIBE,3.0,2612505,194784267.0
2928,PE,SANTA FILOMENA,1.0,2612554,22623059.0
2929,PE,SANTA MARIA DA BOA VISTA,0.0,2612604,78555054.0
2930,PE,SANTA MARIA DO CAMBUCA,1.0,2612703,29003099.0
2931,PE,SANTA TEREZINHA,0.0,2612802,17122820.0
2932,PE,SAO BENEDITO DO SUL,1.0,2612901,16753789.0
2933,PE,SAO BENTO DO UNA,2.0,2613008,78879719.0
2934,PE,SAO CAITANO,2.0,2613107,67678135.0
2935,PE,SAO JOAO,1.0,2613206,37752860.0
2936,PE,SAO JOAQUIM DO MONTE,1.0,2613305,38443178.0
2937,PE,SAO JOSE DA COROA GRANDE,1.0,2613404,32996346.0
2938,PE,SAO JOSE DO BELMONTE,2.0,2613503,59132456.0
2939,PE,SAO JOSE DO EGITO,0.0,2613602,56506106.0
2940,PE,SAO LOURENCO DA MATA,3.0,2613701,203161079.0
2941,PE,SAO VICENTE FERRER,1.0,2613800,31619925.0
2942,PE,SERRA TALHADA,1.0,2613909,141721040.0
2943,PE,SERRITA,1.0,2614006,30114168.0
2944,PE,SERTANIA,2.0,2614105,58026258.0
2945,PE,SIRINHAEM,2.0,2614204,62692805.0
2946,PE,MOREILANDIA,1.0,2614303,20943542.0
2947,PE,SOLIDAO,1.0,2614402,8277804.0
2948,PE,SURUBIM,2.0,2614501,109013209.0
2949,PE,TABIRA,0.0,2614600,50971869.0
2950,PE,TACAIMBO,1.0,2614709,23391659.0
2951,PE,TACARATU,1.0,2614808,36743288.0
2952,PE,TAMANDARE,1.0,2614857,41968788.0
2953,PE,TAQUARITINGA DO NORTE,1.0,2615003,52266848.0
2954,PE,TEREZINHA,1.0,2615102,11465185.0
2955,PE,TERRA NOVA,1.0,2615201,15099486.0
2956,PE,TIMBAUBA,1.0,2615300,85158773.0
2957,PE,TORITAMA,2.0,2615409,89881576.0
2958,PE,TRACUNHAEM,1.0,2615508,25174891.0
2959,PE,TRINDADE,1.0,2615607,58885588.0
2960,PE,TRIUNFO,1.0,2615706,24957712.0
2961,PE,TUPANATINGA,1.0,2615805,37496488.0
2962,PE,TUPARETAMA,1.0,2615904,15378109.0
2963,PE,VENTUROSA,1.0,2616001,33509592.0
2964,PE,VERDEJANTE,1.0,2616100,13906212.0
2965,PE,VERTENTE DO LERIO,1.0,2616183,15072099.0
2966,PE,VERTENTES,1.0,2616209,39601231.0
2967,PE,VICENCIA,1.0,2616308,45204760.0
2968,PE,VITORIA DE SANTO ANTAO,4.0,2616407,264696838.0
2969,PE,XEXEU,0.0,2616506,25856430.0
2970,PI,ACAUA,1.0,2200053,11992730.0
2971,PI,AGRICOLANDIA,1.0,2200103,9611231.0
2972,PI,AGUA BRANCA,0.0,2200202,31535801.0
2973,PI,ALAGOINHA DO PIAUI,1.0,2200251,13493583.0
2974,PI,ALEGRETE DO PIAUI,1.0,2200277,9541780.0
2975,PI,ALTO LONGA,1.0,2200301,24311458.0
2976,PI,ALTOS,1.0,2200400,79705098.0
2977,PI,ALVORADA DO GURGUEIA,1.0,2200459,9129421.0
2978,PI,AMARANTE,1.0,2200509,30583761.0
2979,PI,ANGICAL DO PIAUI,1.0,2200608,13624010.0
2980,PI,ANISIO DE ABREU,1.0,2200707,16236390.0
2981,PI,ANTONIO ALMEIDA,1.0,2200806,4883181.0
2982,PI,AROAZES,1.0,2200905,11238668.0
2983,PI,AROEIRAS DO ITAIM,1.0,2200954,5028616.0
2984,PI,ARRAIAL,1.0,2201002,7887900.0
2985,PI,ASSUNCAO DO PIAUI,1.0,2201051,13935822.0
2986,PI,AVELINO LOPES,1.0,2201101,21121395.0
2987,PI,BAIXA GRANDE DO RIBEIRO,1.0,2201150,23094580.0
2988,PI,BARRA D'ALCANTARA,0.0,2201176,6976812.0
2989,PI,BARRAS,2.0,2201200,89965898.0
2990,PI,BARREIRAS DO PIAUI,1.0,2201309,6464591.0
2991,PI,BARRO DURO,1.0,2201408,13302345.0
2992,PI,BATALHA,0.0,2201507,46117866.0
2993,PI,BELA VISTA DO PIAUI,1.0,2201556,6953373.0
2994,PI,BELEM DO PIAUI,1.0,2201572,6304547.0
2995,PI,BENEDITINOS,1.0,2201606,17929183.0
2996,PI,BERTOLINIA,1.0,2201705,10067633.0
2997,PI,BETANIA DO PIAUI,1.0,2201739,12034060.0
2998,PI,BOA HORA,1.0,2201770,12717644.0
2999,PI,BOCAINA,1.0,2201804,6428664.0
3000,PI,BOM JESUS,1.0,2201903,48891487.0
3001,PI,BOM PRINCIPIO DO PIAUI,1.0,2201919,12573084.0
3002,PI,BONFIM DO PIAUI,1.0,2201929,10414501.0
3003,PI,BOQUEIRAO DO PIAUI,1.0,2201945,11448619.0
3004,PI,BRASILEIRA,1.0,2201960,14822485.0
3005,PI,BREJO DO PIAUI,1.0,2201988,7027897.0
3006,PI,BURITI DOS LOPES,0.0,2202000,38346507.0
3007,PI,BURITI DOS MONTES,1.0,2202026,13202241.0
3008,PI,CABECEIRAS DO PIAUI,1.0,2202059,17137987.0
3009,PI,CAJAZEIRAS DO PIAUI,1.0,2202075,5316159.0
3010,PI,CAJUEIRO DA PRAIA,1.0,2202083,13518723.0
3011,PI,CALDEIRAO GRANDE DO PIAUI,1.0,2202091,9927846.0
3012,PI,CAMPINAS DO PIAUI,1.0,2202109,10018467.0
3013,PI,CAMPO ALEGRE DO FIDALGO,1.0,2202117,9267966.0
3014,PI,CAMPO GRANDE DO PIAUI,1.0,2202133,10892332.0
3015,PI,CAMPO LARGO DO PIAUI,1.0,2202174,12977897.0
3016,PI,CAMPO MAIOR,2.0,2202208,86680634.0
3017,PI,CANAVIEIRA,1.0,2202251,6104462.0
3018,PI,CANTO DO BURITI,1.0,2202307,35112373.0
3019,PI,CAPITAO DE CAMPOS,1.0,2202406,21381191.0
3020,PI,CAPITAO GERVASIO OLIVEIRA,1.0,2202455,8321268.0
3021,PI,CARACOL,1.0,2202505,17766674.0
3022,PI,CARAUBAS DO PIAUI,1.0,2202539,11114156.0
3023,PI,CARIDADE DO PIAUI,1.0,2202554,10933161.0
3024,PI,CASTELO DO PIAUI,1.0,2202604,35249509.0
3025,PI,CAXINGO,1.0,2202653,9915477.0
3026,PI,COCAL,1.0,2202703,52019807.0
3027,PI,COCAL DE TELHA,1.0,2202711,10038608.0
3028,PI,COCAL DOS ALVES,1.0,2202729,11428219.0
3029,PI,COIVARAS,1.0,2202737,7889799.0
3030,PI,COLONIA DO GURGUEIA,1.0,2202752,12956435.0
3031,PI,COLONIA DO PIAUI,1.0,2202778,13318119.0
3032,PI,CONCEICAO DO CANINDE,1.0,2202802,9531394.0
3033,PI,CORONEL JOSE DIAS,1.0,2202851,8350608.0
3034,PI,CORRENTE,1.0,2202901,44422586.0
3035,PI,CRISTALANDIA DO PIAUI,1.0,2203008,11225904.0
3036,PI,CRISTINO CASTRO,1.0,2203107,18123831.0
3037,PI,CURIMATA,1.0,2203206,17906280.0
3038,PI,CURRAIS,0.0,2203230,9695076.0
3039,PI,CURRALINHOS,1.0,2203255,7893096.0
3040,PI,CURRAL NOVO DO PIAUI,1.0,2203271,9660143.0
3041,PI,DEMERVAL LOBAO,1.0,2203305,29571716.0
3042,PI,DIRCEU ARCOVERDE,1.0,2203354,12108587.0
3043,PI,DOM EXPEDITO LOPES,1.0,2203404,11757290.0
3044,PI,DOMINGOS MOURAO,0.0,2203420,7587139.0
3045,PI,DOM INOCENCIO,0.0,2203453,15231002.0
3046,PI,ELESBAO VELOSO,1.0,2203503,22077578.0
3047,PI,ELISEU MARTINS,1.0,2203602,7767226.0
3048,PI,ESPERANTINA,2.0,2203701,75313666.0
3049,PI,FARTURA DO PIAUI,1.0,2203750,9704374.0
3050,PI,FLORES DO PIAUI,1.0,2203800,7981235.0
3051,PI,FLORESTA DO PIAUI,1.0,2203859,4520543.0
3052,PI,FLORIANO,4.0,2203909,96481606.0
3053,PI,FRANCINOPOLIS,1.0,2204006,7699959.0
3054,PI,FRANCISCO AYRES,1.0,2204105,7032793.0
3055,PI,FRANCISCO MACEDO,1.0,2204154,5058577.0
3056,PI,FRANCISCO SANTOS,1.0,2204204,13584617.0
3057,PI,FRONTEIRAS,1.0,2204303,20469503.0
3058,PI,GEMINIANO,1.0,2204352,11335689.0
3059,PI,GILBUES,1.0,2204402,18363228.0
3060,PI,GUADALUPE,1.0,2204501,18752980.0
3061,PI,GUARIBAS,1.0,2204550,8290033.0
3062,PI,HUGO NAPOLEAO,1.0,2204600,6980779.0
3063,PI,ILHA GRANDE,1.0,2204659,17553165.0
3064,PI,INHUMA,1.0,2204709,26765570.0
3065,PI,IPIRANGA DO PIAUI,1.0,2204808,17109066.0
3066,PI,ISAIAS COELHO,1.0,2204907,14862207.0
3067,PI,ITAINOPOLIS,1.0,2205003,19481561.0
3068,PI,ITAUEIRA,1.0,2205102,17499312.0
3069,PI,JACOBINA DO PIAUI,1.0,2205151,11195451.0
3070,PI,JAICOS,0.0,2205201,32393166.0
3071,PI,JARDIM DO MULATO,1.0,2205250,7683490.0
3072,PI,JATOBA DO PIAUI,1.0,2205276,9445200.0
3073,PI,JERUMENHA,1.0,2205300,9055868.0
3074,PI,JOAO COSTA,1.0,2205359,5607566.0
3075,PI,JOAQUIM PIRES,1.0,2205409,25193990.0
3076,PI,JOCA MARQUES,1.0,2205458,10087345.0
3077,PI,JOSE DE FREITAS,1.0,2205508,75729200.0
3078,PI,JUAZEIRO DO PIAUI,1.0,2205516,10008696.0
3079,PI,JULIO BORGES,1.0,2205524,9059824.0
3080,PI,JUREMA,1.0,2205532,10279331.0
3081,PI,LAGOINHA DO PIAUI,1.0,2205540,4906599.0
3082,PI,LAGOA ALEGRE,1.0,2205557,15549983.0
3083,PI,LAGOA DO BARRO DO PIAUI,1.0,2205565,7073871.0
3084,PI,LAGOA DE SAO FRANCISCO,1.0,2205573,10361345.0
3085,PI,LAGOA DO PIAUI,1.0,2205581,8346355.0
3086,PI,LAGOA DO SITIO,1.0,2205599,9383869.0
3087,PI,LANDRI SALES,1.0,2205607,10555166.0
3088,PI,LUIS CORREIA,0.0,2205706,60646783.0
3089,PI,LUZILANDIA,0.0,2205805,48941420.0
3090,PI,MADEIRO,1.0,2205854,12279589.0
3091,PI,MANOEL EMIDIO,1.0,2205904,9355293.0
3092,PI,MARCOLANDIA,1.0,2205953,18679144.0
3093,PI,MARCOS PARENTE,0.0,2206001,8889750.0
3094,PI,MASSAPE DO PIAUI,1.0,2206050,10492391.0
3095,PI,MATIAS OLIMPIO,1.0,2206100,19713391.0
3096,PI,MIGUEL ALVES,1.0,2206209,56892634.0
3097,PI,MIGUEL LEAO,1.0,2206308,2157455.0
3098,PI,MILTON BRANDAO,0.0,2206357,10712628.0
3099,PI,MONSENHOR GIL,1.0,2206407,18177587.0
3100,PI,MONSENHOR HIPOLITO,1.0,2206506,14437116.0
3101,PI,MONTE ALEGRE DO PIAUI,0.0,2206605,17373238.0
3102,PI,MORRO CABECA NO TEMPO,1.0,2206654,6728137.0
3103,PI,MORRO DO CHAPEU DO PIAUI,1.0,2206670,11021015.0
3104,PI,MURICI DOS PORTELAS,0.0,2206696,13593843.0
3105,PI,NAZARE DO PIAUI,1.0,2206704,12863481.0
3106,PI,NAZARIA,1.0,2206720,20009287.0
3107,PI,NOSSA SENHORA DE NAZARE,1.0,2206753,9716673.0
3108,PI,NOSSA SENHORA DOS REMEDIOS,1.0,2206803,17914683.0
3109,PI,NOVO ORIENTE DO PIAUI,1.0,2206902,10814483.0
3110,PI,NOVO SANTO ANTONIO,1.0,2206951,6534590.0
3111,PI,OEIRAS,2.0,2207009,66238344.0
3112,PI,OLHO D'AGUA DO PIAUI,0.0,2207108,5417458.0
3113,PI,PADRE MARCOS,1.0,2207207,13480848.0
3114,PI,PAES LANDIM,1.0,2207306,8257354.0
3115,PI,PAJEU DO PIAUI,1.0,2207355,4828659.0
3116,PI,PALMEIRA DO PIAUI,0.0,2207405,9163521.0
3117,PI,PALMEIRAIS,1.0,2207504,25403592.0
3118,PI,PAQUETA,1.0,2207553,6788302.0
3119,PI,PARNAGUA,1.0,2207603,17910878.0
3120,PI,PARNAIBA,5.0,2207702,262166639.0
3121,PI,PASSAGEM FRANCA DO PIAUI,1.0,2207751,9274190.0
3122,PI,PATOS DO PIAUI,1.0,2207777,10337922.0
3123,PI,PAU D'ARCO DO PIAUI,0.0,2207793,7738923.0
3124,PI,PAULISTANA,1.0,2207801,38679330.0
3125,PI,PAVUSSU,1.0,2207850,7746134.0
3126,PI,PEDRO II,2.0,2207900,71511694.0
3127,PI,PEDRO LAURENTINO,1.0,2207934,4540023.0
3128,PI,NOVA SANTA RITA,1.0,2207959,8037052.0
3129,PI,PICOS,4.0,2208007,137038953.0
3130,PI,PIMENTEIRAS,1.0,2208106,18918134.0
3131,PI,PIO IX,0.0,2208205,33653797.0
3132,PI,PIRACURUCA,1.0,2208304,55982028.0
3133,PI,PIRIPIRI,3.0,2208403,110120956.0
3134,PI,PORTO,1.0,2208502,21682901.0
3135,PI,PORTO ALEGRE DO PIAUI,1.0,2208551,4771073.0
3136,PI,PRATA DO PIAUI,1.0,2208601,6188095.0
3137,PI,QUEIMADA NOVA,1.0,2208650,12460394.0
3138,PI,REDENCAO DO GURGUEIA,1.0,2208700,16121395.0
3139,PI,REGENERACAO,1.0,2208809,33904901.0
3140,PI,RIACHO FRIO,1.0,2208858,7952742.0
3141,PI,RIBEIRA DO PIAUI,1.0,2208874,7971732.0
3142,PI,RIBEIRO GONCALVES,1.0,2208908,10617612.0
3143,PI,RIO GRANDE DO PIAUI,1.0,2209005,12120371.0
3144,PI,SANTA CRUZ DO PIAUI,1.0,2209104,10687520.0
3145,PI,SANTA CRUZ DOS MILAGRES,1.0,2209153,5880202.0
3146,PI,SANTA FILOMENA,1.0,2209203,10155272.0
3147,PI,SANTA LUZ,0.0,2209302,9954942.0
