,uf,nome_mun,quant,codigo_ibge,valor
1291,MA,SANTA LUZIA,1.0,2110005,110542390.0
1292,MA,SANTA LUZIA DO PARUA,0.0,2110039,37536674.0
1293,MA,SANTA QUITERIA DO MARANHAO,1.0,2110104,42631978.0
1294,MA,SANTA RITA,1.0,2110203,57302227.0
1295,MA,SANTANA DO MARANHAO,1.0,2110237,15600082.0
1296,MA,SANTO AMARO DO MARANHAO,1.0,2110278,22059040.0
1297,MA,SANTO ANTONIO DOS LOPES,1.0,2110302,27836152.0
1298,MA,SAO BENEDITO DO RIO PRETO,1.0,2110401,29144668.0
1299,MA,SAO BENTO,1.0,2110500,67534622.0
1300,MA,SAO BERNARDO,1.0,2110609,49223246.0
1301,MA,SAO DOMINGOS DO AZEITAO,1.0,2110658,13930236.0
1302,MA,SAO DOMINGOS DO MARANHAO,0.0,2110708,60870623.0
1303,MA,SAO FELIX DE BALSAS,1.0,2110807,7526025.0
1304,MA,SAO FRANCISCO DO BREJAO,0.0,2110856,15891682.0
1305,MA,SAO FRANCISCO DO MARANHAO,1.0,2110906,21847413.0
1306,MA,SAO JOAO BATISTA,1.0,2111003,35245101.0
1307,MA,SAO JOAO DO CARU,1.0,2111029,20134385.0
1308,MA,SAO JOAO DO PARAISO,1.0,2111052,17662225.0
1309,MA,SAO JOAO DO SOTER,1.0,2111078,29880704.0
1310,MA,SAO JOAO DOS PATOS,1.0,2111102,44894693.0
1311,MA,SAO JOSE DE RIBAMAR,4.0,2111201,377962636.0
1312,MA,SAO JOSE DOS BASILIOS,1.0,2111250,12677133.0
1313,MA,SAO LUIS,50.0,2111300,1736199711.0
1314,MA,SAO LUIS GONZAGA DO MARANHAO,1.0,2111409,37285499.0
1315,MA,SAO MATEUS DO MARANHAO,1.0,2111508,71857554.0
1316,MA,SAO PEDRO DA AGUA BRANCA,1.0,2111532,18654717.0
1317,MA,SAO PEDRO DOS CRENTES,1.0,2111573,7728177.0
1318,MA,SAO RAIMUNDO DAS MANGABEIRAS,1.0,2111607,29505061.0
1319,MA,SAO RAIMUNDO DO DOCA BEZERRA,1.0,2111631,10085953.0
1320,MA,SAO ROBERTO,1.0,2111672,9952631.0
1321,MA,SAO VICENTE FERRER,0.0,2111706,40550271.0
1322,MA,SATUBINHA,1.0,2111722,12657571.0
1323,MA,SENADOR ALEXANDRE COSTA,1.0,2111748,18099693.0
1324,MA,SENADOR LA ROCQUE,1.0,2111763,28509871.0
1325,MA,SERRANO DO MARANHAO,0.0,2111789,22324081.0
1326,MA,SITIO NOVO,1.0,2111805,30113607.0
1327,MA,SUCUPIRA DO NORTE,1.0,2111904,17263700.0
1328,MA,SUCUPIRA DO RIACHAO,1.0,2111953,9523833.0
1329,MA,TASSO FRAGOSO,1.0,2112001,13527968.0
1330,MA,TIMBIRAS,1.0,2112100,47527197.0
1331,MA,TIMON,3.0,2112209,302415704.0
1332,MA,TRIZIDELA DO VALE,1.0,2112233,38523314.0
1333,MA,TUFILANDIA,1.0,2112274,11330413.0
1334,MA,TUNTUM,1.0,2112308,53802681.0
1335,MA,TURIACU,1.0,2112407,63286338.0
1336,MA,TURILANDIA,1.0,2112456,39587052.0
1337,MA,TUTOIA,1.0,2112506,97707255.0
1338,MA,URBANO SANTOS,1.0,2112605,50953042.0
1339,MA,VARGEM GRANDE,1.0,2112704,73238260.0
1340,MA,VIANA,2.0,2112803,82610245.0
1341,MA,VILA NOVA DOS MARTIRIOS,1.0,2112852,15837480.0
1342,MA,VITORIA DO MEARIM,0.0,2112902,55855697.0
1343,MA,VITORINO FREIRE,1.0,2113009,53608231.0
1344,MA,ZE DOCA,1.0,2114007,75658671.0
1345,MG,ABADIA DOS DOURADOS,1.0,3100104,8946244.0
1346,MG,ABAETE,2.0,3100203,30497606.0
1347,MG,ABRE CAMPO,1.0,3100302,17904216.0
1348,MG,ACAIACA,1.0,3100401,5720321.0
1349,MG,ACUCENA,1.0,3100500,13328579.0
1350,MG,AGUA BOA,1.0,3100609,24284718.0
1351,MG,AGUA COMPRIDA,1.0,3100708,2597426.0
1352,MG,AGUANIL,1.0,3100807,5332583.0
1353,MG,AGUAS FORMOSAS,1.0,3100906,31931989.0
1354,MG,AGUAS VERMELHAS,1.0,3101003,19902648.0
1355,MG,AIMORES,1.0,3101102,37212408.0
1356,MG,AIURUOCA,1.0,3101201,7938956.0
1357,MG,ALAGOA,1.0,3101300,3439786.0
1358,MG,ALBERTINA,1.0,3101409,3650915.0
1359,MG,ALEM PARAIBA,2.0,3101508,43042211.0
1360,MG,ALFENAS,8.0,3101607,98491334.0
1361,MG,ALFREDO VASCONCELOS,1.0,3101631,9545332.0
1362,MG,ALMENARA,2.0,3101706,65904888.0
1363,MG,ALPERCATA,1.0,3101805,11954425.0
1364,MG,ALPINOPOLIS,1.0,3101904,26068656.0
1365,MG,ALTEROSA,1.0,3102001,19938427.0
1366,MG,ALTO CAPARAO,1.0,3102050,10729185.0
1367,MG,ALTO RIO DOCE,1.0,3102100,17527804.0
1368,MG,ALVARENGA,1.0,3102209,7772409.0
1369,MG,ALVINOPOLIS,1.0,3102308,19335410.0
1370,MG,ALVORADA DE MINAS,1.0,3102407,6014160.0
1371,MG,AMPARO DO SERRA,1.0,3102506,7091471.0
1372,MG,ANDRADAS,3.0,3102605,45991903.0
1373,MG,CACHOEIRA DE PAJEU,1.0,3102704,13904721.0
1374,MG,ANDRELANDIA,1.0,3102803,16989034.0
1375,MG,ANGELANDIA,1.0,3102852,12538128.0
1376,MG,ANTONIO CARLOS,1.0,3102902,14708219.0
1377,MG,ANTONIO DIAS,1.0,3103009,11295298.0
1378,MG,ANTONIO PRADO DE MINAS,0.0,3103108,1941654.0
1379,MG,ARACAI,1.0,3103207,2972093.0
1380,MG,ARACITABA,1.0,3103306,2551733.0
1381,MG,ARACUAI,2.0,3103405,50113396.0
1382,MG,ARAGUARI,8.0,3103504,143265674.0
1383,MG,ARANTINA,1.0,3103603,4216051.0
1384,MG,ARAPONGA,1.0,3103702,12362339.0
1385,MG,ARAPORA,1.0,3103751,8032024.0
1386,MG,ARAPUA,1.0,3103801,2780401.0
1387,MG,ARAUJOS,0.0,3103900,11178808.0
1388,MG,ARAXA,7.0,3104007,118298817.0
1389,MG,ARCEBURGO,1.0,3104106,8433958.0
1390,MG,ARCOS,2.0,3104205,47401139.0
1391,MG,AREADO,1.0,3104304,16096250.0
1392,MG,ARGIRITA,1.0,3104403,3809152.0
1393,MG,ARICANDUVA,0.0,3104452,7978203.0
1394,MG,ARINOS,1.0,3104502,27491929.0
1395,MG,ASTOLFO DUTRA,0.0,3104601,14764693.0
1396,MG,ATALEIA,0.0,3104700,22197564.0
1397,MG,AUGUSTO DE LIMA,1.0,3104809,6471065.0
1398,MG,BAEPENDI,1.0,3104908,25404553.0
1399,MG,BALDIM,1.0,3105004,11839008.0
1400,MG,BAMBUI,2.0,3105103,26871002.0
1401,MG,BANDEIRA,1.0,3105202,6736158.0
1402,MG,BANDEIRA DO SUL,1.0,3105301,8064963.0
1403,MG,BARAO DE COCAIS,1.0,3105400,32759665.0
1404,MG,BARAO DE MONTE ALTO,1.0,3105509,7405884.0
1405,MG,BARBACENA,9.0,3105608,143583191.0
1406,MG,BARRA LONGA,1.0,3105707,7661869.0
1407,MG,BARROSO,1.0,3105905,26990773.0
1408,MG,BELA VISTA DE MINAS,1.0,3106002,12057919.0
1409,MG,BELMIRO BRAGA,1.0,3106101,3847458.0
1410,MG,BELO HORIZONTE,218.0,3106200,2776772674.0
1411,MG,BELO ORIENTE,2.0,3106309,44268728.0
1412,MG,BELO VALE,1.0,3106408,11022542.0
1413,MG,BERILO,1.0,3106507,13393465.0
1414,MG,BERTOPOLIS,1.0,3106606,7565366.0
1415,MG,BERIZAL,1.0,3106655,7254261.0
1416,MG,BETIM,15.0,3106705,564013373.0
1417,MG,BIAS FORTES,1.0,3106804,5282123.0
1418,MG,BICAS,1.0,3106903,17067921.0
1419,MG,BIQUINHAS,1.0,3107000,3579363.0
1420,MG,BOA ESPERANCA,2.0,3107109,50523452.0
1421,MG,BOCAINA DE MINAS,1.0,3107208,7713059.0
1422,MG,BOCAIUVA,3.0,3107307,71233694.0
1423,MG,BOM DESPACHO,3.0,3107406,57646053.0
1424,MG,BOM JARDIM DE MINAS,1.0,3107505,9761524.0
1425,MG,BOM JESUS DA PENHA,1.0,3107604,5434836.0
1426,MG,BOM JESUS DO AMPARO,0.0,3107703,7771576.0
1427,MG,BOM JESUS DO GALHO,1.0,3107802,24751719.0
1428,MG,BOM REPOUSO,1.0,3107901,19801318.0
1429,MG,BOM SUCESSO,1.0,3108008,21919769.0
1430,MG,BONFIM,1.0,3108107,10862133.0
1431,MG,BONFINOPOLIS DE MINAS,1.0,3108206,7181658.0
1432,MG,BONITO DE MINAS,1.0,3108255,13346953.0
1433,MG,BORDA DA MATA,1.0,3108305,21262913.0
1434,MG,BOTELHOS,1.0,3108404,19609209.0
1435,MG,BOTUMIRIM,1.0,3108503,8771488.0
1436,MG,BRASILANDIA DE MINAS,1.0,3108552,21384796.0
1437,MG,BRASILIA DE MINAS,2.0,3108602,49467160.0
1438,MG,BRAS PIRES,1.0,3108701,6451571.0
1439,MG,BRAUNAS,1.0,3108800,6922586.0
1440,MG,BRASOPOLIS,1.0,3108909,20027029.0
1441,MG,BRUMADINHO,1.0,3109006,42880281.0
1442,MG,BUENO BRANDAO,1.0,3109105,15538567.0
1443,MG,BUENOPOLIS,1.0,3109204,13189185.0
1444,MG,BUGRE,1.0,3109253,6190064.0
1445,MG,BURITIS,1.0,3109303,39411571.0
1446,MG,BURITIZEIRO,1.0,3109402,36496446.0
1447,MG,CABECEIRA GRANDE,1.0,3109451,9356145.0
1448,MG,CABO VERDE,1.0,3109501,14463318.0
1449,MG,CACHOEIRA DA PRATA,1.0,3109600,4686618.0
1450,MG,CACHOEIRA DE MINAS,1.0,3109709,12867155.0
1451,MG,CACHOEIRA DOURADA,1.0,3109808,2257255.0
1452,MG,CAETANOPOLIS,1.0,3109907,13595709.0
1453,MG,CAETE,3.0,3110004,48864895.0
1454,MG,CAIANA,1.0,3110103,8154943.0
1455,MG,CAJURI,1.0,3110202,5324922.0
1456,MG,CALDAS,1.0,3110301,17744957.0
1457,MG,CAMACHO,1.0,3110400,3947498.0
1458,MG,CAMANDUCAIA,2.0,3110509,30628584.0
1459,MG,CAMBUI,3.0,3110608,33934976.0
1460,MG,CAMBUQUIRA,1.0,3110707,16600747.0
1461,MG,CAMPANARIO,1.0,3110806,6423307.0
1462,MG,CAMPANHA,1.0,3110905,20474649.0
1463,MG,CAMPESTRE,1.0,3111002,28370898.0
1464,MG,CAMPINA VERDE,1.0,3111101,22374903.0
1465,MG,CAMPO AZUL,1.0,3111150,6534968.0
1466,MG,CAMPO BELO,4.0,3111200,60876786.0
1467,MG,CAMPO DO MEIO,1.0,3111309,15666453.0
1468,MG,CAMPO FLORIDO,1.0,3111408,9847707.0
1469,MG,CAMPOS ALTOS,1.0,3111507,16431521.0
1470,MG,CAMPOS GERAIS,2.0,3111606,33966574.0
1471,MG,CANAA,1.0,3111705,6993449.0
1472,MG,CANAPOLIS,1.0,3111804,13749822.0
1473,MG,CANA VERDE,1.0,3111903,7587053.0
1474,MG,CANDEIAS,1.0,3112000,18147135.0
1475,MG,CANTAGALO,0.0,3112059,6059038.0
1476,MG,CAPARAO,1.0,3112109,9190249.0
1477,MG,CAPELA NOVA,1.0,3112208,6529581.0
1478,MG,CAPELINHA,2.0,3112307,59345228.0
1479,MG,CAPETINGA,1.0,3112406,8349681.0
1480,MG,CAPIM BRANCO,1.0,3112505,12252600.0
1481,MG,CAPINOPOLIS,1.0,3112604,18388026.0
1482,MG,CAPITAO ANDRADE,1.0,3112653,8527249.0
1483,MG,CAPITAO ENEAS,1.0,3112703,21290409.0
1484,MG,CAPITOLIO,1.0,3112802,11562071.0
1485,MG,CAPUTIRA,1.0,3112901,14774112.0
1486,MG,CARAI,1.0,3113008,30771678.0
1487,MG,CARANAIBA,1.0,3113107,4516461.0
1488,MG,CARANDAI,1.0,3113206,30224668.0
1489,MG,CARANGOLA,2.0,3113305,44202238.0
1490,MG,CARATINGA,4.0,3113404,111926521.0
1491,MG,CARBONITA,1.0,3113503,12335850.0
1492,MG,CAREACU,1.0,3113602,8208726.0
1493,MG,CARLOS CHAGAS,1.0,3113701,28617109.0
1494,MG,CARMESIA,1.0,3113800,2863705.0
1495,MG,CARMO DA CACHOEIRA,1.0,3113909,13976488.0
1496,MG,CARMO DA MATA,1.0,3114006,13207090.0
1497,MG,CARMO DE MINAS,1.0,3114105,15074062.0
1498,MG,CARMO DO CAJURU,2.0,3114204,25806055.0
1499,MG,CARMO DO PARANAIBA,3.0,3114303,38952978.0
1500,MG,CARMO DO RIO CLARO,1.0,3114402,25449653.0
1501,MG,CARMOPOLIS DE MINAS,1.0,3114501,21961864.0
1502,MG,CARNEIRINHO,1.0,3114550,10411660.0
1503,MG,CARRANCAS,1.0,3114600,4969021.0
1504,MG,CARVALHOPOLIS,0.0,3114709,4678623.0
1505,MG,CARVALHOS,1.0,3114808,7596507.0
1506,MG,CASA GRANDE,1.0,3114907,2413334.0
1507,MG,CASCALHO RICO,0.0,3115003,3090737.0
1508,MG,CASSIA,1.0,3115102,22489953.0
1509,MG,CONCEICAO DA BARRA DE MINAS,1.0,3115201,4996405.0
1510,MG,CATAGUASES,5.0,3115300,74933173.0
1511,MG,CATAS ALTAS,1.0,3115359,5900120.0
1512,MG,CATAS ALTAS DA NORUEGA,1.0,3115409,4752523.0
1513,MG,CATUJI,1.0,3115458,15681441.0
1514,MG,CATUTI,1.0,3115474,8354121.0
1515,MG,CAXAMBU,3.0,3115508,27344311.0
1516,MG,CEDRO DO ABAETE,1.0,3115607,1485848.0
1517,MG,CENTRAL DE MINAS,1.0,3115706,11448867.0
1518,MG,CENTRALINA,1.0,3115805,13176949.0
1519,MG,CHACARA,1.0,3115904,4468476.0
1520,MG,CHALE,1.0,3116001,11279664.0
1521,MG,CHAPADA DO NORTE,0.0,3116100,13475003.0
1522,MG,CHAPADA GAUCHA,1.0,3116159,18697649.0
1523,MG,CHIADOR,1.0,3116209,3536792.0
1524,MG,CIPOTANEA,1.0,3116308,9298150.0
1525,MG,CLARAVAL,1.0,3116407,5515506.0
1526,MG,CLARO DOS POCOES,1.0,3116506,11880305.0
1527,MG,CLAUDIO,0.0,3116605,31060234.0
1528,MG,COIMBRA,1.0,3116704,10320028.0
1529,MG,COLUNA,1.0,3116803,13873417.0
1530,MG,COMENDADOR GOMES,1.0,3116902,3621605.0
1531,MG,COMERCINHO,1.0,3117009,11524320.0
1532,MG,CONCEICAO DA APARECIDA,1.0,3117108,14367441.0
1533,MG,CONCEICAO DAS PEDRAS,1.0,3117207,4194851.0
1534,MG,CONCEICAO DAS ALAGOAS,1.0,3117306,35519564.0
1535,MG,CONCEICAO DE IPANEMA,0.0,3117405,7114604.0
1536,MG,CONCEICAO DO MATO DENTRO,1.0,3117504,27789844.0
1537,MG,CONCEICAO DO PARA,1.0,3117603,7365757.0
1538,MG,CONCEICAO DO RIO VERDE,1.0,3117702,17272941.0
1539,MG,CONCEICAO DOS OUROS,1.0,3117801,13447985.0
1540,MG,CONEGO MARINHO,1.0,3117836,10861809.0
1541,MG,CONFINS,1.0,3117876,8437254.0
1542,MG,CONGONHAL,1.0,3117900,15644765.0
1543,MG,CONGONHAS,3.0,3118007,56406499.0
1544,MG,CONGONHAS DO NORTE,1.0,3118106,7156103.0
1545,MG,CONQUISTA,1.0,3118205,6615638.0
1546,MG,CONSELHEIRO LAFAIETE,8.0,3118304,142829039.0
1547,MG,CONSELHEIRO PENA,1.0,3118403,34369639.0
1548,MG,CONSOLACAO,1.0,3118502,2698587.0
1549,MG,CONTAGEM,34.0,3118601,778221291.0
1550,MG,COQUEIRAL,1.0,3118700,12029844.0
1551,MG,CORACAO DE JESUS,1.0,3118809,41819983.0
1552,MG,CORDISBURGO,1.0,3118908,11442159.0
1553,MG,CORDISLANDIA,1.0,3119005,4337454.0
1554,MG,CORINTO,0.0,3119104,34425886.0
1555,MG,COROACI,1.0,3119203,15260485.0
1556,MG,COROMANDEL,1.0,3119302,38794581.0
1557,MG,CORONEL FABRICIANO,7.0,3119401,125629656.0
1558,MG,CORONEL MURTA,1.0,3119500,13581376.0
1559,MG,CORONEL PACHECO,1.0,3119609,3625488.0
1560,MG,CORONEL XAVIER CHAVES,1.0,3119708,3736245.0
1561,MG,CORREGO DANTA,1.0,3119807,3113111.0
1562,MG,CORREGO DO BOM JESUS,1.0,3119906,4467521.0
1563,MG,CORREGO FUNDO,1.0,3119955,5882526.0
1564,MG,CORREGO NOVO,1.0,3120003,4363434.0
1565,MG,COUTO DE MAGALHAES DE MINAS,1.0,3120102,6126947.0
1566,MG,CRISOLITA,1.0,3120151,8971593.0
1567,MG,CRISTAIS,1.0,3120201,12876749.0
1568,MG,CRISTALIA,0.0,3120300,10197268.0
1569,MG,CRISTIANO OTONI,1.0,3120409,6319567.0
1570,MG,CRISTINA,1.0,3120508,13274199.0
1571,MG,CRUCILANDIA,1.0,3120607,7305128.0
1572,MG,CRUZEIRO DA FORTALEZA,1.0,3120706,5752169.0
1573,MG,CRUZILIA,0.0,3120805,21930479.0
1574,MG,CUPARAQUE,1.0,3120839,6835999.0
1575,MG,CURRAL DE DENTRO,1.0,3120870,12984503.0
1576,MG,CURVELO,4.0,3120904,102800470.0
1577,MG,DATAS,1.0,3121001,8902421.0
1578,MG,DELFIM MOREIRA,1.0,3121100,10859900.0
1579,MG,DELFINOPOLIS,1.0,3121209,8423011.0
1580,MG,DELTA,1.0,3121258,12065726.0
1581,MG,DESCOBERTO,1.0,3121308,7099688.0
1582,MG,DESTERRO DE ENTRE RIOS,1.0,3121407,9563885.0
1583,MG,DESTERRO DO MELO,1.0,3121506,4458463.0
1584,MG,DIAMANTINA,3.0,3121605,66362901.0
1585,MG,DIOGO DE VASCONCELOS,1.0,3121704,5325380.0
1586,MG,DIONISIO,1.0,3121803,9329362.0
1587,MG,DIVINESIA,1.0,3121902,4987634.0
1588,MG,DIVINO,1.0,3122009,32949785.0
1589,MG,DIVINO DAS LARANJEIRAS,1.0,3122108,7502351.0
1590,MG,DIVINOLANDIA DE MINAS,1.0,3122207,12836942.0
1591,MG,DIVINOPOLIS,19.0,3122306,267842248.0
1592,MG,DIVISA ALEGRE,1.0,3122355,11657797.0
1593,MG,DIVISA NOVA,1.0,3122405,7527942.0
1594,MG,DIVISOPOLIS,1.0,3122454,16839382.0
1595,MG,DOM BOSCO,1.0,3122470,5968938.0
1596,MG,DOM CAVATI,1.0,3122504,7858076.0
1597,MG,DOM JOAQUIM,0.0,3122603,6609894.0
1598,MG,DOM SILVERIO,1.0,3122702,5877821.0
1599,MG,DOM VICOSO,1.0,3122801,4352396.0
1600,MG,DONA EUSEBIA,1.0,3122900,8933320.0
1601,MG,DORES DE CAMPOS,1.0,3123007,11254407.0
1602,MG,DORES DE GUANHAES,1.0,3123106,6928609.0
1603,MG,DORES DO INDAIA,1.0,3123205,16586493.0
1604,MG,DORES DO TURVO,1.0,3123304,7410272.0
1605,MG,DORESOPOLIS,1.0,3123403,1971242.0
1606,MG,DOURADOQUARA,1.0,3123502,2073501.0
1607,MG,DURANDE,1.0,3123528,13809658.0
1608,MG,ELOI MENDES,2.0,3123601,32040135.0
1609,MG,ENGENHEIRO CALDAS,1.0,3123700,16449703.0
1610,MG,ENGENHEIRO NAVARRO,0.0,3123809,10730554.0
1611,MG,ENTRE FOLHAS,1.0,3123858,9657104.0
1612,MG,ENTRE RIOS DE MINAS,1.0,3123908,19337730.0
1613,MG,ERVALIA,1.0,3124005,29659511.0
1614,MG,ESMERALDAS,2.0,3124104,115220657.0
1615,MG,ESPERA FELIZ,1.0,3124203,39099223.0
1616,MG,ESPINOSA,2.0,3124302,47195488.0
1617,MG,ESPIRITO SANTO DO DOURADO,1.0,3124401,9463725.0
1618,MG,ESTIVA,1.0,3124500,15961486.0
1619,MG,ESTRELA DALVA,1.0,3124609,3026328.0
1620,MG,ESTRELA DO INDAIA,1.0,3124708,3275994.0
1621,MG,ESTRELA DO SUL,1.0,3124807,7525532.0
1622,MG,EUGENOPOLIS,1.0,3124906,14794672.0
1623,MG,EWBANK DA CAMARA,1.0,3125002,5709225.0
1624,MG,EXTREMA,2.0,3125101,42465458.0
1625,MG,FAMA,1.0,3125200,2524218.0
1626,MG,FARIA LEMOS,1.0,3125309,4537343.0
1627,MG,FELICIO DOS SANTOS,1.0,3125408,8513908.0
1628,MG,SAO GONCALO DO RIO PRETO,1.0,3125507,3973458.0
1629,MG,FELISBURGO,1.0,3125606,10717164.0
1630,MG,FELIXLANDIA,1.0,3125705,20157431.0
1631,MG,FERNANDES TOURINHO,1.0,3125804,4380160.0
1632,MG,FERROS,1.0,3125903,13624983.0
1633,MG,FERVEDOURO,1.0,3125952,18381532.0
1634,MG,FLORESTAL,1.0,3126000,10395067.0
1635,MG,FORMIGA,5.0,3126109,74793734.0
1636,MG,FORMOSO,1.0,3126208,12645643.0
1637,MG,FORTALEZA DE MINAS,1.0,3126307,3878536.0
1638,MG,FORTUNA DE MINAS,1.0,3126406,4456471.0
1639,MG,FRANCISCO BADARO,1.0,3126505,10344969.0
1640,MG,FRANCISCO DUMONT,1.0,3126604,7091163.0
1641,MG,FRANCISCO SA,1.0,3126703,35348811.0
1642,MG,FRANCISCOPOLIS,1.0,3126752,8335841.0
1643,MG,FREI GASPAR,1.0,3126802,9679574.0
1644,MG,FREI INOCENCIO,1.0,3126901,15924415.0
1645,MG,FREI LAGONEGRO,1.0,3126950,6483129.0
1646,MG,FRONTEIRA,1.0,3127008,18041316.0
1647,MG,FRONTEIRA DOS VALES,1.0,3127057,7663616.0
1648,MG,FRUTA DE LEITE,1.0,3127073,6583129.0
1649,MG,FRUTAL,5.0,3127107,74101937.0
1650,MG,FUNILANDIA,1.0,3127206,6771189.0
1651,MG,GALILEIA,1.0,3127305,10669018.0
1652,MG,GAMELEIRAS,1.0,3127339,6970062.0
1653,MG,GLAUCILANDIA,1.0,3127354,4548733.0
1654,MG,GOIABEIRA,1.0,3127370,5517804.0
1655,MG,GOIANA,1.0,3127388,5349409.0
1656,MG,GONCALVES,1.0,3127404,6249369.0
1657,MG,GONZAGA,1.0,3127503,10250031.0
1658,MG,GOUVEIA,1.0,3127602,14333133.0
1659,MG,GOVERNADOR VALADARES,17.0,3127701,397253218.0
1660,MG,GRAO MOGOL,1.0,3127800,18806529.0
1661,MG,GRUPIARA,1.0,3127909,1325967.0
1662,MG,GUANHAES,1.0,3128006,45386992.0
1663,MG,GUAPE,1.0,3128105,17844515.0
1664,MG,GUARACIABA,1.0,3128204,12707127.0
1665,MG,GUARACIAMA,1.0,3128253,8183228.0
1666,MG,GUARANESIA,2.0,3128303,19216921.0
1667,MG,GUARANI,1.0,3128402,10246389.0
1668,MG,GUARARA,1.0,3128501,4807165.0
1669,MG,GUARDA-MOR,1.0,3128600,8837597.0
1670,MG,GUAXUPE,4.0,3128709,53131906.0
1671,MG,GUIDOVAL,1.0,3128808,9643352.0
1672,MG,GUIMARANIA,1.0,3128907,12082626.0
1673,MG,GUIRICEMA,1.0,3129004,9789372.0
1674,MG,GURINHATA,1.0,3129103,6899961.0
1675,MG,HELIODORA,1.0,3129202,7941089.0
1676,MG,IAPU,1.0,3129301,16138847.0
1677,MG,IBERTIOGA,1.0,3129400,7348470.0
1678,MG,IBIA,2.0,3129509,27904494.0
1679,MG,IBIAI,1.0,3129608,12711793.0
1680,MG,IBIRACATU,1.0,3129657,9928539.0
1681,MG,IBIRACI,1.0,3129707,13644899.0
1682,MG,IBIRITE,6.0,3129806,229216891.0
1683,MG,IBITIURA DE MINAS,0.0,3129905,5177705.0
1684,MG,IBITURUNA,1.0,3130002,3381635.0
1685,MG,ICARAI DE MINAS,1.0,3130051,15786730.0
1686,MG,IGARAPE,2.0,3130101,62176345.0
1687,MG,IGARATINGA,1.0,3130200,12233765.0
1688,MG,IGUATAMA,1.0,3130309,8078218.0
1689,MG,IJACI,1.0,3130408,7883337.0
1690,MG,ILICINEA,1.0,3130507,17267212.0
1691,MG,IMBE DE MINAS,1.0,3130556,12626409.0
1692,MG,INCONFIDENTES,1.0,3130606,10978507.0
1693,MG,INDAIABIRA,1.0,3130655,10286284.0
1694,MG,INDIANOPOLIS,1.0,3130705,6899190.0
1695,MG,INGAI,1.0,3130804,3171162.0
1696,MG,INHAPIM,1.0,3130903,37204496.0
1697,MG,INHAUMA,0.0,3131000,9483040.0
1698,MG,INIMUTABA,0.0,3131109,8969859.0
1699,MG,IPABA,1.0,3131158,22968120.0
1700,MG,IPANEMA,1.0,3131208,31332929.0
1701,MG,IPATINGA,14.0,3131307,283049107.0
1702,MG,IPIACU,1.0,3131406,4973925.0
1703,MG,IPUIUNA,1.0,3131505,14773310.0
1704,MG,IRAI DE MINAS,1.0,3131604,8949897.0
1705,MG,ITABIRA,8.0,3131703,117080868.0
1706,MG,ITABIRINHA,1.0,3131802,17822637.0
1707,MG,ITABIRITO,2.0,3131901,49039936.0
1708,MG,ITACAMBIRA,1.0,3132008,6330660.0
1709,MG,ITACARAMBI,1.0,3132107,25979778.0
1710,MG,ITAGUARA,1.0,3132206,15211029.0
1711,MG,ITAIPE,1.0,3132305,19681481.0
1712,MG,ITAJUBA,7.0,3132404,110694611.0
1713,MG,ITAMARANDIBA,1.0,3132503,47917609.0
1714,MG,ITAMARATI DE MINAS,1.0,3132602,5077345.0
1715,MG,ITAMBACURI,1.0,3132701,37013386.0
1716,MG,ITAMBE DO MATO DENTRO,1.0,3132800,2876825.0
1717,MG,ITAMOGI,1.0,3132909,13288003.0
1718,MG,ITAMONTE,1.0,3133006,19004974.0
1719,MG,ITANHANDU,1.0,3133105,17011059.0
1720,MG,ITANHOMI,1.0,3133204,19290673.0
1721,MG,ITAOBIM,1.0,3133303,29404739.0
1722,MG,ITAPAGIPE,1.0,3133402,13356990.0
1723,MG,ITAPECERICA,1.0,3133501,24381372.0
1724,MG,ITAPEVA,1.0,3133600,13334278.0
1725,MG,ITATIAIUCU,1.0,3133709,14931885.0
1726,MG,ITAU DE MINAS,1.0,3133758,16433611.0
1727,MG,ITAUNA,6.0,3133808,89480203.0
1728,MG,ITAVERAVA,1.0,3133907,7296674.0
1729,MG,ITINGA,1.0,3134004,21863693.0
1730,MG,ITUETA,1.0,3134103,9750844.0
1731,MG,ITUIUTABA,7.0,3134202,122918366.0
1732,MG,ITUMIRIM,1.0,3134301,8506471.0
1733,MG,ITURAMA,3.0,3134400,47189494.0
1734,MG,ITUTINGA,0.0,3134509,5240898.0
1735,MG,JABOTICATUBAS,1.0,3134608,26778713.0
1736,MG,JACINTO,1.0,3134707,16712141.0
1737,MG,JACUI,1.0,3134806,9393876.0
1738,MG,JACUTINGA,1.0,3134905,28624244.0
1739,MG,JAGUARACU,1.0,3135001,3339311.0
1740,MG,JAIBA,2.0,3135050,59574163.0
1741,MG,JAMPRUCA,1.0,3135076,7849456.0
1742,MG,JANAUBA,4.0,3135100,94937882.0
1743,MG,JANUARIA,4.0,3135209,98582964.0
1744,MG,JAPARAIBA,1.0,3135308,4472797.0
1745,MG,JAPONVAR,1.0,3135357,14781315.0
1746,MG,JECEABA,1.0,3135407,7104737.0
1747,MG,JENIPAPO DE MINAS,1.0,3135456,9295056.0
1748,MG,JEQUERI,1.0,3135506,17386313.0
1749,MG,JEQUITAI,1.0,3135605,13267219.0
1750,MG,JEQUITIBA,1.0,3135704,9771271.0
1751,MG,JEQUITINHONHA,1.0,3135803,33241487.0
1752,MG,JESUANIA,1.0,3135902,7430932.0
1753,MG,JOAIMA,1.0,3136009,22718388.0
