mes,uf,codigo_ibge,nome_mun,valor
202009,AC,1200013,ACRELANDIA,2393063.0
202009,AC,1200054,ASSIS BRASIL,2137483.0
202009,AC,1200104,BRASILEIA,5497705.0
202009,AC,1200138,BUJARI,2083782.0
202009,AC,1200179,CAPIXABA,1811583.0
202009,AC,1200203,CRUZEIRO DO SUL,12599017.0
202009,AC,1200252,EPITACIOLANDIA,3527409.0
202009,AC,1200302,FEIJO,3929245.0
202009,AC,1200328,JORDAO,725262.0
202009,AC,1200336,MANCIO LIMA,2037754.0
202009,AC,1200344,MANOEL URBANO,1296151.0
202009,AC,1200351,MARECHAL THAUMATURGO,1635812.0
202009,AC,1200385,PLACIDO DE CASTRO,2733463.0
202009,AC,1200393,PORTO WALTER,946483.0
202009,AC,1200401,RIO BRANCO,67173396.0
202009,AC,1200427,RODRIGUES ALVES,1531272.0
202009,AC,1200435,SANTA ROSA DO PURUS,409274.0
202009,AC,1200450,SENADOR GUIOMARD,3491031.0
202009,AC,1200500,SENA MADUREIRA,5449079.0
202009,AC,1200609,TARAUACA,4101685.0
202009,AC,1200708,XAPURI,2845443.0
202009,AC,1200807,PORTO ACRE,2964823.0
202009,AL,2700102,AGUA BRANCA,2258154.0
202009,AL,2700201,ANADIA,2065854.0
202009,AL,2700300,ARAPIRACA,42794139.0
202009,AL,2700409,ATALAIA,5698398.0
202009,AL,2700508,BARRA DE SANTO ANTONIO,2562701.0
202009,AL,2700607,BARRA DE SAO MIGUEL,1528349.0
202009,AL,2700706,BATALHA,2210446.0
202009,AL,2700805,BELEM,785964.0
202009,AL,2700904,BELO MONTE,729163.0
202009,AL,2701001,BOCA DA MATA,3441542.0
202009,AL,2701100,BRANQUINHA,1856292.0
202009,AL,2701209,CACIMBINHAS,1363896.0
202009,AL,2701308,CAJUEIRO,2620601.0
202009,AL,2701357,CAMPESTRE,932930.0
202009,AL,2701407,CAMPO ALEGRE,4836346.0
202009,AL,2701506,CAMPO GRANDE,1066563.0
202009,AL,2701605,CANAPI,1964581.0
202009,AL,2701704,CAPELA,1959441.0
202009,AL,2701803,CARNEIROS,1164805.0
202009,AL,2701902,CHA PRETA,717827.0
202009,AL,2702009,COITE DO NOIA,1512777.0
202009,AL,2702108,COLONIA LEOPOLDINA,2548979.0
202009,AL,2702207,COQUEIRO SECO,875450.0
202009,AL,2702306,CORURIPE,8398775.0
202009,AL,2702355,CRAIBAS,3159180.0
202009,AL,2702405,DELMIRO GOUVEIA,8614692.0
202009,AL,2702504,DOIS RIACHOS,1449052.0
202009,AL,2702553,ESTRELA DE ALAGOAS,2061460.0
202009,AL,2702603,FEIRA GRANDE,2845096.0
202009,AL,2702702,FELIZ DESERTO,727716.0
202009,AL,2702801,FLEXEIRAS,1755729.0
202009,AL,2702900,GIRAU DO PONCIANO,4053057.0
202009,AL,2703007,IBATEGUARA,2150566.0
202009,AL,2703106,IGACI,2976423.0
202009,AL,2703205,IGREJA NOVA,3373541.0
202009,AL,2703304,INHAPI,2226854.0
202009,AL,2703403,JACARE DOS HOMENS,684459.0
202009,AL,2703502,JACUIPE,947723.0
202009,AL,2703601,JAPARATINGA,1365983.0
202009,AL,2703700,JARAMATAIA,630779.0
202009,AL,2703759,JEQUIA DA PRAIA,1126846.0
202009,AL,2703809,JOAQUIM GOMES,3292305.0
202009,AL,2703908,JUNDIA,580772.0
202009,AL,2704005,JUNQUEIRO,3470743.0
202009,AL,2704104,LAGOA DA CANOA,2396615.0
202009,AL,2704203,LIMOEIRO DE ANADIA,3007687.0
202009,AL,2704302,MACEIO,175630823.0
202009,AL,2704401,MAJOR ISIDORO,2448078.0
202009,AL,2704500,MARAGOGI,5578963.0
202009,AL,2704609,MARAVILHA,1387716.0
202009,AL,2704708,MARECHAL DEODORO,9180503.0
202009,AL,2704807,MARIBONDO,1930694.0
202009,AL,2704906,MAR VERMELHO,440464.0
202009,AL,2705002,MATA GRANDE,2461312.0
202009,AL,2705101,MATRIZ DE CAMARAGIBE,3650074.0
202009,AL,2705200,MESSIAS,2771822.0
202009,AL,2705309,MINADOR DO NEGRAO,723266.0
202009,AL,2705408,MONTEIROPOLIS,975213.0
202009,AL,2705507,MURICI,4145583.0
202009,AL,2705606,NOVO LINO,1485949.0
202009,AL,2705705,OLHO D'AGUA DAS FLORES,3435258.0
202009,AL,2705804,OLHO D'AGUA DO CASADO,1195572.0
202009,AL,2705903,OLHO D'AGUA GRANDE,518352.0
202009,AL,2706000,OLIVENCA,1359866.0
202009,AL,2706109,OURO BRANCO,1493550.0
202009,AL,2706208,PALESTINA,651600.0
202009,AL,2706307,PALMEIRA DOS INDIOS,10902007.0
202009,AL,2706406,PAO DE ACUCAR,3527424.0
202009,AL,2706422,PARICONHA,1313839.0
202009,AL,2706448,PARIPUEIRA,2335457.0
202009,AL,2706505,PASSO DE CAMARAGIBE,1983780.0
202009,AL,2706604,PAULO JACINTO,958324.0
202009,AL,2706703,PENEDO,10072405.0
202009,AL,2706802,PIACABUCU,2340660.0
202009,AL,2706901,PILAR,5711551.0
202009,AL,2707008,PINDOBA,327719.0
202009,AL,2707107,PIRANHAS,3337275.0
202009,AL,2707206,POCO DAS TRINCHEIRAS,1443091.0
202009,AL,2707305,PORTO CALVO,4388229.0
202009,AL,2707404,PORTO DE PEDRAS,1143787.0
202009,AL,2707503,PORTO REAL DO COLEGIO,2519810.0
202009,AL,2707602,QUEBRANGULO,1470359.0
202009,AL,2707701,RIO LARGO,16511685.0
202009,AL,2707800,ROTEIRO,949714.0
202009,AL,2707909,SANTA LUZIA DO NORTE,1131754.0
202009,AL,2708006,SANTANA DO IPANEMA,6473896.0
202009,AL,2708105,SANTANA DO MUNDAU,1643649.0
202009,AL,2708204,SAO BRAS,958981.0
202009,AL,2708303,SAO JOSE DA LAJE,3731694.0
202009,AL,2708402,SAO JOSE DA TAPERA,3988697.0
202009,AL,2708501,SAO LUIS DO QUITUNDE,4431231.0
202009,AL,2708600,SAO MIGUEL DOS CAMPOS,8507517.0
202009,AL,2708709,SAO MIGUEL DOS MILAGRES,1425464.0
202009,AL,2708808,SAO SEBASTIAO,4239757.0
202009,AL,2708907,SATUBA,3436526.0
202009,AL,2708956,SENADOR RUI PALMEIRA,1527317.0
202009,AL,2709004,TANQUE D'ARCA,802586.0
202009,AL,2709103,TAQUARANA,2797899.0
202009,AL,2709152,TEOTONIO VILELA,5625985.0
202009,AL,2709202,TRAIPU,2402652.0
202009,AL,2709301,UNIAO DOS PALMARES,11430694.0
202009,AL,2709400,VICOSA,3592772.0
202009,AM,1300029,ALVARAES,1926610.0
202009,AM,1300060,AMATURA,1284205.0
202009,AM,1300086,ANAMA,1236712.0
202009,AM,1300102,ANORI,1749519.0
202009,AM,1300144,APUI,2492419.0
202009,AM,1300201,ATALAIA DO NORTE,1212516.0
202009,AM,1300300,AUTAZES,5937638.0
202009,AM,1300409,BARCELOS,2611863.0
202009,AM,1300508,BARREIRINHA,3685616.0
202009,AM,1300607,BENJAMIN CONSTANT,3986333.0
202009,AM,1300631,BERURI,2500465.0
202009,AM,1300680,BOA VISTA DO RAMOS,2209715.0
202009,AM,1300706,BOCA DO ACRE,5303498.0
202009,AM,1300805,BORBA,3717709.0
202009,AM,1300839,CAAPIRANGA,1507368.0
202009,AM,1300904,CANUTAMA,1396493.0
202009,AM,1301001,CARAUARI,3424922.0
202009,AM,1301100,CAREIRO,5180717.0
202009,AM,1301159,CAREIRO DA VARZEA,2485750.0
202009,AM,1301209,COARI,12047367.0
202009,AM,1301308,CODAJAS,3106643.0
202009,AM,1301407,EIRUNEPE,3728999.0
202009,AM,1301506,ENVIRA,1359138.0
202009,AM,1301605,FONTE BOA,3237493.0
202009,AM,1301654,GUAJARA,1419095.0
202009,AM,1301704,HUMAITA,7920015.0
202009,AM,1301803,IPIXUNA,1643391.0
202009,AM,1301852,IRANDUBA,10768949.0
202009,AM,1301902,ITACOATIARA,17114812.0
202009,AM,1301951,ITAMARATI,1224203.0
202009,AM,1302009,ITAPIRANGA,1472266.0
202009,AM,1302108,JAPURA,844926.0
202009,AM,1302207,JURUA,1153067.0
202009,AM,1302306,JUTAI,2455921.0
202009,AM,1302405,LABREA,3997230.0
202009,AM,1302504,MANACAPURU,17067387.0
202009,AM,1302553,MANAQUIRI,2202286.0
202009,AM,1302603,MANAUS,455960368.0
202009,AM,1302702,MANICORE,6508452.0
202009,AM,1302801,MARAA,1285838.0
202009,AM,1302900,MAUES,7039979.0
202009,AM,1303007,NHAMUNDA,2168847.0
202009,AM,1303106,NOVA OLINDA DO NORTE,3744763.0
202009,AM,1303205,NOVO AIRAO,2371671.0
202009,AM,1303304,NOVO ARIPUANA,2305630.0
202009,AM,1303403,PARINTINS,16360118.0
202009,AM,1303502,PAUINI,1683887.0
202009,AM,1303536,PRESIDENTE FIGUEIREDO,6217738.0
202009,AM,1303569,RIO PRETO DA EVA,4388423.0
202009,AM,1303601,SANTA ISABEL DO RIO NEGRO,1395928.0
202009,AM,1303700,SANTO ANTONIO DO ICA,2537455.0
202009,AM,1303809,SAO GABRIEL DA CACHOEIRA,4531383.0
202009,AM,1303908,SAO PAULO DE OLIVENCA,2868075.0
202009,AM,1303957,SAO SEBASTIAO DO UATUMA,1365430.0
202009,AM,1304005,SILVES,1144285.0
202009,AM,1304062,TABATINGA,9093890.0
202009,AM,1304104,TAPAUA,2640885.0
202009,AM,1304203,TEFE,10688891.0
202009,AM,1304237,TONANTINS,1696894.0
202009,AM,1304260,UARINI,1212297.0
202009,AM,1304302,URUCARA,2164906.0
202009,AM,1304401,URUCURITUBA,1710507.0
202009,AP,1600055,SERRA DO NAVIO,779977.0
202009,AP,1600105,AMAPA,4866550.0
202009,AP,1600154,PEDRA BRANCA DO AMAPARI,1798734.0
202009,AP,1600204,CALCOENE,2014092.0
202009,AP,1600212,CUTIAS,769422.0
202009,AP,1600238,FERREIRA GOMES,1442317.0
202009,AP,1600253,ITAUBAL,758324.0
202009,AP,1600279,LARANJAL DO JARI,7740227.0
202009,AP,1600303,MACAPA,95041299.0
202009,AP,1600402,MAZAGAO,2996927.0
202009,AP,1600501,OIAPOQUE,6852926.0
202009,AP,1600535,PORTO GRANDE,3427998.0
202009,AP,1600550,PRACUUBA,675248.0
202009,AP,1600600,SANTANA,22621413.0
202009,AP,1600709,TARTARUGALZINHO,1722982.0
202009,AP,1600808,VITORIA DO JARI,1919228.0
202009,BA,2900108,ABAIRA,1176717.0
202009,BA,2900207,ABARE,2425272.0
202009,BA,2900306,ACAJUTIBA,2615371.0
202009,BA,2900355,ADUSTINA,2116404.0
202009,BA,2900405,AGUA FRIA,2179308.0
202009,BA,2900504,ERICO CARDOSO,1206579.0
202009,BA,2900603,AIQUARA,649966.0
202009,BA,2900702,ALAGOINHAS,27254076.0
202009,BA,2900801,ALCOBACA,4121447.0
202009,BA,2900900,ALMADINA,747067.0
202009,BA,2901007,AMARGOSA,5773737.0
202009,BA,2901106,AMELIA RODRIGUES,4176273.0
202009,BA,2901155,AMERICA DOURADA,2453680.0
202009,BA,2901205,ANAGE,3005450.0
202009,BA,2901304,ANDARAI,1768026.0
202009,BA,2901353,ANDORINHA,2281121.0
202009,BA,2901403,ANGICAL,1771871.0
202009,BA,2901502,ANGUERA,1320773.0
202009,BA,2901601,ANTAS,1746184.0
202009,BA,2901700,ANTONIO CARDOSO,1552619.0
202009,BA,2901809,ANTONIO GONCALVES,1407593.0
202009,BA,2901908,APORA,2338634.0
202009,BA,2901957,APUAREMA,1025892.0
202009,BA,2902005,ARACATU,1850427.0
202009,BA,2902054,ARACAS,1902314.0
202009,BA,2902104,ARACI,7657503.0
202009,BA,2902203,ARAMARI,1569478.0
202009,BA,2902252,ARATACA,1102998.0
202009,BA,2902302,ARATUIPE,1325401.0
202009,BA,2902401,AURELINO LEAL,1862281.0
202009,BA,2902500,BAIANOPOLIS,1554355.0
202009,BA,2902609,BAIXA GRANDE,2686957.0
202009,BA,2902658,BANZAE,1540630.0
202009,BA,2902708,BARRA,7081004.0
202009,BA,2902807,BARRA DA ESTIVA,3902462.0
202009,BA,2902906,BARRA DO CHOCA,5465005.0
202009,BA,2903003,BARRA DO MENDES,2113425.0
202009,BA,2903102,BARRA DO ROCHA,738413.0
202009,BA,2903201,BARREIRAS,27300838.0
202009,BA,2903235,BARRO ALTO,1895846.0
202009,BA,2903276,BARROCAS,2429308.0
202009,BA,2903300,BARRO PRETO,892945.0
202009,BA,2903409,BELMONTE,3357055.0
202009,BA,2903508,BELO CAMPO,2988398.0
202009,BA,2903607,BIRITINGA,2120343.0
202009,BA,2903706,BOA NOVA,2099891.0
202009,BA,2903805,BOA VISTA DO TUPIM,1995677.0
202009,BA,2903904,BOM JESUS DA LAPA,10784848.0
202009,BA,2903953,BOM JESUS DA SERRA,1250253.0
202009,BA,2904001,BONINAL,1955154.0
202009,BA,2904050,BONITO,2529734.0
202009,BA,2904100,BOQUIRA,2304098.0
202009,BA,2904209,BOTUPORA,1449231.0
202009,BA,2904308,BREJOES,2064159.0
202009,BA,2904407,BREJOLANDIA,1287298.0
202009,BA,2904506,BROTAS DE MACAUBAS,1432023.0
202009,BA,2904605,BRUMADO,11920161.0
202009,BA,2904704,BUERAREMA,2862258.0
202009,BA,2904753,BURITIRAMA,2457791.0
202009,BA,2904803,CAATIBA,947091.0
202009,BA,2904852,CABACEIRAS DO PARAGUACU,2062158.0
202009,BA,2904902,CACHOEIRA,5559861.0
202009,BA,2905008,CACULE,3870011.0
202009,BA,2905107,CAEM,1305149.0
202009,BA,2905156,CAETANOS,1304792.0
202009,BA,2905206,CAETITE,8644782.0
202009,BA,2905305,CAFARNAUM,2646148.0
202009,BA,2905404,CAIRU,3329862.0
202009,BA,2905503,CALDEIRAO GRANDE,1345819.0
202009,BA,2905602,CAMACAN,3868099.0
202009,BA,2905701,CAMACARI,56602169.0
202009,BA,2905800,CAMAMU,5907737.0
202009,BA,2905909,CAMPO ALEGRE DE LOURDES,3592683.0
202009,BA,2906006,CAMPO FORMOSO,10295603.0
202009,BA,2906105,CANAPOLIS,1253525.0
202009,BA,2906204,CANARANA,3433571.0
202009,BA,2906303,CANAVIEIRAS,5482795.0
202009,BA,2906402,CANDEAL,1255650.0
202009,BA,2906501,CANDEIAS,16569394.0
202009,BA,2906600,CANDIBA,1743735.0
202009,BA,2906709,CANDIDO SALES,4304988.0
202009,BA,2906808,CANSANCAO,4545878.0
202009,BA,2906824,CANUDOS,2227195.0
202009,BA,2906857,CAPELA DO ALTO ALEGRE,1785197.0
202009,BA,2906873,CAPIM GROSSO,5908451.0
202009,BA,2906899,CARAIBAS,1271759.0
202009,BA,2906907,CARAVELAS,2919981.0
202009,BA,2907004,CARDEAL DA SILVA,1220805.0
202009,BA,2907103,CARINHANHA,4030309.0
202009,BA,2907202,CASA NOVA,10627343.0
202009,BA,2907301,CASTRO ALVES,4033838.0
202009,BA,2907400,CATOLANDIA,432993.0
202009,BA,2907509,CATU,9140067.0
202009,BA,2907558,CATURAMA,1221873.0
202009,BA,2907608,CENTRAL,2781720.0
202009,BA,2907707,CHORROCHO,1231370.0
202009,BA,2907806,CICERO DANTAS,5097745.0
202009,BA,2907905,CIPO,2972876.0
202009,BA,2908002,COARACI,3267616.0
202009,BA,2908101,COCOS,2628972.0
202009,BA,2908200,CONCEICAO DA FEIRA,3462416.0
202009,BA,2908309,CONCEICAO DO ALMEIDA,2167178.0
202009,BA,2908408,CONCEICAO DO COITE,12010494.0
202009,BA,2908507,CONCEICAO DO JACUIPE,5698349.0
202009,BA,2908606,CONDE,3922499.0
202009,BA,2908705,CONDEUBA,2193114.0
202009,BA,2908804,CONTENDAS DO SINCORA,813516.0
202009,BA,2908903,CORACAO DE MARIA,3528018.0
