HS - Combined  Product Code,HS - Combined  Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
520644,Measuring per single yarn less than 192.31 decitex but not less than 125 decitex (exceeding 52 metric number but not exceeding 80 metric number per single yarn),1711,Preparation and spinning of textile fibres; weaving of textiles
520645,Measuring per single yarn less than 125 decitex  (exceeding 80 metric number per single yarn),1711,Preparation and spinning of textile fibres; weaving of textiles
520710,Containing 85 % or more by weight of cotton,1711,Preparation and spinning of textile fibres; weaving of textiles
520790,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
520811,"Plain weave, weighing not more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520812,"Plain weave, weighing more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520813,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520819,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520821,"Plain weave, weighing not more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520822,"Plain weave, weighing more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520823,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520829,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520831,"Plain weave, weighing not more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520832,"Plain weave, weighing more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520833,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520839,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520841,"Plain weave, weighing not more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520842,"Plain weave, weighing more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520843,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520849,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520851,"Plain weave, weighing not more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520852,"Plain weave, weighing more than 100 g/m2",1711,Preparation and spinning of textile fibres; weaving of textiles
520853,"(-2006) 3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520859,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520911,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
520912,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520919,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520921,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
520922,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520929,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520931,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
520932,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520939,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520941,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
520942,Denim,1711,Preparation and spinning of textile fibres; weaving of textiles
520943,"Other fabrics of 3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520949,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
520951,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
520952,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
520959,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521011,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521012,"(-2006) 3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521019,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521021,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521022,"(-2006) 3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521029,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521031,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521032,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521039,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521041,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521042,"(-2006) 3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521049,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521051,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521052,"(-2006) 3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521059,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521111,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521112,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521119,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521121,(-2006) Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521122,"(-2006) 3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521129,(-2006) Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521131,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521132,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521139,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521141,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521142,Denim,1711,Preparation and spinning of textile fibres; weaving of textiles
521143,"Other fabrics of 3thread or 4thread twill, including  cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521149,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521151,Plain weave,1711,Preparation and spinning of textile fibres; weaving of textiles
521152,"3thread or 4thread twill, including cross twill",1711,Preparation and spinning of textile fibres; weaving of textiles
521159,Other fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
521211,Unbleached,1711,Preparation and spinning of textile fibres; weaving of textiles
521212,Bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
521213,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
521214,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
521215,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
521221,Unbleached,1711,Preparation and spinning of textile fibres; weaving of textiles
521222,Bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
521223,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
521224,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
521225,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
530110,"Flax, raw or retted",0111,Growing of cereals and other crops n.e.c.
530121,Broken or scutched,1711,Preparation and spinning of textile fibres; weaving of textiles
530129,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530130,Flax tow and waste,1711,Preparation and spinning of textile fibres; weaving of textiles
530210,"True hemp, raw or retted",0111,Growing of cereals and other crops n.e.c.
530290,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530310,"Jute and other textile bast fibres, raw or retted",0111,Growing of cereals and other crops n.e.c.
530390,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530410,"(-2006) Sisal and other textile fibres of the genus Agave, raw",0111,Growing of cereals and other crops n.e.c.
530490,(-2006) Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530511,(-2006) Raw,0111,Growing of cereals and other crops n.e.c.
530519,(-2006) Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530521,(-2006) Raw,0111,Growing of cereals and other crops n.e.c.
530529,(-2006) Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530590,(2002-2006) Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530591,(-2001) Other :-- Raw,0111,Growing of cereals and other crops n.e.c.
530599,(-2001) Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530610,Single,1711,Preparation and spinning of textile fibres; weaving of textiles
530620,Multiple (folded) or cabled,1711,Preparation and spinning of textile fibres; weaving of textiles
530710,Single,1711,Preparation and spinning of textile fibres; weaving of textiles
530720,Multiple (folded) or cabled,1711,Preparation and spinning of textile fibres; weaving of textiles
530810,Coir yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
530820,True hemp yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
530830,(-2001) Paper yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
530890,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530911,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
530919,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
530921,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
530929,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
531010,Unbleached,1711,Preparation and spinning of textile fibres; weaving of textiles
531090,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
531100,Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn.,1711,Preparation and spinning of textile fibres; weaving of textiles
540110,Of synthetic filaments,1711,Preparation and spinning of textile fibres; weaving of textiles
540120,Of artificial filaments,1711,Preparation and spinning of textile fibres; weaving of textiles
540210,(-2006) High tenacity yarn of nylon or other polyamides,2430,Manufacture of man-made fibres
540220,High tenacity yarn of polyesters,2430,Manufacture of man-made fibres
540231,"Of nylon or other polyamides, measuring per single yarn not more than 50 tex",2430,Manufacture of man-made fibres
540232,"Of nylon or other polyamides, measuring per single yarn more than 50 tex",2430,Manufacture of man-made fibres
540233,Of polyesters,2430,Manufacture of man-made fibres
540239,Other,2430,Manufacture of man-made fibres
540241,(-2006) Of nylon or other polyamides,2430,Manufacture of man-made fibres
540242,"(-2006) Of polyesters, partially oriented",2430,Manufacture of man-made fibres
540243,"(-2006) Of polyesters, other",2430,Manufacture of man-made fibres
540249,Other,2430,Manufacture of man-made fibres
540251,Of nylon or other polyamides,2430,Manufacture of man-made fibres
540252,Of polyesters,2430,Manufacture of man-made fibres
540259,Other,2430,Manufacture of man-made fibres
540261,Of nylon or other polyamides,1711,Preparation and spinning of textile fibres; weaving of textiles
540262,Of polyesters,1711,Preparation and spinning of textile fibres; weaving of textiles
540269,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
540310,High tenacity yarn of viscose rayon,2430,Manufacture of man-made fibres
540320,(-2006) Textured yarn,2430,Manufacture of man-made fibres
540331,"Of viscose rayon, untwisted or with a twist not exceeding 120 turns per metre",2430,Manufacture of man-made fibres
540332,"Of viscose rayon, with a twist exceeding 120 turns per metre",2430,Manufacture of man-made fibres
540333,Of cellulose acetate,2430,Manufacture of man-made fibres
540339,Other,2430,Manufacture of man-made fibres
540341,Of viscose rayon,1711,Preparation and spinning of textile fibres; weaving of textiles
540342,Of cellulose acetate,1711,Preparation and spinning of textile fibres; weaving of textiles
540349,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
540410,(-2006) Monofilament,2430,Manufacture of man-made fibres
540490,Other,2430,Manufacture of man-made fibres
540500,"Artificial monofilament of 67 decitex or more and of which no crosssectional dimension exceeds 1 mm; strip and the  like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm.",2430,Manufacture of man-made fibres
540610,(-2006) Synthetic filament yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
540620,(-2006) Artificial filament yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
540710,Woven fabrics obtained from high tenacity yarn of nylon or other polyamides or of polyesters,1711,Preparation and spinning of textile fibres; weaving of textiles
540720,Woven fabrics obtained from strip or the like,1711,Preparation and spinning of textile fibres; weaving of textiles
540730,Fabrics specified in Note 9 to Section XI,1711,Preparation and spinning of textile fibres; weaving of textiles
540741,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
540742,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
540743,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
540744,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
540751,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
540752,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
540753,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
540754,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
540760,"(-1995) Other woven fabrics of synthetic yarn, >=8",1711,Preparation and spinning of textile fibres; weaving of textiles
540761,(1996-) Containing 85 % or more by weight of nontextured polyester filaments,1711,Preparation and spinning of textile fibres; weaving of textiles
540769,(1996-) Other,1711,Preparation and spinning of textile fibres; weaving of textiles
540771,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
540772,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
540773,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
540774,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
540781,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
540782,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
540783,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
540784,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
540791,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
540792,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
540793,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
540794,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
540810,Woven fabrics obtained from high tenacity yarn of viscose rayon,1711,Preparation and spinning of textile fibres; weaving of textiles
540821,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
540822,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
540823,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
540824,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
540831,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
540832,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
540833,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
540834,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
550110,Of nylon or other polyamides,2430,Manufacture of man-made fibres
550120,Of polyesters,2430,Manufacture of man-made fibres
550130,Acrylic or modacrylic,2430,Manufacture of man-made fibres
550190,Other,2430,Manufacture of man-made fibres
550200,Artificial filament tow.,2430,Manufacture of man-made fibres
550310,(-2006) Of nylon or other polyamides,2430,Manufacture of man-made fibres
550320,Of polyesters,2430,Manufacture of man-made fibres
550330,Acrylic or modacrylic,2430,Manufacture of man-made fibres
550340,Of polypropylene,2430,Manufacture of man-made fibres
550390,Other,2430,Manufacture of man-made fibres
550410,Of viscose rayon,2430,Manufacture of man-made fibres
550490,Other,2430,Manufacture of man-made fibres
550510,Of synthetic fibres,9999,Goods not elsewhere classified
550520,Of artificial fibres,9999,Goods not elsewhere classified
550610,Of nylon or other polyamides,1711,Preparation and spinning of textile fibres; weaving of textiles
550620,Of polyesters,1711,Preparation and spinning of textile fibres; weaving of textiles
550630,Acrylic or modacrylic,1711,Preparation and spinning of textile fibres; weaving of textiles
550690,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
550700,"Artificial staple fibres, carded, combed or otherwise processed for spinning.",1711,Preparation and spinning of textile fibres; weaving of textiles
550810,Of synthetic staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
550820,Of artificial staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
550911,Single yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
550912,Multiple (folded) or cabled yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
550921,Single yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
550922,Multiple (folded) or cabled yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
550931,Single yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
550932,Multiple (folded) or cabled yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
550941,Single yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
550942,Multiple (folded) or cabled yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
550951,Mixed mainly or solely with artificial staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
550952,Mixed mainly or solely with wool or fine animal hair,1711,Preparation and spinning of textile fibres; weaving of textiles
550953,Mixed mainly or solely with cotton,1711,Preparation and spinning of textile fibres; weaving of textiles
550959,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
550961,Mixed mainly or solely with wool or fine animal hair,1711,Preparation and spinning of textile fibres; weaving of textiles
550962,Mixed mainly or solely with cotton,1711,Preparation and spinning of textile fibres; weaving of textiles
550969,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
550991,Mixed mainly or solely with wool or fine animal hair,1711,Preparation and spinning of textile fibres; weaving of textiles
550992,Mixed mainly or solely with cotton,1711,Preparation and spinning of textile fibres; weaving of textiles
550999,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
551011,Single yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
551012,Multiple (folded) or cabled yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
551020,"Other yarn, mixed mainly or solely with wool or fine animal hair",1711,Preparation and spinning of textile fibres; weaving of textiles
551030,"Other yarn, mixed mainly or solely with cotton",1711,Preparation and spinning of textile fibres; weaving of textiles
551090,Other yarn,1711,Preparation and spinning of textile fibres; weaving of textiles
551110,"Of synthetic staple fibres, containing 85 % or more by weight of such fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551120,"Of synthetic staple fibres, containing less than 85 % by weight of such fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551130,Of artificial staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551211,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
551219,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
551221,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
551229,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
551291,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
551299,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
551311,"Of polyester staple fibres, plain weave",1711,Preparation and spinning of textile fibres; weaving of textiles
551312,"3thread or 4thread twill, including cross twill, of polyester staple fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551313,Other woven fabrics of polyester staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551319,Other woven fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
551321,"Of polyester staple fibres, plain weave",1711,Preparation and spinning of textile fibres; weaving of textiles
551322,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551323,Other woven fabrics of polyester staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551329,Other woven fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
551331,"Of polyester staple fibres, plain weave",1711,Preparation and spinning of textile fibres; weaving of textiles
551332,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551333,(-2006) Other woven fabrics of polyester staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551339,Other woven fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
551341,"Of polyester staple fibres, plain weave",1711,Preparation and spinning of textile fibres; weaving of textiles
551342,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551343,(-2006) Other woven fabrics of polyester staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551349,Other woven fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
551411,"Of polyester staple fibres, plain weave",1711,Preparation and spinning of textile fibres; weaving of textiles
551412,"3thread or 4thread twill, including cross twill, of polyester staple fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551413,(-2006) Other woven fabrics of polyester staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551419,Other woven fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
551421,"Of polyester staple fibres, plain weave",1711,Preparation and spinning of textile fibres; weaving of textiles
551422,"3thread or 4thread twill, including cross twill, of polyester staple fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551423,Other woven fabrics of polyester staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551429,Other woven fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
551431,"(-2006) Of polyester staple fibres, plain weave",1711,Preparation and spinning of textile fibres; weaving of textiles
551432,"(-2006) 3thread or 4thread twill, including cross twill, of polyester staple fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551433,(-2006) Other woven fabrics of polyester staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551439,(-2006) Other woven fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
551441,"Of polyester staple fibres, plain weave",1711,Preparation and spinning of textile fibres; weaving of textiles
551442,"3thread or 4thread twill, including cross twill, of polyester staple fibres",1711,Preparation and spinning of textile fibres; weaving of textiles
551443,Other woven fabrics of polyester staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551449,Other woven fabrics,1711,Preparation and spinning of textile fibres; weaving of textiles
551511,Mixed mainly or solely with viscose rayon staple fibres,1711,Preparation and spinning of textile fibres; weaving of textiles
551512,Mixed mainly or solely with manmade filaments,1711,Preparation and spinning of textile fibres; weaving of textiles
551513,Mixed mainly or solely with wool or fine animal hair,1711,Preparation and spinning of textile fibres; weaving of textiles
551519,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
551521,Mixed mainly or solely with manmade filaments,1711,Preparation and spinning of textile fibres; weaving of textiles
551522,Mixed mainly or solely with wool or fine animal hair,1711,Preparation and spinning of textile fibres; weaving of textiles
551529,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
551591,Mixed mainly or solely with manmade filaments,1711,Preparation and spinning of textile fibres; weaving of textiles
551592,(-2006) Mixed mainly or solely with wool or fine animal hair,1711,Preparation and spinning of textile fibres; weaving of textiles
551599,Other,1711,Preparation and spinning of textile fibres; weaving of textiles
551611,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
551612,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
551613,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
551614,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
551621,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
551622,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
551623,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
551624,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
551631,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
551632,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
551633,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
551634,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
551641,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
551642,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
551643,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
551644,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
551691,Unbleached or bleached,1711,Preparation and spinning of textile fibres; weaving of textiles
551692,Dyed,1711,Preparation and spinning of textile fibres; weaving of textiles
551693,Of yarns of different colours,1711,Preparation and spinning of textile fibres; weaving of textiles
551694,Printed,1711,Preparation and spinning of textile fibres; weaving of textiles
560110,"Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, of wadding",1729,Manufacture of other textiles n.e.c.
560121,Of cotton,1729,Manufacture of other textiles n.e.c.
560122,Of manmade fibres,1729,Manufacture of other textiles n.e.c.
560129,Other,1729,Manufacture of other textiles n.e.c.
560130,Textile flock and dust and mill neps,1729,Manufacture of other textiles n.e.c.
560210,Needleloom felt and stitchbonded fibre fabrics,1729,Manufacture of other textiles n.e.c.
560221,Of wool or fine animal hair,1729,Manufacture of other textiles n.e.c.
560229,Of other textile materials,1729,Manufacture of other textiles n.e.c.
560290,Other,1729,Manufacture of other textiles n.e.c.
560300,(-1995) Nonwovens,1729,Manufacture of other textiles n.e.c.
560311,(1996-) Weighing not more than 25 g/m²,1729,Manufacture of other textiles n.e.c.
560312,(1996-) Weighing more than 25 g/m² but not more than 70 g/m²,1729,Manufacture of other textiles n.e.c.
560313,(1996-) Weighing more than 70 g/m² but not more than 150 g/m²,1729,Manufacture of other textiles n.e.c.
560314,(1996-) Weighing more than 150 g/m²,1729,Manufacture of other textiles n.e.c.
560391,(1996-) Weighing not more than 25 g/m²,1729,Manufacture of other textiles n.e.c.
560392,(1996-) Weighing more than 25 g/m² but not more than 70 g/m²,1729,Manufacture of other textiles n.e.c.
560393,(1996-) Weighing more than 70 g/m² but not more than 150 g/m²,1729,Manufacture of other textiles n.e.c.
560394,(1996-) Weighing more than 150 g/m²,1729,Manufacture of other textiles n.e.c.
560410,"Rubber thread and cord, textile covered",1729,Manufacture of other textiles n.e.c.
560420,"(-2006) High tenacity yarn of polyesters, of nylon or other polyamides or of viscose rayon, impregnated or coated",1729,Manufacture of other textiles n.e.c.
560490,Other,1729,Manufacture of other textiles n.e.c.
560500,"Metallised yarn, whether or not gimped, being textile yarn, or strip or the like of heading 54.04 or 54.05, combined with metal in the form of thread, strip or powder or covered with metal.",1729,Manufacture of other textiles n.e.c.
560600,"Gimped yarn, and strip and the like of heading 54.04 or 54.05, gimped (other than those of heading 56.05 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop waleyarn.",1729,Manufacture of other textiles n.e.c.
560710,(-2006) Of jute or other textile bast fibres of heading 53.03,1723,"Manufacture of cordage, rope, twine and netting"
560721,Binder or baler twine,1723,"Manufacture of cordage, rope, twine and netting"
560729,Other,1723,"Manufacture of cordage, rope, twine and netting"
560730,(-2001) Of abaca (Manila hemp or Musa textilis Nee) or oth,1723,"Manufacture of cordage, rope, twine and netting"
560741,Binder or baler twine,1723,"Manufacture of cordage, rope, twine and netting"
560749,Other,1723,"Manufacture of cordage, rope, twine and netting"
560750,Of other synthetic fibres,1723,"Manufacture of cordage, rope, twine and netting"
560790,Other,1723,"Manufacture of cordage, rope, twine and netting"
560811,Made up fishing nets,1723,"Manufacture of cordage, rope, twine and netting"
560819,Other,1723,"Manufacture of cordage, rope, twine and netting"
560890,Other,1723,"Manufacture of cordage, rope, twine and netting"
560900,"Articles of yarn, strip or the like of heading 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included.",1723,"Manufacture of cordage, rope, twine and netting"
570110,Of wool or fine animal hair,1722,Manufacture of carpets and rugs
570190,Of other textile materials,1722,Manufacture of carpets and rugs
570210,"Kelem, Schumacks, Karamanie and similar handwoven rugs",1722,Manufacture of carpets and rugs
570220,Floor coverings of coconut fibres (coir),1722,Manufacture of carpets and rugs
570231,Of wool or fine animal hair,1722,Manufacture of carpets and rugs
570232,Of manmade textile materials,1722,Manufacture of carpets and rugs
570239,Of other textile materials,1722,Manufacture of carpets and rugs
570241,Of wool or fine animal hair,1722,Manufacture of carpets and rugs
570242,Of manmade textile materials,1722,Manufacture of carpets and rugs
570249,Of other textile materials,1722,Manufacture of carpets and rugs
570251,(-2006) Of wool or fine animal hair,1722,Manufacture of carpets and rugs
570252,(-2006) Of manmade textile materials,1722,Manufacture of carpets and rugs
570259,(-2006) Of other textile materials,1722,Manufacture of carpets and rugs
570291,Of wool or fine animal hair,1722,Manufacture of carpets and rugs
570292,Of manmade textile materials,1722,Manufacture of carpets and rugs
