HS - Combined  Product Code,HS - Combined  Product Description,ISIC Revision 3 Product Code,ISIC Revision 3 Product Description
320415,Vat dyes (including those usable in that state as pigments)  and preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320416,Reactive dyes and preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320417,Pigments and preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320419,"Other, including mixtures of colouring matter of two or more  of the subheadings 3204.11 to 3204.19",2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320420,Synthetic organic products of a kind used as fluorescent rightening agents,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320490,Other,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320500,Colour lakes; preparations as specified in Note 3 to this Chapter based on colour lakes.,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320610,(-1995) Pigments and preparations based on titaniu,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320611,(1996-) Containing 80 % or more by weight of titanium dioxide  calculated on the dry matter,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320619,(1996-) Other,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320620,Pigments and preparations based on chromium compounds,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320630,(-2006) Pigments and preparations based on cadmium compounds,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320641,Ultramarine and preparations based thereon,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320642,Lithopone and other pigments and preparations based on zinc  sulphide,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320643,(-2006) Pigments and preparations based on hexacyanoferrates (ferrocyanides and ferricyanides),2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320649,Other,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320650,Inorganic products of a kind used as luminophores,2411,"Manufacture of basic chemicals, except fertilizers and nitrogen compounds"
320710,"Prepared pigments, prepared opacifiers, prepared colours and similar preparations",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320720,"Vitrifiable enamels and glazes, engobes (slips) and similar preparations",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320730,Liquid lustres and similar preparations,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320740,"Glass frit and other glass, in the form of powder, granules or flakes",2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320810,Based on polyesters,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320820,Based on acrylic or vinyl polymers,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320890,Other,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320910,Based on acrylic or vinyl polymers,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
320990,Other,2422,"Manufacture of paints, varnishes and similar coatings, printing ink and mastics"
