"CO_NBM";"CO_NCM"
"7306100100";"73061000"
"7306100302";"73061000"
"7306209900";"73062000"
"7306900302";"73069090"
"7307920100";"73079200"
"7308400100";"73084000"
"7308409900";"73084000"
"7308900300";"73089090"
"8460900100";"84609010"
"8461900100";"84619010"
"8462100000";"84621090"
"8462919900";"84629199"
"8462990100";"84629910"
"8465910300";"84659190"
"8465939900";"84659390"
"8465960100";"84659600"
"9022190300";"90221910"
"9023009900";"90230000"
"9024809999";"90248090"
"9025110100";"90251110"
"9025900100";"90259010"
"9026100200";"90261020"
"9026109900";"90261019"
"9027300300";"90221910"
"9027500100";"90275010"
"6104630000";"61046300"
"6105100000";"61051000"
"6107120000";"61071200"
"6108210000";"61082100"
"8407340100";"84073410"
"8407340400";"84073490"
"8407900301";"84079000"
"8407900399";"84079000"
"8407900400";"84079000"
"8421120100";"84211210"
"8421129900";"84211290"
"8421190400";"84211990"
"8421910000";"84219110"
"8421999900";"84219990"
"8423100100";"84231000"
"8423200000";"84232000"
"8423300100";"84233090"
"8424810199";"84248119"
"8425310100";"84253110"
"8603100000";"86031000"
"8606999900";"86069900"
"8607110100";"86071110"
"5514210000";"55142100"
"5514290000";"55142900"
"5515210000";"55152100"
"5515920000";"55159200"
"5515990000";"55159900"
"5516120000";"55161200"
"5516310000";"55163100"
"5516320000";"55163200"
"5516920000";"55169200"
"5603000100";"56031190"
"5604209902";"56042020"
"5604900100";"56049090"
"7208450300";"72084000"
"7208900100";"72089000"
"7209230100";"72091700"
"7209240100";"72091800"
"7209320000";"72092600"
"8510900103";"85109019"
"8510900299";"85109090"
"8511200200";"85112090"
"8511809900";"85118090"
"8511900100";"85119000"
"8512200200";"85122022"
"8516290000";"85162900"
"8516600300";"85166000"
"8516710000";"85167100"
"8517100100";"85171920"
"8517300199";"85173020"
"8409910800";"84099130"
"8409999900";"84099990"
"8411810100";"84118100"
"8411910000";"84119100"
"8412290000";"84122900"
"8412809900";"84128000"
"8413820000";"84138200"
"8533399900";"85333990"
"8535210000";"85352100"
"8536100000";"85361000"
"8536410100";"85364100"
"8607190200";"86071990"
"8607199900";"86071990"
"8607210000";"86072100"
"8607290000";"86072900"
"8608000100";"86080090"
"8702900000";"87029010"
"8703210100";"87032100"
"8703230700";"87032310"
"8703240199";"87032410"
"5401200100";"54012090"
"5401209901";"54012090"
"7209900100";"72099000"
"7210120000";"72101200"
"7210700100";"72107010"
"7211210000";"72111300"
"7211900100";"72119090"
"7211900200";"72119090"
"7211900300";"72119010"
"7213209900";"72132000"
"7213499900";"72139990"
"7214100200";"72141010"
"8443400100";"84434010"
"8443600200";"84436090"
"8444000100";"84440010"
"8444000201";"84440020"
"8445130000";"84451310"
"9402909900";"94029090"
"9403200500";"94032000"
"9403300000";"94033000"
"9404210000";"94042100"
"9404299900";"94042900"
"9405400100";"94054090"
"9405600600";"94056000"
"9405609900";"94056000"
"9405990300";"94059900"
"6701000400";"67010000"
"8536500104";"85365090"
"8538900303";"85389090"
"8539290600";"85392910"
"8539900400";"85399020"
"5206210100";"52062100"
"5206219900";"52062100"
"5206229900";"52062200"
"5206230100";"52062300"
"5206259900";"52062500"
"5206350000";"52063500"
"5206440000";"52064400"
"5207900000";"52079000"
"5402209900";"54022000"
"5402390199";"54023990"
"5402390299";"54023990"
"5402490299";"54024910"
"5402590101";"54025900"
"5402590499";"54025900"
"5402690101";"54026900"
"5402690299";"54026900"
"5402690399";"54026900"
"5403100100";"54031000"
"7113200100";"71132000"
"7114190100";"71141900"
"7114199900";"71141900"
"7116109900";"71161000"
"8445200400";"84452030"
"8445400301";"84454011"
"8445900200";"84459090"
"8446299900";"84462900"
"8446309901";"84463010"
"8448110100";"84481110"
"8901200100";"89012000"
"8901300200";"89013000"
"8903929999";"89039200"
"6701000500";"67010000"
"6701009999";"67010000"
"6702100000";"67021000"
"6801000000";"68010000"
"6802220000";"68022200"
"6802290000";"68022900"
"6805109900";"68051000"
"6810190200";"68101900"
"6810910100";"68109100"
"6811300100";"68113000"
"6811900101";"68119000"
"6812900200";"68129090"
"6813900100";"68139010"
"6813909900";"68139090"
"8205800300";"82058000"
"5208290000";"52082900"
"5208310000";"52083100"
"5209129900";"52091200"
"5210129900";"52101200"
"5211119900";"52111100"
"5211410000";"52114100"
"7117190300";"71171900"
"7117900406";"71179000"
"7117900507";"71179000"
"7117900602";"71179000"
"7117900603";"71179000"
"7117900806";"71179000"
"7117900899";"71179000"
"7117909901";"71179000"
"8425390199";"84253910"
"8425420200";"84254200"
"8905900200";"89059000"
"9001400200";"90014000"
"9001500100";"90015000"
"9001500400";"90015000"
"9002200299";"90022090"
"9003900200";"90039090"
"9004900200";"90049090"
"5408220100";"54082200"
"5408230200";"54082300"
"5408240100";"54082400"
"5408330200";"54083300"
"5408340100";"54083400"
"5502000100";"55020010"
"8207110200";"82071300"
"8207200100";"82072000"
"8207209900";"82072000"
"8207400300";"82074010"
"8207500300";"82075019"
"8207509900";"82075090"
"8207709901";"82077090"
"8207900200";"82079000"
"8208100000";"82081000"
"8211930300";"82119500"
"8211940100";"82119400"
"8212100200";"82121020"
"8213009900";"82130000"
"8214100100";"82141000"
"8214100200";"82141000"
"8214200200";"82142000"
"8214900200";"82149010"
"8214900400";"82149090"
"8301100000";"83011000"
"8301700000";"83017000"
"8302410000";"83024100"
"7019310000";"70193100"
"7103100201";"71031000"
"7103100202";"71031000"
"7103100303";"71031000"
"7103100599";"71031000"
"7103100703";"71031000"
"7103100906";"71031000"
"8414510100";"84145110"
"8414519900";"84145190"
"8414800103";"84148019"
"8414800404";"84148033"
"8414800405";"84148039"
"8427109900";"84271090"
"8428310400";"84283100"
"8428400100";"84284000"
"8430490400";"84304920"
"8430620300";"84306200"
"8431100000";"84311010"
"8703240600";"87032410"
"8703310400";"87033110"
"8703320500";"87033210"
"8703330200";"87033310"
"8703330300";"87033310"
"5506100000";"55061000"
"5509120000";"55091210"
"5509220100";"55092200"
"5512110000";"55121100"
"5512190000";"55121900"
"7214300100";"72143000"
"7214300200";"72143000"
"7214600200";"72149990"
"8517900104";"85179094"
"8517900200";"85179010"
"8517900301";"85179091"
"8518290000";"85182900"
"8518309900";"85183000"
"8518900200";"85189090"
"8520900200";"85209020"
"8521100100";"85211010"
"8521109900";"85211090"
"8522909903";"85229030"
"8523130303";"85231390"
"8523200102";"85232010"
"8524210199";"85245110"
"3401190202";"34011900"
"3403190000";"34031900"
"3403990000";"34039900"
"3404200000";"34042010"
"3406000299";"34060000"
"3501900102";"35019011"
"3502100000";"35021100"
"3503000102";"35030011"
"3503000299";"35030019"
"3504000199";"35040011"
"3505100100";"35051000"
"3505100200";"35051000"
"3506100100";"35061090"
"3507100000";"35071000"
"3507900102";"35079022"
"0000200000";"99920000"
"0000809800";"99980201"
"0105199900";"01051900"
"0105910000";"01059200"
"0106000100";"01060000"
"0201300400";"02013000"
"0201300900";"02013000"
"0202300000";"02023000"
"0202300400";"02023000"
"0202300600";"02023000"
"0203210000";"02032100"
"2516220000";"25162200"
"2517109900";"25171000"
"2520100000";"25201019"
"2522100000";"25221000"
"2524000200";"25240020"
"2527000000";"25270000"
"2530400000";"25304000"
"2530900500";"25309090"
"2530900899";"25309090"
"2530909900";"25309090"
"2602000102";"26020090"
"2606000102";"26060012"
"2606000299";"26060011"
"2607000000";"26070000"
"2609009900";"26090000"
"2613900100";"26139010"
"2613909900";"26139090"
"2614000100";"26140090"
"2933392600";"29333200"
"2933392601";"29333200"
"2933393800";"29333939"
"2933394500";"29333949"
"2933394804";"29333942"
"2933394899";"29333942"
"2933395400";"29333919"
"2933395700";"29333919"
"6913100000";"69131000"
"5702100000";"57021000"
"5704909900";"57049000"
"5801219900";"58012100"
"5801240100";"58012400"
"5801310100";"58013100"
"5801329900";"58013200"
"5801359900";"58013500"
"7222400101";"72224090"
"7225100000";"72251100"
"7226990000";"72269900"
"5403490299";"54034900"
"5403499900";"54034900"
"5407200100";"54072000"
"5407440200";"54074400"
"5407540100";"54075400"
"5407540200";"54075400"
"5407740100";"54077400"
"5407920200";"54079200"
"7117909903";"71179000"
"7117909905";"71179000"
"7117909999";"71179000"
"7118900200";"71189000"
"7201100100";"72011000"
"7202110000";"72021100"
"7202290000";"72022900"
"7202309900";"72023000"
"8448510101";"84485100"
"8448510199";"84485100"
"8448590300";"84485921"
"8449000100";"84490010"
"8449000300";"84490080"
"8450199900";"84501900"
"8451809999";"84518000"
"8452300100";"84523000"
"8453100200";"84531010"
"8454100000";"84541000"
"8454200100";"84542010"
"9006610000";"90066100"
"9006910500";"90069190"
"9007190100";"90071900"
"9007920000";"90079200"
"9008300100";"90083000"
"9012900000";"90129010"
"9013100100";"90131090"
"9013109900";"90131090"
"9014800300";"90148090"
"9014800400";"90148010"
"9016009000";"90160090"
"5607100000";"56071000"
"5608900100";"56089000"
"7227100000";"72271000"
"7227200000";"72272000"
"7228100100";"72281010"
"7228209900";"72282000"
"7228400000";"72284000"
"7228600000";"72286000"
"7303000000";"73030000"
"7304100101";"73041090"
"7304200699";"73042190"
"7304209901";"73042190"
"7304209999";"73042190"
"7304319999";"73043190"
"7304390101";"73043910"
"8455210100";"84552110"
"8458910301";"84589100"
"8458990100";"84589900"
"8458999900";"84589900"
"8459100202";"84591000"
"8459100302";"84591000"
"8459219999";"84592199"
"8459290100";"84592900"
"8459299903";"84592900"
"9017200500";"90172000"
"9017200800";"90172000"
"9018190100";"90181300"
"9018319999";"90183190"
"9018320100";"90183220"
"9018490399";"90184919"
"9018490402";"90184999"
"9018901099";"90189039"
"9018901199";"90189095"
"9018902300";"90189099"
"9018902400";"90189099"
"9018909901";"90189099"
"9020000400";"90200090"
"9020009099";"90200090"
"9021300200";"90213040"
"9021900100";"90219091"
"5803900100";"58039000"
"5804109900";"58041090"
"5804300100";"58043010"
"5806100100";"58061000"
"5806109900";"58061000"
"5806399999";"58063900"
"5807900301";"58079000"
"5809000200";"58090000"
"5901100000";"59011000"
"5902900100";"59029000"
"5903209900";"59032000"
"5903900200";"59039000"
"5903909900";"59039000"
"7305120101";"73051200"
"6108990000";"61089900"
"6111200000";"61112000"
"6111300000";"61113000"
"6112310000";"61123100"
"6113000000";"61130000"
"6114200000";"61142000"
"6115910000";"61159100"
"6116910000";"61169100"
"6117200000";"61172000"
"6201190000";"62011900"
"6202990000";"62029900"
"6203290000";"62032900"
"7308900600";"73089090"
"7308900700";"73089090"
"7310290199";"73102910"
"7305209901";"73052000"
"7305390101";"73053900"
"7305900101";"73059000"
"7305900300";"73059000"
"7306100200";"73061000"
"7306109900";"73061000"
"7306600301";"73066000"
"7306609900";"73066000"
"7306900200";"73069020"
"7307229900";"73072200"
"7307990000";"73079900"
"8460110300";"84601100"
"8460190200";"84601900"
"8460210000";"84602100"
"8460290000";"84602900"
"8461100200";"84611000"
"8461209900";"84612090"
"8461309900";"84594000"
"8461500102";"84615010"
"8461500199";"84615090"
"8462319900";"84623100"
"8463909900";"84639090"
"8465920200";"84659219"
"8465990400";"84659900"
"9022110501";"90221419"
"9022190100";"90221990"
"9022210200";"90222190"
"9022900100";"90229019"
"9022900600";"90229090"
"9022909800";"90229090"
"9022909900";"90229090"
"9024100100";"90241010"
"9025190400";"90251910"
"9025800200";"90258000"
"9026800000";"90268000"
"9026909900";"90269090"
"9027300400";"90273021"
"6104690000";"61046900"
"6105900000";"61059000"
"7314500000";"73145000"
"7315110199";"73151100"
"7315900000";"73159000"
"7318159900";"73181500"
"7318230100";"73182300"
"7318240000";"73182400"
"7321110100";"73211100"
"8466910100";"84669100"
"8466910200";"84669100"
"8466920100";"84669200"
"8466921000";"84669200"
"8466940200";"84669420"
"8467199900";"84671900"
"8468200101";"84682000"
"8468200201";"84682000"
"8468809900";"84688090"
"8469210100";"84692000"
"8469290100";"84692000"
"8469310100";"84693010"
"8470900000";"84709010"
"8471200000";"84714190"
"8471920199";"84714962"
"8471920303";"84714967"
"9028100000";"90281010"
"9028309901";"90283011"
"9029200100";"90292010"
"9029200200";"90292020"
"9029900100";"90299090"
"9030100100";"90301010"
"9030200101";"90302010"
"9030390100";"90303919"
"9030390300";"90303990"
"9030399900";"90303990"
"9030400000";"90304090"
"9030900400";"90309090"
"9030900500";"90309030"
"9031801400";"90318090"
"9032100200";"90321010"
"9032890202";"90328982"
"9032890300";"90328989"
"9032900200";"90329091"
"9032900400";"90329099"
"9033000000";"90330000"
"9101120199";"91011200"
"5905000000";"59050000"
"5906910000";"59069100"
"5906990000";"59069900"
"5911209900";"59112090"
"6001290000";"60012900"
"9203000200";"92030000"
"9205100299";"92051000"
"9205900103";"92059000"
"9205900600";"92059000"
"9205909900";"92059000"
"9206000799";"92060000"
"9207100301";"92071090"
"9209100100";"92091000"
"9209100200";"92091000"
"6301400100";"63014000"
"6302510000";"63025100"
"6302590000";"63025900"
"6302920100";"63029200"
"6001990000";"60019900"
"6002100200";"60021090"
"6002300300";"60023020"
"6002910000";"60029100"
"6104120000";"61041200"
"6104320000";"61043200"
"6104520000";"61045200"
"7321130200";"73211300"
"7322110000";"73221100"
"7323910000";"73239100"
"7323920000";"73239200"
"6206200000";"62062000"
"6208110000";"62081100"
"6208990000";"62089900"
"6209100100";"62091000"
"6209909900";"62099000"
"6211200000";"62112000"
"6214300000";"62143000"
"7410219900";"74102190"
"7410220000";"74102200"
"7411100100";"74111010"
"7411290200";"74112990"
"7411290300";"74112990"
"7412100000";"74121000"
"6302930100";"63029300"
"6302939999";"63029300"
"6302999999";"63029900"
"6303110000";"63031100"
"6303990000";"63039900"
"6305319900";"63053390"
"6305900100";"63059000"
"6305909900";"63059000"
"6306120000";"63061200"
"6306390000";"63063900"
"6306990000";"63069900"
"6307900300";"63079090"
"7616909001";"76169900"
"7326900500";"73269000"
"7326909901";"73269000"
"7403110000";"74031100"
"7403220000";"74032200"
"7407229900";"74072220"
"8471920899";"84716030"
"8471930501";"84717031"
"8471990199";"84719090"
"8471990200";"84719090"
"8471990902";"84719090"
"7418200100";"74182000"
"7418209000";"74182000"
"7419100000";"74191000"
"7501200000";"75012000"
"7504009900";"75040010"
"7508000400";"75089000"
"7601200000";"76012000"
"7605110000";"76051110"
"7608200101";"76082000"
"8477900000";"84779000"
"8479100400";"84791010"
"8479890103";"84798912"
"8479890500";"84798999"
"8479890800";"84798999"
"7804190000";"78041900"
"8007009900";"80070000"
"8101100000";"81011000"
"8101910200";"81019100"
"8101910300";"81019100"
"8481809999";"84818099"
"8482200000";"84822010"
"8482300000";"84823000"
"8482910100";"84829111"
"0713109900";"07131090"
"0713200000";"07132090"
"0713320000";"07133210"
"0801200300";"08012200"
"0801209900";"08012100"
"0802320000";"08023200"
"0803000100";"08030000"
"0804100200";"08041020"
"0805400000";"08054000"
"0809300200";"08093020"
"0809400000";"08094000"
"0811209900";"08112000"
"0812200101";"08122000"
"0812200199";"08122000"
"0813500200";"08135000"
"0813500300";"08135000"
"0813500600";"08135000"
"0901210200";"09012100"
"0902100200";"09021000"
"0902109900";"09021000"
"0903009900";"09030090"
"0904110199";"09041100"
"0908300000";"09083000"
"0910400200";"09104000"
"0910990000";"09109900"
"1002000100";"10020010"
"1103120000";"11031200"
"1103210000";"11032100"
"1104300100";"11043000"
"1106200200";"11062000"
"1107100200";"11071020"
"1108130000";"11081300"
"2819900100";"28199010"
"2821100100";"28211011"
"2823000102";"28230020"
"2825500100";"28255090"
"2825809900";"28258090"
"2825900100";"28259010"
"2826900102";"28269000"
"2826900201";"28269000"
"2827390101";"28273950"
"2827390301";"28273930"
"2827490103";"28274919"
"2827490199";"28274919"
"2827510100";"28275100"
"2827510200";"28275100"
"2827590100";"28275900"
"2827600101";"28276019"
"2827600199";"28276011"
"2933905800";"29339059"
"2933906500";"29339069"
"2933906700";"29339099"
"2934109900";"29341090"
"2934900100";"29349042"
"2934900200";"29349041"
"2934902599";"29349029"
"2934903200";"29349039"
"2934903300";"29349039"
"2935000300";"29350019"
"2935000400";"29350019"
"2935000700";"29350096"
"2935002700";"29350029"
"2936240100";"29362410"
"4104100201";"41041011"
"4104100302";"41041011"
"4104100399";"41041090"
"4104299901";"41042900"
"4104310201";"41043111"
"4104310203";"41043119"
"4104390299";"41043990"
"4108000000";"41080000"
"4202120100";"42021210"
"4202290000";"42022900"
"0901300000";"09019000"
"2828909900";"28289090"
"2829909900";"28299011"
"2830900300";"28309019"
"2831100199";"28311019"
"2831100299";"28311029"
"2832100100";"28321090"
"2832200100";"28322000"
"2832300200";"28323090"
"2832300300";"28323090"
"2832309900";"28323010"
"2833110200";"28331110"
"2833190000";"28331900"
"2833260000";"28332600"
"2833290400";"28332990"
"2833290600";"28332990"
"2833290700";"28332930"
"2833290900";"28332940"
"2834220100";"28342200"
"2835100102";"28351019"
"2835220200";"28352200"
"2835290200";"28352930"
"2835290300";"28352940"
"2835299900";"28352990"
"2835319900";"28353100"
"2835390400";"28353930"
"2836200300";"28362010"
"2836209900";"28362090"
"2836700200";"28367000"
"2936249900";"29362490"
"2936259900";"29362590"
"2936270200";"29362720"
"2936280200";"29362812"
"2937100100";"29371010"
"2937220399";"29372290"
"2937229900";"29372290"
"2937290203";"29372210"
"2937290600";"29372290"
"2937290703";"29372231"
"2937291001";"29372990"
"2937920300";"29379270"
"2937920801";"29379299"
"2937920999";"29379919"
"2937990102";"29379990"
"2937990302";"29371090"
"2937990401";"29379990"
"2937990403";"29379990"
"4202990100";"42029900"
"4202999901";"42029900"
"4205000100";"42050000"
"4206900200";"42069000"
"4302120000";"43021200"
"4302300101";"43023000"
"4303100100";"43031000"
"4401210000";"44012100"
"4402000000";"44020000"
"4403100299";"44031000"
"4403100901";"44031000"
"4403200101";"44032000"
"4403310000";"44034100"
"4403320000";"44034900"
"4403990101";"44039900"
"1402100000";"14021000"
"3001900300";"30019020"
"3002100901";"30021029"
"3002101000";"30021029"
"3002101101";"30021032"
"3002390500";"30023090"
"3002900399";"30029091"
"3003200200";"30032011"
"3003200500";"30032029"
"3003399900";"30033990"
"3003900599";"30039029"
"3003900600";"30039089"
"3003900799";"30039029"
"3003901200";"30039058"
"3004109900";"30041019"
"1402990000";"14029000"
"1404909900";"14049000"
"1502000302";"15020012"
"1502000399";"15020019"
"3401110201";"34011190"
"3401110500";"34011190"
"3401110600";"34011110"
"3401190400";"34011900"
"3402110000";"34021190"
"3402120000";"34021290"
"3402909900";"34029090"
"3404100000";"34041000"
"3405400100";"34054000"
"3405409900";"34054000"
"3501909900";"35019020"
"3503000499";"35030090"
"3504000101";"35040011"
"3505200100";"35052000"
"3507900200";"35079049"
"0000999900";"99999900"
"0102900200";"01029011"
"0104200100";"01042010"
"0201200300";"02012090"
"0201209900";"02012090"
"0201300401";"02013000"
"0201300500";"02013000"
"0202200300";"02022090"
"0202209900";"02022090"
"0202300700";"02023000"
"0202300800";"02023000"
"0203220000";"02032200"
"2516110100";"25161100"
"2517100100";"25171000"
"2518100000";"25181000"
"2518300000";"25183000"
"2519909999";"25199090"
"2526200100";"25262000"
"2530100200";"25301010"
"2602000103";"26020090"
"2602000199";"26020090"
"2608009900";"26080090"
"2609000100";"26090000"
"2612209900";"26122000"
"2933394300";"29333949"
"2933395000";"29333919"
"2933400601";"29334019"
"2933510101";"29335100"
"2933510700";"29335100"
"2933519900";"29335100"
"2933591400";"29335944"
"2933592500";"29335929"
"2933690600";"29336914"
"2933690700";"29336991"
"2933790300";"29337990"
"2933901000";"29339011"
"2933901100";"29339019"
"2933901300";"29339051"
"2933902400";"29251910"
"4902100101";"49021000"
"4902900102";"49029000"
"4904000100";"49040000"
"4904000200";"49040000"
"4904009900";"49040000"
"4905100000";"49051000"
"4905990000";"49059900"
"4907000200";"49070030"
"4911910200";"49119100"
"4911919900";"49119100"
"4911990400";"49119900"
"5003100000";"50031000"
"5004000000";"50040000"
"5007900100";"50079000"
"5007900200";"50079000"
"5101119901";"51011190"
"5101119904";"51011190"
"5101199901";"51011900"
"5101290103";"51012900"
"2204309900";"22043000"
"2205900200";"22059000"
"2205900300";"22059000"
"2206000700";"22060090"
"2207200101";"22072010"
"2208300300";"22083020"
"2208400100";"22084000"
"2208900302";"22089000"
"2208900303";"22089000"
"2208909903";"22089000"
"2303300000";"23033000"
"2306900101";"23069000"
"2925110000";"29251100"
"2925200502";"29252023"
"2925200504";"29252023"
"2925200600";"29252030"
"2926900200";"29269091"
"2926900600";"29269024"
"2926901300";"29269092"
"2927000400";"29270029"
"2927009900";"29270010"
"2928000900";"29280042"
"2929900300";"29299019"
"2930200207";"29302013"
"2930300200";"29303021"
"2930901500";"29309019"
"2930901700";"29309019"
"2930902600";"29309062"
"2930909900";"29309099"
"2931000199";"29310019"
"2931000200";"29310090"
"2931000305";"29310021"
"4008210301";"40082100"
"4008210399";"40082100"
"4008290000";"40082900"
"4009109900";"40091000"
"4009200100";"40092010"
"4010109900";"40101900"
"4010910100";"40101100"
"4011400000";"40114000"
"4011500000";"40115000"
"4011919900";"40119190"
"4012209900";"40122000"
"4014100000";"40141000"
"4016990200";"40169990"
"4101100100";"41011000"
"4101220200";"41012210"
"4102290000";"41022900"
"4103100100";"41031000"
"0712100000";"07129090"
"0713330100";"07133319"
"0714200000";"07142000"
"0801200100";"08012100"
"0802210000";"08022100"
"0803000200";"08030000"
"0804200100";"08042010"
"0804200200";"08042020"
"0806200000";"08062000"
"0807100100";"08071900"
"0807100200";"08071100"
"0810100000";"08101000"
"0810900100";"08109000"
"0811909999";"08119000"
"0812100199";"08121000"
"0901110100";"09011110"
"0902300100";"09023000"
"0902300200";"09023000"
"0904110102";"09041100"
"0904119900";"09041100"
"0909100200";"09091020"
"0909400000";"09094000"
"0909500000";"09095000"
"1005900100";"10059090"
"1005900200";"10059010"
"1008100100";"10081010"
"1008109900";"10081090"
"1104299900";"11042900"
"1106300100";"11063000"
"1106309900";"11063000"
"2822000102";"28220010"
"2824200000";"28242000"
"2825100199";"28251010"
"2825300100";"28253010"
"2825400100";"28254010"
"2825500200";"28255010"
"2825700200";"28257090"
"2826110102";"28261110"
"2826900205";"28269000"
"2826900299";"28269000"
"2827100000";"28271000"
"2827320000";"28273200"
"2827330200";"28273300"
"2827370200";"28273999"
"2827390401";"28273920"
"2827490101";"28274919"
"2827490104";"28274919"
"2827600106";"28276019"
"2827600111";"28276012"
"2827600112";"28276019"
"2827600200";"28276021"
"2933905100";"29339033"
"2933905400";"29339045"
"2933907000";"29339099"
"2934100100";"29341090"
"2934900301";"29349052"
"2934902100";"29349015"
"2934902900";"29349026"
"2934903100";"29349039"
"2934904000";"29349049"
"2934904400";"29349049"
"2935001300";"29350019"
"2935001900";"29350019"
"2935002000";"29350095"
"2935002600";"29350094"
"4104310301";"41043120"
"4104390201";"41043912"
"4106190100";"41061900"
"4107100000";"41071010"
"4202120299";"42021220"
"4202199901";"42021900"
"4202320201";"42023200"
"4202919900";"42029100"
"2830200000";"28302000"
"2830909900";"28309020"
"2831900102";"28319090"
"2832200400";"28322000"
"2833250200";"28332520"
"2833300200";"28333000"
"2834100100";"28341010"
"2834210100";"28342110"
"2834290800";"28342940"
"2835100101";"28351019"
"2835100200";"28351021"
"2835290600";"28352960"
"2836400100";"28364000"
"2836400200";"28364000"
"2936289900";"29362890"
"2937210400";"29372140"
"2937220000";"29372210"
"2937220104";"29372210"
"2937220400";"29372221"
"2937290101";"29372910"
"2937290199";"29372910"
"2937910100";"29379100"
"2937920200";"29379210"
"2937921100";"29379299"
"2937921200";"29379299"
"4202999902";"42029900"
"4203309900";"42033000"
"4204000100";"42040010"
"4204009900";"42040090"
"4302199900";"43021990"
"4302200103";"43022000"
"4302300199";"43023000"
"4302309903";"43023000"
"4401220000";"44012200"
"4403100203";"44031000"
"4403100204";"44031000"
"4403330000";"44034900"
"4403350000";"44034900"
"3002100400";"30021029"
"3002100500";"30021022"
"3002200100";"30022022"
"3002200400";"30022019"
"3002200600";"30022019"
"3002201100";"30022014"
"3002390200";"30023010"
"3002390300";"30023090"
"3003200300";"30032039"
"3003201200";"30032079"
"3003310000";"30033100"
"3003390200";"30033929"
"3003390400";"30033911"
"3003900401";"30039099"
"3003900402";"30039029"
"3003900403";"30039029"
"3003900701";"30039089"
"3003900900";"30039029"
"3003901101";"30039029"
"3003909900";"30039099"
"4420900200";"44209000"
"1403100000";"14031000"
"1404200100";"14042090"
"1501000302";"15010000"
"1504100101";"15041011"
"1509100000";"15091000"
"1511909900";"15119000"
"1513210100";"15132110"
"1513210200";"15132120"
"1514100100";"15141000"
"1514909900";"15149090"
"1515210000";"15152100"
"1515409900";"15154090"
"1518000201";"15180000"
"1518000600";"15180000"
"1518000800";"15180000"
"2848900100";"28480010"
"2849900500";"28499090"
"2849909900";"28499030"
"2851000100";"28510090"
"2851000700";"28510090"
"2901299900";"29012900"
"2902190900";"29021990"
"2902901100";"29029090"
"2903140000";"29031400"
"2903190102";"29031920"
"2903199900";"29031990"
"2903299900";"29032900"
"2903300209";"29033029"
"2903300301";"29033039"
"2903400205";"29034530"
"2903400299";"29034912"
"2903400301";"29034931"
"2903400500";"29034700"
"2903400501";"29034700"
"4421909900";"44219000"
"2905390200";"29053990"
"2905420000";"29054200"
"2905440000";"29054400"
"2905490100";"29054900"
"2905490400";"29054900"
"2906190100";"29061910"
"2906190400";"33029011"
"2907150100";"29071590"
"2907210000";"29072100"
"2907230000";"29072300"
"2907290300";"29072900"
"2907290600";"29072900"
"2907290800";"29072900"
"2908100300";"29081012"
"2908200201";"29082090"
"4404109900";"44041000"
"4404200100";"44042000"
"4407100100";"44071000"
"4407100202";"44071000"
"4407210200";"44072500"
"4407910200";"44079100"
"4407990101";"44079990"
"4407990203";"44079920"
"4407990204";"44079990"
"4407990211";"44079990"
"4408200202";"44083990"
"4408200301";"44083100"
"4408900103";"44089000"
"4408900201";"44083910"
"1202109900";"12021000"
"1519309901";"38237020"
"1521109900";"15211000"
"1521900102";"15219090"
"1521900399";"15219090"
"1602490100";"16024900"
"1602509904";"16025000"
"1602900100";"16029000"
"1602900299";"16029000"
"1604209901";"16042010"
"1604209903";"16042030"
"1701110100";"17011100"
"1701110200";"17011100"
"3004900501";"30049069"
"3004900599";"30049099"
"3004900701";"30049079"
"3004909903";"30049099"
"3005900201";"30059012"
"3006200000";"30062000"
"3006400101";"30064011"
"3006400199";"30064011"
"3101000100";"31010000"
"3102500299";"31025090"
"3102700200";"31027000"
"8502200000";"85022011"
"8502300100";"85023100"
"1209260000";"12092600"
"1209300000";"12093000"
"1210200200";"12102020"
"1211901000";"12119010"
"1211901400";"12119090"
"1211901700";"12119090"
"1301200000";"13012000"
"1301900400";"13019000"
"1301900700";"13019000"
"1302190900";"13021990"
"1302191000";"13021990"
"1302310100";"13023100"
"1302329901";"13023219"
"1302399900";"13023990"
"2903400901";"29034600"
"2903400999";"29034700"
"2903590100";"29035990"
"2903610201";"29036120"
"2903690399";"29036913"
"2903690800";"29036919"
"2903691700";"29036917"
"2904100301";"29041051"
"2904100600";"29041040"
"2904200100";"29042059"
"2904200201";"29042090"
"2904201200";"29042020"
"2904900101";"29049030"
"2904900107";"29049090"
"2904900203";"29049019"
"2904900207";"29049019"
"2904900213";"29049019"
"2904900303";"29049029"
"3001900100";"30019010"
"3104200200";"31042090"
"3104300100";"31043010"
"3104900102";"31049010"
"3105200000";"31052000"
"3202900100";"32029011"
"3202900200";"32029029"
"3203000299";"32030029"
"3204130000";"32041300"
"3206490200";"32064900"
"3209100000";"32091010"
"2106901101";"21069010"
"2106901299";"21069010"
"2106901499";"21069010"
"2201100203";"22011000"
"2201100299";"22011000"
"2202100202";"22021000"
"2202100205";"22021000"
"2202100501";"22021000"
"2202100703";"22021000"
"2202100704";"22021000"
"2202101101";"22021000"
"2202101204";"22021000"
"2202900302";"22021000"
"2921199901";"29211919"
"2921210000";"29212100"
"2921290200";"29335999"
"2921299900";"29212990"
