,US or Foreign,Code,"State, Territory, or Country",Utility,Design,Plant,Reissue,Total,year
1892,FOREIGN,BNX,BRUNEI DARUSSALAM,        1,        0,        0,        0,        1,15
1893,FOREIGN,BGX,BULGARIA,       31,        3,        0,        0,       34,15
1894,FOREIGN,CMX,CAMEROON,        1,        0,        0,        0,        1,15
1895,FOREIGN,CAX,CANADA,     6802,      673,        7,       10,     7492,15
1896,FOREIGN,KYX,CAYMAN ISLANDS,       12,        1,        0,        0,       13,15
1897,FOREIGN,CLX,CHILE,       75,        1,        3,        0,       79,15
1898,FOREIGN,HKX,"CHINA, HONG KONG S.A.R.",      601,      189,        0,        3,      793,15
1899,FOREIGN,MOX,"CHINA, MACAU S.A.R.",       16,        1,        0,        0,       17,15
1900,FOREIGN,CNX,"CHINA, PEOPLE'S REPUBLIC OF",     8116,      881,        3,        4,     9004,15
1901,FOREIGN,COX,COLOMBIA,       33,        5,        0,        0,       38,15
1902,FOREIGN,CRX,COSTA RICA,        8,        4,       10,        0,       22,15
1903,FOREIGN,HRX,CROATIA,       11,        3,        0,        0,       14,15
1904,FOREIGN,CUX,CUBA,       11,        0,        0,        0,       11,15
1905,FOREIGN,CYX,CYPRUS,        9,        1,        0,        0,       10,15
1906,FOREIGN,CZX,CZECH REPUBLIC,      191,       13,        1,        1,      206,15
1907,FOREIGN,DKX,DENMARK,     1012,      137,       39,        2,     1190,15
1908,FOREIGN,DOX,DOMINICAN REPUBLIC,        1,        1,        0,        0,        2,15
1909,FOREIGN,ECX,ECUADOR,        1,        0,        0,        0,        1,15
1910,FOREIGN,EGX,EGYPT,       30,        0,        0,        0,       30,15
1911,FOREIGN,SVX,EL SALVADOR,        1,        1,        0,        0,        2,15
1912,FOREIGN,EEX,ESTONIA,       38,        5,        0,        0,       43,15
1913,FOREIGN,FOX,FAROE ISLANDS,        1,        0,        0,        0,        1,15
1914,FOREIGN,FIX,FINLAND,     1376,      100,        0,        9,     1485,15
1915,FOREIGN,FRX,FRANCE,     6565,      420,       34,        7,     7026,15
1916,FOREIGN,PFX,FRENCH POLYNESIA,        1,        0,        0,        0,        1,15
1917,FOREIGN,GEX,GEORGIA (REPUBLIC OF),        2,        0,        0,        0,        2,15
1918,FOREIGN,DEX,GERMANY,    16549,     1040,      141,       22,    17752,15
1919,FOREIGN,GHX,GHANA,        1,        0,        0,        0,        1,15
1920,FOREIGN,GIX,GIBRALTAR,        2,        0,        0,        0,        2,15
1921,FOREIGN,GRX,GREECE,       69,        8,        0,        0,       77,15
1922,FOREIGN,GTX,GUATEMALA,        3,        1,        0,        0,        4,15
1923,FOREIGN,GGX,GUERNSEY,        1,        0,        0,        0,        1,15
1924,FOREIGN,HUX,HUNGARY,      143,       11,        3,        1,      158,15
1925,FOREIGN,ISX,ICELAND,       51,        8,        0,        0,       59,15
1926,FOREIGN,INX,INDIA,     3355,       59,        0,        1,     3415,15
1927,FOREIGN,IDX,INDONESIA,       20,        1,        0,        0,       21,15
1928,FOREIGN,IRX,IRAN,       27,        4,        0,        0,       31,15
1929,FOREIGN,IQX,IRAQ,        1,        0,        0,        0,        1,15
1930,FOREIGN,IEX,IRELAND,      473,       37,        5,        0,      515,15
1931,FOREIGN,IMX,ISLE OF MAN,        9,        7,        0,        0,       16,15
1932,FOREIGN,ILX,ISRAEL,     3628,      149,       26,        1,     3804,15
1933,FOREIGN,ITX,ITALY,     2645,      425,       15,        5,     3090,15
1934,FOREIGN,JMX,JAMAICA,        9,        0,        0,        0,        9,15
1935,FOREIGN,JPX,JAPAN,    52409,     1878,       52,       83,    54422,15
1936,FOREIGN,JEX,JERSEY,       10,        0,        0,        0,       10,15
1937,FOREIGN,JOX,JORDAN,       11,        0,        0,        0,       11,15
1938,FOREIGN,KZX,KAZAKHSTAN,        5,        0,        0,        0,        5,15
1939,FOREIGN,KEX,KENYA,        5,        0,        0,        0,        5,15
1940,FOREIGN,KRX,"KOREA, SOUTH",    17924,     2238,        1,       38,    20201,15
1941,FOREIGN,KWX,KUWAIT,       64,        0,        0,        0,       64,15
1942,FOREIGN,LVX,LATVIA,        4,        1,        0,        0,        5,15
1943,FOREIGN,LBX,LEBANON,       10,        6,        0,        0,       16,15
1944,FOREIGN,LIX,LIECHTENSTEIN,       29,        7,        0,        0,       36,15
1945,FOREIGN,LTX,LITHUANIA,       12,        1,        0,        0,       13,15
1946,FOREIGN,LUX,LUXEMBOURG,       51,       11,        0,        0,       62,15
1947,FOREIGN,MKX,MACEDONIA,        2,        0,        0,        0,        2,15
1948,FOREIGN,MWX,MALAWI,        1,        0,        0,        0,        1,15
1949,FOREIGN,MYX,MALAYSIA,      256,       11,        0,        0,      267,15
1950,FOREIGN,MLX,MALI,        1,        0,        0,        0,        1,15
1951,FOREIGN,MTX,MALTA,        4,        3,        0,        0,        7,15
1952,FOREIGN,MXX,MEXICO,      172,       31,        0,        0,      203,15
1953,FOREIGN,MCX,MONACO,       17,        1,        0,        0,       18,15
1954,FOREIGN,MNX,MONGOLIA,        2,        0,        0,        0,        2,15
1955,FOREIGN,MAX,MOROCCO,        3,        0,        0,        1,        4,15
1956,FOREIGN,NPX,"NEPAL, FED. DEM. REPUBLIC OF",        1,        0,        0,        0,        1,15
1957,FOREIGN,NLX,NETHERLANDS,     2399,      186,      200,        3,     2788,15
1958,FOREIGN,NCX,NEW CALEDONIA,        1,        0,        0,        0,        1,15
1959,FOREIGN,NZX,NEW ZEALAND,      268,       58,       26,        0,      352,15
1960,FOREIGN,NIX,NICARAGUA,        1,        0,        0,        0,        1,15
1961,FOREIGN,NOX,NORWAY,      625,       60,        1,        1,      687,15
1962,FOREIGN,OMX,OMAN,        4,        1,        0,        0,        5,15
1963,FOREIGN,PKX,PAKISTAN,       16,        0,        0,        0,       16,15
1964,FOREIGN,PAX,PANAMA,        2,        0,        0,        0,        2,15
1965,FOREIGN,PYX,PARAGUAY,        1,        0,        0,        0,        1,15
1966,FOREIGN,PEX,PERU,        5,        0,        0,        0,        5,15
1967,FOREIGN,PHX,PHILIPPINES,       42,        3,        0,        0,       45,15
1968,FOREIGN,PLX,POLAND,      200,       23,        0,        0,      223,15
1969,FOREIGN,PTX,PORTUGAL,       56,       11,        0,        0,       67,15
1970,FOREIGN,QAX,QATAR,        6,        1,        0,        1,        8,15
1971,FOREIGN,ROX,ROMANIA,       71,        3,        0,        0,       74,15
1972,FOREIGN,RUX,RUSSIAN FEDERATION,      440,       41,        1,        1,      483,15
1973,FOREIGN,BLX,SAINT BARTHELEMY,        0,        1,        0,        0,        1,15
1974,FOREIGN,SAX,SAUDI ARABIA,      360,        4,        0,        0,      364,15
1975,FOREIGN,RSX,SERBIA,        6,        0,        0,        0,        6,15
1976,FOREIGN,SCX,SEYCHELLES,        1,        2,        0,        0,        3,15
1977,FOREIGN,SGX,SINGAPORE,      966,       82,        0,        0,     1048,15
1978,FOREIGN,SKX,SLOVAKIA,       26,        2,        0,        0,       28,15
1979,FOREIGN,SIX,SLOVENIA,       38,        4,        0,        0,       42,15
1980,FOREIGN,ZAX,SOUTH AFRICA,      166,       29,        4,        0,      199,15
1981,FOREIGN,ESX,SPAIN,      818,       88,        5,        1,      912,15
1982,FOREIGN,LKX,SRI LANKA,        4,        3,        0,        0,        7,15
1983,FOREIGN,SEX,SWEDEN,     2633,      225,        0,        4,     2862,15
1984,FOREIGN,CHX,SWITZERLAND,     2553,      283,        1,        4,     2841,15
1985,FOREIGN,SYX,SYRIA,        2,        0,        0,        0,        2,15
1986,FOREIGN,TWX,TAIWAN,    11690,      877,        1,        7,    12575,15
1987,FOREIGN,THX,THAILAND,       89,       20,        7,        0,      116,15
1988,FOREIGN,TTX,TRINIDAD AND TOBAGO,        6,        1,        0,        0,        7,15
1989,FOREIGN,TNX,TUNISIA,        6,        0,        0,        0,        6,15
1990,FOREIGN,TRX,TURKEY,      116,       18,        0,        2,      136,15
1991,FOREIGN,TMX,TURKMENISTAN,        1,        0,        0,        0,        1,15
1992,FOREIGN,UAX,UKRAINE,       61,        2,        0,        1,       64,15
1993,FOREIGN,AEX,UNITED ARAB EMIRATES,       45,       11,        0,        0,       56,15
1994,FOREIGN,GBX,UNITED KINGDOM,     6417,      702,       32,       16,     7167,15
1995,FOREIGN,UYX,URUGUAY,        5,        0,        0,        0,        5,15
1996,FOREIGN,UZX,UZBEKISTAN,        1,        0,        0,        0,        1,15
1997,FOREIGN,VEX,VENEZUELA,       22,        8,        0,        0,       30,15
1998,FOREIGN,VNX,VIET NAM,        5,        0,        0,        0,        5,15
1999,FOREIGN,PSX,WEST BANK/GAZA,        1,        0,        0,        0,        1,15
