,US or Foreign,Code,"State, Territory, or Country",Utility,Design,Plant,Reissue,Total,year
1370,FOREIGN,PFX,FRENCH POLYNESIA,        1,        0,        0,        0,        1,12
1371,FOREIGN,GEX,GEORGIA (REPUBLIC OF),        2,        0,        0,        0,        2,12
1372,FOREIGN,DEX,GERMANY,    16549,     1040,      141,       22,    17752,12
1373,FOREIGN,GHX,GHANA,        1,        0,        0,        0,        1,12
1374,FOREIGN,GIX,GIBRALTAR,        2,        0,        0,        0,        2,12
1375,FOREIGN,GRX,GREECE,       69,        8,        0,        0,       77,12
1376,FOREIGN,GTX,GUATEMALA,        3,        1,        0,        0,        4,12
1377,FOREIGN,GGX,GUERNSEY,        1,        0,        0,        0,        1,12
1378,FOREIGN,HUX,HUNGARY,      143,       11,        3,        1,      158,12
1379,FOREIGN,ISX,ICELAND,       51,        8,        0,        0,       59,12
1380,FOREIGN,INX,INDIA,     3355,       59,        0,        1,     3415,12
1381,FOREIGN,IDX,INDONESIA,       20,        1,        0,        0,       21,12
1382,FOREIGN,IRX,IRAN,       27,        4,        0,        0,       31,12
1383,FOREIGN,IQX,IRAQ,        1,        0,        0,        0,        1,12
1384,FOREIGN,IEX,IRELAND,      473,       37,        5,        0,      515,12
1385,FOREIGN,IMX,ISLE OF MAN,        9,        7,        0,        0,       16,12
1386,FOREIGN,ILX,ISRAEL,     3628,      149,       26,        1,     3804,12
1387,FOREIGN,ITX,ITALY,     2645,      425,       15,        5,     3090,12
1388,FOREIGN,JMX,JAMAICA,        9,        0,        0,        0,        9,12
1389,FOREIGN,JPX,JAPAN,    52409,     1878,       52,       83,    54422,12
1390,FOREIGN,JEX,JERSEY,       10,        0,        0,        0,       10,12
1391,FOREIGN,JOX,JORDAN,       11,        0,        0,        0,       11,12
1392,FOREIGN,KZX,KAZAKHSTAN,        5,        0,        0,        0,        5,12
1393,FOREIGN,KEX,KENYA,        5,        0,        0,        0,        5,12
1394,FOREIGN,KRX,"KOREA, SOUTH",    17924,     2238,        1,       38,    20201,12
1395,FOREIGN,KWX,KUWAIT,       64,        0,        0,        0,       64,12
1396,FOREIGN,LVX,LATVIA,        4,        1,        0,        0,        5,12
1397,FOREIGN,LBX,LEBANON,       10,        6,        0,        0,       16,12
1398,FOREIGN,LIX,LIECHTENSTEIN,       29,        7,        0,        0,       36,12
1399,FOREIGN,LTX,LITHUANIA,       12,        1,        0,        0,       13,12
1400,FOREIGN,LUX,LUXEMBOURG,       51,       11,        0,        0,       62,12
1401,FOREIGN,MKX,MACEDONIA,        2,        0,        0,        0,        2,12
1402,FOREIGN,MWX,MALAWI,        1,        0,        0,        0,        1,12
1403,FOREIGN,MYX,MALAYSIA,      256,       11,        0,        0,      267,12
1404,FOREIGN,MLX,MALI,        1,        0,        0,        0,        1,12
1405,FOREIGN,MTX,MALTA,        4,        3,        0,        0,        7,12
1406,FOREIGN,MXX,MEXICO,      172,       31,        0,        0,      203,12
1407,FOREIGN,MCX,MONACO,       17,        1,        0,        0,       18,12
1408,FOREIGN,MNX,MONGOLIA,        2,        0,        0,        0,        2,12
1409,FOREIGN,MAX,MOROCCO,        3,        0,        0,        1,        4,12
1410,FOREIGN,NPX,"NEPAL, FED. DEM. REPUBLIC OF",        1,        0,        0,        0,        1,12
1411,FOREIGN,NLX,NETHERLANDS,     2399,      186,      200,        3,     2788,12
1412,FOREIGN,NCX,NEW CALEDONIA,        1,        0,        0,        0,        1,12
1413,FOREIGN,NZX,NEW ZEALAND,      268,       58,       26,        0,      352,12
1414,FOREIGN,NIX,NICARAGUA,        1,        0,        0,        0,        1,12
1415,FOREIGN,NOX,NORWAY,      625,       60,        1,        1,      687,12
1416,FOREIGN,OMX,OMAN,        4,        1,        0,        0,        5,12
1417,FOREIGN,PKX,PAKISTAN,       16,        0,        0,        0,       16,12
1418,FOREIGN,PAX,PANAMA,        2,        0,        0,        0,        2,12
1419,FOREIGN,PYX,PARAGUAY,        1,        0,        0,        0,        1,12
1420,FOREIGN,PEX,PERU,        5,        0,        0,        0,        5,12
1421,FOREIGN,PHX,PHILIPPINES,       42,        3,        0,        0,       45,12
1422,FOREIGN,PLX,POLAND,      200,       23,        0,        0,      223,12
1423,FOREIGN,PTX,PORTUGAL,       56,       11,        0,        0,       67,12
1424,FOREIGN,QAX,QATAR,        6,        1,        0,        1,        8,12
1425,FOREIGN,ROX,ROMANIA,       71,        3,        0,        0,       74,12
1426,FOREIGN,RUX,RUSSIAN FEDERATION,      440,       41,        1,        1,      483,12
1427,FOREIGN,BLX,SAINT BARTHELEMY,        0,        1,        0,        0,        1,12
1428,FOREIGN,SAX,SAUDI ARABIA,      360,        4,        0,        0,      364,12
1429,FOREIGN,RSX,SERBIA,        6,        0,        0,        0,        6,12
1430,FOREIGN,SCX,SEYCHELLES,        1,        2,        0,        0,        3,12
1431,FOREIGN,SGX,SINGAPORE,      966,       82,        0,        0,     1048,12
1432,FOREIGN,SKX,SLOVAKIA,       26,        2,        0,        0,       28,12
1433,FOREIGN,SIX,SLOVENIA,       38,        4,        0,        0,       42,12
1434,FOREIGN,ZAX,SOUTH AFRICA,      166,       29,        4,        0,      199,12
1435,FOREIGN,ESX,SPAIN,      818,       88,        5,        1,      912,12
1436,FOREIGN,LKX,SRI LANKA,        4,        3,        0,        0,        7,12
1437,FOREIGN,SEX,SWEDEN,     2633,      225,        0,        4,     2862,12
1438,FOREIGN,CHX,SWITZERLAND,     2553,      283,        1,        4,     2841,12
1439,FOREIGN,SYX,SYRIA,        2,        0,        0,        0,        2,12
1440,FOREIGN,TWX,TAIWAN,    11690,      877,        1,        7,    12575,12
1441,FOREIGN,THX,THAILAND,       89,       20,        7,        0,      116,12
1442,FOREIGN,TTX,TRINIDAD AND TOBAGO,        6,        1,        0,        0,        7,12
1443,FOREIGN,TNX,TUNISIA,        6,        0,        0,        0,        6,12
1444,FOREIGN,TRX,TURKEY,      116,       18,        0,        2,      136,12
1445,FOREIGN,TMX,TURKMENISTAN,        1,        0,        0,        0,        1,12
1446,FOREIGN,UAX,UKRAINE,       61,        2,        0,        1,       64,12
1447,FOREIGN,AEX,UNITED ARAB EMIRATES,       45,       11,        0,        0,       56,12
1448,FOREIGN,GBX,UNITED KINGDOM,     6417,      702,       32,       16,     7167,12
1449,FOREIGN,UYX,URUGUAY,        5,        0,        0,        0,        5,12
1450,FOREIGN,UZX,UZBEKISTAN,        1,        0,        0,        0,        1,12
1451,FOREIGN,VEX,VENEZUELA,       22,        8,        0,        0,       30,12
1452,FOREIGN,VNX,VIET NAM,        5,        0,        0,        0,        5,12
1453,FOREIGN,PSX,WEST BANK/GAZA,        1,        0,        0,        0,        1,12
1511,FOREIGN,DZX,ALGERIA,        1,        0,        0,        0,        1,13
1512,FOREIGN,ADX,ANDORRA,        2,        3,        0,        0,        5,13
1513,FOREIGN,ARX,ARGENTINA,       66,        5,        1,        0,       72,13
1514,FOREIGN,AMX,ARMENIA,        8,        0,        0,        0,        8,13
1515,FOREIGN,AUX,AUSTRALIA,     1627,      247,       41,        2,     1917,13
1516,FOREIGN,ATX,AUSTRIA,     1156,      104,        0,        2,     1262,13
1517,FOREIGN,AZX,AZERBAIJAN,        1,        0,        0,        0,        1,13
1518,FOREIGN,BSX,THE BAHAMAS,        2,       12,        0,        0,       14,13
1519,FOREIGN,BHX,BAHRAIN,        1,        0,        0,        0,        1,13
1520,FOREIGN,BDX,BANGLADESH,        2,        0,        0,        0,        2,13
1521,FOREIGN,BBX,BARBADOS,        2,        3,        0,        0,        5,13
1522,FOREIGN,BYX,BELARUS,        8,       14,        1,        0,       23,13
1523,FOREIGN,BEX,BELGIUM,     1133,       78,       13,        1,     1225,13
1524,FOREIGN,BMX,BERMUDA,        2,        1,        0,        0,        3,13
1525,FOREIGN,BOX,BOLIVIA,        1,        0,        0,        0,        1,13
1526,FOREIGN,BRX,BRAZIL,      323,       58,        0,        0,      381,13
1527,FOREIGN,VGX,BRITISH VIRGIN ISLANDS,        3,        0,        0,        0,        3,13
1528,FOREIGN,BNX,BRUNEI DARUSSALAM,        1,        0,        0,        0,        1,13
1529,FOREIGN,BGX,BULGARIA,       31,        3,        0,        0,       34,13
1530,FOREIGN,CMX,CAMEROON,        1,        0,        0,        0,        1,13
1531,FOREIGN,CAX,CANADA,     6802,      673,        7,       10,     7492,13
1532,FOREIGN,KYX,CAYMAN ISLANDS,       12,        1,        0,        0,       13,13
1533,FOREIGN,CLX,CHILE,       75,        1,        3,        0,       79,13
1534,FOREIGN,HKX,"CHINA, HONG KONG S.A.R.",      601,      189,        0,        3,      793,13
1535,FOREIGN,MOX,"CHINA, MACAU S.A.R.",       16,        1,        0,        0,       17,13
1536,FOREIGN,CNX,"CHINA, PEOPLE'S REPUBLIC OF",     8116,      881,        3,        4,     9004,13
1537,FOREIGN,COX,COLOMBIA,       33,        5,        0,        0,       38,13
1538,FOREIGN,CRX,COSTA RICA,        8,        4,       10,        0,       22,13
1539,FOREIGN,HRX,CROATIA,       11,        3,        0,        0,       14,13
1540,FOREIGN,CUX,CUBA,       11,        0,        0,        0,       11,13
1541,FOREIGN,CYX,CYPRUS,        9,        1,        0,        0,       10,13
1542,FOREIGN,CZX,CZECH REPUBLIC,      191,       13,        1,        1,      206,13
1543,FOREIGN,DKX,DENMARK,     1012,      137,       39,        2,     1190,13
1544,FOREIGN,DOX,DOMINICAN REPUBLIC,        1,        1,        0,        0,        2,13
1545,FOREIGN,ECX,ECUADOR,        1,        0,        0,        0,        1,13
1546,FOREIGN,EGX,EGYPT,       30,        0,        0,        0,       30,13
1547,FOREIGN,SVX,EL SALVADOR,        1,        1,        0,        0,        2,13
1548,FOREIGN,EEX,ESTONIA,       38,        5,        0,        0,       43,13
1549,FOREIGN,FOX,FAROE ISLANDS,        1,        0,        0,        0,        1,13
1550,FOREIGN,FIX,FINLAND,     1376,      100,        0,        9,     1485,13
1551,FOREIGN,FRX,FRANCE,     6565,      420,       34,        7,     7026,13
1552,FOREIGN,PFX,FRENCH POLYNESIA,        1,        0,        0,        0,        1,13
1553,FOREIGN,GEX,GEORGIA (REPUBLIC OF),        2,        0,        0,        0,        2,13
1554,FOREIGN,DEX,GERMANY,    16549,     1040,      141,       22,    17752,13
1555,FOREIGN,GHX,GHANA,        1,        0,        0,        0,        1,13
1556,FOREIGN,GIX,GIBRALTAR,        2,        0,        0,        0,        2,13
1557,FOREIGN,GRX,GREECE,       69,        8,        0,        0,       77,13
1558,FOREIGN,GTX,GUATEMALA,        3,        1,        0,        0,        4,13
1559,FOREIGN,GGX,GUERNSEY,        1,        0,        0,        0,        1,13
1560,FOREIGN,HUX,HUNGARY,      143,       11,        3,        1,      158,13
1561,FOREIGN,ISX,ICELAND,       51,        8,        0,        0,       59,13
1562,FOREIGN,INX,INDIA,     3355,       59,        0,        1,     3415,13
1563,FOREIGN,IDX,INDONESIA,       20,        1,        0,        0,       21,13
1564,FOREIGN,IRX,IRAN,       27,        4,        0,        0,       31,13
1565,FOREIGN,IQX,IRAQ,        1,        0,        0,        0,        1,13
1566,FOREIGN,IEX,IRELAND,      473,       37,        5,        0,      515,13
1567,FOREIGN,IMX,ISLE OF MAN,        9,        7,        0,        0,       16,13
1568,FOREIGN,ILX,ISRAEL,     3628,      149,       26,        1,     3804,13
1569,FOREIGN,ITX,ITALY,     2645,      425,       15,        5,     3090,13
1570,FOREIGN,JMX,JAMAICA,        9,        0,        0,        0,        9,13
1571,FOREIGN,JPX,JAPAN,    52409,     1878,       52,       83,    54422,13
1572,FOREIGN,JEX,JERSEY,       10,        0,        0,        0,       10,13
1573,FOREIGN,JOX,JORDAN,       11,        0,        0,        0,       11,13
1574,FOREIGN,KZX,KAZAKHSTAN,        5,        0,        0,        0,        5,13
1575,FOREIGN,KEX,KENYA,        5,        0,        0,        0,        5,13
1576,FOREIGN,KRX,"KOREA, SOUTH",    17924,     2238,        1,       38,    20201,13
1577,FOREIGN,KWX,KUWAIT,       64,        0,        0,        0,       64,13
1578,FOREIGN,LVX,LATVIA,        4,        1,        0,        0,        5,13
1579,FOREIGN,LBX,LEBANON,       10,        6,        0,        0,       16,13
1580,FOREIGN,LIX,LIECHTENSTEIN,       29,        7,        0,        0,       36,13
1581,FOREIGN,LTX,LITHUANIA,       12,        1,        0,        0,       13,13
1582,FOREIGN,LUX,LUXEMBOURG,       51,       11,        0,        0,       62,13
1583,FOREIGN,MKX,MACEDONIA,        2,        0,        0,        0,        2,13
1584,FOREIGN,MWX,MALAWI,        1,        0,        0,        0,        1,13
1585,FOREIGN,MYX,MALAYSIA,      256,       11,        0,        0,      267,13
1586,FOREIGN,MLX,MALI,        1,        0,        0,        0,        1,13
1587,FOREIGN,MTX,MALTA,        4,        3,        0,        0,        7,13
1588,FOREIGN,MXX,MEXICO,      172,       31,        0,        0,      203,13
1589,FOREIGN,MCX,MONACO,       17,        1,        0,        0,       18,13
1590,FOREIGN,MNX,MONGOLIA,        2,        0,        0,        0,        2,13
1591,FOREIGN,MAX,MOROCCO,        3,        0,        0,        1,        4,13
1592,FOREIGN,NPX,"NEPAL, FED. DEM. REPUBLIC OF",        1,        0,        0,        0,        1,13
1593,FOREIGN,NLX,NETHERLANDS,     2399,      186,      200,        3,     2788,13
1594,FOREIGN,NCX,NEW CALEDONIA,        1,        0,        0,        0,        1,13
1595,FOREIGN,NZX,NEW ZEALAND,      268,       58,       26,        0,      352,13
1596,FOREIGN,NIX,NICARAGUA,        1,        0,        0,        0,        1,13
1597,FOREIGN,NOX,NORWAY,      625,       60,        1,        1,      687,13
1598,FOREIGN,OMX,OMAN,        4,        1,        0,        0,        5,13
1599,FOREIGN,PKX,PAKISTAN,       16,        0,        0,        0,       16,13
1600,FOREIGN,PAX,PANAMA,        2,        0,        0,        0,        2,13
1601,FOREIGN,PYX,PARAGUAY,        1,        0,        0,        0,        1,13
1602,FOREIGN,PEX,PERU,        5,        0,        0,        0,        5,13
1603,FOREIGN,PHX,PHILIPPINES,       42,        3,        0,        0,       45,13
1604,FOREIGN,PLX,POLAND,      200,       23,        0,        0,      223,13
1605,FOREIGN,PTX,PORTUGAL,       56,       11,        0,        0,       67,13
1606,FOREIGN,QAX,QATAR,        6,        1,        0,        1,        8,13
1607,FOREIGN,ROX,ROMANIA,       71,        3,        0,        0,       74,13
1608,FOREIGN,RUX,RUSSIAN FEDERATION,      440,       41,        1,        1,      483,13
1609,FOREIGN,BLX,SAINT BARTHELEMY,        0,        1,        0,        0,        1,13
1610,FOREIGN,SAX,SAUDI ARABIA,      360,        4,        0,        0,      364,13
1611,FOREIGN,RSX,SERBIA,        6,        0,        0,        0,        6,13
1612,FOREIGN,SCX,SEYCHELLES,        1,        2,        0,        0,        3,13
1613,FOREIGN,SGX,SINGAPORE,      966,       82,        0,        0,     1048,13
1614,FOREIGN,SKX,SLOVAKIA,       26,        2,        0,        0,       28,13
1615,FOREIGN,SIX,SLOVENIA,       38,        4,        0,        0,       42,13
1616,FOREIGN,ZAX,SOUTH AFRICA,      166,       29,        4,        0,      199,13
1617,FOREIGN,ESX,SPAIN,      818,       88,        5,        1,      912,13
1618,FOREIGN,LKX,SRI LANKA,        4,        3,        0,        0,        7,13
1619,FOREIGN,SEX,SWEDEN,     2633,      225,        0,        4,     2862,13
1620,FOREIGN,CHX,SWITZERLAND,     2553,      283,        1,        4,     2841,13
1621,FOREIGN,SYX,SYRIA,        2,        0,        0,        0,        2,13
1622,FOREIGN,TWX,TAIWAN,    11690,      877,        1,        7,    12575,13
1623,FOREIGN,THX,THAILAND,       89,       20,        7,        0,      116,13
1624,FOREIGN,TTX,TRINIDAD AND TOBAGO,        6,        1,        0,        0,        7,13
1625,FOREIGN,TNX,TUNISIA,        6,        0,        0,        0,        6,13
1626,FOREIGN,TRX,TURKEY,      116,       18,        0,        2,      136,13
1627,FOREIGN,TMX,TURKMENISTAN,        1,        0,        0,        0,        1,13
1628,FOREIGN,UAX,UKRAINE,       61,        2,        0,        1,       64,13
1629,FOREIGN,AEX,UNITED ARAB EMIRATES,       45,       11,        0,        0,       56,13
1630,FOREIGN,GBX,UNITED KINGDOM,     6417,      702,       32,       16,     7167,13
1631,FOREIGN,UYX,URUGUAY,        5,        0,        0,        0,        5,13
1632,FOREIGN,UZX,UZBEKISTAN,        1,        0,        0,        0,        1,13
1633,FOREIGN,VEX,VENEZUELA,       22,        8,        0,        0,       30,13
1634,FOREIGN,VNX,VIET NAM,        5,        0,        0,        0,        5,13
1635,FOREIGN,PSX,WEST BANK/GAZA,        1,        0,        0,        0,        1,13
1693,FOREIGN,DZX,ALGERIA,        1,        0,        0,        0,        1,14
1694,FOREIGN,ADX,ANDORRA,        2,        3,        0,        0,        5,14
1695,FOREIGN,ARX,ARGENTINA,       66,        5,        1,        0,       72,14
1696,FOREIGN,AMX,ARMENIA,        8,        0,        0,        0,        8,14
1697,FOREIGN,AUX,AUSTRALIA,     1627,      247,       41,        2,     1917,14
1698,FOREIGN,ATX,AUSTRIA,     1156,      104,        0,        2,     1262,14
1699,FOREIGN,AZX,AZERBAIJAN,        1,        0,        0,        0,        1,14
1700,FOREIGN,BSX,THE BAHAMAS,        2,       12,        0,        0,       14,14
1701,FOREIGN,BHX,BAHRAIN,        1,        0,        0,        0,        1,14
1702,FOREIGN,BDX,BANGLADESH,        2,        0,        0,        0,        2,14
1703,FOREIGN,BBX,BARBADOS,        2,        3,        0,        0,        5,14
1704,FOREIGN,BYX,BELARUS,        8,       14,        1,        0,       23,14
1705,FOREIGN,BEX,BELGIUM,     1133,       78,       13,        1,     1225,14
1706,FOREIGN,BMX,BERMUDA,        2,        1,        0,        0,        3,14
1707,FOREIGN,BOX,BOLIVIA,        1,        0,        0,        0,        1,14
1708,FOREIGN,BRX,BRAZIL,      323,       58,        0,        0,      381,14
1709,FOREIGN,VGX,BRITISH VIRGIN ISLANDS,        3,        0,        0,        0,        3,14
1710,FOREIGN,BNX,BRUNEI DARUSSALAM,        1,        0,        0,        0,        1,14
1711,FOREIGN,BGX,BULGARIA,       31,        3,        0,        0,       34,14
1712,FOREIGN,CMX,CAMEROON,        1,        0,        0,        0,        1,14
1713,FOREIGN,CAX,CANADA,     6802,      673,        7,       10,     7492,14
1714,FOREIGN,KYX,CAYMAN ISLANDS,       12,        1,        0,        0,       13,14
1715,FOREIGN,CLX,CHILE,       75,        1,        3,        0,       79,14
1716,FOREIGN,HKX,"CHINA, HONG KONG S.A.R.",      601,      189,        0,        3,      793,14
1717,FOREIGN,MOX,"CHINA, MACAU S.A.R.",       16,        1,        0,        0,       17,14
1718,FOREIGN,CNX,"CHINA, PEOPLE'S REPUBLIC OF",     8116,      881,        3,        4,     9004,14
1719,FOREIGN,COX,COLOMBIA,       33,        5,        0,        0,       38,14
1720,FOREIGN,CRX,COSTA RICA,        8,        4,       10,        0,       22,14
1721,FOREIGN,HRX,CROATIA,       11,        3,        0,        0,       14,14
1722,FOREIGN,CUX,CUBA,       11,        0,        0,        0,       11,14
1723,FOREIGN,CYX,CYPRUS,        9,        1,        0,        0,       10,14
1724,FOREIGN,CZX,CZECH REPUBLIC,      191,       13,        1,        1,      206,14
1725,FOREIGN,DKX,DENMARK,     1012,      137,       39,        2,     1190,14
1726,FOREIGN,DOX,DOMINICAN REPUBLIC,        1,        1,        0,        0,        2,14
1727,FOREIGN,ECX,ECUADOR,        1,        0,        0,        0,        1,14
1728,FOREIGN,EGX,EGYPT,       30,        0,        0,        0,       30,14
1729,FOREIGN,SVX,EL SALVADOR,        1,        1,        0,        0,        2,14
1730,FOREIGN,EEX,ESTONIA,       38,        5,        0,        0,       43,14
1731,FOREIGN,FOX,FAROE ISLANDS,        1,        0,        0,        0,        1,14
1732,FOREIGN,FIX,FINLAND,     1376,      100,        0,        9,     1485,14
1733,FOREIGN,FRX,FRANCE,     6565,      420,       34,        7,     7026,14
1734,FOREIGN,PFX,FRENCH POLYNESIA,        1,        0,        0,        0,        1,14
1735,FOREIGN,GEX,GEORGIA (REPUBLIC OF),        2,        0,        0,        0,        2,14
1736,FOREIGN,DEX,GERMANY,    16549,     1040,      141,       22,    17752,14
1737,FOREIGN,GHX,GHANA,        1,        0,        0,        0,        1,14
1738,FOREIGN,GIX,GIBRALTAR,        2,        0,        0,        0,        2,14
1739,FOREIGN,GRX,GREECE,       69,        8,        0,        0,       77,14
1740,FOREIGN,GTX,GUATEMALA,        3,        1,        0,        0,        4,14
1741,FOREIGN,GGX,GUERNSEY,        1,        0,        0,        0,        1,14
1742,FOREIGN,HUX,HUNGARY,      143,       11,        3,        1,      158,14
1743,FOREIGN,ISX,ICELAND,       51,        8,        0,        0,       59,14
1744,FOREIGN,INX,INDIA,     3355,       59,        0,        1,     3415,14
1745,FOREIGN,IDX,INDONESIA,       20,        1,        0,        0,       21,14
1746,FOREIGN,IRX,IRAN,       27,        4,        0,        0,       31,14
1747,FOREIGN,IQX,IRAQ,        1,        0,        0,        0,        1,14
1748,FOREIGN,IEX,IRELAND,      473,       37,        5,        0,      515,14
1749,FOREIGN,IMX,ISLE OF MAN,        9,        7,        0,        0,       16,14
1750,FOREIGN,ILX,ISRAEL,     3628,      149,       26,        1,     3804,14
1751,FOREIGN,ITX,ITALY,     2645,      425,       15,        5,     3090,14
1752,FOREIGN,JMX,JAMAICA,        9,        0,        0,        0,        9,14
1753,FOREIGN,JPX,JAPAN,    52409,     1878,       52,       83,    54422,14
1754,FOREIGN,JEX,JERSEY,       10,        0,        0,        0,       10,14
1755,FOREIGN,JOX,JORDAN,       11,        0,        0,        0,       11,14
1756,FOREIGN,KZX,KAZAKHSTAN,        5,        0,        0,        0,        5,14
1757,FOREIGN,KEX,KENYA,        5,        0,        0,        0,        5,14
1758,FOREIGN,KRX,"KOREA, SOUTH",    17924,     2238,        1,       38,    20201,14
1759,FOREIGN,KWX,KUWAIT,       64,        0,        0,        0,       64,14
1760,FOREIGN,LVX,LATVIA,        4,        1,        0,        0,        5,14
1761,FOREIGN,LBX,LEBANON,       10,        6,        0,        0,       16,14
1762,FOREIGN,LIX,LIECHTENSTEIN,       29,        7,        0,        0,       36,14
1763,FOREIGN,LTX,LITHUANIA,       12,        1,        0,        0,       13,14
1764,FOREIGN,LUX,LUXEMBOURG,       51,       11,        0,        0,       62,14
1765,FOREIGN,MKX,MACEDONIA,        2,        0,        0,        0,        2,14
1766,FOREIGN,MWX,MALAWI,        1,        0,        0,        0,        1,14
1767,FOREIGN,MYX,MALAYSIA,      256,       11,        0,        0,      267,14
1768,FOREIGN,MLX,MALI,        1,        0,        0,        0,        1,14
1769,FOREIGN,MTX,MALTA,        4,        3,        0,        0,        7,14
1770,FOREIGN,MXX,MEXICO,      172,       31,        0,        0,      203,14
1771,FOREIGN,MCX,MONACO,       17,        1,        0,        0,       18,14
1772,FOREIGN,MNX,MONGOLIA,        2,        0,        0,        0,        2,14
1773,FOREIGN,MAX,MOROCCO,        3,        0,        0,        1,        4,14
1774,FOREIGN,NPX,"NEPAL, FED. DEM. REPUBLIC OF",        1,        0,        0,        0,        1,14
1775,FOREIGN,NLX,NETHERLANDS,     2399,      186,      200,        3,     2788,14
1776,FOREIGN,NCX,NEW CALEDONIA,        1,        0,        0,        0,        1,14
1777,FOREIGN,NZX,NEW ZEALAND,      268,       58,       26,        0,      352,14
1778,FOREIGN,NIX,NICARAGUA,        1,        0,        0,        0,        1,14
1779,FOREIGN,NOX,NORWAY,      625,       60,        1,        1,      687,14
1780,FOREIGN,OMX,OMAN,        4,        1,        0,        0,        5,14
1781,FOREIGN,PKX,PAKISTAN,       16,        0,        0,        0,       16,14
1782,FOREIGN,PAX,PANAMA,        2,        0,        0,        0,        2,14
1783,FOREIGN,PYX,PARAGUAY,        1,        0,        0,        0,        1,14
1784,FOREIGN,PEX,PERU,        5,        0,        0,        0,        5,14
1785,FOREIGN,PHX,PHILIPPINES,       42,        3,        0,        0,       45,14
1786,FOREIGN,PLX,POLAND,      200,       23,        0,        0,      223,14
1787,FOREIGN,PTX,PORTUGAL,       56,       11,        0,        0,       67,14
1788,FOREIGN,QAX,QATAR,        6,        1,        0,        1,        8,14
1789,FOREIGN,ROX,ROMANIA,       71,        3,        0,        0,       74,14
1790,FOREIGN,RUX,RUSSIAN FEDERATION,      440,       41,        1,        1,      483,14
1791,FOREIGN,BLX,SAINT BARTHELEMY,        0,        1,        0,        0,        1,14
1792,FOREIGN,SAX,SAUDI ARABIA,      360,        4,        0,        0,      364,14
1793,FOREIGN,RSX,SERBIA,        6,        0,        0,        0,        6,14
1794,FOREIGN,SCX,SEYCHELLES,        1,        2,        0,        0,        3,14
1795,FOREIGN,SGX,SINGAPORE,      966,       82,        0,        0,     1048,14
1796,FOREIGN,SKX,SLOVAKIA,       26,        2,        0,        0,       28,14
1797,FOREIGN,SIX,SLOVENIA,       38,        4,        0,        0,       42,14
1798,FOREIGN,ZAX,SOUTH AFRICA,      166,       29,        4,        0,      199,14
1799,FOREIGN,ESX,SPAIN,      818,       88,        5,        1,      912,14
1800,FOREIGN,LKX,SRI LANKA,        4,        3,        0,        0,        7,14
1801,FOREIGN,SEX,SWEDEN,     2633,      225,        0,        4,     2862,14
1802,FOREIGN,CHX,SWITZERLAND,     2553,      283,        1,        4,     2841,14
1803,FOREIGN,SYX,SYRIA,        2,        0,        0,        0,        2,14
1804,FOREIGN,TWX,TAIWAN,    11690,      877,        1,        7,    12575,14
1805,FOREIGN,THX,THAILAND,       89,       20,        7,        0,      116,14
1806,FOREIGN,TTX,TRINIDAD AND TOBAGO,        6,        1,        0,        0,        7,14
1807,FOREIGN,TNX,TUNISIA,        6,        0,        0,        0,        6,14
1808,FOREIGN,TRX,TURKEY,      116,       18,        0,        2,      136,14
1809,FOREIGN,TMX,TURKMENISTAN,        1,        0,        0,        0,        1,14
1810,FOREIGN,UAX,UKRAINE,       61,        2,        0,        1,       64,14
1811,FOREIGN,AEX,UNITED ARAB EMIRATES,       45,       11,        0,        0,       56,14
1812,FOREIGN,GBX,UNITED KINGDOM,     6417,      702,       32,       16,     7167,14
1813,FOREIGN,UYX,URUGUAY,        5,        0,        0,        0,        5,14
1814,FOREIGN,UZX,UZBEKISTAN,        1,        0,        0,        0,        1,14
1815,FOREIGN,VEX,VENEZUELA,       22,        8,        0,        0,       30,14
1816,FOREIGN,VNX,VIET NAM,        5,        0,        0,        0,        5,14
1817,FOREIGN,PSX,WEST BANK/GAZA,        1,        0,        0,        0,        1,14
1875,FOREIGN,DZX,ALGERIA,        1,        0,        0,        0,        1,15
1876,FOREIGN,ADX,ANDORRA,        2,        3,        0,        0,        5,15
1877,FOREIGN,ARX,ARGENTINA,       66,        5,        1,        0,       72,15
1878,FOREIGN,AMX,ARMENIA,        8,        0,        0,        0,        8,15
1879,FOREIGN,AUX,AUSTRALIA,     1627,      247,       41,        2,     1917,15
1880,FOREIGN,ATX,AUSTRIA,     1156,      104,        0,        2,     1262,15
1881,FOREIGN,AZX,AZERBAIJAN,        1,        0,        0,        0,        1,15
1882,FOREIGN,BSX,THE BAHAMAS,        2,       12,        0,        0,       14,15
1883,FOREIGN,BHX,BAHRAIN,        1,        0,        0,        0,        1,15
1884,FOREIGN,BDX,BANGLADESH,        2,        0,        0,        0,        2,15
1885,FOREIGN,BBX,BARBADOS,        2,        3,        0,        0,        5,15
1886,FOREIGN,BYX,BELARUS,        8,       14,        1,        0,       23,15
1887,FOREIGN,BEX,BELGIUM,     1133,       78,       13,        1,     1225,15
1888,FOREIGN,BMX,BERMUDA,        2,        1,        0,        0,        3,15
1889,FOREIGN,BOX,BOLIVIA,        1,        0,        0,        0,        1,15
1890,FOREIGN,BRX,BRAZIL,      323,       58,        0,        0,      381,15
1891,FOREIGN,VGX,BRITISH VIRGIN ISLANDS,        3,        0,        0,        0,        3,15
