,CZ,agi,returns,bracket_min,bracket_max,year,state,agi_sum,returns_sum
49,1001.0,404273.0,23589.0,10000,24999,1998,NC,2336890.0,71546.0
50,1001.0,649414.0,18190.0,25000,49999,1998,NC,2336890.0,71546.0
51,1001.0,1220410.0,11993.0,50000,10000000000000000,1998,NC,2336890.0,71546.0
52,1002.0,187117.0,39626.0,0,9999,1998,NC,6184250.0,188785.0
53,1002.0,1103184.0,63183.0,10000,24999,1998,NC,6184250.0,188785.0
54,1002.0,1899739.0,53020.0,25000,49999,1998,NC,6184250.0,188785.0
55,1002.0,2994210.0,32956.0,50000,10000000000000000,1998,NC,6184250.0,188785.0
56,1100.0,249069.0,63791.0,0,9999,1998,NC,12353872.0,323409.0
57,1100.0,1732809.0,99319.0,10000,24999,1998,NC,12353872.0,323409.0
58,1100.0,3160814.0,87780.0,25000,49999,1998,NC,12353872.0,323409.0
59,1100.0,7211180.0,72519.0,50000,10000000000000000,1998,NC,12353872.0,323409.0
60,1201.0,28044.0,7253.0,0,9999,1998,GA,983348.0,30722.0
61,1201.0,177065.0,10427.0,10000,24999,1998,GA,983348.0,30722.0
62,1201.0,284052.0,7932.0,25000,49999,1998,GA,983348.0,30722.0
63,1201.0,494187.0,5110.0,50000,10000000000000000,1998,GA,983348.0,30722.0
64,1202.0,34267.0,8714.0,0,9999,1998,NC,1011216.0,34168.0
65,1202.0,209493.0,12468.0,10000,24999,1998,NC,1011216.0,34168.0
66,1202.0,291081.0,8227.0,25000,49999,1998,NC,1011216.0,34168.0
67,1202.0,476375.0,4759.0,50000,10000000000000000,1998,NC,1011216.0,34168.0
68,1203.0,284652.0,66790.0,0,9999,1998,NC,11008830.0,307900.0
69,1203.0,1621158.0,94296.0,10000,24999,1998,NC,11008830.0,307900.0
70,1203.0,2955942.0,82124.0,25000,49999,1998,NC,11008830.0,307900.0
71,1203.0,6147078.0,64690.0,50000,10000000000000000,1998,NC,11008830.0,307900.0
72,1204.0,40347.0,10878.0,0,9999,1998,GA,1306932.0,43744.0
73,1204.0,251860.0,14844.0,10000,24999,1998,GA,1306932.0,43744.0
74,1204.0,409646.0,11438.0,25000,49999,1998,GA,1306932.0,43744.0
75,1204.0,605079.0,6584.0,50000,10000000000000000,1998,GA,1306932.0,43744.0
76,1301.0,78334.0,16184.0,0,9999,1998,SC,1819652.0,64272.0
77,1301.0,402591.0,23547.0,10000,24999,1998,SC,1819652.0,64272.0
78,1301.0,529350.0,15025.0,25000,49999,1998,SC,1819652.0,64272.0
79,1301.0,809377.0,9516.0,50000,10000000000000000,1998,SC,1819652.0,64272.0
80,1302.0,412126.0,90348.0,0,9999,1998,SC,10390047.0,336097.0
81,1302.0,2000475.0,120435.0,10000,24999,1998,SC,10390047.0,336097.0
82,1302.0,2547768.0,72005.0,25000,49999,1998,SC,10390047.0,336097.0
83,1302.0,5429678.0,53309.0,50000,10000000000000000,1998,SC,10390047.0,336097.0
84,1400.0,454197.0,91178.0,0,9999,1998,NC,12399683.0,403441.0
85,1400.0,2499159.0,146693.0,10000,24999,1998,NC,12399683.0,403441.0
86,1400.0,3546371.0,99947.0,25000,49999,1998,NC,12399683.0,403441.0
87,1400.0,5899956.0,65623.0,50000,10000000000000000,1998,NC,12399683.0,403441.0
88,1500.0,222511.0,51098.0,0,9999,1998,NC,7303355.0,211636.0
89,1500.0,1163144.0,69162.0,10000,24999,1998,NC,7303355.0,211636.0
90,1500.0,1779247.0,49624.0,25000,49999,1998,NC,7303355.0,211636.0
91,1500.0,4138453.0,41752.0,50000,10000000000000000,1998,NC,7303355.0,211636.0
92,1600.0,199119.0,42904.0,0,9999,1998,NC,6366129.0,181598.0
93,1600.0,1022498.0,60463.0,10000,24999,1998,NC,6366129.0,181598.0
94,1600.0,1501710.0,42081.0,25000,49999,1998,NC,6366129.0,181598.0
95,1600.0,3642802.0,36150.0,50000,10000000000000000,1998,NC,6366129.0,181598.0
96,1701.0,821268.0,193666.0,0,9999,1998,NC,46046945.0,1029335.0
97,1701.0,4690271.0,269112.0,10000,24999,1998,NC,46046945.0,1029335.0
98,1701.0,9391144.0,261685.0,25000,49999,1998,NC,46046945.0,1029335.0
99,1701.0,31144262.0,304872.0,50000,10000000000000000,1998,NC,46046945.0,1029335.0
100,1702.0,38212.0,10395.0,0,9999,1998,NC,1249469.0,44051.0
101,1702.0,295536.0,17351.0,10000,24999,1998,NC,1249469.0,44051.0
102,1702.0,350644.0,9990.0,25000,49999,1998,NC,1249469.0,44051.0
103,1702.0,565077.0,6315.0,50000,10000000000000000,1998,NC,1249469.0,44051.0
104,1800.0,160936.0,35541.0,0,9999,1998,NC,4335398.0,148448.0
105,1800.0,909611.0,53591.0,10000,24999,1998,NC,4335398.0,148448.0
106,1800.0,1300928.0,36466.0,25000,49999,1998,NC,4335398.0,148448.0
107,1800.0,1963923.0,22850.0,50000,10000000000000000,1998,NC,4335398.0,148448.0
108,1900.0,486920.0,91156.0,0,9999,1998,NC,12410949.0,392482.0
109,1900.0,2357061.0,141496.0,10000,24999,1998,NC,12410949.0,392482.0
110,1900.0,3279101.0,91673.0,25000,49999,1998,NC,12410949.0,392482.0
111,1900.0,6287867.0,68157.0,50000,10000000000000000,1998,NC,12410949.0,392482.0
112,2000.0,609542.0,137182.0,0,9999,1998,NC,24903861.0,653876.0
113,2000.0,3226431.0,189615.0,10000,24999,1998,NC,24903861.0,653876.0
114,2000.0,6104989.0,169717.0,25000,49999,1998,NC,24903861.0,653876.0
115,2000.0,14962899.0,157362.0,50000,10000000000000000,1998,NC,24903861.0,653876.0
116,2100.0,122822.0,27391.0,0,9999,1998,NC,3176909.0,103583.0
117,2100.0,601904.0,35987.0,10000,24999,1998,NC,3176909.0,103583.0
118,2100.0,806185.0,22542.0,25000,49999,1998,NC,3176909.0,103583.0
119,2100.0,1645998.0,17663.0,50000,10000000000000000,1998,NC,3176909.0,103583.0
120,2200.0,145117.0,31498.0,0,9999,1998,VA,4088991.0,136452.0
121,2200.0,842720.0,49561.0,10000,24999,1998,VA,4088991.0,136452.0
122,2200.0,1187936.0,33388.0,25000,49999,1998,VA,4088991.0,136452.0
123,2200.0,1913218.0,22005.0,50000,10000000000000000,1998,VA,4088991.0,136452.0
124,2300.0,99992.0,22018.0,0,9999,1998,VA,3857060.0,103752.0
125,2300.0,525192.0,30818.0,10000,24999,1998,VA,3857060.0,103752.0
126,2300.0,966672.0,26779.0,25000,49999,1998,VA,3857060.0,103752.0
127,2300.0,2265204.0,24137.0,50000,10000000000000000,1998,VA,3857060.0,103752.0
128,2400.0,717558.0,155375.0,0,9999,1998,VA,36531154.0,770991.0
129,2400.0,3430798.0,199553.0,10000,24999,1998,VA,36531154.0,770991.0
130,2400.0,6855230.0,190762.0,25000,49999,1998,VA,36531154.0,770991.0
131,2400.0,25527568.0,225301.0,50000,10000000000000000,1998,VA,36531154.0,770991.0
132,2500.0,244592.0,53099.0,0,9999,1998,VA,7959495.0,241269.0
133,2500.0,1292753.0,76371.0,10000,24999,1998,VA,7959495.0,241269.0
134,2500.0,2271331.0,63292.0,25000,49999,1998,VA,7959495.0,241269.0
135,2500.0,4150819.0,48507.0,50000,10000000000000000,1998,VA,7959495.0,241269.0
136,2600.0,81670.0,16575.0,0,9999,1998,NC,1687473.0,64019.0
137,2600.0,420352.0,25202.0,10000,24999,1998,NC,1687473.0,64019.0
138,2600.0,493041.0,14063.0,25000,49999,1998,NC,1687473.0,64019.0
139,2600.0,692410.0,8179.0,50000,10000000000000000,1998,NC,1687473.0,64019.0
140,2700.0,380657.0,64876.0,0,9999,1998,MS,8560942.0,265771.0
141,2700.0,1404553.0,83645.0,10000,24999,1998,MS,8560942.0,265771.0
142,2700.0,2481686.0,69066.0,25000,49999,1998,MS,8560942.0,265771.0
143,2700.0,4294046.0,48184.0,50000,10000000000000000,1998,MS,8560942.0,265771.0
144,2800.0,162245.0,37038.0,0,9999,1998,MS,3958652.0,140364.0
145,2800.0,835588.0,50319.0,10000,24999,1998,MS,3958652.0,140364.0
146,2800.0,1145539.0,32290.0,25000,49999,1998,MS,3958652.0,140364.0
147,2800.0,1815280.0,20717.0,50000,10000000000000000,1998,MS,3958652.0,140364.0
148,2900.0,223162.0,49556.0,0,9999,1998,MS,5467728.0,175337.0
149,2900.0,962994.0,58535.0,10000,24999,1998,MS,5467728.0,175337.0
150,2900.0,1366561.0,38337.0,25000,49999,1998,MS,5467728.0,175337.0
151,2900.0,2915011.0,28909.0,50000,10000000000000000,1998,MS,5467728.0,175337.0
152,3001.0,35277.0,8895.0,0,9999,1998,MS,695346.0,29378.0
153,3001.0,200625.0,12427.0,10000,24999,1998,MS,695346.0,29378.0
154,3001.0,182756.0,5216.0,25000,49999,1998,MS,695346.0,29378.0
155,3001.0,276688.0,2840.0,50000,10000000000000000,1998,MS,695346.0,29378.0
156,3002.0,32148.0,9727.0,0,9999,1998,MS,724010.0,28987.0
157,3002.0,182466.0,11422.0,10000,24999,1998,MS,724010.0,28987.0
158,3002.0,159169.0,4542.0,25000,49999,1998,MS,724010.0,28987.0
159,3002.0,350227.0,3296.0,50000,10000000000000000,1998,MS,724010.0,28987.0
160,3003.0,379845.0,85291.0,0,9999,1998,MS,11065863.0,334958.0
161,3003.0,1938836.0,115932.0,10000,24999,1998,MS,11065863.0,334958.0
162,3003.0,2615834.0,73744.0,25000,49999,1998,MS,11065863.0,334958.0
163,3003.0,6131348.0,59991.0,50000,10000000000000000,1998,MS,11065863.0,334958.0
164,3101.0,115486.0,25675.0,0,9999,1998,MS,2244745.0,88079.0
165,3101.0,540450.0,33305.0,10000,24999,1998,MS,2244745.0,88079.0
166,3101.0,651996.0,18414.0,25000,49999,1998,MS,2244745.0,88079.0
167,3101.0,936813.0,10685.0,50000,10000000000000000,1998,MS,2244745.0,88079.0
168,3102.0,46503.0,10570.0,0,9999,1998,MS,1126522.0,39864.0
169,3102.0,230830.0,14014.0,10000,24999,1998,MS,1126522.0,39864.0
170,3102.0,329642.0,9189.0,25000,49999,1998,MS,1126522.0,39864.0
171,3102.0,519547.0,6091.0,50000,10000000000000000,1998,MS,1126522.0,39864.0
172,3201.0,44046.0,5190.0,0,9999,1998,LA,510293.0,18374.0
173,3201.0,100201.0,6047.0,10000,24999,1998,LA,510293.0,18374.0
174,3201.0,166814.0,4642.0,25000,49999,1998,LA,510293.0,18374.0
175,3201.0,199232.0,2495.0,50000,10000000000000000,1998,LA,510293.0,18374.0
176,3202.0,62940.0,15368.0,0,9999,1998,LA,1300829.0,49921.0
177,3202.0,293765.0,18019.0,10000,24999,1998,LA,1300829.0,49921.0
178,3202.0,354776.0,10009.0,25000,49999,1998,LA,1300829.0,49921.0
179,3202.0,589348.0,6525.0,50000,10000000000000000,1998,LA,1300829.0,49921.0
180,3203.0,64984.0,15330.0,0,9999,1998,LA,1534752.0,54109.0
181,3203.0,318968.0,19335.0,10000,24999,1998,LA,1534752.0,54109.0
182,3203.0,388426.0,11031.0,25000,49999,1998,LA,1534752.0,54109.0
183,3203.0,762374.0,8413.0,50000,10000000000000000,1998,LA,1534752.0,54109.0
184,3300.0,766083.0,167741.0,0,9999,1998,LA,23581217.0,643064.0
185,3300.0,3325812.0,200219.0,10000,24999,1998,LA,23581217.0,643064.0
186,3300.0,5085888.0,142679.0,25000,49999,1998,LA,23581217.0,643064.0
187,3300.0,14403434.0,132425.0,50000,10000000000000000,1998,LA,23581217.0,643064.0
188,3400.0,207341.0,45063.0,0,9999,1998,LA,6185265.0,175946.0
189,3400.0,828264.0,49625.0,10000,24999,1998,LA,6185265.0,175946.0
190,3400.0,1642563.0,45221.0,25000,49999,1998,LA,6185265.0,175946.0
191,3400.0,3507097.0,36037.0,50000,10000000000000000,1998,LA,6185265.0,175946.0
192,3500.0,445232.0,103030.0,0,9999,1998,LA,14636069.0,409504.0
193,3500.0,2049628.0,122941.0,10000,24999,1998,LA,14636069.0,409504.0
194,3500.0,3313098.0,92305.0,25000,49999,1998,LA,14636069.0,409504.0
195,3500.0,8828111.0,91228.0,50000,10000000000000000,1998,LA,14636069.0,409504.0
196,3600.0,134079.0,31644.0,0,9999,1998,LA,3721971.0,121255.0
197,3600.0,673192.0,40460.0,10000,24999,1998,LA,3721971.0,121255.0
198,3600.0,1019539.0,28350.0,25000,49999,1998,LA,3721971.0,121255.0
199,3600.0,1895161.0,20801.0,50000,10000000000000000,1998,LA,3721971.0,121255.0
200,3700.0,199687.0,43888.0,0,9999,1998,LA,6025846.0,180029.0
201,3700.0,905563.0,54492.0,10000,24999,1998,LA,6025846.0,180029.0
202,3700.0,1597258.0,44146.0,25000,49999,1998,LA,6025846.0,180029.0
203,3700.0,3323338.0,37503.0,50000,10000000000000000,1998,LA,6025846.0,180029.0
204,3800.0,471059.0,113367.0,0,9999,1998,LA,14041738.0,420747.0
205,3800.0,2137134.0,129134.0,10000,24999,1998,LA,14041738.0,420747.0
206,3800.0,3627951.0,100762.0,25000,49999,1998,LA,14041738.0,420747.0
207,3800.0,7805594.0,77484.0,50000,10000000000000000,1998,LA,14041738.0,420747.0
208,3901.0,135421.0,34898.0,0,9999,1998,LA,3892287.0,124029.0
209,3901.0,670634.0,40985.0,10000,24999,1998,LA,3892287.0,124029.0
210,3901.0,956606.0,26844.0,25000,49999,1998,LA,3892287.0,124029.0
211,3901.0,2129626.0,21302.0,50000,10000000000000000,1998,LA,3892287.0,124029.0
212,3902.0,7704.0,4458.0,0,9999,1998,LA,301267.0,13058.0
213,3902.0,75979.0,4751.0,10000,24999,1998,LA,301267.0,13058.0
214,3902.0,82655.0,2337.0,25000,49999,1998,LA,301267.0,13058.0
215,3902.0,134929.0,1512.0,50000,10000000000000000,1998,LA,301267.0,13058.0
216,4001.0,18839.0,4483.0,0,9999,1998,AR,479736.0,16144.0
217,4001.0,91441.0,5433.0,10000,24999,1998,AR,479736.0,16144.0
218,4001.0,128665.0,3612.0,25000,49999,1998,AR,479736.0,16144.0
219,4001.0,240791.0,2616.0,50000,10000000000000000,1998,AR,479736.0,16144.0
220,4002.0,337570.0,79028.0,0,9999,1998,LA,10612821.0,311209.0
221,4002.0,1694374.0,102640.0,10000,24999,1998,LA,10612821.0,311209.0
222,4002.0,2544459.0,71088.0,25000,49999,1998,LA,10612821.0,311209.0
223,4002.0,6036418.0,58453.0,50000,10000000000000000,1998,LA,10612821.0,311209.0
224,4003.0,87439.0,16374.0,0,9999,1998,LA,1942531.0,60817.0
225,4003.0,314413.0,19140.0,10000,24999,1998,LA,1942531.0,60817.0
226,4003.0,508664.0,14159.0,25000,49999,1998,LA,1942531.0,60817.0
227,4003.0,1032015.0,11144.0,50000,10000000000000000,1998,LA,1942531.0,60817.0
228,4004.0,12078.0,2884.0,0,9999,1998,LA,344019.0,11947.0
229,4004.0,64594.0,3827.0,10000,24999,1998,LA,344019.0,11947.0
230,4004.0,121189.0,3408.0,25000,49999,1998,LA,344019.0,11947.0
231,4004.0,146158.0,1828.0,50000,10000000000000000,1998,LA,344019.0,11947.0
232,4101.0,9416.0,3441.0,0,9999,1998,AR,368868.0,12683.0
233,4101.0,66384.0,4067.0,10000,24999,1998,AR,368868.0,12683.0
234,4101.0,104586.0,2902.0,25000,49999,1998,AR,368868.0,12683.0
235,4101.0,188482.0,2273.0,50000,10000000000000000,1998,AR,368868.0,12683.0
236,4102.0,141092.0,36514.0,0,9999,1998,AR,4044219.0,137504.0
237,4102.0,787960.0,47016.0,10000,24999,1998,AR,4044219.0,137504.0
238,4102.0,1109053.0,31096.0,25000,49999,1998,AR,4044219.0,137504.0
239,4102.0,2006114.0,22878.0,50000,10000000000000000,1998,AR,4044219.0,137504.0
240,4103.0,69618.0,17277.0,0,9999,1998,AR,2118707.0,67360.0
241,4103.0,367909.0,22109.0,10000,24999,1998,AR,2118707.0,67360.0
242,4103.0,586855.0,16391.0,25000,49999,1998,AR,2118707.0,67360.0
243,4103.0,1094325.0,11583.0,50000,10000000000000000,1998,AR,2118707.0,67360.0
244,4200.0,451713.0,101440.0,0,9999,1998,AR,16827304.0,457392.0
245,4200.0,2325837.0,136110.0,10000,24999,1998,AR,16827304.0,457392.0
246,4200.0,4255062.0,118152.0,25000,49999,1998,AR,16827304.0,457392.0
247,4200.0,9794692.0,101690.0,50000,10000000000000000,1998,AR,16827304.0,457392.0
248,4301.0,34105.0,8818.0,0,9999,1998,AR,972707.0,33091.0
249,4301.0,185009.0,11023.0,10000,24999,1998,AR,972707.0,33091.0
250,4301.0,287304.0,8096.0,25000,49999,1998,AR,972707.0,33091.0
251,4301.0,466289.0,5154.0,50000,10000000000000000,1998,AR,972707.0,33091.0
252,4302.0,74245.0,15054.0,0,9999,1998,AR,1627377.0,55939.0
253,4302.0,314365.0,18649.0,10000,24999,1998,AR,1627377.0,55939.0
254,4302.0,492711.0,13738.0,25000,49999,1998,AR,1627377.0,55939.0
255,4302.0,746056.0,8498.0,50000,10000000000000000,1998,AR,1627377.0,55939.0
256,4401.0,137685.0,30827.0,0,9999,1998,KY,3005090.0,106181.0
257,4401.0,578035.0,34970.0,10000,24999,1998,KY,3005090.0,106181.0
258,4401.0,911392.0,25593.0,25000,49999,1998,KY,3005090.0,106181.0
259,4401.0,1377978.0,14791.0,50000,10000000000000000,1998,KY,3005090.0,106181.0
260,4402.0,83756.0,18981.0,0,9999,1998,KY,1961641.0,70333.0
261,4402.0,374823.0,22340.0,10000,24999,1998,KY,1961641.0,70333.0
262,4402.0,663122.0,18588.0,25000,49999,1998,KY,1961641.0,70333.0
263,4402.0,839940.0,10424.0,50000,10000000000000000,1998,KY,1961641.0,70333.0
264,4501.0,63294.0,14264.0,0,9999,1998,KY,1065747.0,44874.0
265,4501.0,259262.0,15722.0,10000,24999,1998,KY,1065747.0,44874.0
266,4501.0,368290.0,10358.0,25000,49999,1998,KY,1065747.0,44874.0
267,4501.0,374901.0,4530.0,50000,10000000000000000,1998,KY,1065747.0,44874.0
268,4502.0,71719.0,16074.0,0,9999,1998,KY,1512052.0,54074.0
269,4502.0,284965.0,17293.0,10000,24999,1998,KY,1512052.0,54074.0
270,4502.0,477228.0,13188.0,25000,49999,1998,KY,1512052.0,54074.0
271,4502.0,678140.0,7519.0,50000,10000000000000000,1998,KY,1512052.0,54074.0
272,4601.0,134194.0,33597.0,0,9999,1998,KY,2711023.0,113409.0
273,4601.0,676944.0,40698.0,10000,24999,1998,KY,2711023.0,113409.0
274,4601.0,969320.0,27602.0,25000,49999,1998,KY,2711023.0,113409.0
275,4601.0,930565.0,11512.0,50000,10000000000000000,1998,KY,2711023.0,113409.0
276,4602.0,97349.0,22743.0,0,9999,1998,KY,1913113.0,77945.0
277,4602.0,477600.0,28934.0,10000,24999,1998,KY,1913113.0,77945.0
278,4602.0,646307.0,18415.0,25000,49999,1998,KY,1913113.0,77945.0
279,4602.0,691857.0,7853.0,50000,10000000000000000,1998,KY,1913113.0,77945.0
280,4701.0,79099.0,19496.0,0,9999,1998,MS,1772957.0,67416.0
281,4701.0,431975.0,26424.0,10000,24999,1998,MS,1772957.0,67416.0
282,4701.0,463334.0,13260.0,25000,49999,1998,MS,1772957.0,67416.0
283,4701.0,798549.0,8236.0,50000,10000000000000000,1998,MS,1772957.0,67416.0
284,4702.0,138299.0,34601.0,0,9999,1998,MS,3406449.0,122850.0
285,4702.0,765134.0,46064.0,10000,24999,1998,MS,3406449.0,122850.0
286,4702.0,886301.0,25172.0,25000,49999,1998,MS,3406449.0,122850.0
287,4702.0,1616715.0,17013.0,50000,10000000000000000,1998,MS,3406449.0,122850.0
288,4800.0,140851.0,32453.0,0,9999,1998,MS,2634787.0,102674.0
289,4800.0,651333.0,39785.0,10000,24999,1998,MS,2634787.0,102674.0
290,4800.0,629957.0,18149.0,25000,49999,1998,MS,2634787.0,102674.0
291,4800.0,1212646.0,12287.0,50000,10000000000000000,1998,MS,2634787.0,102674.0
292,4901.0,113290.0,30995.0,0,9999,1998,TN,4088836.0,128871.0
293,4901.0,714402.0,41476.0,10000,24999,1998,TN,4088836.0,128871.0
294,4901.0,1191405.0,33567.0,25000,49999,1998,TN,4088836.0,128871.0
295,4901.0,2069739.0,22833.0,50000,10000000000000000,1998,TN,4088836.0,128871.0
296,4902.0,67425.0,19404.0,0,9999,1998,TN,2031831.0,74518.0
297,4902.0,460253.0,26784.0,10000,24999,1998,TN,2031831.0,74518.0
298,4902.0,637609.0,18126.0,25000,49999,1998,TN,2031831.0,74518.0
299,4902.0,866544.0,10204.0,50000,10000000000000000,1998,TN,2031831.0,74518.0
300,4903.0,57513.0,7766.0,0,9999,1998,TN,944199.0,32176.0
301,4903.0,183172.0,10651.0,10000,24999,1998,TN,944199.0,32176.0
302,4903.0,322141.0,9046.0,25000,49999,1998,TN,944199.0,32176.0
303,4903.0,381373.0,4713.0,50000,10000000000000000,1998,TN,944199.0,32176.0
304,5000.0,182273.0,44869.0,0,9999,1998,MS,5711593.0,185262.0
305,5000.0,1109771.0,65003.0,10000,24999,1998,MS,5711593.0,185262.0
306,5000.0,1624689.0,45686.0,25000,49999,1998,MS,5711593.0,185262.0
307,5000.0,2794860.0,29704.0,50000,10000000000000000,1998,MS,5711593.0,185262.0
308,5100.0,75916.0,17830.0,0,9999,1998,MS,2044082.0,72433.0
309,5100.0,428324.0,25182.0,10000,24999,1998,MS,2044082.0,72433.0
310,5100.0,684136.0,19213.0,25000,49999,1998,MS,2044082.0,72433.0
311,5100.0,855706.0,10208.0,50000,10000000000000000,1998,MS,2044082.0,72433.0
312,5201.0,63662.0,15732.0,0,9999,1998,MS,1756996.0,65145.0
313,5201.0,412816.0,23966.0,10000,24999,1998,MS,1756996.0,65145.0
314,5201.0,600980.0,16987.0,25000,49999,1998,MS,1756996.0,65145.0
315,5201.0,679538.0,8460.0,50000,10000000000000000,1998,MS,1756996.0,65145.0
316,5202.0,612335.0,138042.0,0,9999,1998,MS,24906187.0,606948.0
317,5202.0,3147582.0,183299.0,10000,24999,1998,MS,24906187.0,606948.0
318,5202.0,5166100.0,145593.0,25000,49999,1998,MS,24906187.0,606948.0
319,5202.0,15980170.0,140014.0,50000,10000000000000000,1998,MS,24906187.0,606948.0
320,5300.0,95481.0,23298.0,0,9999,1998,AR,2070044.0,78988.0
321,5300.0,474370.0,28661.0,10000,24999,1998,AR,2070044.0,78988.0
322,5300.0,594880.0,16905.0,25000,49999,1998,AR,2070044.0,78988.0
323,5300.0,905313.0,10124.0,50000,10000000000000000,1998,AR,2070044.0,78988.0
324,5401.0,124187.0,31273.0,0,9999,1998,KY,4055784.0,125093.0
325,5401.0,640518.0,37755.0,10000,24999,1998,KY,4055784.0,125093.0
326,5401.0,1165300.0,32387.0,25000,49999,1998,KY,4055784.0,125093.0
327,5401.0,2125779.0,23678.0,50000,10000000000000000,1998,KY,4055784.0,125093.0
328,5402.0,88973.0,22092.0,0,9999,1998,KY,1991895.0,75887.0
329,5402.0,432165.0,25807.0,10000,24999,1998,KY,1991895.0,75887.0
330,5402.0,668530.0,18751.0,25000,49999,1998,KY,1991895.0,75887.0
331,5402.0,802227.0,9237.0,50000,10000000000000000,1998,KY,1991895.0,75887.0
332,5500.0,140774.0,38424.0,0,9999,1998,TN,5380055.0,164398.0
333,5500.0,843588.0,49157.0,10000,24999,1998,TN,5380055.0,164398.0
334,5500.0,1560868.0,43006.0,25000,49999,1998,TN,5380055.0,164398.0
335,5500.0,2834825.0,33811.0,50000,10000000000000000,1998,TN,5380055.0,164398.0
336,5600.0,714061.0,197874.0,0,9999,1998,TN,42361500.0,944939.0
337,5600.0,4313396.0,248994.0,10000,24999,1998,TN,42361500.0,944939.0
338,5600.0,8905603.0,247054.0,25000,49999,1998,TN,42361500.0,944939.0
339,5600.0,28428440.0,251017.0,50000,10000000000000000,1998,TN,42361500.0,944939.0
340,5700.0,157779.0,40875.0,0,9999,1998,TN,5645619.0,171685.0
