"ISIC4code","CPC2code","CPC2part"
"2824","44426","0"
"2824","44427","0"
"2824","44428","0"
"2824","44429","0"
"2824","44430","0"
"2824","44440","0"
"2824","44461","0"
"2824","44462","0"
"2824","88774","0"
"2825","44128","0"
"2825","44132","0"
"2825","44139","1"
"2825","44191","0"
"2825","44511","0"
"2825","44513","0"
"2825","44515","0"
"2825","44516","0"
"2825","44517","0"
"2825","44518","0"
"2825","44522","0"
"2825","44523","0"
"2825","88775","0"
"2826","44611","0"
"2826","44612","0"
"2826","44613","0"
"2826","44614","0"
"2826","44621","0"
"2826","44622","0"
"2826","44629","0"
"2826","44630","0"
"2826","44640","0"
"2826","44814","0"
"2826","44911","0"
"2826","88776","0"
"2829","38600","0"
"2829","43134","0"
"2829","44912","0"
"2829","44913","0"
"2829","44914","0"
"2829","44915","0"
"2829","44918","0"
"2829","44919","0"
"2829","44921","0"
"2829","44922","1"
"2829","44923","0"
"2829","44929","0"
"2829","88779","0"
"2910","43121","0"
"2910","43122","0"
"2910","43123","0"
"2910","49111","0"
"2910","49112","0"
"2910","49113","0"
"2910","49114","0"
"2910","49115","0"
"2910","49116","0"
"2910","49119","0"
"2910","49121","0"
"2910","88811","0"
"2920","49210","0"
"2920","49221","0"
"2920","49222","0"
"2920","49229","0"
"2920","88812","0"
"2930","38111","1"
"2930","43151","0"
"2930","46330","1"
"2930","46910","1"
"2930","46960","1"
"2930","49129","0"
"2930","49231","0"
"2930","49232","1"
"2930","88813","0"
"3011","49311","0"
"3011","49312","0"
"3011","49313","0"
"3011","49314","0"
"3011","49315","0"
"3011","49316","0"
"3011","49319","0"
"3011","49320","0"
"3011","49390","0"
"3011","88821","0"
"3012","49410","0"
"3012","49490","0"
"3012","88822","0"
"3020","38111","1"
"3020","49511","0"
"3020","49512","0"
"3020","49519","0"
"3020","49520","0"
"3020","49531","0"
"3020","49532","0"
"3020","49533","0"
"3020","49540","1"
"3020","88823","0"
"3030","38111","1"
"3030","43131","0"
"3030","43132","0"
"3030","43133","0"
"3030","43152","0"
"3030","43155","0"
"3030","49610","0"
"3030","49621","0"
"3030","49622","0"
"3030","49623","0"
"3030","49630","0"
"3030","49640","0"
"3030","88824","0"
"3040","44710","0"
"3040","88825","0"
"3091","49911","0"
"3091","49912","0"
"3091","49913","0"
"3091","49941","0"
"3091","88826","0"
"3092","38992","0"
"3092","49921","0"
"3092","49922","0"
"3092","49942","0"
"3092","88827","0"
"3099","49930","1"
"3099","88829","0"
"3100","38111","1"
"3100","38112","0"
"3100","38119","0"
"3100","38121","0"
"3100","38122","0"
"3100","38130","0"
"3100","38140","0"
"3100","38150","0"
"3100","38160","0"
"3100","88901","0"
"3211","38220","0"
"3211","38230","0"
"3211","38240","0"
"3211","38250","0"
"3211","48490","1"
"3211","88902","0"
"3212","38997","0"
"3212","48490","1"
"3212","88903","0"
"3220","38310","0"
"3220","38320","0"
"3220","38330","0"
"3220","38340","0"
"3220","38350","0"
"3220","38360","0"
"3220","88904","0"
"3230","29410","0"
"3230","38410","0"
"3230","38420","0"
"3230","38430","0"
"3230","38440","0"
"3230","38450","0"
"3230","88905","0"
"3240","38510","0"
"3240","38520","0"
"3240","38530","0"
"3240","38540","0"
"3240","38550","0"
"3240","38560","0"
"3240","38570","0"
"3240","38590","0"
"3240","88906","0"
"3250","35290","1"
"3250","35440","1"
"3250","43420","1"
"3250","48130","0"
"3250","48140","0"
"3250","48150","0"
"3250","48160","0"
"3250","48171","0"
"3250","48180","0"
"3250","48312","0"
"3250","48313","0"
"3250","48352","0"
"3250","88907","0"
"3290","32512","0"
"3290","36971","0"
"3290","38911","0"
"3290","38912","0"
"3290","38921","1"
"3290","38922","0"
"3290","38923","0"
"3290","38924","0"
"3290","38971","0"
"3290","38972","0"
"3290","38991","0"
"3290","38993","0"
"3290","38994","0"
"3290","38995","0"
"3290","38996","0"
"3290","38999","0"
"3290","47590","0"
"3290","88909","0"
"3311","87110","0"
"3312","87120","0"
"3312","87156","0"
"3313","87154","0"
"3313","87290","1"
"3314","87152","0"
"3315","87149","0"
"3319","87159","0"
"3320","54619","1"
"3320","87310","0"
"3320","87320","0"
"3320","87331","0"
"3320","87333","0"
"3320","87340","0"
"3320","87350","0"
"3320","87360","0"
"3320","87390","1"
"3510","17100","0"
"3510","33720","0"
"3510","69111","0"
"3510","69112","0"
"3510","86311","0"
"3510","86312","0"
"3520","17200","0"
"3520","69120","0"
"3520","86320","0"
"3530","17300","0"
"3530","17400","0"
"3530","69220","0"
"3530","86340","0"
"3600","18000","0"
"3600","69210","0"
"3600","69230","0"
"3600","86330","0"
"3600","86350","0"
"3700","94110","0"
"3700","94120","0"
"3811","94221","0"
"3811","94229","0"
"3811","94231","0"
"3811","94239","0"
"3811","94313","0"
"3811","94319","0"
"3812","94211","0"
"3812","94212","0"
"3812","94219","0"
"3812","94311","0"
"3821","94331","0"
"3821","94332","0"
"3821","94333","0"
"3821","94339","0"
"3822","94321","0"
"3822","94322","0"
"3830","36210","0"
"3830","89410","0"
"3830","89420","0"
"3830","94312","0"
"3900","94411","0"
"3900","94412","0"
"3900","94413","0"
"3900","94420","0"
"3900","94430","0"
"3900","94490","0"
"3900","94900","0"
"4100","53111","0"
"4100","53112","0"
"4100","53121","0"
"4100","53122","0"
"4100","53129","0"
"4100","54111","0"
"4100","54112","0"
"4100","54121","0"
"4100","54122","0"
"4100","54129","0"
"4100","54400","0"
"4210","53211","0"
"4210","53212","0"
"4210","53213","0"
"4210","53221","0"
"4210","53222","0"
"4210","54211","0"
"4210","54212","0"
"4210","54213","0"
"4210","54221","0"
"4210","54222","0"
"4220","53231","0"
"4220","53234","0"
"4220","53241","0"
"4220","53242","0"
"4220","53251","0"
"4220","53252","0"
"4220","53253","0"
"4220","53262","0"
"4220","54231","0"
"4220","54234","0"
"4220","54241","0"
"4220","54242","0"
"4220","54251","0"
"4220","54252","0"
"4220","54253","0"
"4220","54262","0"
"4220","54341","0"
"4220","54342","0"
"4290","53232","0"
"4290","53233","0"
"4290","53261","0"
"4290","53269","0"
"4290","53270","0"
"4290","53290","0"
"4290","54232","0"
"4290","54233","0"
"4290","54261","0"
"4290","54269","0"
"4290","54270","0"
"4290","54290","0"
"4311","54310","0"
"4312","54320","0"
"4312","54330","0"
"4321","54611","0"
"4321","54612","0"
"4321","54613","0"
"4321","54614","0"
"4321","54619","1"
"4322","54621","0"
"4322","54622","0"
"4322","54631","0"
"4322","54632","0"
"4322","54640","0"
"4329","54650","0"
"4329","54691","0"
"4329","87157","0"
"4330","54699","0"
"4330","54710","0"
"4330","54720","0"
"4330","54730","0"
"4330","54740","0"
"4330","54750","0"
"4330","54760","0"
"4330","54770","0"
"4330","54790","0"
"4390","54511","0"
"4390","54512","0"
"4390","54521","0"
"4390","54522","0"
"4390","54530","0"
"4390","54540","0"
"4390","54550","0"
"4390","54560","0"
"4390","54570","0"
"4390","54590","0"
"4520","87141","0"
"4520","87143","0"
"4540","87142","0"
"4911","64131","0"
"4911","64210","0"
"4912","65121","0"
"4912","65122","0"
"4912","65123","0"
"4912","65124","0"
"4912","65125","0"
"4912","65126","0"
"4912","65129","0"
"4921","64111","0"
"4921","64112","0"
"4921","64113","0"
"4922","64114","0"
"4922","64115","0"
"4922","64116","0"
"4922","64117","0"
"4922","64118","0"
"4922","64119","0"
"4922","64132","0"
"4922","64221","0"
"4922","64222","0"
"4922","64223","0"
"4922","66011","0"
"4923","65111","0"
"4923","65112","0"
"4923","65113","0"
"4923","65114","0"
"4923","65115","0"
"4923","65116","0"
"4923","65117","0"
"4923","65118","0"
"4923","65119","0"
"4923","66012","0"
"4930","65131","0"
"4930","65139","0"
"5011","64133","1"
"5011","64231","0"
"5011","64232","0"
"5011","64239","0"
"5011","66021","0"
"5012","65211","0"
"5012","65212","0"
"5012","65213","0"
"5012","65219","0"
"5012","66022","0"
"5021","64121","0"
"5021","64122","0"
"5021","64129","0"
"5021","64133","1"
"5021","66023","0"
"5022","65221","0"
"5022","65222","0"
"5022","65229","0"
"5022","66024","0"
"5110","64134","0"
"5110","64241","0"
"5110","64242","0"
"5110","64243","0"
"5110","64244","0"
"5110","64250","0"
"5110","66031","0"
"5120","65311","0"
"5120","65319","0"
"5120","65320","0"
"5120","66032","0"
"5210","67210","0"
"5210","67220","0"
"5210","67290","0"
"5221","67310","0"
"5221","67390","0"
"5221","67410","0"
"5221","67420","0"
"5221","67430","0"
"5221","67440","0"
"5221","67490","0"
"5221","67990","1"
"5222","67511","0"
"5222","67512","0"
"5222","67521","0"
"5222","67522","0"
"5222","67531","0"
"5222","67532","0"
"5222","67590","0"
"5223","67610","0"
"5223","67620","0"
"5223","67630","0"
"5223","67640","0"
"5224","67110","0"
"5224","67190","0"
"5229","67910","0"
"5229","67990","1"
"5310","32610","1"
"5310","38962","0"
"5310","68111","0"
"5310","68112","0"
"5310","68113","0"
"5310","68119","0"
"5320","68120","0"
"5320","68130","0"
"5510","63111","0"
"5510","63112","0"
"5510","63113","0"
"5510","63114","0"
"5520","63120","0"
"5520","63130","0"
"5590","63210","0"
"5590","63220","0"
"5590","63290","0"
"5610","63310","0"
"5610","63320","0"
"5610","63399","0"
"5621","63391","0"
"5629","63392","0"
"5629","63393","0"
"5630","63400","0"
"5811","32210","0"
"5811","32220","0"
"5811","32291","0"
"5811","32292","0"
"5811","32299","0"
"5811","32511","0"
"5811","47691","0"
"5811","47692","1"
"5811","73320","1"
"5811","83639","1"
"5811","84311","0"
"5811","89110","1"
"5812","32230","0"
"5812","47692","1"
"5812","73312","0"
"5812","83631","1"
"5812","83639","1"
"5812","83940","0"
"5812","84313","0"
"5812","89110","1"
"5813","32300","0"
"5813","32410","0"
"5813","32420","0"
"5813","32490","0"
"5813","47692","1"
"5813","73320","1"
"5813","83631","1"
"5813","83633","1"
"5813","84312","0"
"5813","89110","1"
"5819","32530","0"
"5819","32540","0"
"5819","32620","0"
"5819","32630","0"
"5819","83633","1"
"5819","84393","0"
"5819","84399","0"
"5819","89110","1"
"5820","38582","0"
"5820","47811","0"
"5820","47812","0"
"5820","47813","0"
"5820","47814","0"
"5820","47821","0"
"5820","47822","0"
"5820","47829","0"
"5820","73311","0"
"5820","83143","0"
"5820","84341","0"
"5820","84342","0"
"5820","84391","0"
"5820","84392","0"
"5820","89110","1"
"5911","38950","0"
"5911","47620","0"
"5911","73320","1"
"5911","84331","0"
"5911","84332","0"
"5911","96121","1"
"5911","96123","1"
"5912","73320","1"
"5912","96131","0"
"5912","96132","0"
"5912","96133","0"
"5912","96134","0"
"5912","96135","0"
"5912","96136","0"
"5912","96139","0"
"5913","73320","1"
"5913","96140","0"
"5914","96150","0"
"5920","32520","0"
"5920","47610","0"
"5920","47699","0"
"5920","73320","1"
"5920","84321","0"
"5920","84322","0"
"5920","89110","1"
"5920","96111","0"
"5920","96112","0"
"5920","96113","0"
"5920","96122","1"
"5920","96123","1"
"5920","96137","0"
"6010","83632","1"
"6010","84611","0"
"6010","84621","0"
"6010","84631","1"
"6010","84632","1"
"6010","84633","1"
"6010","84634","1"
"6010","96122","1"
"6020","83632","1"
"6020","84612","0"
"6020","84622","0"
"6020","84631","1"
"6020","84632","1"
"6020","84633","1"
"6020","84634","1"
"6020","96121","1"
"6110","84110","1"
"6110","84121","0"
"6110","84122","0"
"6110","84140","1"
"6110","84150","1"
"6110","84190","1"
"6110","84210","0"
"6110","84221","1"
"6110","84222","1"
"6110","84290","1"
"6120","84110","1"
"6120","84131","1"
"6120","84132","1"
"6120","84140","1"
"6120","84150","1"
"6120","84190","1"
"6120","84221","1"
"6120","84222","1"
"6120","84290","1"
"6130","84131","1"
"6130","84132","1"
"6130","84140","1"
"6130","84150","1"
"6130","84190","1"
"6130","84221","1"
"6130","84222","1"
"6130","84290","1"
"6190","84140","1"
"6190","84150","1"
"6190","84190","1"
"6190","84221","1"
"6190","84222","1"
"6190","84290","1"
"6201","83141","0"
"6202","83131","0"
"6202","83132","0"
"6202","83142","0"
"6202","83161","0"
"6202","83162","0"
"6209","87332","0"
"6311","83151","0"
"6311","83152","0"
"6311","83159","0"
"6311","83633","1"
"6312","83633","1"
"6312","84394","0"
"6391","84410","0"
"6391","84420","0"
"6399","85991","0"
"6411","32610","1"
"6411","71110","0"
"6419","71121","0"
"6419","71122","0"
"6419","71131","1"
"6419","71132","1"
"6419","71133","1"
"6419","71134","1"
"6419","71135","1"
"6419","71139","1"
"6420","71701","0"
"6430","71702","0"
"6491","71140","0"
"6492","71131","1"
"6492","71132","1"
"6492","71133","1"
"6492","71134","1"
"6492","71135","1"
"6492","71139","1"
"6499","71190","0"
"6499","71200","0"
"6511","71311","0"
"6511","71321","0"
"6511","71322","1"
"6512","71322","1"
"6512","71331","0"
"6512","71332","0"
"6512","71333","0"
"6512","71334","0"
"6512","71335","0"
"6512","71336","0"
"6512","71337","0"
"6512","71339","0"
"6520","71410","0"
"6520","71420","0"
"6520","71431","0"
"6520","71432","0"
"6520","71433","0"
"6520","71434","0"
"6520","71435","0"
"6520","71436","0"
"6520","71439","0"
"6530","71312","0"
"6530","71313","0"
"6611","71551","0"
"6611","71552","0"
"6611","71559","0"
"6612","71521","0"
"6612","71522","0"
"6612","71592","0"
"6619","71511","0"
"6619","71512","0"
"6619","71519","0"
"6619","71523","0"
"6619","71541","0"
"6619","71542","0"
"6619","71591","0"
"6619","71593","0"
"6619","71599","0"
"6621","71620","0"
"6622","71610","0"
"6629","71630","0"
"6629","71690","0"
"6630","71530","0"
"6630","71640","0"
"6810","72111","0"
"6810","72112","0"
"6810","72121","0"
"6810","72122","0"
"6810","72123","0"
"6810","72130","0"
"6820","72211","0"
"6820","72212","0"
"6820","72213","0"
"6820","72221","0"
"6820","72222","0"
"6820","72223","0"
"6820","72230","0"
"6820","72240","0"
"6910","82110","0"
"6910","82120","0"
"6910","82130","0"
"6910","82191","0"
"6910","82199","0"
"6920","82210","0"
"6920","82221","0"
"6920","82222","0"
"6920","82223","0"
"6920","82310","0"
"6920","82320","0"
"7010","83118","0"
"7020","82400","0"
"7020","83111","0"
"7020","83112","0"
"7020","83113","0"
"7020","83114","0"
"7020","83115","0"
"7020","83116","0"
"7020","83117","0"
"7020","83121","0"
"7020","83129","0"
"7020","83190","0"
"7110","32550","0"
"7110","83211","0"
"7110","83212","0"
"7110","83213","0"
"7110","83214","0"
"7110","83221","0"
"7110","83222","0"
"7110","83223","0"
"7110","83231","0"
"7110","83232","0"
"7110","83310","0"
"7110","83321","0"
"7110","83322","0"
"7110","83323","0"
"7110","83324","0"
"7110","83325","0"
"7110","83326","0"
"7110","83327","0"
"7110","83329","0"
"7110","83330","0"
"7110","83411","0"
"7110","83412","0"
"7110","83413","0"
"7110","83421","0"
"7110","83422","0"
"7120","83441","0"
"7120","83442","0"
"7120","83443","0"
"7120","83444","0"
"7120","83449","0"
"7210","81111","0"
"7210","81112","0"
"7210","81119","0"
"7210","81121","0"
"7210","81129","0"
"7210","81130","0"
"7210","81140","0"
"7210","81300","1"
"7210","81400","1"
"7220","81211","0"
"7220","81212","0"
"7220","81213","0"
"7220","81219","0"
"7220","81221","0"
"7220","81229","0"
"7220","81300","1"
"7220","81400","1"
"7310","83611","0"
"7310","83612","0"
"7310","83619","0"
"7310","83620","0"
"7310","83639","1"
"7320","83700","0"
"7410","83911","0"
"7410","83912","0"
"7410","83919","0"
"7410","83920","0"
"7420","38941","0"
"7420","38942","0"
"7420","83811","0"
"7420","83812","0"
"7420","83813","0"
"7420","83814","0"
"7420","83815","0"
"7420","83819","0"
"7420","83820","0"
"7490","83430","0"
"7490","83931","0"
"7490","83939","0"
"7490","83950","0"
"7490","83990","0"
"7490","85220","0"
"7490","85999","1"
"7500","83510","0"
"7500","83520","0"
"7500","83590","0"
"7710","73111","0"
"7710","73112","0"
"7721","73240","0"
"7722","73220","0"
"7729","73210","0"
"7729","73230","0"
"7729","73250","0"
"7729","73260","0"
"7729","73270","0"
"7729","73290","0"
"7730","73113","0"
"7730","73114","0"
"7730","73115","0"
"7730","73116","0"
"7730","73117","0"
"7730","73121","0"
"7730","73122","0"
"7730","73123","0"
"7730","73124","0"
"7730","73125","0"
"7730","73129","0"
"7740","73330","0"
"7740","73340","0"
"7740","73350","0"
"7740","73390","0"
"7810","85111","0"
"7810","85112","0"
"7810","85121","0"
"7820","85122","0"
"7820","85124","0"
"7830","85123","0"
"7830","85125","0"
"7911","85511","0"
"7911","85521","1"
"7911","85523","0"
"7911","85524","0"
"7912","85540","0"
"7990","85512","0"
"7990","85513","0"
"7990","85514","0"
"7990","85519","0"
"7990","85521","1"
"7990","85522","0"
"7990","85539","0"
"7990","85550","0"
"7990","85561","0"
"7990","85562","0"
"8010","85240","0"
"8010","85250","0"
"8010","85290","0"
"8020","85230","0"
"8030","85210","0"
"8121","85330","0"
"8129","85310","0"
"8129","85320","0"
"8129","85340","0"
"8129","94510","0"
"8129","94590","0"
"8130","85970","0"
"8211","85940","0"
"8219","85951","0"
"8219","85953","0"
"8219","85954","0"
"8220","85931","0"
"8220","85939","0"
"8230","85531","0"
"8230","85961","0"
"8230","85962","0"
"8291","85910","0"
"8291","85920","0"
"8292","85400","0"
"8299","85952","0"
"8299","85999","1"
"83960","0","n/a"
"8411","91111","0"
"8411","91112","0"
"8411","91113","0"
"8411","91114","0"
"8411","91119","0"
"8411","91191","0"
"8411","91199","0"
"8412","91121","0"
"8412","91122","0"
"8412","91123","0"
"8412","91124","0"
"8413","91131","0"
"8413","91132","0"
"8413","91133","0"
"8413","91134","0"
"8413","91135","0"
"8413","91136","0"
"8413","91137","0"
"8413","91138","0"
"8421","91210","0"
"8421","91220","0"
"8421","91230","0"
"8422","91240","0"
"8422","91250","0"
"8423","91260","0"
"8423","91270","0"
"8423","91280","0"
"8423","91290","0"
"8430","91310","0"
"8430","91320","0"
"8430","91330","0"
"8430","91340","0"
"8510","92100","0"
"8510","92200","0"
"8521","92310","0"
"8521","92330","0"
"8522","92320","0"
"8522","92340","0"
"8530","92410","0"
"8530","92420","0"
"8530","92510","0"
"8530","92520","0"
"8541","92912","0"
"8542","92911","0"
"8549","92919","0"
"8550","92920","0"
"8610","93111","0"
"8610","93112","0"
"8610","93113","0"
"8610","93119","0"
"8620","93121","0"
"8620","93122","0"
"8620","93123","0"
"8690","93191","0"
"8690","93192","0"
"8690","93193","0"
"8690","93194","0"
"8690","93195","0"
"8690","93196","0"
"8690","93197","0"
"8690","93199","0"
"8710","93210","0"
"8720","93301","0"
"8720","93303","0"
"8730","93221","0"
"8730","93222","0"
"8730","93223","0"
"8790","93302","0"
"8790","93304","0"
"8810","93411","0"
"8810","93491","0"
"8810","93492","0"
"8810","93493","0"
"8890","93412","0"
"8890","93510","0"
"8890","93520","0"
"8890","93530","0"
"8890","93590","0"
"9000","38961","0"
"9000","73320","1"
"9000","96210","0"
"9000","96220","0"
"9000","96230","0"
"9000","96290","0"
"9000","96310","0"
"9000","96320","0"
"9000","96330","0"
"9101","84510","0"
"9101","84520","0"
"9102","38963","0"
"9102","96411","0"
"9102","96412","0"
"9103","96421","0"
"9103","96422","0"
"9200","96921","0"
"9200","96929","0"
"9311","96520","0"
"9312","96512","0"
"9319","86130","1"
"9319","96511","0"
"9319","96590","0"
"9319","96610","0"
"9319","96620","0"
"9321","96910","0"
"9329","96930","0"
"9329","96990","0"
"9411","95110","0"
"9412","95120","0"
"9420","95200","0"
"9491","95910","0"
"9492","95920","0"
"9499","95991","0"
"9499","95992","0"
"9499","95993","0"
"9499","95994","0"
"9499","95995","0"
"9499","95996","0"
"9499","95997","0"
"9499","95998","0"
"9499","95999","0"
"9511","87130","0"
"9512","87153","0"
"9521","87155","0"
"9521","87390","1"
"9522","87151","0"
"9523","87210","0"
"9524","87240","0"
"9529","87220","0"
"9529","87230","0"
"9529","87290","1"
"9601","97110","0"
"9601","97120","0"
"9601","97130","0"
"9601","97140","0"
"9601","97150","0"
"9602","97210","0"
"9602","97220","0"
"9602","97290","0"
"9603","97310","0"
"9603","97320","0"
"9609","86129","0"
"9609","97230","0"
"9609","97910","0"
"9609","97990","0"
"9700","98000","0"
"9900","99000","0"
