year,code,country_wb,country_efw,sizeofgovernment,legalsystem,soundmoney,freetrade,regulation,index,gdppercapita,advanced
2012,181,Malta,Malta,5.7553043,8.5277796,9.4702244,7.0936933,6.8673425,7.5554199,16349.914,1
2000,182,Portugal,Portugal,5.2631922,7.6355925,9.5118523,8.9458208,6.3870873,7.5500002,18003.463,1
2001,182,Portugal,Portugal,5.2823768,7.621212,9.4973269,8.9187412,5.7137671,7.4099998,18239.191,1
2002,182,Portugal,Portugal,5.9244723,7.5666666,9.6134815,8.5386057,6.5478196,7.6399999,18244.959,1
2003,182,Portugal,Portugal,5.8503742,7.4495897,9.6017618,8.6770086,6.5534306,7.6298404,17952.895,1
2004,182,Portugal,Portugal,5.9636855,7.5446615,9.6082449,8.419776,6.7353449,7.6502409,18127.297,1
2005,182,Portugal,Portugal,5.7303929,7.7154975,9.539073,7.8918576,6.3273401,7.4258342,18185.623,1
2006,182,Portugal,Portugal,5.7066755,7.8848405,9.4675226,8.0964575,6.3793898,7.4865355,18388.139,1
2007,182,Portugal,Portugal,5.70539,7.5629845,9.5617952,8.0313377,6.4935226,7.4561849,18780.514,1
2008,182,Portugal,Portugal,5.6688433,7.2935734,9.5509558,7.9370914,6.4185524,7.3550153,18754.029,1
2009,182,Portugal,Portugal,5.4671345,7.1760464,9.6071844,8.0231991,5.7178144,7.1830273,18191.352,1
2010,182,Portugal,Portugal,5.5163994,7.0539837,9.7514954,7.9912581,6.0128374,7.2538462,18535.131,1
2011,182,Portugal,Portugal,5.5848851,7.1533194,9.693162,7.9281764,6.6694031,7.3853664,18385.809,1
2012,182,Portugal,Portugal,5.6693878,7.2605505,9.7180538,7.8038421,6.9201984,7.4561849,17839.676,1
2000,184,Spain,Spain,4.745862,7.5364861,9.4370422,8.9808998,6.9996905,7.54,23920.934,1
2001,184,Spain,Spain,4.9624958,6.2749104,9.4919767,8.6497307,6.9456072,7.2600002,24520.221,1
2002,184,Spain,Spain,4.9492593,6.4999995,9.589119,8.5386057,6.9808397,7.3099999,24822.977,1
2003,184,Spain,Spain,6.7273192,6.5284796,9.6062832,8.8613033,6.9318409,7.7216897,25169.174,1
2004,184,Spain,Spain,6.6967516,6.4122276,9.6165199,8.6935806,6.8956666,7.6516743,25571.184,1
2005,184,Spain,Spain,6.5715923,6.751183,9.5754528,7.8469353,7.3214235,7.6016631,26056.389,1
2006,184,Spain,Spain,6.5604243,6.8562322,9.4889317,7.7818098,7.138474,7.5518489,26676.965,1
2007,184,Spain,Spain,6.3417277,6.960618,9.5702362,7.7257056,7.0977583,7.5219603,27136.088,1
2008,184,Spain,Spain,6.4786925,6.7085476,9.5276937,7.6638126,6.9276099,7.4422574,26971.334,1
2009,184,Spain,Spain,6.1373301,6.6966286,9.57166,7.7601686,6.5367031,7.3227034,25761.771,1
2010,184,Spain,Spain,6.1522961,6.7898021,9.669239,7.7697496,6.8218336,7.4223318,25588.871,1
2011,184,Spain,Spain,6.1516347,6.8724685,9.6809721,7.7103605,7.016573,7.472146,25638.131,1
2012,184,Spain,Spain,5.6796956,6.7255921,9.7448025,7.6231322,6.6053495,7.2629261,25250.639,1
2000,186,Turkey,Turkey,7.0756788,5.3915372,3.5668848,7.5472374,5.4855037,5.8099999,6119.2314,1
2001,186,Turkey,Turkey,6.6980395,4.1372547,3.5882082,7.2983184,4.2796326,5.1999998,5687.2437,1
2002,186,Turkey,Turkey,7.0027575,4.5333333,4.0612674,7.0374794,4.7314172,5.4757576,5952.1816,1
2003,186,Turkey,Turkey,7.5381165,5.1099138,4.877326,7.1697707,4.9277363,5.9271641,6178.543,1
2004,186,Turkey,Turkey,8.3117819,5.0465388,5.0482874,7.1408615,4.8532534,6.0719647,6665.3076,1
2005,186,Turkey,Turkey,7.8412776,5.6191511,4.8439336,6.8795333,5.2076211,6.0911493,7129.585,1
2006,186,Turkey,Turkey,7.4084587,5.5160985,5.4182467,6.9866571,5.6489182,6.2048254,7522.9722,1
2007,186,Turkey,Turkey,7.5013905,5.0138831,6.4434648,6.9529834,5.7605739,6.3279748,7775.5942,1
2008,186,Turkey,Turkey,7.4443598,4.8263469,8.5749903,6.8559041,5.6932855,6.6500573,7730.3833,1
2009,186,Turkey,Turkey,6.9006734,4.810123,8.9145155,6.9273458,5.472858,6.5742731,7266.6943,1
2010,186,Turkey,Turkey,6.906858,4.6163764,8.8567886,6.8363714,5.7133384,6.5553269,7833.5288,1
2011,186,Turkey,Turkey,7.0668335,4.8641939,8.9777431,6.7537451,5.9250798,6.6876788,8413.3184,1
2012,186,Turkey,Turkey,6.9631414,4.8370061,8.8387184,6.7576838,6.0200415,6.6592607,8492.6143,1
2000,193,Australia,Australia,5.4718895,9.4946642,9.4020967,8.3312674,7.6308384,8.0699997,30796.6,1
2001,193,Australia,Australia,5.3811874,9.25,9.3320723,8.3141365,7.3925338,7.9299998,30961.279,1
2002,193,Australia,Australia,5.4313464,9.1333332,9.2089491,8.0363779,8.0271254,7.9699998,31782.525,1
2003,193,Australia,Australia,6.1723189,8.9280109,9.2755175,8.0434608,8.1350975,8.1112404,32381.895,1
2004,193,Australia,Australia,6.1403027,8.7019129,9.3551607,7.9170718,7.9505806,8.020443,33336.188,1
2005,193,Australia,Australia,6.378695,9.1268301,9.4400711,7.8850079,8.3195715,8.2421131,33947.563,1
2006,193,Australia,Australia,6.7665739,9.0697432,9.4629936,7.9083786,8.1627979,8.2829666,34468.246,1
2007,193,Australia,Australia,6.8517718,9.0527678,9.5019636,7.9482107,8.2047968,8.3238201,35232.59,1
2008,193,Australia,Australia,6.7984953,8.8013382,9.4257326,7.8740039,8.165328,8.2216873,35930.465,1
2009,193,Australia,Australia,6.6236968,8.7277164,9.6237259,7.9182506,8.0438309,8.2012606,35861.254,1
2010,193,Australia,Australia,6.6656594,8.7025824,9.4348011,7.9243641,8.1685219,8.1910477,36134.535,1
2011,193,Australia,Australia,6.6998715,8.6166372,9.4068727,8.0730791,7.6203938,8.078867,36584.996,1
2012,193,Australia,Australia,6.6743631,8.3593311,9.5149832,8.1245928,7.4742522,8.0278635,37228.195,1
2000,196,New Zealand,New Zealand,6.6846538,9.1042862,9.5373135,9.3193798,7.9445786,8.5200005,24310.998,1
2001,196,New Zealand,New Zealand,6.7473111,8.9225445,9.4356251,9.1937647,7.6305709,8.3900003,25033.67,1
2002,196,New Zealand,New Zealand,6.7226267,8.9666662,9.4103909,9.0777216,8.4395151,8.5200005,25804.184,1
2003,196,New Zealand,New Zealand,6.8301392,8.9381104,9.5325108,9.0498743,8.4483376,8.5601416,26284.445,1
2004,196,New Zealand,New Zealand,6.7373333,8.9193525,9.5758305,8.9805441,8.6202059,8.5601416,26806.189,1
2005,196,New Zealand,New Zealand,6.7407527,9.037509,9.6473331,8.8869133,8.5450382,8.5601416,27357.861,1
2006,196,New Zealand,New Zealand,6.2026558,8.4862709,9.5378246,8.8293886,8.2962027,8.2594337,27483.215,1
2007,196,New Zealand,New Zealand,6.6982222,9.0593395,9.6976843,8.8009911,8.3074942,8.5,28168.156,1
2008,196,New Zealand,New Zealand,6.0882101,9.1528492,9.6083145,8.8813658,8.3769064,8.4097872,27383.863,1
2009,196,New Zealand,New Zealand,6.0037875,8.9887314,9.6975632,8.8964252,8.3189955,8.3696928,27341.574,1
2010,196,New Zealand,New Zealand,5.939373,9.0289841,9.7254467,8.8235979,8.6527967,8.4198112,27079.963,1
2011,196,New Zealand,New Zealand,5.5003223,9.1359634,9.5913839,8.8221846,7.8101306,8.1491747,27139.156,1
2012,196,New Zealand,New Zealand,5.5843806,9.105278,9.7083292,8.6617222,8.3530703,8.2694578,27769.951,1
2000,199,South Africa,South Africa,6.4487395,6.5362992,7.8509789,7.3546243,7.1945739,7.0799999,4652.3389,0
2001,199,South Africa,South Africa,6.5241446,6.6434107,7.8581944,7.3575521,6.8501911,7.0500002,4682.7793,0
2002,199,South Africa,South Africa,6.5304294,6.5,7.7311316,7.3536534,7.0907798,7.04,4788.0562,0
2003,199,South Africa,South Africa,6.5528765,7.0055981,7.9689026,7.3947644,7.1368828,7.2013755,4866.9224,0
2004,199,South Africa,South Africa,6.4893446,6.6684923,8.1124973,6.858747,6.9880466,7.0193181,5028.8013,0
2005,199,South Africa,South Africa,5.9864483,7.1907654,7.9831953,6.6944909,7.2127299,6.9991765,5234.313,0
2006,199,South Africa,South Africa,5.9671001,7.0362291,7.8898149,6.7012005,7.1305213,6.9380484,5465.9639,0
2007,199,South Africa,South Africa,6.1954255,6.8580093,7.7478323,6.7076335,7.250381,6.9482365,5706.2783,0
2008,199,South Africa,South Africa,5.3328238,6.7068338,7.5169706,6.579812,7.2257748,6.6731596,5848.0425,0
2009,199,South Africa,South Africa,5.024559,6.6598325,7.9178214,6.6006503,6.8555641,6.6120315,5697.2319,0
2010,199,South Africa,South Africa,5.5198007,6.9763899,8.1845198,6.6390328,6.9644127,6.8463559,5794.2363,0
2011,199,South Africa,South Africa,5.4532857,7.1948886,8.2601213,6.8220096,6.8343382,6.8973389,5923.9946,0
2012,199,South Africa,South Africa,5.3822451,7.2531533,8.1011143,6.854351,6.7979679,6.8565865,6003.457,0
2000,213,Argentina,Argentina,7.7751269,5.4134822,9.7091599,7.6169009,6.4911532,7.4000001,4498.4731,0
2001,213,Argentina,Argentina,7.9400153,3.6379218,9.4502497,7.3518362,5.2560773,6.73,4257.4224,0
2002,213,Argentina,Argentina,7.7283874,3.2333267,7.0104504,7.0544415,6.1378827,6.23,3757.8896,0
2003,213,Argentina,Argentina,7.8181448,3.2587671,6.0016398,6.9077687,6.475389,6.0897751,4053.0439,0
2004,213,Argentina,Argentina,8.1537848,3.5963726,6.1945634,6.6517673,6.493794,6.2279544,4379.9849,0
2005,213,Argentina,Argentina,7.5649724,3.6825018,5.4438534,6.2803617,6.8081541,5.9705191,4740.0669,0
2006,213,Argentina,Argentina,7.4834528,3.6303353,6.1693001,6.51685,6.5614281,6.0901289,5096.3882,0
2007,213,Argentina,Argentina,7.4313917,3.6599932,7.1050382,6.6033034,6.5651369,6.2994461,,0
2008,213,Argentina,Argentina,6.4047766,3.7375517,6.8957682,6.6092439,6.5846229,6.0701942,,0
2009,213,Argentina,Argentina,6.2459526,3.7826953,7.0261216,6.2678871,6.2855706,5.9505844,,0
2010,213,Argentina,Argentina,6.2915411,3.7614632,6.5923886,6.1597691,5.9610124,5.7911048,,0
2011,213,Argentina,Argentina,5.9518352,3.7056851,4.9218245,5.7003665,6.1947093,5.3225265,,0
2012,213,Argentina,Argentina,5.8562469,3.5392663,4.8711457,3.7872355,6.3794427,4.9039011,,0
2000,218,Bolivia,Bolivia,7.9701533,3.432266,9.3199348,7.9720163,6.1754489,6.9699998,965.40753,0
2001,218,Bolivia,Bolivia,7.5111899,2.9514997,9.5843649,7.8329892,5.6407237,6.6999998,961.98291,0
2002,218,Bolivia,Bolivia,7.3239222,2.8333333,9.6900234,7.6779537,5.2271957,6.5500002,966.46375,0
2003,218,Bolivia,Bolivia,6.676724,3.0673642,9.3326931,7.7437177,5.6278763,6.4899082,973.57397,0
2004,218,Bolivia,Bolivia,6.1847572,3.1067123,9.2620974,7.5554547,5.8116407,6.3814144,995.34723,0
2005,218,Bolivia,Bolivia,6.1414948,3.3968279,8.9032497,7.4149423,6.0277514,6.3814144,1020.7903,0
2006,218,Bolivia,Bolivia,6.2035403,3.4658256,8.6620731,7.4226837,6.2289882,6.4013252,1051.4718,0
2007,218,Bolivia,Bolivia,6.3127375,3.2598276,8.2439299,7.1663895,5.8837242,6.1723509,1081.3921,0
2008,218,Bolivia,Bolivia,6.3569221,3.1598458,7.9737625,7.2698851,5.8625503,6.1225739,1129.4807,0
2009,218,Bolivia,Bolivia,6.3019447,3.2282102,8.7318783,7.1993341,6.2506032,6.3415928,1148.7875,0
2010,218,Bolivia,Bolivia,6.3142753,3.5866003,8.6988993,7.1288772,6.0430794,6.3615036,1176.9745,0
2011,218,Bolivia,Bolivia,6.2973633,3.7855027,8.4898701,7.0900612,6.0606289,6.3616238,1217.7463,0
2012,218,Bolivia,Bolivia,6.2900105,3.8352537,8.7480412,7.1199212,6.3118052,6.481091,1259.8137,0
2000,223,Brazil,Brazil,5.9750676,5.3548698,6.1370621,6.6705685,5.5251102,5.9299998,4406.7134,0
2001,223,Brazil,Brazil,5.9745307,4.9387765,6.5815573,6.848536,4.9511385,5.8600001,4402.5112,0
2002,223,Brazil,Brazil,6.5964813,4.8666668,7.4676876,6.9702249,4.8794374,6.1599998,4458.334,0
2003,223,Brazil,Brazil,6.4366736,4.8666668,7.1427059,6.8556414,4.7425179,6.0102429,4450.9263,0
2004,223,Brazil,Brazil,6.4608507,4.4454947,7.6260118,6.9403811,4.6824083,6.0299168,4647.5273,0
2005,223,Brazil,Brazil,6.7275844,4.7650595,7.6419029,7.1347151,5.0541253,6.2679396,4739.3057,0
2006,223,Brazil,Brazil,6.4503045,4.7410717,7.7748775,7.370914,4.6764631,6.2074771,4874.6016,0
2007,223,Brazil,Brazil,6.226531,4.9310923,7.508357,7.2182336,4.8571038,6.1570916,5121.0288,0
2008,223,Brazil,Brazil,7.1765976,5.0810599,7.8651004,7.03829,4.8832035,6.4190955,5336.0791,0
2009,223,Brazil,Brazil,6.5842891,5.18643,7.9317451,6.969274,4.8915467,6.318325,5271.1382,0
2010,223,Brazil,Brazil,6.6277046,5.2444582,8.0003347,7.1153722,5.0580258,6.4190955,5618.3247,0
2011,223,Brazil,Brazil,7.3685298,5.3641276,8.2028732,7.0965533,5.0452609,6.6181059,5721.2896,0
2012,223,Brazil,Brazil,7.3134527,5.2984748,8.113904,7.0450482,5.5044894,6.6583991,5721.2256,0
2000,228,Chile,Chile,6.1243176,6.5251441,9.3027201,7.9016724,7.1945729,7.4099998,6551.5732,0
2001,228,Chile,Chile,7.1063433,6.1555181,9.4439344,8.7196617,6.4011579,7.5700002,6690.8857,0
2002,228,Chile,Chile,7.0929632,6.3666668,9.2285786,8.6957159,7.1121364,7.6999998,6757.9897,0
2003,228,Chile,Chile,7.2788916,6.452836,9.4277163,8.835577,7.4192991,7.891242,6948.0264,0
2004,228,Chile,Chile,7.3435383,6.1947708,9.5508518,8.6663647,6.9269476,7.751574,7289.1177,0
2005,228,Chile,Chile,7.4315352,6.6112361,9.3357754,8.629652,7.5264568,7.9211707,7614.522,0
2006,228,Chile,Chile,7.5032678,6.8146725,9.1385145,8.7528839,7.3521256,7.93121,7883.5469,0
2007,228,Chile,Chile,7.9468164,6.9370513,9.1487837,8.8339357,7.2887583,8.0516844,8164.9019,0
2008,228,Chile,Chile,7.7917132,7.004847,8.8221626,8.8621531,7.2184005,7.9613285,8382.3145,0
2009,228,Chile,Chile,7.654355,7.1232066,9.097764,8.4571533,7.0378814,7.8910522,8217.0596,0
2010,228,Chile,Chile,7.774559,7.032918,8.9422178,8.4163847,7.1216645,7.8810124,8610.0225,0
2011,228,Chile,Chile,7.9961934,7.0294385,8.8813286,8.3346033,7.5033875,7.9713683,9030.7354,0
2012,228,Chile,Chile,8.0029383,6.9601269,8.8708887,8.1952848,7.2432313,7.8709731,9447.0811,0
2000,233,Colombia,Colombia,4.6405377,3.5271981,6.3111835,6.9755554,6.0983624,5.5100002,3074.3176,0
2001,233,Colombia,Colombia,4.7802763,3.4447296,7.5669804,6.9432793,5.1459718,5.5799999,3074.9834,0
2002,233,Colombia,Colombia,4.7278695,3.3333333,7.3855052,6.3950448,6.0148387,5.5700002,3101.6868,0
2003,233,Colombia,Colombia,4.8543186,3.2130222,7.5391974,6.7432551,6.7298422,5.8227224,3172.7412,0
2004,233,Colombia,Colombia,5.2949491,3.349041,7.7034793,6.117557,6.5761542,5.8227224,3290.4275,0
2005,233,Colombia,Colombia,4.4455061,3.7234497,7.8122606,6.1397719,6.9447956,5.8423939,3392.9243,0
2006,233,Colombia,Colombia,4.9037342,3.7767198,7.8486428,6.3924842,6.7657666,5.9685583,3565.8865,0
2007,233,Colombia,Colombia,5.5659447,3.8103325,7.8521128,6.6297016,6.9213986,6.1820679,3755.6714,0
2008,233,Colombia,Colombia,5.7876143,3.6203015,7.8673363,6.2956581,6.9884157,6.1238379,3832.4951,0
2009,233,Colombia,Colombia,6.0231466,3.60094,8.1292467,6.5191436,7.0107837,6.2694125,3840.5447,0
2010,233,Colombia,Colombia,6.1299186,3.6701109,8.2028179,6.5643549,7.0234838,6.3276424,3937.8672,0
2011,233,Colombia,Colombia,6.2003126,3.5717542,8.1514349,6.8868904,7.1526799,6.405282,4142.9976,0
2012,233,Colombia,Colombia,6.0564871,3.5388424,8.1327133,6.9665298,7.2406735,6.395577,4252.3843,0
2000,238,Costa Rica,Costa Rica,7.1337953,6.8721132,7.8767319,8.653286,7.0344071,7.5100002,4158.436,0
2001,238,Costa Rica,Costa Rica,7.0238819,6.5062804,8.5161276,8.6007519,5.9537525,7.3200002,4115.332,0
2002,238,Costa Rica,Costa Rica,6.7220025,6.1333332,8.6508541,8.3601389,6.1838365,7.21,4151.6484,0
2003,238,Costa Rica,Costa Rica,7.0776596,6.6004848,8.7769489,8.496726,6.308414,7.4435635,4335.6694,0
2004,238,Costa Rica,Costa Rica,7.0471439,6.6163192,8.8854227,7.7016191,5.8059912,7.2021503,4440.3027,0
2005,238,Costa Rica,Costa Rica,8.5739298,7.2595778,8.7537889,7.8075829,6.0056925,7.6629281,4621.3643,0
2006,238,Costa Rica,Costa Rica,8.7556295,7.2068968,8.889102,8.1770525,6.2581372,7.8453784,4944.2856,0
2007,238,Costa Rica,Costa Rica,8.8040953,7.213769,7.5853214,8.265008,6.5569854,7.6730642,5252.0566,0
2008,238,Costa Rica,Costa Rica,8.1159239,7.1924677,7.411181,8.139287,6.4533587,7.450069,5312.8115,0
2009,238,Costa Rica,Costa Rica,7.9433861,7.1864886,7.8561945,8.0357895,6.4547462,7.4804773,5180.3179,0
2010,238,Costa Rica,Costa Rica,7.8512282,7.0154285,7.9951487,8.0310688,6.4351487,7.4602051,5357.4902,0
2011,238,Costa Rica,Costa Rica,7.827877,6.9809961,9.3520231,8.1205015,6.29671,7.7137427,5514.7734,0
2012,238,Costa Rica,Costa Rica,7.6155863,7.0834131,9.2899284,8.0534859,6.5055614,7.7036066,5716.0479,0
2000,243,Dominican Rep.,Dominican Rep.,8.8812838,4.6187248,6.8156323,6.4064379,7.083786,6.7600002,3300.5437,0
2001,243,Dominican Rep.,Dominican Rep.,8.349,3.8669591,7.994616,6.8789902,6.5366631,6.73,3308.3696,0
2002,243,Dominican Rep.,Dominican Rep.,7.5723357,4.2255611,8.1747513,6.8882504,6.5561123,6.6904116,3446.6094,0
2003,243,Dominican Rep.,Dominican Rep.,7.5187869,3.9679925,5.9429855,6.7071877,6.7712455,6.1926131,3386.314,0
2004,243,Dominican Rep.,Dominican Rep.,8.0871878,3.5485778,3.6843979,6.6130862,5.9749546,5.5911016,3380.0398,0
2005,243,Dominican Rep.,Dominican Rep.,8.4343281,4.4223561,5.8681402,6.801065,6.5869021,6.4234018,3639.3789,0
2006,243,Dominican Rep.,Dominican Rep.,7.7822008,4.4127121,5.5755625,7.1836109,6.6389599,6.3347354,3969.9956,0
2007,243,Dominican Rep.,Dominican Rep.,7.816844,4.3454475,5.9683442,7.3107738,6.6004701,6.4234018,4245.6392,0
2008,243,Dominican Rep.,Dominican Rep.,7.7056527,4.4303646,5.9116111,7.1527309,6.7163033,6.3938465,4406.8184,0
2009,243,Dominican Rep.,Dominican Rep.,8.1533117,4.4244671,8.1185398,7.0659781,6.2914042,6.8174758,4497.1938,0
2010,243,Dominican Republic,Dominican Rep.,8.1805172,4.2821264,9.2389784,7.1558208,6.1982851,7.0145125,4781.6665,0
2011,243,Dominican Republic,Dominican Rep.,8.2254782,4.2739015,9.3126459,7.1929164,6.4455695,7.084166,4931.6265,0
2012,243,Dominican Republic,Dominican Rep.,8.1593018,4.2680469,9.4188623,7.1378264,6.0328426,7.0053434,5059.0288,0
2000,248,Ecuador,Ecuador,8.9301949,3.2988527,4.9028811,7.3912864,4.5866408,5.8200002,2613.3472,0
2001,248,Ecuador,Ecuador,8.9936199,2.499239,4.7759423,7.4127107,4.3501616,5.6100001,2665.5901,0
2002,248,Ecuador,Ecuador,8.938611,2.9333334,6.0972733,7.0620084,6.0769262,6.2199998,2721.7314,0
2003,248,Ecuador,Ecuador,9.0037479,2.7536626,5.8174005,7.1709828,6.3241134,6.21,2743.2568,0
2004,248,Ecuador,Ecuador,8.1020775,2.6084483,4.1298513,7.1104121,5.3410573,5.4730539,2913.8091,0
2005,248,Ecuador,Ecuador,8.029438,3.0808589,4.7342844,7.146317,6.1691618,5.8548946,3012.7524,0
2006,248,Ecuador,Ecuador,8.0272322,3.1017177,5.0561519,7.0479221,6.3292303,5.9334841,3090.1594,0
2007,248,Ecuador,Ecuador,7.283546,3.1032796,5.041328,7.0806637,6.2237129,5.7664819,3103.6367,0
2008,248,Ecuador,Ecuador,6.2169375,3.2497697,6.104177,7.0347071,6.2354989,5.7959528,3245.4385,0
2009,248,Ecuador,Ecuador,6.1963496,3.2500432,6.35851,6.6451817,6.3508134,5.786129,3209.8508,0
2010,248,Ecuador,Ecuador,5.6279674,3.2639222,6.3791637,6.7763014,6.3086333,5.6977162,3247.4773,0
2011,248,Ecuador,Ecuador,5.4345846,3.269069,6.4987988,6.8883471,6.4531674,5.7471218,3432.4812,0
2012,248,Ecuador,Ecuador,5.3904672,3.6746387,6.5821586,7.0387449,6.6404586,5.9144182,3546.9348,0
2000,253,El Salvador,El Salvador,8.6748781,4.5135622,9.4161005,8.5144072,7.3148556,7.6900001,2554.0574,0
2001,253,El Salvador,El Salvador,8.6911764,4.3791337,9.5675907,8.3606005,7.2198496,7.6399999,2586.209,0
2002,253,El Salvador,El Salvador,8.7259569,4.3333335,9.5451031,8.1914864,7.0543871,7.5690718,2636.5952,0
2003,253,El Salvador,El Salvador,8.6747265,4.3050108,9.5911217,8.2323713,7.2412019,7.6099854,2687.8176,0
2004,253,El Salvador,El Salvador,9.1796112,4.2043748,9.6618252,7.994194,7.0483484,7.6200786,2728.0862,0
2005,253,El Salvador,El Salvador,8.5815344,4.3905191,9.6311111,7.9882689,7.7342849,7.6602898,2814.9351,0
2006,253,El Salvador,El Salvador,9.0853882,4.3897796,9.3737478,8.1380615,7.8112726,7.7525826,2913.4653,0
2007,253,El Salvador,El Salvador,9.2821102,4.181704,9.3517609,8.2417212,7.7348466,7.7525826,3012.3606,0
2008,253,El Salvador,El Salvador,8.7078037,4.2974291,9.2674742,8.2696962,8.278676,7.7525826,3036.4507,0
2009,253,El Salvador,El Salvador,8.5928402,4.0045733,9.2753754,7.9595604,7.7567286,7.5157838,2926.2346,0
2010,253,El Salvador,El Salvador,8.5800238,3.8362453,9.2522192,7.7907109,7.6106911,7.412828,2949.6138,0
2011,253,El Salvador,El Salvador,8.5256577,3.87918,9.1330872,7.6703553,7.6256728,7.3614635,2989.3984,0
2012,253,El Salvador,El Salvador,8.5408697,4.0108104,9.3123999,7.5031152,7.6590719,7.4026465,3018.7048,0
2000,258,Guatemala,Guatemala,8.5323496,3.1588809,7.640305,7.3826613,6.1547337,6.5700002,2092.2473,0
2001,258,Guatemala,Guatemala,8.4107227,2.8891094,9.0297308,7.1853251,5.5811348,6.6199999,2089.7944,0
2002,258,Guatemala,Guatemala,8.5215893,2.8767784,9.0556335,7.1427646,6.3754573,6.7986507,2117.6975,0
2003,258,Guatemala,Guatemala,8.5457869,3.1953297,9.179451,7.2221789,6.3882093,6.9078259,2117.8159,0
2004,258,Guatemala,Guatemala,8.4439192,3.3805854,9.2682085,7.0544834,6.0327349,6.8396249,2130.7031,0
2005,258,Guatemala,Guatemala,8.08078,4.6050558,9.1702499,7.1243963,6.5739441,7.150959,2146.179,0
2006,258,Guatemala,Guatemala,8.0905313,4.4578948,9.1713524,7.6883807,6.6662107,7.2599072,2206.5637,0
2007,258,Guatemala,Guatemala,8.0889244,4.3565559,9.2575674,7.7280989,6.7361002,7.279716,2288.8557,0
2008,258,Guatemala,Guatemala,8.105876,4.1652231,8.9277792,7.7175994,6.7049613,7.1707678,2306.7324,0
2009,258,Guatemala,Guatemala,8.0043116,3.9244769,9.4025831,7.7081709,6.5151272,7.1608634,2262.3943,0
2010,258,Guatemala,Guatemala,7.9979143,3.865983,9.3702583,7.5741191,6.5626521,7.1212459,2270.9895,0
2011,258,Guatemala,Guatemala,8.4961729,4.0708399,9.2964497,7.5940056,6.6357446,7.2600379,2306.5193,0
2012,258,Guatemala,Guatemala,7.7453351,4.3064075,9.3868599,7.6216416,6.9209991,7.2402287,2315.6785,0
2000,263,Haiti,Haiti,8.3404293,3.7752542,8.3748407,6.6666665,7.3175879,6.8899999,497.76965,0
2001,263,Haiti,Haiti,8.5126696,2.8019323,8.5391865,6,7.1651812,6.5999999,484.55756,0
2002,263,Haiti,Haiti,8.5766182,2.6759925,8.4901752,6.0698857,6.9743943,6.5585556,475.68689,0
2003,263,Haiti,Haiti,9.7330818,2.933665,6.8656678,6.9009109,6.8536429,6.6690369,470.16217,0
2004,263,Haiti,Haiti,9.934063,2.4955242,7.6512823,6.7865472,6.8023553,6.7501192,447.00964,0
2005,263,Haiti,Haiti,9.2026901,2.4582129,7.9945726,7.3280091,6.735209,6.7694054,448.58484,0
2006,263,Haiti,Haiti,8.7998219,2.9110293,8.2779484,7.3471527,6.2634659,6.7492585,452.44943,0
2007,263,Haiti,Haiti,8.7488689,2.3007975,8.5575171,7.5530286,6.3321929,6.7190375,461.42908,0
2008,263,Haiti,Haiti,8.8857164,2.4918535,8.1317959,7.8050261,6.9664531,6.8802142,459.31061,0
2009,263,Haiti,Haiti,8.7924242,2.3438537,8.6483994,7.7173462,7.2650256,6.9910226,466.38766,0
2010,263,Haiti,Haiti,8.7694159,2.0408599,8.0262756,7.7964039,6.7937732,6.6988907,435.27777,0
2011,263,Haiti,Haiti,8.9770126,2.0684671,8.0101194,7.8339586,7.2086854,6.8424983,453.3598,0
2012,263,Haiti,Haiti,8.8658047,2.2628574,8.3702097,8.0114498,7.2145619,6.9665313,459.69824,0
2000,268,Honduras,Honduras,8.1179113,3.5783007,8.217761,6.937995,6.5453858,6.6799998,1241.0372,0
2001,268,Honduras,Honduras,8.0262861,2.7910092,8.6666069,6.9577394,5.9288278,6.4699998,1248.9004,0
2002,268,Honduras,Honduras,8.2946701,3.1178627,9.0568027,6.8953915,6.2814002,6.7180829,1269.7041,0
2003,268,Honduras,Honduras,8.2521572,3.3294132,9.080986,7.0859494,6.1958833,6.7774472,1300.928,0
2004,268,Honduras,Honduras,8.3142252,3.447278,9.0669298,6.9163718,6.0582695,6.7482343,1354.569,0
2005,268,Honduras,Honduras,8.4552822,3.7022545,8.8470259,6.9252601,6.4132032,6.8644161,1408.1301,0
2006,268,Honduras,Honduras,8.9377604,4.320374,8.936656,7.0800385,6.7120485,7.1945295,1471.0466,0
2007,268,Honduras,Honduras,8.7102528,4.5313501,8.9522552,7.1556735,6.7879972,7.2236571,1531.3954,0
2008,268,Honduras,Honduras,8.8676472,4.243083,8.8817177,7.0579653,6.6329789,7.1362743,1564.8223,0
2009,268,Honduras,Honduras,8.1132355,4.1225095,9.235981,6.9962521,6.356143,6.9615083,1501.2592,0
2010,268,Honduras,Honduras,8.2102938,4.3002648,9.3514528,6.9171,6.3779135,7.0294728,1512.2408,0
2011,268,Honduras,Honduras,8.2794113,4.0904937,9.2950678,6.9786067,6.4554148,7.0002275,1535.6987,0
2012,268,Honduras,Honduras,8.8088236,3.6337867,9.38834,6.8804259,6.4747643,7.0196185,1557.5676,0
2000,273,Mexico,Mexico,7.1434693,4.2469087,6.8533807,7.4715018,6.5008378,6.4400001,7459.2148,0
2001,273,Mexico,Mexico,7.3775682,3.6359806,7.3759966,7.318584,5.8443446,6.3099999,7343.8403,0
