date	f3	f5	f10	t10	cds	imvol	mexembig	embig	spread	policy	vix	mxnspot	mxn1m	mxn3m	mxn1yr	move	fedeffect
5/26/2008	7.875	7.973	8.079	3.8425	77.1	6.285				7.51		10.394	10.442488		10.895175		
5/27/2008	7.864	7.968	8.13	3.9188	80.5	6.225	157	281.207	-124.207	7.51	19.64	10.3782	10.424385		10.87488	121.1	2.23
5/28/2008	7.881	7.992	8.159	4.0033	81.2	6.095	161	277.222	-116.222	7.51	19.07	10.329	10.373385		10.820844	126.6	2.08
5/29/2008	7.865	7.974	8.138	4.075	78.3	6.005	162	271.96	-109.96	7.51	18.14	10.3288	10.371374		10.811608	131.6	2.01
5/30/2008			8.138	4.0595	77	5.905	158	269.638	-111.638	7.52	17.83	10.33	10.3707		10.8165	130.2	1.98
6/2/2008	7.901	8.024	8.226	3.9571	81.2	5.84	161	274.73	-113.73	7.51	19.83	10.3372	10.381038		10.8312	130.5	2.06
6/3/2008	7.932	8.067	8.265	3.8939	81	5.805	158	281.081	-123.081	7.51	20.24	10.3128	10.35658		10.8113	132.7	1.95
6/4/2008	7.934	8.064	8.262	3.9764	82.2	5.81	153	276.513	-123.513	7.51	20.8	10.3131	10.354909		10.809105	131.9	1.98
6/5/2008	7.945	8.08	8.312	4.0383	80.5	5.455	152	271.963	-119.963	7.51	18.63	10.2971	10.338754		10.789109	133.8	1.98
6/6/2008			8.312	3.9092	86.2	5.6	159	281.393	-122.393	7.51	23.56	10.3663	10.408108		10.8713	139.6	2.01
6/9/2008	8.053	8.201	8.506	3.9977	85.4	5.685	163	284.04	-121.04	7.51	23.12	10.3527	10.394844		10.8457	151	2.02
6/10/2008	8.158	8.31	8.628	4.1027	87.4	5.725	153	270.602	-117.602	7.51	23.18	10.4248	10.4693		10.907402	149.6	1.96
6/11/2008	8.219	8.421	8.69	4.0735	88.9	5.82	158	274.75	-116.75	7.51	24.12	10.4392	10.483143		10.938082	144.6	1.95
6/12/2008	8.341	8.567	8.871	4.2108	88.7	5.72	156	269.154	-113.154	7.51	23.33	10.372	10.4147		10.869	148.9	2.01
6/13/2008			8.871	4.2565	89.7	5.68	154	267.919	-113.919	7.52	21.22	10.3591	10.401978		10.854809	153.7	2.02
6/16/2008			8.871	4.2666	88.8	5.66	154	270.586	-116.586	7.52	20.95	10.319	10.3621		10.811	143.5	2.06
6/17/2008	8.271	8.505	8.784	4.1973	87	5.59	151	271.746	-120.746	7.53	21.13	10.3119	10.3581		10.8069	142.2	1.87
6/18/2008	8.213	8.44	8.771	4.1363	90.6	5.57	156	277.736	-121.736	7.54	22.24	10.3065	10.351142		10.799211	140.4	1.84
6/19/2008	8.212	8.455	8.859	4.2073	90	5.655	153	276.031	-123.031	7.53	21.58	10.3071	10.3501		10.7956	136.8	1.94
6/20/2008			8.859	4.1641	93.5	5.375	160	285.026	-125.026	7.76	22.87	10.2715	10.315973		10.77308	137.8	1.99
6/23/2008	8.373	8.61	8.953	4.1641	93	5.73	159	283.899	-124.899	7.75	22.64	10.3253	10.3708		10.8288	136.7	1.98
6/24/2008	8.53	8.758	9.06	4.0818	96.8	5.73	167	292.188	-125.188	7.76	22.42	10.2908	10.339508		10.815258	134.8	1.93
6/25/2008	8.602	8.842	9.127	4.0994	96.5	5.705	170	295.375	-125.375	7.75	21.14	10.2675	10.314602		10.794872	129.8	1.97
6/26/2008	8.545	8.792	9.065	4.033	106.7	5.71	182	309.849	-127.849	7.76	23.93	10.2966	10.343397		10.8341	133.7	2.05
6/27/2008			9.065	3.9652	112.6	5.54	190	317.532	-127.532	7.76	23.44	10.2932	10.340731		10.836716	132.5	1.99
6/30/2008	8.579	8.863	9.239	3.969	115.7	5.713	194	318.294	-124.294	7.78	23.95	10.3098	10.3572		10.8483	126	2.47
7/1/2008	8.563	8.841	9.196	4.002	123	6.258	197	322.477	-125.477	7.76	23.65	10.3688	10.414005		10.900603	128.5	2.11
7/2/2008	8.533	8.83	9.152	3.9575	125.8	6.075	199	325.046	-126.046	7.76	25.92	10.3921	10.436677		10.925166	133.1	1.95
7/3/2008	8.539	8.831	9.154	3.975	125.6	6.03	201	325.677	-124.677	7.76	24.78	10.3538	10.396841		10.8873	125.1	1.92
7/4/2008			9.154	3.975	124.9	6.088				7.76		10.3348	10.377255		10.863806		
7/7/2008	8.587	8.896	9.28	3.8995	122.4	6.017	207	328.454	-121.454	7.76	25.78	10.3347	10.380614		10.8697	123	1.99
7/8/2008	8.612	8.885	9.268	3.8822	120.5	5.695	212	333.241	-121.241	7.76	23.15	10.3155	10.36		10.849	118.9	1.97
7/9/2008	8.567	8.807	9.177	3.8112	117.5	5.543	212	333.923	-121.923	7.76	25.23	10.3044	10.347238		10.8359	116.1	1.99
7/10/2008	8.544	8.775	9.132	3.7959	116.8	5.5	210	336.189	-126.189	7.75	25.59	10.3023	10.348316	10.4333	10.8348	118.7	2.01
7/11/2008			9.132	3.9576	115.8	5.382	201	327.089	-126.089	7.76	27.49	10.2904	10.334632	10.4204	10.816101	129.2	1.97
7/14/2008	8.605	8.855	9.256	3.8553	115.5	5.417	206	331.484	-125.484	7.76	28.48	10.3013	10.348996	10.434275	10.838006	126	2.06
7/15/2008	8.598	8.845	9.236	3.8188	117.8	5.235	209	336.928	-127.928	7.76	28.54	10.2963	10.343175	10.4303	10.832903	126	2.16
7/16/2008	8.515	8.765	9.113	3.9344	112.7	5.247	199	328.488	-129.488	7.76	25.1	10.2276	10.272236	10.3631	10.75454	123.4	1.95
7/17/2008	8.452	8.709	8.976	3.9907	107.8	5.37	190	316.573	-126.573	7.78	25.01	10.2355	10.281	10.369322	10.755511	129.4	2.03
7/18/2008	8.506	8.792	9.05	4.0828	105	5.318	192	312.498	-120.498	8.01	24.05	10.1774	10.2239	10.3144	10.705082	131	1.96
7/21/2008	8.587	8.885	9.13	4.0416	101.9	5.773	192	310.834	-118.834	8	23.05	10.1284	10.17855	10.267035	10.657813	131.1	1.98
7/22/2008	8.524	8.921	9.027	4.0987	103.2	6.295	191	308.896	-117.896	7.98	21.18	10.0365	10.08575	10.1744	10.555132	124.9	1.97
7/23/2008	8.478	8.861	8.934	4.1165	97.2	6.783	187	301.997	-114.997	8	21.31	10.0084	10.055862	10.1494	10.526741	123.7	2.04
7/24/2008	8.483	8.833	8.876	3.9968	104.7	6.725	196	313.84	-117.84	7.99	23.44	10.0335	10.081112	10.173728	10.570206	123.8	2.06
7/25/2008	8.473	8.773	8.851	4.0969	102.9	6.735	187	306.294	-119.294	8	22.91	10.0988	10.145317	10.239896	10.636493	123.4	2.13
7/28/2008	8.446	8.708	8.731	4.0008	105	6.585	194	314.1	-120.1	8	24.23	10.054	10.09613	10.178105	10.5895	122.7	2
7/29/2008	8.438	8.747	8.806	4.038	102.7	6.507	192	310.731	-118.731	8	22.03	10.0521	10.092889	10.175941	10.5856	121.3	2.05
7/30/2008	8.463	8.754	8.858	4.0439	101.3	6.485	191	308.681	-117.681	8	21.21	10.0199	10.067487	10.163005	10.563347	133.8	2.03
7/31/2008	8.503	8.845	8.946	3.9462	105.8	6.398	192	316.308	-124.308	8.05	22.94	10.0368	10.08305	10.178152	10.590221	131.7	2.09
8/1/2008	8.498	8.858	8.93	3.9307	107.3	6.7	194	319.677	-125.677	8	22.57	9.9357	9.981554	10.07645	10.479674	118.3	2.04
8/4/2008	8.442	8.81	8.832	3.9619	109.9	6.783	190	318.626	-128.626	8	23.49	9.8581	9.9062	9.995854	10.392078	117.2	1.97
8/5/2008	8.46	8.771	8.79	4.0167	106	6.7	183	315.472	-132.472	8	21.14	9.9128	9.960524	10.05405	10.450538	110.3	1.97
8/6/2008	8.471	8.745	8.744	4.0501	104.8	6.47	181	311.505	-130.505	8	20.23	9.9459	9.992672	10.08865	10.490261	112.3	2.01
8/7/2008	8.475	8.734	8.741	3.92	107.6	6.498	187	322.443	-135.443	7.99	21.15	10.014	10.062359	10.157316	10.560659	118.8	1.96
8/8/2008	8.479	8.742	8.764	3.9276	111.2	6.922	191	326.24	-135.24	8	20.66	10.1568	10.2068	10.300699	10.721507	109.1	2.01
8/11/2008	8.478	8.718	8.749	3.9904	107	7.185	188	319.774	-131.774	8	20.12	10.1824	10.235766	10.32915	10.739117	107.4	1.99
8/12/2008	8.489	8.712	8.772	3.8954	108	7.17	195	325.376	-130.376	8	21.17	10.1605	10.213727	10.307882	10.723905	110.9	1.95
8/13/2008	8.485	8.711	8.77	3.9314	109.2	7.148	196	323.925	-127.925	8	21.55	10.1583	10.209688	10.31105	10.727486	112.3	1.98
8/14/2008	8.466	8.686	8.743	3.886	108.8	6.667	199	326.948	-127.948	8	20.34	10.1684	10.219646	10.317474	10.735642	111.8	2.09
8/15/2008	8.374	8.582	8.615	3.8349	110	6.727	203	330.658	-127.658	8.25	19.58	10.1866	10.238557	10.335336	10.743644	112.1	2.08
8/18/2008	8.355	8.53	8.549	3.8104	115.2	6.693	206	334.201	-128.201	8.25	20.98	10.175	10.231	10.326	10.7295	112.8	1.91
8/19/2008	8.375	8.572	8.592	3.8292	118.3	6.695	205	332.862	-127.862	8.26	21.28	10.1325	10.1875	10.284	10.6945	110.1	1.94
8/20/2008	8.356	8.542	8.542	3.8009	118	6.625	208	337.245	-129.245	8.26	20.42	10.1416	10.194361	10.295421	10.717535	110.7	1.98
8/21/2008	8.353	8.526	8.541	3.8291	118.9	6.27	206	334.612	-128.612	8.25	19.82	10.0931	10.145535	10.245601	10.668742	109.4	2.01
8/22/2008	8.355	8.524	8.532	3.8704	116	6.11	206	332.293	-126.293	8.24	18.81	10.145	10.196565	10.296716	10.720132	109.8	2.02
8/25/2008	8.353	8.521	8.529	3.7837	118.8	6.3	211	338.729	-127.729	8.24	20.97	10.1397	10.194101	10.292313	10.718879	109.6	2.01
8/26/2008	8.357	8.529	8.557	3.7743	120.4	6.392	210	339.98	-129.98	8.25	20.49	10.1583	10.211492	10.308594	10.737478	108.2	1.88
8/27/2008	8.345	8.518	8.539	3.763	120.2	6.26	212	340.433	-128.433	8.25	19.76	10.1455	10.196832	10.293577	10.727898	104.1	1.98
8/28/2008	8.302	8.431	8.468	3.7779	118.4	6.302	209	336.715	-127.715	8.26	19.43	10.2525	10.298963	10.39483	10.814996	103	1.99
8/29/2008	8.273	8.389	8.449	3.8116	117.8	6.752	207	331.359	-124.359	8.28	20.65	10.287	10.332788	10.426505	10.847922	103	1.94
9/1/2008	8.269	8.384	8.472	3.8115	117.8	6.81				8.25		10.3361	10.3821	10.47535	10.8906		
9/2/2008	8.225	8.347	8.378	3.7326	118.3	7.315	211	338.19	-127.19	8.25	21.99	10.3615	10.410568	10.501968	10.926588	102.4	1.96
9/3/2008	8.214	8.351	8.385	3.699	122	7.455	212	344.177	-132.177	8.25	21.43	10.3952	10.443146	10.53596	10.961881	105.9	2.01
9/4/2008	8.235	8.378	8.439	3.6227	130	8.372	216	350.534	-134.534	8.26	24.03	10.5225	10.568947	10.663778	11.09536	115.2	1.99
9/5/2008	8.23	8.38	8.413	3.6986	133	8.083	218	354.507	-136.507	8.25	23.06	10.4618	10.508565	10.601927	11.026673	111.8	1.97
9/8/2008	8.241	8.385	8.425	3.6743	129	8.163	211	344.744	-133.744	8.25	22.64	10.4986	10.5461	10.6401	11.0621	116.3	1.92
9/9/2008	8.274	8.419	8.484	3.5668	137.8	8.47	222	357.959	-135.959	8.25	25.47	10.5639	10.6159	10.7069	11.1324	123.8	1.96
9/10/2008	8.3	8.444	8.512	3.6295	135.3	8.368	225	359.274	-134.274	8.26	24.52	10.6125	10.662487	10.760051	11.191374	123.7	2.12
9/11/2008	8.286	8.464	8.507	3.6425	137.9	8.64	226	363.524	-137.524	8.26	24.39	10.6115	10.659519	10.75533	11.194968	126.1	2
9/12/2008	8.257	8.444	8.479	3.7187	134.1	8.182	222	363.69	-141.69	8.26	25.66	10.5945	10.643475	10.737886	11.175991	125.4	2.1
9/15/2008	8.2	8.445	8.486	3.3868	161	8.837	258	404.288	-146.288	8.27	31.7	10.7425	10.788492	10.884581	11.324246	160.3	2.64
9/16/2008			8.486	3.4357	212.6	9.382	280	437.108	-157.108		30.3	10.7188	10.761317	10.858871	11.293518	168.4	1.98
9/17/2008	8.252	8.564	8.689	3.4137	189.2	10.283	289	454.11	-165.11	8.26	36.22	10.8387	10.874409	10.972136	11.394772	162	2.8
9/18/2008	8.317	8.66	8.792	3.5437	168.5	10.13	287	444.55	-157.55	8.27	33.1	10.7473	10.779513	10.871659	11.294859	163.5	2.16
9/19/2008	8.183	8.498	8.542	3.8105	134.7	9.743	241	387.413	-146.413	8.26	32.07	10.6585	10.698573	10.789377	11.198907	162.3	1.48
9/22/2008	8.127	8.449	8.533	3.8351	133.2	9.628	232	379.535	-147.535	8.25	33.85	10.6284	10.665747	10.767578	11.171226	158.1	1.51
9/23/2008	8.118	8.445	8.558	3.7991	139.6	9.818	244	394.485	-150.485	8.25	35.72	10.7705	10.81344	10.897167	11.294807	159.5	1.46
9/24/2008	8.088	8.434	8.509	3.8104	136.1	10.022	256	405.534	-149.534	8.25	35.19	10.8491	10.888626	10.966566	11.355613	163.8	1.19
9/25/2008	8.013	8.354	8.402	3.854	133.5	9.62	243	404.009	-161.009	8.26	32.82	10.7125	10.753114	10.834648	11.216523	176.3	1.23
9/26/2008	7.983	8.336	8.394	3.852	134.8	10.26	255	415.087	-160.087	8.25	34.74	10.7874	10.831121	10.91769	11.305106	183.6	1.08
9/29/2008	8.032	8.393	8.477	3.5776	157.8	12.167	283	446.323	-163.323	8.26	46.72	11.032	11.079848	11.164165	11.569567	201	1.56
9/30/2008	8.001	8.353	8.417	3.8234	147	12.642	275	448.861	-173.861	8.27	39.39	10.9378	10.981802	11.06459	11.445829	208.5	2.03
10/1/2008	7.954	8.264	8.325	3.7382	149.2	12.952	275	455.685	-180.685	8.25	39.81	10.9601	11.003648	11.089508	11.473975	200.5	1.15
10/2/2008	7.942	8.238	8.328	3.6276	176	15.24	288	470.559	-182.559	8.25	45.26	11.1956	11.24987	11.333435	11.727616	206.7	0.67
10/3/2008	7.922	8.222	8.371	3.6031	166.8	15.89	284	472.723	-188.723	8.25	45.14	11.2554	11.310781	11.391864	11.78673	204.8	1.1
10/6/2008	7.949	8.257	8.483	3.4532	222	24.155	342	534.353	-192.353	8.23	52.05	11.805	11.867	11.9465	12.376	217.3	1.96
10/7/2008	7.939	8.269	8.522	3.5028	213.8	39.897	341	540.426	-199.426	8.23	53.68	12.3146	12.376281	12.461419	12.914334	221.1	2.97
10/8/2008	7.939	8.293	8.543	3.6401	249.2	56.665	370	563.012	-193.012	8.17	57.53	12.3225	12.3795	12.45775	12.891198	239.8	2.24
10/9/2008	7.899	8.312	8.583	3.785	263.6	57.35	400	580.571	-180.571	8.12	63.92	13.2194	13.26835	13.360438	13.8019	250.1	1.4
10/10/2008	8.009	8.451	8.997	3.8705	390	71.43	447	668.243	-221.243	8.07	69.95	13.093	13.148456	13.245775	13.723	264.6	0.79
10/13/2008	7.975	8.444	8.778	3.978	390	57.05				8.11	54.99	12.2503	12.313526	12.395055	12.841027		
10/14/2008	7.965	8.427	8.762	4.0772	256.1	45.03	380	581.944	-201.944	8.14	55.13	12.3135	12.386586	12.486867	12.95165	230.4	1.1
10/15/2008	8.061	8.507	8.952	3.9453	314.4	54.4	410	610.66	-200.66	8.07	69.25	13.145	13.274232	13.407623	13.866098	220.5	1.04
10/16/2008	8.133	8.634	9.226	3.9569	326.1	57.365	449	652.825	-203.825	7.89	67.61	12.8343	13.007009	13.127893	13.615648	218.9	0.83
10/17/2008	8.121	8.622	9.221	3.9299	316.3	49.32	451	661.015	-210.015	7.63	70.33	12.876	12.992314	13.106643	13.6437	207.3	0.6
10/20/2008	8.156	8.732	9.522	3.8416	317.1	48.685	477	679.383	-202.383	7.69	52.97	12.9901	13.125032	13.250507	13.826151	191.6	0.7
10/21/2008	8.283	9.059	9.843	3.7388	344.2	55.485	521	721.568	-200.568	8.06	53.11	13.2366	13.3986	13.528142	14.1366	192.9	0.67
10/22/2008	8.509	9.506	10.68	3.594	555	66.06	596	819.398	-223.398	7.84	69.65	13.879	14.054	14.249	14.904	203.8	0.81
10/23/2008	8.705	9.726	10.921	3.6745	606.7	69.22	627	870.507	-243.507	7.6	67.8	13.417	13.5895	13.787	14.487	229.7	0.93
10/24/2008	9.019	9.899	11.378	3.6856	577.2	61.24	617	901.284	-284.284	7.43	79.13	13.3842	13.5542	13.7692	14.4942	239.4	0.95
10/27/2008	8.867	9.759	10.323	3.6874	515	57.08	581	888.205	-307.205	7.72	80.06	13.5222	13.690406	13.8972	14.571143	237	0.92
10/28/2008	8.558	9.381	9.418	3.8336	465.2	51.605	501	843.325	-342.325	8.01	66.96	13.0405	13.1685	13.3455	14.027087	229.9	0.67
10/29/2008	8.319	9.089	9.23	3.8546	399.2	48.615	437	802.446	-365.446	8	69.96	12.9119	13.040044	13.214693	13.864021	217.2	0.36
10/30/2008	8.157	8.857	8.802	3.9645	347.1	38.68	408	749.609	-341.609	7.9	62.9	12.584	12.703824	12.889851	13.500468	209.4	0.3
10/31/2008	8.153	8.813	8.91	3.953	315.8	34.14	390	712.752	-322.752	8.12	59.89	12.8259	12.946448	13.130338	13.753286	207.2	0.22
11/3/2008	8.137	8.802	8.96	3.9141	300.8	35.34	392	693.651	-301.651	7.93	53.68	12.7775	12.863592	13.0525	13.673148	204.6	0.23
11/4/2008	8.092	8.769	8.839	3.7247	268.5	33.08	399	639.843	-240.843	7.99	47.73	12.4825	12.567511	12.720139	13.338141	203	0.23
11/5/2008	8.166	8.843	8.934	3.7019	294.7	35.885	427	670.372	-243.372	7.98	54.56	12.7512	12.834332	12.9927	13.601199	217.5	0.23
11/6/2008	8.218	8.842	8.986	3.6886	322.7	40.38	431	682.226	-251.226	7.98	63.68	13.0471	13.147756	13.322128	13.939072	189	0.23
11/7/2008	8.169	8.814	8.967	3.7929	302	37.72	422	678.435	-256.435	8.05	56.1	12.8018	12.893261	13.062646	13.688686	178.1	0.27
11/10/2008	8.158	8.821	8.986	3.7432	296	36.94	413	662.693	-249.693	8.06	59.98	12.8222	12.909682	13.069622	13.692243	173.2	0.29
11/11/2008	8.191	8.932	9.116	3.7432	296	38.895				8.1	61.44	12.9663	13.06078	13.220186	13.828657	173.2	
11/12/2008	8.279	9.181	9.467	3.6466	351.7	40.36	444	715.094	-271.094	8.15	66.46	13.0499	13.156391	13.343584	13.966491	173.2	0.35
11/13/2008	8.449	9.332	9.701	3.8525	355.1	40.66	445	733.23	-288.23	8.19	59.83	12.9227	13.027308	13.204726	13.831916	181.4	0.35
11/14/2008	8.489	9.342	9.732	3.7349	344.4	38.76	446	734.118	-288.118	8.2	66.31	13.0613	13.17805	13.356692	13.987298	189.5	0.34
11/17/2008			9.732	3.6484	353	38.685	449	738.059	-289.059		69.15	13.1802	13.2877	13.4912	14.1522	188.4	0.37
11/18/2008	8.54	9.404	9.837	3.5293	363.7	39.015	471	761.052	-290.052	8.22	67.64	13.141	13.266335	13.466229	14.133688	191.6	0.38
11/19/2008	8.493	9.391	9.731	3.3205	398.7	38.62	501	784.178	-283.178	8.23	74.26	13.5138	13.634858	13.860364	14.55748	192	0.38
11/20/2008	8.514	9.435	9.812	3.0131	438.3	50.225	537	822.603	-285.603	8.23	80.86	13.9	14.031478	14.285	15.081678	211.6	0.49
11/21/2008	8.492	9.408	9.735	3.1974	431.6	54.235	538	818.747	-280.747	8.18	72.67	13.72	13.863548	14.13	14.918243	212.9	0.57
11/24/2008	8.403	9.359	9.471	3.3236	382.5	46.83	494	785.284	-291.284	8.17	64.7	13.4013	13.53105	13.784468	14.535309	189	0.62
11/25/2008	8.342	9.257	9.323	3.1078	339	44.125	482	768.448	-286.448	8.17	60.9	13.2328	13.378457	13.622319	14.350541	206.2	0.59
11/26/2008	8.281	9.188	9.24	2.9784	328.1	42.22	481	772.663	-291.663	8.19	54.92	13.25	13.383843	13.607602	14.338404	213.9	0.53
11/27/2008	8.211	9.081	9.111	2.9778	332.5	42.075				8.16		13.204	13.337819	13.559849	14.29536		
11/28/2008	8.174	9.001	9.137	2.92	320	39.515	482	768.889	-286.889	8.2	55.28	13.4647	13.595548	13.822985	14.578881	214	0.52
12/1/2008	8.115	8.919	9.053	2.7309	358.4	42.225	518	798.704	-280.704	8.2	68.51	13.6477	13.787154	14.005906	14.751663	213.3	0.52
12/2/2008	8.059	8.796	8.943	2.6724	341	42.11	515	808.994	-293.994	8.18	62.98	13.565	13.669316	13.856368	14.525224	216.6	0.47
12/3/2008	7.993	8.709	8.904	2.6585	348.2	41.79	496	808.639	-312.639	8.17	60.72	13.6007	13.708827	13.9082	14.59198	214.7	0.36
12/4/2008	7.969	8.651	8.842	2.5513	391.2	40.135	511	815.26	-304.26	8.2	63.64	13.595	13.712976	13.901396	14.578875	216.9	0.2
12/5/2008	7.877	8.518	8.638	2.7037	409.4	43.915	498	811.958	-313.958	8.22	59.93	13.5968	13.721202	13.914035	14.592047	216.4	0.12
12/8/2008	7.813	8.355	8.476	2.7378	367.7	42.41	465	797.766	-332.766	8.24	58.49	13.4337	13.5637	13.7487	14.4012	213.4	0.12
12/9/2008	7.748	8.364	8.472	2.6399	375	41.31	465	794.068	-329.068	8.24	58.91	13.569	13.691914	13.880615	14.537182	214.7	0.13
12/10/2008	7.733	8.299	8.406	2.6824	364.6	37.765	462	784.116	-322.116	8.26	55.73	13.3957	13.515996	13.715676	14.372325	218.9	0.11
12/11/2008	7.677	8.188	8.296	2.6019	354.3	36.265	461	779.464	-318.464	8.25	55.78	13.2694	13.38703	13.582783	14.242208	223.4	0.14
12/12/2008			8.296	2.5705	380.6	35.395	467	788.495	-321.495		54.28	13.632	13.751639	13.946489	14.621822	222.7	0.15
12/15/2008	7.611	8.084	8.245	2.5127	386.7	36.775	473	796.129	-323.129	8.27	56.76	13.3474	13.480433	13.660255	14.324115	214.5	0.18
12/16/2008	7.505	7.989	8.126	2.2558	375.1	35.775	476	804.115	-328.115	8.3	52.37	13.0513	13.188976	13.370549	14.027225	194.9	0.17
12/17/2008	7.371	7.739	7.792	2.1915	330	33.905	448	776.229	-328.229	8.31	49.84	13.1491	13.285578	13.482615	14.18258	182.1	0.12
12/18/2008	7.331	7.699	7.849	2.0788	305.8	32.995	446	770.912	-324.912	8.32	47.34	13.1625	13.300507	13.517534	14.177771	194.6	0.11
12/19/2008	7.355	7.748	7.924	2.1231	305.5	31.66	437	763.455	-326.455	8.3	44.93	13.1465	13.289792	13.502302	14.160657	195.8	0.11
12/22/2008	7.358	7.764	7.966	2.17	300	31.66	437	760.793	-323.793	8.31	44.56	13.1825	13.3425	13.5475	14.19	194.6	0.11
12/23/2008	7.457	7.796	8.009	2.1729	298.8	31.17	432	751.264	-319.264	8.31	45.02	13.3269	13.481214	13.685333	14.341951	193.8	0.11
12/24/2008	7.475	7.787	7.997	2.182	298.2	30.92	431	749.624	-318.624	8.31	44.21	13.2945	13.446689	13.651777	14.296404	193.8	0.11
12/25/2008			7.997	2.1809	298.2	30.84						13.3495	13.501689	13.706777	14.351479		
12/26/2008	7.476	7.753	7.995	2.1318	298.2	30.99	431	749.651	-318.651	8.3	43.38	13.44	13.586173	13.7925	14.447728	193.5	0.09
12/29/2008	7.488	7.783	8.018	2.0989	298.2	31.66	439	756.246	-317.246	8.33	43.9	13.7387	13.906014	14.098801	14.769404	192.1	0.1
12/30/2008	7.487	7.776	7.983	2.053	299.6	32.83	435	750.311	-315.311	8.33	41.63	13.7613	13.915509	14.116462	14.785863	192.6	0.09
12/31/2008	7.475	7.757	7.96	2.2123	291.8	32.17	434	748.258	-314.258	8.34	40	13.6733	13.81718	14.020787	14.680294	190	0.14
1/1/2009			7.96	2.2123	291.8	32.34						13.7147	13.858991	14.062874	14.723399		
1/2/2009	7.445	7.708	7.892	2.3688	293.7	32.345	411	725.063	-314.063	8.3	39.19	13.7603	13.906182	14.110329	14.780901	183.1	0.08
1/5/2009	7.371	7.584	7.708	2.4812	280	31.68	390	709.25	-319.25	8.3	39.08	13.445	13.575243	13.762749	14.38696	171	0.11
1/6/2009	7.352	7.615	7.716	2.4454	278.2	29.2	385	694.654	-309.654	8.29	38.56	13.3803	13.502517	13.685639	14.32296	160.4	0.09
1/7/2009	7.346	7.576	7.67	2.4942	295	29.34	394	696.309	-302.309	8.3	43.39	13.4514	13.556204	13.746679	14.394318	151.7	0.11
1/8/2009	7.338	7.547	7.627	2.4398	305.6	29.97	412	711.017	-299.017	8.3	42.56	13.6773	13.781495	13.9573	14.616854	149.9	0.1
1/9/2009	7.212	7.394	7.441	2.39	295.5	30.275	410	708.851	-298.851	8.29	42.82	13.62	13.716228	13.877066	14.518531	138	0.09
1/12/2009	7.09	7.358	7.467	2.3044	310	30.385	421	719.834	-298.834	8.31	45.84	13.7718	13.879996	14.036794	14.69894	134.8	0.1
1/13/2009	7.05	7.362	7.494	2.2924	310.3	30.34	422	722.514	-300.514	8.31	43.27	13.819	13.933969	14.085096	14.73811	119.5	0.1
1/14/2009	7.006	7.332	7.529	2.1993	330.8	33.01	437	737.387	-300.387	8.3	49.14	14.1128	14.223933	14.398534	15.046271	119.4	0.15
1/15/2009	6.943	7.277	7.516	2.2055	337.4	34.84	445	745.35	-300.35	8.31	51	13.9493	14.05098	14.213386	14.852645	129.5	0.18
1/16/2009	6.842	7.186	7.487	2.3187	324.4	31.88	441	729.159	-288.159	7.79	46.11	13.9125	14.01838	14.174055	14.808614	126.9	0.19
1/19/2009	6.843	7.164	7.461	2.3184	324.3	31.99				7.79		13.8733	13.980089	14.133349	14.773666		
1/20/2009	6.91	7.189	7.534	2.3771	360.1	32.425	454	735.412	-281.412	7.81	56.65	14.0233	14.132891	14.295705	14.932344	136.5	0.2
1/21/2009	6.872	7.156	7.465	2.536	344.4	31.535	437	725.668	-288.668	7.8	46.42	13.7544	13.855132	14.0179	14.602364	151	0.23
1/22/2009	6.819	7.091	7.361	2.5922	354.7	30.99	432	719.377	-287.377	7.8	47.29	14.0647	14.164367	14.32845	14.90229	153.1	0.21
1/23/2009	6.808	7.101	7.397	2.6172	346.6	30.757	431	718.602	-287.602	7.73	47.27	14.0285	14.12541	14.279734	14.851105	155.3	0.18
1/26/2009			7.397	2.6411	329.4	28.355	425	706.952	-281.952	7.75	45.69	14.073	14.177696	14.321237	14.908957	145.3	0.19
1/27/2009	6.83	7.237	7.512	2.5274	335.9	27.05	438	709.284	-271.284	7.76	42.25	14.2431	14.343869	14.494463	15.090972	141.2	0.18
1/28/2009	6.854	7.292	7.616	2.6665	330.6	27.255	424	687.545	-263.545	7.76	39.66	14.0218	14.115305	14.271376	14.869403	136.7	0.19
1/29/2009	6.887	7.351	7.674	2.8586	343.3	27.76	419	681.438	-262.438	7.76	42.63	14.1848	14.269375	14.4373	15.027591	147.8	0.23
1/30/2009	6.945	7.409	7.778	2.8403	356.1	28.662	411	677.221	-266.221	7.76	44.84	14.3333	14.421903	14.58679	15.17324	162.9	0.23
2/2/2009			7.778	2.7226	363.4	29.817	431	692.363	-261.363		45.52	14.4162	14.5082	14.6737	15.2722	163.4	0.24
2/3/2009	7.017	7.491	7.925	2.884	368.8	29.962	426	682.805	-256.805	7.77	43.06	14.5708	14.662987	14.825944	15.432518	161.2	0.24
2/4/2009	7.059	7.573	7.972	2.9353	385.8	31.468	436	681.322	-245.322	7.76	43.85	14.4396	14.534192	14.697068	15.290755	172.5	0.24
2/5/2009	7.024	7.547	7.894	2.912	389.9	29.167	432	687.938	-255.938	7.77	43.73	14.344	14.430775	14.59857	15.198657	173.7	0.23
2/6/2009	7.041	7.54	7.929	2.9917	369.8	25.923	405	676.319	-271.319	7.75	43.37	14.1986	14.28679	14.4586	15.071084	182.1	0.23
