date	f3	f5	f10	t10	cds	imvol	mexembig	embig	spread	policy	vix	mxnspot	mxn1m	mxn3m	mxn1yr	move	fedeffect
1/1/2000				6.592		8.8	362	648	-286		24.21	9.505	9.6075	9.795	10.74	102.95	5.43
1/4/2000				6.497		10	386	669	-283	17.07	27.01	9.5713	9.6738	9.87005	10.8213	101.3	5.38
1/5/2000				6.594		10.5	379	667	-288	17.13	26.41	9.571	9.672	9.871	10.836	106.69	5.41
1/6/2000				6.524			393	677	-284	17.07	25.73	9.58	9.682	9.8855	10.8425	105.21	5.54
1/7/2000				6.515		10.7	393	670	-277	17.23	21.72	9.565	9.667	9.861	10.795	97.81	5.61
1/10/2000				6.552		10.3	388	665	-277	16.69	21.71	9.47	9.572	9.755	10.67	97.13	5.74
1/11/2000				6.657		10.3	397	676	-279	16.77	22.5	9.5125	9.6125	9.8025	10.72	101.03	5.63
1/12/2000				6.703		11.7	407	681	-274	16.52	22.84	9.522	9.6215	9.81825	10.742	104.11	5.59
1/13/2000				6.63		10.7	406	679	-273	16.63	21.71	9.4875	9.5855	9.7795	10.7025	100.44	5.58
1/14/2000				6.679		10	404	673	-269	17.13	19.66	9.4503	9.5523	9.7403	10.6478	94.61	5.56
1/17/2000				6.681		9.5				17.03		9.4215	9.5235		10.6165		5.56
1/18/2000				6.748		9	402	670	-268	17.96	21.5	9.3993	9.5058	9.7123	10.6193	95.91	5.83
1/19/2000				6.732		9.1	391	670	-279	17.74	21.72	9.4153	9.5223	9.7328	10.6628	96.67	5.47
1/20/2000				6.788			389	669	-280	18.52	21.75	9.435	9.544	9.7605	10.694	95.25	5.44
1/21/2000				6.765		9	381	666	-285	19.07	20.82	9.4668	9.5763	9.7888	10.7368	96.6	5.36
1/24/2000				6.685		10	389	668	-279	18.44	24.07	9.5315	9.6495	9.85275	10.7965	94.16	5.53
1/25/2000				6.692		10.3	391	672	-281	18.39	23.02	9.534	9.647	9.853	10.814	96.28	5.46
1/26/2000				6.664		9.5	396	675	-279	18.39	23.03	9.5085	9.613	9.814	10.7435	95.45	5.52
1/27/2000				6.692		10	399	680	-281	18.37	23.54	9.5425	9.6415	9.84	10.7875	95.03	5.61
1/28/2000				6.658		11.5	423	699	-276	19.19	26.14	9.5878	9.6933	9.9103	10.8528	102.58	5.58
1/31/2000				6.665			433	707	-274	19.25	24.95	9.5925	9.698	9.9175	10.855	106.26	5.87
2/1/2000				6.619		10.7	433	706	-273	19.32	23.45	9.5925	9.696	9.9055	10.8575	104.72	5.79
2/2/2000				6.573		9.3	442	708	-266	19.12	23.12	9.541	9.6515	9.8585	10.8065	109.22	5.64
2/3/2000				6.489		8.8	420	710	-290	18.14	22.01	9.49	9.5865	9.7875	10.655	119.13	5.71
2/4/2000				6.549		8.5	366	684	-318	17.77	21.54	9.445	9.5405	9.74	10.59	118.86	5.7
2/7/2000				6.639		8.3	351	669	-318	17.45	22.79	9.4225	9.5155	9.7075	10.5225	120.42	5.76
2/8/2000				6.613			355	664	-309	17.12	21.25	9.401	9.487	9.668	10.4785	112.84	5.67
2/9/2000				6.66			338	663	-325	16.83	22.9	9.425	9.51875	9.694	10.4875	109.04	5.76
2/10/2000				6.671			335	656	-321	16.79	23.07	9.4225	9.512	9.698	10.473	106.33	5.79
2/11/2000				6.604			353	664	-311	17	24.42	9.422	9.5095	9.6895	10.467	106.07	5.71
2/14/2000				6.554		8.25	365	665	-300	17.14	24.38	9.3963	9.4833	9.6663	10.4263	102.76	5.79
2/15/2000				6.552		7.8	363	656	-293	17.17	22.92	9.37	9.4615	9.645	10.42	104.86	5.85
2/16/2000				6.545		8.075	374	661	-287	17.56	23.51	9.3675	9.4635	9.6375	10.4125	104.31	5.67
2/17/2000				6.567		7.8	369	660	-291	16.88	23.17	9.3788	9.4678	9.65255	10.4288	100.77	5.66
2/18/2000				6.489		8	386	669	-283	16.86	26	9.3925	9.482	9.6745	10.4525	101.13	5.7
2/21/2000				6.493						16.92		9.407					5.7
2/22/2000				6.361		8.25	405	685	-280	16.87	25.86	9.4536	9.5451	9.7361	10.5311	106.35	5.81
2/23/2000				6.422		8	381	671	-290	17	23.89	9.3755	9.4705	9.65025	10.4325	106.18	5.77
2/24/2000				6.365		8	394	677	-283	16.67	24.38	9.393	9.4815	9.673	10.4405	111.35	5.76
2/25/2000				6.326		7.8	375	670	-295	16.99	25.2	9.375	9.4705	9.6555	10.435	111.68	5.73
2/28/2000				6.422		7.75	367	663	-296	17.21	24.68	9.388	9.4905	9.66825	10.433	108.61	5.81
2/29/2000				6.409		7.75	353	658	-305	17.38	23.37	9.369	9.467	9.6485	10.40775	106.64	5.85
3/1/2000				6.386		8.05	346	655	-309	16.49	21.64	9.3515	9.443	9.6265	10.3665	104.14	5.78
3/2/2000				6.384		8.4	319	639	-320	16.19	21.06	9.3175	9.4015	9.5675	10.3325	99.68	5.76
3/3/2000				6.388		7	329	635	-306	16.14	19.21	9.309	9.395	9.56025	10.299	94.85	5.72
3/6/2000				6.411		7.875	325	632	-307	15.88	21.5	9.3248	9.4173	9.5813	10.3133	92.06	5.73
3/7/2000				6.373		7.5	301	626	-325	15.52	24.31	9.2675	9.3515	9.50375	10.2075	97.13	5.68
3/8/2000				6.379		8	283	621	-338	15.27	23.82	9.269	9.349	9.51	10.219	103.67	5.77
3/9/2000				6.343		7.375	285	620	-335	15.05	22.21	9.2953	9.3768	9.5278	10.2328	103.49	5.79
3/10/2000				6.383		8	286	618	-332	15.45	21.24	9.33	9.4105	9.56625	10.2725	100.52	5.75
3/13/2000				6.37		8.3	288	629	-341	15.61	22.85	9.32		9.5615	10.255	101.36	5.81
3/14/2000				6.292		8.5	305	635	-330	15.02	24.41	9.3283	9.4063	9.5558	10.25205	104.39	5.8
3/15/2000				6.291		8.8	318	647	-329	14.42	22.34	9.32	9.3945	9.5515	10.245	105.54	5.9
3/16/2000				6.245		8.4	316	643	-327	14.48	20.77	9.3325	9.412	9.555	10.2425	103.72	5.77
3/17/2000				6.194		8.3	315	639	-324	15.12	22.37	9.309	9.385	9.5315	10.219	101.67	5.76
3/20/2000				6.183		8	316	640	-324	14.83	22.96	9.3201	9.3931	9.54135	10.2301	97.1	5.82
3/21/2000				6.135		7.6	324	638	-314		21.7	9.298	9.371	9.518	10.2305	95.1	5.81
3/22/2000				6.112		7.5	322	631	-309	14.34	21.49	9.27	9.3395	9.4885	10.1625	93.95	6.02
3/23/2000				6.078		7.5	330	641	-311	14.06	22.26	9.227	9.2935	9.438	10.0995	101.83	6.04
3/24/2000				6.191		8	317	628	-311	13.63	23.31	9.22	9.286	9.4235	10.075	102.31	5.98
3/27/2000				6.185		8.1	323			13.95	24.53	9.1723				101.49	6.07
3/28/2000				6.151		8.5	328	635	-307	14.08	24.86	9.2275	9.289	9.43	10.055	104.08	6.02
3/29/2000				6.147		8.8	330	639	-309	14.32	24.1	9.2625	9.3365	9.4685	10.1035	106.47	5.98
3/30/2000				6.055		9.8	362	669	-307	13.79	25.47	9.2955	9.3595	9.5025	10.1605	109.42	6.11
3/31/2000				6.004		9.5	345	667	-322	13.87	24.11	9.253	9.3155	9.457	10.089	106.45	6.17
4/3/2000				5.965		10	358	674	-316	13.88	24.03	9.293	9.3625	9.493	10.1305	102.95	6.15
4/4/2000				5.895		11.5	388	700	-312	13.89	27.12	9.3355	9.404	9.5415	10.1915	110.61	5.98
4/5/2000				5.872		11.1	384	706	-322	14.39	28.41	9.3775	9.4445	9.588	10.2625	114.76	6.08
4/6/2000				5.934		11.2	379	698	-319	13.84	27.15	9.355	9.42325	9.5675	10.235	109.66	6.05
4/7/2000				5.853		10.25	392	700	-308	13.62	24.39	9.3	9.364	9.5025	10.1625	106.93	5.95
4/10/2000				5.771		9.3	398	706	-308	13.4	25.99	9.347	9.41075	9.5495	10.21825	103.57	6.05
4/11/2000				5.882		10.5	391	708	-317	14.02	27.25	9.383	9.454	9.59	10.2765	108.52	5.97
4/12/2000				5.935		11	379	698	-319	14.24	28.98	9.3918	9.4588	9.5968	10.2693	111.73	5.93
4/13/2000				5.906		10.75	390	702	-312	13.48	29.4	9.44	9.505	9.6475	10.3325	109.46	5.97
4/14/2000				5.85		12	411	653	-242	14.34	33.49	9.513	9.5855	9.745	10.459	123.75	6.08
4/17/2000				6.038		10.75	412	658	-246	14.66	28.95	9.426	9.502	9.6595	10.391	120.51	6.18
4/18/2000				6.059		10.75	398	648	-250	14.23	26.12	9.403	9.4755	9.63175	10.3455	114.7	5.93
4/19/2000				5.992		10.7	399	656	-257	14.56	27.02	9.4225	9.494	9.6465	10.3575	107.49	5.93
4/20/2000				5.994		10.3	397	656	-259		25.85	9.402				104.44	6.05
4/21/2000				5.987								9.402					5.94
4/24/2000				6.017			405	661	-256	14.69	27.37	9.4475	9.5195	9.673	10.405	103.99	5.9
4/25/2000				6.128		10.75	376	644	-268	13.96	25.24	9.403	9.4805	9.6235	10.333	108.67	5.99
4/26/2000				6.13		10.75	389	652	-263	13.66	26.97	9.4105	9.4875	9.636	10.333	110.51	6
4/27/2000				6.223		10.75	377	648	-271	14.19	26.19	9.432	9.5055	9.6545	10.352	106.22	6
4/28/2000				6.212		10.75	381	637	-256	14.46	26.2	9.3925	9.469	9.6185	10.3285	103.83	6.06
5/1/2000				6.278		10	375	631	-256		25.88	9.3925				103.12	6.17
5/2/2000				6.299		10.75	376	633	-257	13.97	28.5	9.337	9.4095	9.5545	10.252	102.55	6.05
5/3/2000				6.401		11	383	646	-263	14.39	31.63	9.395	9.46825	9.6275	10.365	112.98	6.05
5/4/2000				6.427		11.2	388	659	-271	14.3	30.77	9.424	9.4985	9.663	10.41	110.82	6.05
5/5/2000				6.505		12	402	674	-272		27.53	9.478				108.99	5.94
5/8/2000				6.56		12	413	680	-267	14.5	28.2	9.487	9.56625	9.7345	10.522	110.73	6.01
5/9/2000				6.529		11	413	685	-272	14.56	28.93	9.539	9.622	9.7915	10.589	112.67	5.92
5/10/2000				6.42		12.5	436	705	-269	14.28	29.87	9.619	9.703	9.891	10.724	117.07	5.95
5/11/2000				6.409		12.2	431	705	-274	14.2	27.76	9.581	9.664	9.84475	10.646	112.89	6.05
5/12/2000				6.512		11.5	433	714	-281	14.18	26.05	9.5855	9.668	9.84925	10.668	110.17	6.11
5/15/2000				6.446			434	708	-274	14.09	24.86	9.531	9.6145	9.798	10.622	110.52	6.34
5/16/2000				6.424		11.2	439	700	-261	14.11	24.34	9.506	9.5895	9.7635	10.537	98.96	6.13
5/17/2000				6.496		10.75	426	700	-274	14.47	23.98	9.544	9.627	9.804	10.5795	101.45	6.25
5/18/2000				6.54		10.5	413	693	-280	14.45	23.96	9.5565	9.6395	9.823	10.6415	105.6	6.49
5/19/2000				6.494		10.75	424	716	-292	14.27	25.44	9.589	9.671	9.86025	10.684	108.89	6.51
5/22/2000				6.439			439	732	-293	14.34	26	9.535	9.6185	9.795	10.615	105.15	6.52
5/23/2000				6.435		10.75	426	729	-303	14.92	25.87	9.52	9.603	9.7725	10.5975	103.02	6.47
5/24/2000				6.47		10.75	424	722	-298	16.21	24.32	9.53	9.615	9.8045	10.6375	102.78	6.48
5/25/2000				6.394		10.75	431	721	-290	16.31	24.58	9.516	9.6015	9.7835	10.616	99.64	6.56
5/26/2000				6.331		10.75	441	727	-286	16.74	24.47	9.537	9.621	9.81075	10.642	103.78	6.4
5/29/2000				6.326		10.75				16.67		9.53	9.6155	9.80375	10.64		6.4
5/30/2000				6.376		9.45	425	709	-284	16.73	23.62	9.518	9.604	9.7785	10.591	105.47	6.71
5/31/2000				6.272		9.75	434	714	-280	16.23	23.65	9.507	9.5875	9.77575	10.5695	103.1	6.83
6/1/2000				6.191		9.75	418	695	-277	15.69	22.36	9.52	9.598	9.77	10.5725	101.26	6.65
6/2/2000				6.152		9.75	390	670	-280	15.18	21.48	9.55	9.627	9.7975	10.58	98.23	6.44
6/5/2000				6.122		9.75	392	674	-282	14.96	22.71	9.59	9.6675	9.8445	10.632	96.08	6.51
6/6/2000				6.122		10.75	400	681	-281	15.6	23.05	9.765	9.8565	10.0475	10.875	99.32	6.47
6/7/2000				6.141			404	675	-271	16.66	22.48	9.84	9.9345	10.126	10.96	104.65	6.5
6/8/2000				6.124		14.5	423	674	-251	16.16	22.77	9.945	10.046	10.24	11.06	104.83	6.54
6/9/2000				6.126		15	411	665	-254	17.04	22.14	9.895	9.993	10.1875	10.975	102.64	6.47
6/12/2000				6.071		14	421	668	-247	16.58	22.32	9.79	9.8835	10.0745	10.8575	98.27	6.54
6/13/2000				6.116			401	660	-259	16.29	21.67	9.776	9.876	10.0615	10.8385	97.43	6.46
6/14/2000				6.041		14	393	656	-263	16.04	21.48	9.766	9.86075	10.056	10.8085	98.75	6.54
6/15/2000				6.05		12.5	392	659	-267	16.03	20.68	9.885	9.9795	10.1775	10.95	92.95	6.7
6/16/2000				5.971		12.75	402	661	-259	16.82	20.5	9.88	9.9775	10.1775	10.96		6.46
6/19/2000				5.999		13.5	394	660	-266	16.36	20.63	9.87	9.96825	10.1715	10.9525	92.82	6.51
6/20/2000				6.02		13.5	392	655	-263	16.37	20.88	9.855	9.96	10.154	10.937	92.68	6.49
6/21/2000				6.113		13.5	383	654	-271	16.38	20.61	9.851	9.9535	10.151	10.936	95.85	6.47
6/22/2000				6.104		14	381	658	-277	16.35	22	9.9165	10.0155	10.215	11.0165	100.71	6.52
6/23/2000				6.185		14.65	387	662	-275	16.82	22.34	9.944	10.0435	10.2485	11.0515	100.69	6.51
6/26/2000				6.102		15	398	668	-270	17.14	22.45	10.055	10.1595	10.37	11.2025	98.21	6.63
6/27/2000				6.085		14.75	397	661	-264	18.14	21.8	10.0825	10.19575	10.40205	11.22	99.94	6.56
6/28/2000				6.1		15	385	657	-272	18.08	20.29	9.9575	10.0645	10.245	11.0175	98.11	6.5
6/29/2000				6.027		14.5	378	661	-283	18.06	19.7	9.9165	10.0125	10.192	10.9215	96.62	6.76
6/30/2000				6.031		14.5	378	660	-282	18.06	19.54	9.83	9.932	10.1025	10.83	96.62	6.86
7/3/2000				5.989		12.25	351	653	-302	15.92	19.83	9.57	9.6425	9.7835	10.4125	99.87	7.03
7/4/2000						15.75				16.06		9.515	9.59	9.7315	10.3825		
7/5/2000				5.984		11.5	351	649	-298	15.2	21.16	9.5425	9.6095	9.7535	10.385	101.03	6.52
7/6/2000				6.048		11.5	345	647	-302	14.37	20.94	9.545	9.626	9.785	10.48875	101.11	6.51
7/7/2000				6.001		11	351	647	-296	14	19.22	9.526	9.59075	9.731	10.411		6.42
7/10/2000				6.035		9.75	341	644	-303	14.09	20.33	9.4675	9.533	9.65875	10.3225	95.58	6.51
7/11/2000				6.048		9.125	344	646	-302	14.06	20.11	9.449	9.511	9.641	10.3015		6.39
7/12/2000				6.08		9.25	339	639	-300	14.06	20.03	9.45	9.515	9.6535	10.322	95.93	6.38
7/13/2000				6.005		9.25	349	639	-290	13.91	20.03	9.433	9.5	9.6405	10.313	97.64	6.5
7/14/2000				6.096		9.375	346	635	-289	14.07	19.32	9.3805	9.446	9.588	10.2655	96.65	6.51
7/17/2000				6.148		8.25	345	631	-286	13.94	19.45	9.3215	9.394	9.5315	10.2115	96	6.58
7/18/2000				6.141		8.5	338	632	-294	13.86	19.75	9.34	9.4115	9.554	10.23	95.22	6.47
7/19/2000				6.154		8.25	348	638	-290	13.92	19.65	9.43	9.502	9.6545	10.33625	94.68	6.45
7/20/2000				6.002		8.25	359	640	-281	13.7	18.94	9.3525	9.424	9.574	10.2475	92.74	6.52
7/21/2000				5.998		9.375	353	636	-283	13.85	18.94	9.362	9.4325	9.5785	10.254	90.1	6.51
7/24/2000				6.034		11	350	633	-283	13.61	19.92	9.3685	9.4415	9.587	10.2635	89.71	6.52
7/25/2000				6.028		9	351	635	-284	13.59	19.39	9.348	9.419	9.5635	10.243	89.04	6.46
7/26/2000				6.027		9.05	342	634	-292	13.6	19.67	9.363	9.4315	9.5855	10.283	88.38	6.49
7/27/2000				6		8.5	362	636	-274	13.41	19.6	9.359	9.4245	9.569	10.269	86.56	6.52
7/28/2000				6.034		8.5	360	630	-270	13.39	20.84	9.38	9.448	9.6005	10.3	86.05	6.44
7/31/2000				6.031		8.5	349	622	-273	13.75	20.74	9.352	9.426	9.5795	10.28075	87.04	6.64
8/1/2000				5.984		8.5	351	625	-274	16	20.55	9.342	9.4235	9.5795	10.292	87.33	6.51
8/2/2000				5.976		8.5	349	624	-275	17.62	20	9.355	9.437	9.6005	10.3	95.72	6.42
8/3/2000				5.952		8.5	349			17.66	19.99	9.393	9.4735	9.643	10.358	95.37	6.45
8/4/2000				5.901		8	344	618	-274	17.01	18.62	9.35	9.432	9.595	10.295	89.78	6.44
8/7/2000				5.956		8.25	338	614	-276	16.56	19.03	9.3325	9.4165	9.5785	10.3125	85.39	6.46
8/8/2000				5.92		8.5	340	614	-274	16.51	18.79	9.3365	9.42	9.572	10.3015	82.93	6.44
8/9/2000				5.916			330	610	-280	16.51	19.18	9.326				82.23	6.48
8/10/2000				5.763		8	337	617	-280	16.66	19.19	9.325	9.4035	9.554	10.275	84.06	6.52
8/11/2000				5.79		7.75	325	608	-283	16.61	18.55	9.271	9.3475	9.497	10.186		6.5
8/14/2000				5.771		8	331	608	-277	16.65	17.88	9.27	9.3505	9.4965	10.171	79.26	6.58
8/15/2000				5.802		7.45	334	609	-275	16.34	17.98	9.233	9.31275	9.4605	10.13175	80.17	6.63
8/16/2000				5.838		7	331	614	-283	16.15	18.02	9.195	9.2725	9.4285	10.0885	78.43	6.48
8/17/2000				5.81		7.25	322	610	-288	16.1	17.48	9.181	9.2585	9.411	10.076	80.04	6.47
8/18/2000				5.773		8	325	620	-295	16.22	17.05	9.305	9.385	9.5385	10.215	80.38	6.44
8/21/2000				5.781		8	331	624	-293	15.97	17.35	9.26	9.3455	9.4975	10.175		6.48
8/22/2000				5.775		8.75	324	618	-294	15.85	17.47	9.243	9.32425	9.4765	10.154	75.5	6.42
8/23/2000				5.727		9.25	329	615	-286	15.67	17.38	9.277	9.3555	9.51825	10.1945	77.05	6.5
8/24/2000				5.719		8.5	327	612	-285	15.62	17.04	9.238	9.313	9.466	10.1305		6.56
8/25/2000				5.729		8.4	323	605	-282	15.64	16.53	9.24	9.316	9.473	10.138	75.81	6.54
8/28/2000				5.777		8.075	318	602	-284	15.64	16.54	9.22	9.29475	9.45	10.109	75.24	6.57
8/29/2000				5.808		8.1	320	602	-282	15.78	16.89	9.222	9.29475	9.453	10.112	75.75	6.51
8/30/2000				5.8		8.375	313	599	-286	16.6	17.69	9.19	9.26775	9.4285	10.092	76.86	6.51
8/31/2000				5.725		8.125	314	592	-278	15.51	16.84	9.202	9.276	9.43	10.092	79.54	6.65
9/1/2000				5.679		8	315	590	-275	15.35	17.53	9.228	9.302	9.4565	10.1205	77.86	6.52
9/4/2000				5.683						15.44		9.221					
9/5/2000				5.689		8.25	320	591	-271	15.78	19.82	9.249	9.32775	9.4825	10.157	77.41	6.61
9/6/2000				5.724		8	315	586	-271	15.99	20.79	9.343	9.42725	9.5875	10.283	84.12	6.56
9/7/2000				5.752		9	313	593	-280	15.76	19.42	9.295	9.373	9.5325	10.225	84.1	6.53
9/8/2000				5.739		8.575	321	599	-278	15.99	18.46	9.305	9.385	9.55		86.6	6.5
9/11/2000				5.766		8.975	317	602	-285	15.82	18.4	9.2565	9.3355	9.497	10.1965	84.19	6.5
9/12/2000				5.772		8.75	315	604	-289	15.79	18.59	9.2465	9.33	9.4815	10.184	82.28	6.47
9/13/2000				5.724		8.55	331	610	-279	15.76	18.32	9.284	9.369	9.536	10.247	82.21	6.47
9/14/2000				5.785		8.975	328	605	-277	15.92	18.26	9.305	9.38725	9.555	10.2675	82.22	6.5
9/15/2000				5.84		8.575	324	611	-287	16.43	18.52	9.355	9.4405	9.61875	10.34	86.71	6.55
9/18/2000				5.871		10	338	633	-295	15.81	20.25	9.445	9.5335	9.718	10.4775	89.59	6.44
9/19/2000				5.852		10	333	634	-301	15.88	19.54	9.398	9.493	9.6735	10.433	84.89	6.4
9/20/2000				5.897		10.25	336	635	-299	15.99	19.93	9.4425	9.536	9.7195	10.4825	83.77	6.5
9/21/2000				5.823		10.25	326	628	-302	16.4	20.18	9.4375	9.524	9.7075	10.4325	82.77	6.53
9/22/2000				5.848		10.5	328	635	-307	16.84	20.74	9.44	9.525	9.706	10.47	85.23	6.48
9/25/2000				5.837		10.5	325	627	-302	15.96	21.41	9.4215	9.50675	9.6825	10.404	82.82	6.54
9/26/2000				5.802		9.6	327	632	-305	15.92	21.88	9.411	9.502	9.671	10.3875	85.29	6.5
9/27/2000				5.821		9.5	319	625	-306	16.58	21.67	9.4195	9.5095	9.6805	10.3975		6.5
9/28/2000				5.812		9.75	314	621	-307	15.76	19.47	9.437	9.5295	9.7015	10.4245	82.76	6.59
9/29/2000				5.802			313	622	-309	15.89	20.57	9.437	9.5245	9.7025	10.417	82.81	6.6
10/2/2000				5.823		8.9	311	622	-311	15.76	21.23	9.4285	9.52	9.688	10.398	83.08	6.68
10/3/2000				5.867		8.95	301	612	-311	15.72	21.85	9.402	9.49	9.6595	10.364		6.46
10/4/2000				5.886		9	301	610	-309	15.71	21.54	9.454	9.5415	9.72	10.4365	83.67	6.51
10/5/2000				5.852		9.05	312	614	-302	15.72	21.03	9.45	9.535	9.7085	10.42	80.23	6.54
10/6/2000				5.812		9.05	320	622	-302	15.72	22.71	9.473	9.5635	9.732	10.443	79.23	6.43
10/9/2000				5.823						15.71	24.02	9.468					
10/10/2000				5.772		9.5	333	628	-295	15.67	24.86	9.465	9.551	9.7175	10.419	80.03	6.57
10/11/2000				5.774			344	637	-293	15.75	26.57	9.469	9.55325	9.72825	10.4305	82.04	6.46
10/12/2000				5.709		10.25	360	660	-300	15.72	30.51	9.585				89.08	6.47
10/13/2000				5.724			364	670	-306	15.98	27.6	9.5215				88.89	6.46
10/16/2000				5.732		10.5	358	664	-306	15.78	26.79	9.533	9.628	9.808	10.563	84.4	6.59
10/17/2000				5.673		10.125	379	687	-308	15.88	27.84	9.5695	9.669	9.8495	10.6145	87.26	6.45
10/18/2000				5.667		11.125	385	701	-316	16.99	28.72	9.547	9.648	9.8395	10.612	87.31	6.53
10/19/2000				5.655		10.25	377	692	-315	17.19	25.09	9.531	9.633	9.814	10.5635	87.29	6.54
10/20/2000				5.632			368	698	-330	17.62	24.24	9.5625	9.6625	9.852	10.6125	84.59	6.5
10/23/2000				5.584		10.25	383	711	-328	17.59	24.69	9.5765	9.678	9.852	10.5965	81.34	6.53
10/24/2000				5.615		10.25	383	707	-324	17.54	24.28	9.5894	9.6924	9.8779	10.6444	82.08	6.49
10/25/2000				5.684		11	379	717	-338	17.52	26.65	9.652	9.757	9.9605	10.7395	85.96	6.53
10/26/2000				5.69		11.5	378	718	-340	17.12	28.62	9.683	9.788	9.986	10.778	85.56	6.53
10/27/2000				5.713			370	705	-335	17.11	26.47	9.636	9.7345	9.929	10.7035	85.23	6.51
10/30/2000				5.732		10.25	368	696	-328	17.11	25.46	9.6013	9.7033	9.8918	10.6488	85.61	6.59
10/31/2000				5.751		9.5	362	683	-321	17.09	23.63	9.5665	9.6695	9.8605	10.614	87.12	6.59
11/1/2000				5.742			361	687	-326	17.12	24.28	9.593	9.692	9.8805	10.6455	77.96	6.61
11/2/2000				5.738			354	679	-325		23.92	9.5795	9.6735	9.8655	10.627	83.54	6.54
11/3/2000				5.827			348	679	-331	17.15	23.67	9.6545	9.7535	9.9485	10.72575	82.94	6.48
11/6/2000				5.855		10.375	347	681	-334	17.12	24.52	9.6425	9.7405	9.9375	10.7175	82.31	6.49
11/7/2000				5.866		10.5	349	694	-345	17.12	24.91	9.606	9.709	9.901	10.666	83.02	6.48
11/8/2000				5.855		9.375	357	709	-352	17.18	25.66	9.6433	9.74305	9.9413	10.7283	82.17	6.51
11/9/2000				5.825		10.75	366	718	-352	17.31	27.2	9.645	9.7455	9.9485	10.725	86.06	6.52
11/10/2000				5.783		10.5	363	704	-341	17.38	28.53	9.57	9.6685	9.865	10.635	85.71	6.48
11/13/2000				5.766		9.45	364	703	-339	18.05	29.06	9.5303	9.6263	9.8263	10.5803	85.71	6.55
11/14/2000				5.755		9	358	697	-339	18.31	26.81	9.5125	9.607	9.7905	10.5225	83.19	6.52
11/15/2000				5.711		8.75	353	691	-338	18.2	26.15	9.4663	9.5588	9.7438	10.4338	80.41	6.61
11/16/2000				5.669		8.75	350	693	-343	18.19	25.05	9.4968	9.58905	9.77355	10.4768	78.63	6.55
11/17/2000				5.704		8.925	352	695	-343	18.79	24.81	9.4563	9.5533	9.7333	10.4453	73.41	6.48
11/20/2000				5.677			355	692	-337		27.43	9.434				72.32	6.52
11/21/2000				5.652		10.125	361	695	-334	19.09	26.62	9.4064	9.5039	9.6804	10.4014	73.01	6.5
11/22/2000				5.624			373	707	-334	19.27	27.71	9.3815	9.4815	9.6655	10.3715	75.62	6.58
11/23/2000				5.612		8.05				18.21		9.403	9.497	9.683	10.39675		
11/24/2000				5.624		8	370	708	-338	18.2	26	9.395	9.489	9.675	10.38875	75.93	6.49
11/27/2000				5.624		8.275	365	710	-345	18.05	26.93	9.366	9.4585	9.6485	10.3585	71.29	6.5
11/28/2000				5.582		8.925	371	723	-352	17.88	27.64	9.427	9.518	9.7055	10.42	71.25	6.46
11/29/2000				5.524		8.75	367	720	-353	17.84	27.49	9.3775	9.4745	9.656	10.3775	78.17	6.5
11/30/2000				5.468		8.625	383	742	-359	17.9	29.65	9.416	9.5095	9.697	10.421	91.93	6.62
12/1/2000				5.503			371	732	-361		27.48	9.405	9.5015			87.69	6.6
12/4/2000				5.551		8.3	374	739	-365	17.32	27.78	9.415	9.5125	9.69325	10.41375	86.68	6.57
12/5/2000				5.418		8.25	376	727	-351	17.19	24.99	9.4085	9.50375	9.674	10.3935	88.83	6.51
12/6/2000				5.326		8.25	392	728	-336	17.15	25.07	9.4325	9.529	9.711	10.4375	93.69	6.48
12/7/2000				5.309		8.45	394	726	-332	17.25	25.34	9.4273	9.5168	9.6883	10.40605	98.22	6.49
12/8/2000				5.299		7.875	382	713	-331	17.28	22.41	9.4615	9.5555	9.71	10.4365	98.44	6.47
12/11/2000				5.362			385	717	-332	17.3	23.51	9.4403	9.5368	9.6878	10.4453	96.04	6.49
12/12/2000				5.346			387	718	-331		24.88	9.4723				96.16	6.43
12/13/2000				5.258			396	727	-331	17.32	23.63	9.388	9.481	9.6385	10.363		6.47
12/14/2000				5.213			400	725	-325	17.25	24.86	9.4143	9.5058	9.6663	10.3893	101.26	6.53
12/15/2000				5.18			401	730	-329	17.6	26.55	9.4075	9.4965	9.6595	10.3825	110.01	6.58
12/18/2000				5.17			395	722	-327	17.44	27.7	9.367	9.463	9.6185	10.3395	115.05	6.5
12/19/2000				5.188			385	707	-322	17.31	27.17	9.39	9.4855	9.644	10.365	104.38	6.47
12/20/2000				5.037		8.05	394	713	-319	17.74	31.74	9.506	9.602	9.7645	10.511	124.48	6.47
12/21/2000				5.025		7.875	393	717	-324	17.74	29.66	9.6	9.6995	9.8525	10.605	121.36	6.48
12/22/2000				5.006			393	717	-324	18.68	27.55	9.5875	9.6935	9.8795	10.6375		6.44
12/25/2000				5.008								9.5875					
12/26/2000				5.056		7.875	394	716	-322	18.27	28.73	9.57	9.6705	9.8385	10.5825	114.17	6.58
12/27/2000				5.104		9.25	384	708	-324	18	28.14	9.575	9.685	9.865	10.6275	102.13	6.53
12/28/2000				5.118			384	702	-318	18.31	26.57	9.582	9.6905	9.871	10.637	105.33	6.53
12/29/2000				5.112		8.5	391	707	-316	18.79	26.85	9.6225	9.725	9.9095	10.6705	104.91	5.41
1/1/2001				5.114								9.641					
