PMDB,PT,PSDB,PP,PR,PSD,PSB,DEM,PRB,PDT,PTB,SD,PTN,PCdoB,PSC,PPS,PHS,PV,PSOL,PROS,REDE,PTdoB,PEN,PSL,PMB,PRP,ano,municipio_codigo,cargo_codigo,partido_codigo,coligacao,latitude,longitude,pobres,idhm,rendapercapita,populacao,estado,municipio,cargo,tipo,partido,coligacao_nome,coligacao_partidos,codigo_ibge,candidaturas_mun
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37770,11,10,0,-10.6859,-37.862598,46.779999,.57700002,273.23001,26336,BA,PARIPIRANGA,PREFEITO,PARTIDO ISOLADO,PRB,#NULO#,PRB,2923803,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,37770,11,,1,-10.6859,-37.862598,46.779999,.57700002,273.23001,26336,BA,PARIPIRANGA,PREFEITO,COLIGACAO,PSL,A VONTADE DO POVO,PSL / DEM,,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,37796,11,,1,-15.4572,-39.645802,41.5,.583,296.07999,10561,BA,PAU BRASIL,PREFEITO,COLIGACAO,PSL,CONSTRUINDO PONTES COM A COMUNIDADE,PSL / PROS,,4
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37796,11,40,0,-15.4572,-39.645802,41.5,.583,296.07999,10561,BA,PAU BRASIL,PREFEITO,PARTIDO ISOLADO,PSB,#NULO#,PSB,2923902,4
0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2016,37796,11,,1,-15.4572,-39.645802,41.5,.583,296.07999,10561,BA,PAU BRASIL,PREFEITO,COLIGACAO,PDT,PAU BRASIL SEGUINDO EM FRENTE,PDT / PHS / PT / PSDB / PEN / PTdoB / PTB / PCdoB,,4
0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37796,11,,1,-15.4572,-39.645802,41.5,.583,296.07999,10561,BA,PAU BRASIL,PREFEITO,COLIGACAO,PP,UNIDOS POR PAU BRASIL,PP / PSD / PR / PSC,,4
0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2016,37818,11,,1,-9.3983002,-38.2216,22.690001,.67400002,544.72998,106988,BA,PAULO AFONSO,PREFEITO,COLIGACAO,PROS,DE NOVO O GOVERNO DO POVO,PROS / PSB / PCdoB / SD,,3
0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,2016,37818,11,,1,-9.3983002,-38.2216,22.690001,.67400002,544.72998,106988,BA,PAULO AFONSO,PREFEITO,COLIGACAO,PSD,PAULO AFONSO EM BOAS MÃOS,PSD / PRB / PTB / PTN / DEM / PHS / PEN / PT / PDT,,3
1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2016,37818,11,,1,-9.3983002,-38.2216,22.690001,.67400002,544.72998,106988,BA,PAULO AFONSO,PREFEITO,COLIGACAO,PP,A FORÇA SÉRIA DO TRABALHO,PP / PMDB / PV / PR / PSL / PSC / PSDB,,3
1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,2016,37834,11,,1,-12.1491,-38.648701,44.720001,.588,221.53,6731,BA,PEDRÃO,PREFEITO,COLIGACAO,PRB,COM A VONTADE DO POVO,PRB / PDT / PMDB / PSC / PPS / PTC / PCdoB / PROS,,4
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,37834,11,,1,-12.1491,-38.648701,44.720001,.588,221.53,6731,BA,PEDRÃO,PREFEITO,COLIGACAO,PSL,AVANÇA PEDRÃO,PSL / PSD / PT,,4
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2016,37834,11,,1,-12.1491,-38.648701,44.720001,.588,221.53,6731,BA,PEDRÃO,PREFEITO,COLIGACAO,PP,JUNTOS POR AMOR A PEDRÃO,PP / PTB / PHS / PSDB,,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37834,11,27,0,-12.1491,-38.648701,44.720001,.588,221.53,6731,BA,PEDRÃO,PREFEITO,PARTIDO ISOLADO,PSDC,#NULO#,PSDC,2924108,4
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37850,11,,1,-10.012,-37.8932,56.169998,.51300001,167.64999,16188,BA,PEDRO ALEXANDRE,PREFEITO,COLIGACAO,PR,UNIDOS PELA VIDA COM LIBERDADE,PR / SD / PSD,,3
0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2016,37850,11,,1,-10.012,-37.8932,56.169998,.51300001,167.64999,16188,BA,PEDRO ALEXANDRE,PREFEITO,COLIGACAO,PCdoB,"UM NOVO TEMPO, UMA NOVA HISTÓRIA",PCdoB / PT / PEN / PSL,,3
0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,37850,11,,1,-10.012,-37.8932,56.169998,.51300001,167.64999,16188,BA,PEDRO ALEXANDRE,PREFEITO,COLIGACAO,PRB,SEM MUDANÇA NÃO HÁ PROGRESSO,PRB / PP / PSC / DEM,,3
0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,37877,11,,1,-13.1465,-41.770199,46.459999,.57099998,234.44,17177,BA,PIATÃ,PREFEITO,COLIGACAO,PSD,"COM A FORÇA DO POVO, PIATÃ FORTE DE NOVO 1",PSD / PT / PSC / PSB / PSDB / PP,,2
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37877,11,,1,-13.1465,-41.770199,46.459999,.57099998,234.44,17177,BA,PIATÃ,PREFEITO,COLIGACAO,PDT,PRA PIATÃ CONTINUAR MAIS HUMANA E MAIS IGUAL,PDT / PTB / PMDB,,2
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,2016,37893,11,,1,-10.0051,-42.493599,55.560001,.50599998,195.98,31594,BA,PILÃO ARCADO,PREFEITO,COLIGACAO,PSL,A MUDANÇA DE VERDADE,PSL / PSC / PRTB / PSB / PEN / PCdoB / PHS,,4
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37893,11,,1,-10.0051,-42.493599,55.560001,.50599998,195.98,31594,BA,PILÃO ARCADO,PREFEITO,COLIGACAO,PTN,JUSTIÇA E HONESTIDADE,PTN / PV,,4
1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,37893,11,,1,-10.0051,-42.493599,55.560001,.50599998,195.98,31594,BA,PILÃO ARCADO,PREFEITO,COLIGACAO,PDT,PARA O BEM DE PILÃO ARCADO,PDT / PMDB / PPS / PSDC / PTC / PSDB / PTdoB,,4
0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2016,37893,11,,1,-10.0051,-42.493599,55.560001,.50599998,195.98,31594,BA,PILÃO ARCADO,PREFEITO,COLIGACAO,PRB,CONSTRUINDO UM NOVO FUTURO,PRB / PP / PT / PR / PMB / PRP / PSD / PROS,,4
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37915,11,,1,-14.4921,-42.686001,31.530001,.60299999,270.14999,15360,BA,PINDAÍ,PREFEITO,COLIGACAO,PRB,PINDAI MERECE MAIS,PRB / PDT,,3
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37915,11,,1,-14.4921,-42.686001,31.530001,.60299999,270.14999,15360,BA,PINDAÍ,PREFEITO,COLIGACAO,PSDB,PSDB/PT/PSB - COM A CONFIANÇA E A FORÇA DO POVO!,PSDB / PT / PSB,,3
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37915,11,,1,-14.4921,-42.686001,31.530001,.60299999,270.14999,15360,BA,PINDAÍ,PREFEITO,COLIGACAO,PMDB,JUNTOS E UNIDOS,PMDB / PP / DEM,,3
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37931,11,13,0,-10.7433,-40.3675,46.360001,.57700002,212.52,19364,BA,PINDOBAÇU,PREFEITO,PARTIDO ISOLADO,PT,#NULO#,PT,2924603,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2016,37931,11,,1,-10.7433,-40.3675,46.360001,.57700002,212.52,19364,BA,PINDOBAÇU,PREFEITO,COLIGACAO,PTC,RENOVAR PARA CRESCER,PTC / PTdoB / PPS / PSD,,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,37931,11,51,0,-10.7433,-40.3675,46.360001,.57700002,212.52,19364,BA,PINDOBAÇU,PREFEITO,PARTIDO ISOLADO,PEN,#NULO#,PEN,2924603,4
1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2016,37931,11,,1,-10.7433,-40.3675,46.360001,.57700002,212.52,19364,BA,PINDOBAÇU,PREFEITO,COLIGACAO,PMDB,UNIDOS DE NOVO PELO BEM DO POVO,PMDB / PSDB / DEM / PMB / PP / PRB / PSL / PRP,,4
0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,37940,11,,1,-13.759,-39.383598,42.52,.53299999,238.62,9309,BA,PIRAÍ DO NORTE,PREFEITO,COLIGACAO,PRB,A FORÇA DA MUDANÇA,PRB / PP / PSC / PSDB / PMN / PSDC / DEM / PSD,,2
1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2016,37940,11,,1,-13.759,-39.383598,42.52,.53299999,238.62,9309,BA,PIRAÍ DO NORTE,PREFEITO,COLIGACAO,PR,UNIAO PIRAIENSE,PR / PTN / PTC / PSL / PDT / PT / PRP / PMDB / SD,,2
0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2016,37958,11,,1,-14.9444,-41.716801,41.130001,.57499999,241.10001,12001,BA,PIRIPÁ,PREFEITO,COLIGACAO,PRB,'UM NOVO TEMPO PARA PIRIPÁ',PRB / PDT / PT / PR / PPS / PEN / PSD / PCdoB / PTdoB,,3
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37958,11,14,0,-14.9444,-41.716801,41.130001,.57499999,241.10001,12001,BA,PIRIPÁ,PREFEITO,PARTIDO ISOLADO,PTB,#NULO#,PTB,2924702,3
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37958,11,,1,-14.9444,-41.716801,41.130001,.57499999,241.10001,12001,BA,PIRIPÁ,PREFEITO,COLIGACAO,PP,LIBERDADE E IGUALDADE PARA TODOS,PP / PSL,,3
1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,37974,11,,1,-11.73,-40.558701,42.43,.57800001,271.39999,22105,BA,PIRITIBA,PREFEITO,COLIGACAO,PMDB,JUNTOS SOMOS FORTES,PMDB / PDT / PP / PSB / PT / DEM,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,37974,11,51,0,-11.73,-40.558701,42.43,.57800001,271.39999,22105,BA,PIRITIBA,PREFEITO,PARTIDO ISOLADO,PEN,#NULO#,PEN,2924801,3
0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,2016,37974,11,,1,-11.73,-40.558701,42.43,.57800001,271.39999,22105,BA,PIRITIBA,PREFEITO,COLIGACAO,PRB,UNIDOS POR PIRITIBA,PRB / PSL / PSC / PR / PPS / PTC / PSDB / PTdoB / PTB / SD / PSD,,3
0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2016,37990,11,,1,-13.2618,-40.369499,42.02,.57200003,282.32999,8587,BA,PLANALTINO,PREFEITO,COLIGACAO,PSL,JUNTOS POR UMA PLANALTINO MELHOR,PSL / SD / DEM / PDT / PSB / PSC / PCdoB,,2
0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2016,37990,11,,1,-13.2618,-40.369499,42.02,.57200003,282.32999,8587,BA,PLANALTINO,PREFEITO,COLIGACAO,PSD,UNIDOS SOMOS MAIS FORTES,PSD / PROS / PTB / PTC / PR / PRP / PMDB,,2
0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,38016,11,,1,-14.6654,-40.471802,37.099998,.56,256.26001,24088,BA,PLANALTO,PREFEITO,COLIGACAO,PP,JUNTOS POR UMA PLANALTO MELHOR!,PP / PDT / PTN / PR / DEM / PCdoB / PSD,,2
0,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2016,38016,11,,1,-14.6654,-40.471802,37.099998,.56,256.26001,24088,BA,PLANALTO,PREFEITO,COLIGACAO,PRB,PLANALTO É DE TODOS,PRB / PT / PSC / PHS / PSB / PSDB / SD / PROS / PSL,,2
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38032,11,,1,-14.5234,-40.3634,38.450001,.60399997,300.73999,44053,BA,POÇÕES,PREFEITO,COLIGACAO,SD,COLIGAÇÃO ACREDITAR PARA AVANÇAR,SD / PSDC,,4
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2016,38032,11,,1,-14.5234,-40.3634,38.450001,.60399997,300.73999,44053,BA,POÇÕES,PREFEITO,COLIGACAO,PTB,POÇÕES VOLTARÁ A SORRIR,PTB / PMDB / PROS / PEN / PDT,,4
0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,38032,11,,1,-14.5234,-40.3634,38.450001,.60399997,300.73999,44053,BA,POÇÕES,PREFEITO,COLIGACAO,PCdoB,POR UMA POÇÕES CADA VEZ MELHOR,PCdoB / PT / PRB / PSC / PSB / PSD,,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,38032,11,50,0,-14.5234,-40.3634,38.450001,.60399997,300.73999,44053,BA,POÇÕES,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,2925105,4
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2016,38059,11,,1,-12.4303,-38.337399,21.620001,.66600001,443.79999,32755,BA,POJUCA,PREFEITO,COLIGACAO,PSB,POR UM NOVO TEMPO,PSB / PTN / REDE / PHS / PV / PCdoB,,5
0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,38059,11,,1,-12.4303,-38.337399,21.620001,.66600001,443.79999,32755,BA,POJUCA,PREFEITO,COLIGACAO,PT,POR AMOR A POJUCA,PT / PSL / PSD / PTdoB,,5
1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,38059,11,,1,-12.4303,-38.337399,21.620001,.66600001,443.79999,32755,BA,POJUCA,PREFEITO,COLIGACAO,PRB,TRABALHANDO POR NOSSA GENTE,PRB / PMDB / PSC / PP / PR / DEM / PSDB,,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,38059,11,23,0,-12.4303,-38.337399,21.620001,.66600001,443.79999,32755,BA,POJUCA,PREFEITO,PARTIDO ISOLADO,PPS,#NULO#,PPS,2925204,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2016,38059,11,50,0,-12.4303,-38.337399,21.620001,.66600001,443.79999,32755,BA,POJUCA,PREFEITO,PARTIDO ISOLADO,PSOL,#NULO#,PSOL,2925204,5
0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,38067,11,,1,-10.8653,-40.1311,42.689999,.57999998,229.61,15424,BA,PONTO NOVO,PREFEITO,COLIGACAO,PP,COM A FORÇA DO POVO,PP / PTB / PRP / PT / PSD / PTdoB,,3
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38067,11,,1,-10.8653,-40.1311,42.689999,.57999998,229.61,15424,BA,PONTO NOVO,PREFEITO,COLIGACAO,PDT,UNIDOS PELO PROGRESSO,PDT / PMDB,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38067,11,,1,-10.8653,-40.1311,42.689999,.57999998,229.61,15424,BA,PONTO NOVO,PREFEITO,COLIGACAO,PSDC,MUDA PONTO NOVO,PSDC / PCdoB,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2016,38075,11,,1,-16.443501,-39.064301,19.780001,.676,527.03998,124623,BA,PORTO SEGURO,PREFEITO,COLIGACAO,REDE,"OCUPAR A POLÍTICA, TRANSFORMAR A CIDADE",REDE / PSOL,,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2016,38075,11,,1,-16.443501,-39.064301,19.780001,.676,527.03998,124623,BA,PORTO SEGURO,PREFEITO,COLIGACAO,PRP,MUDA PORTO,PRP / PPS,,5
1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,2016,38075,11,,1,-16.443501,-39.064301,19.780001,.676,527.03998,124623,BA,PORTO SEGURO,PREFEITO,COLIGACAO,PMDB,AGORA É PORTO,PMDB / DEM / PSDB / PPL / PV / PDT / PTC / PTdoB / PMB / PRTB / PTN / PSDC,,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2016,38075,11,23,0,-16.443501,-39.064301,19.780001,.676,527.03998,124623,BA,PORTO SEGURO,PREFEITO,PARTIDO ISOLADO,PPS,#NULO#,PPS,2925303,5
0,1,0,1,1,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1,0,0,2016,38075,11,,1,-16.443501,-39.064301,19.780001,.676,527.03998,124623,BA,PORTO SEGURO,PREFEITO,COLIGACAO,PP,A FORÇA DO TRABALHO,PP / PT / PSL / PSC / PR / PHS / PSB / PEN / PROS / SD / PCdoB / PSD / PRB,,5
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38091,11,,1,-15.5943,-39.8638,27.83,.625,323.92001,9728,BA,POTIRAGUÁ,PREFEITO,COLIGACAO,DEM,UNIÃO E RENOVAÇÃO,DEM / PHS,,3
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38091,11,,1,-15.5943,-39.8638,27.83,.625,323.92001,9728,BA,POTIRAGUÁ,PREFEITO,COLIGACAO,PMDB,UM NOVO POTIRAGUÁ NAS MÃOS DO POVO,PMDB / PSDC / PSB / PR / PSDB,,3
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,38091,11,,1,-15.5943,-39.8638,27.83,.625,323.92001,9728,BA,POTIRAGUÁ,PREFEITO,COLIGACAO,PRB,O PROGRESSO CONTINUA,PRB / PT / PEN / PP,,3
0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016,38113,11,,1,-17.336399,-39.222698,29.809999,.62099999,369.95999,26434,BA,PRADO,PREFEITO,COLIGACAO,PP,PRADO NO RUMO CERTO,PP / PT / PR / PSDC / PV / PTC / PSD / PSL,,3
1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,2016,38113,11,,1,-17.336399,-39.222698,29.809999,.62099999,369.95999,26434,BA,PRADO,PREFEITO,COLIGACAO,PMDB,A FORÇA DO POVO,PMDB / PPS / DEM / PRTB / PHS / PMB / PSB / PEN / PCdoB / SD / PPL / PROS,,3
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38113,11,10,0,-17.336399,-39.222698,29.809999,.62099999,369.95999,26434,BA,PRADO,PREFEITO,PARTIDO ISOLADO,PRB,#NULO#,PRB,2925501,3
1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,2016,38130,11,,1,-11.2923,-41.984299,41.110001,.61400002,280.85999,13490,BA,PRESIDENTE DUTRA,PREFEITO,COLIGACAO,PMDB,TRABALHO E AMOR POR NOSSA GENTE,PMDB / PRB / PTB / PSC / PR / DEM / PEN / PCdoB / PROS,,2
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38130,11,,1,-11.2923,-41.984299,41.110001,.61400002,280.85999,13490,BA,PRESIDENTE DUTRA,PREFEITO,COLIGACAO,PSB,A VERDADEIRA MUDANÇA PARA PRESIDENTE DUTRA,PSB / PV,,2
1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2016,38156,11,,1,-14.6885,-41.679798,49.919998,.542,220.10001,13292,BA,PRESIDENTE JÂNIO QUADROS,PREFEITO,COLIGACAO,PMDB,"'JÂNIO QUADROS AINDA TEM JEITO, DEPENDE DE VOCÊ!'",PMDB / PPS / PR / PDT / PSC / PSL / PP / SD,,2
0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,2016,38156,11,,1,-14.6885,-41.679798,49.919998,.542,220.10001,13292,BA,PRESIDENTE JÂNIO QUADROS,PREFEITO,COLIGACAO,PSD,JANIO QUADROS CADA VEZ MAIS FORTE,PSD / PCdoB / PT / PSB / PEN / PTdoB / PV,,2
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2016,38164,11,,1,-13.4471,-39.4203,42.470001,.55900002,270.35001,23146,BA,PRESIDENTE TANCREDO NEVES,PREFEITO,COLIGACAO,PMDB,PLANTANDO UM NOVO FUTURO,PMDB / PSL / PSDB,,2
0,1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,2016,38164,11,,1,-13.4471,-39.4203,42.470001,.55900002,270.35001,23146,BA,PRESIDENTE TANCREDO NEVES,PREFEITO,COLIGACAO,PP,"UNIÃO, SEGURANÇA E TRABALHO",PP / PT / PCdoB / PTN / PV / PDT / PSD / REDE / PR / PPS,,2
1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38172,11,,1,-10.9736,-39.629299,43.240002,.59200001,245.7,24080,BA,QUEIMADAS,PREFEITO,COLIGACAO,PSDB,"QUEIMADAS, TERRA DE TODOS NÓS",PSDB / PMDB / PTN / PP / PR / PRB / PHS,,3
0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2016,38172,11,,1,-10.9736,-39.629299,43.240002,.59200001,245.7,24080,BA,QUEIMADAS,PREFEITO,COLIGACAO,PT,PRA FAZER E MUDAR,PT / PDT / SD / PMB / PTB / PSB / PSD / PSC / PCdoB,,3
0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,38172,11,,1,-10.9736,-39.629299,43.240002,.59200001,245.7,24080,BA,QUEIMADAS,PREFEITO,COLIGACAO,PCdoB,POR UMA QUEIMADAS MELHOR,PCdoB / PSD / PSC,,3
1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2016,38199,11,,1,,,,,,,BA,QUINJINGUE,PREFEITO,COLIGACAO,PR,UM NOVO TEMPO,PR / DEM / PSDB / PSC / PMDB / PSD / PPS / PSB / PRB / PP / PSL / PTC,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2016,38199,11,51,0,,,,,,,BA,QUINJINGUE,PREFEITO,PARTIDO ISOLADO,PEN,#NULO#,PEN,,3
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2016,38199,11,,1,,,,,,,BA,QUINJINGUE,PREFEITO,COLIGACAO,PCdoB,"TRIUNFO DO POVO, QUIJINGUE DA GENTE",PCdoB / PT,,3
0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2016,38210,11,,1,-9.6194401,-42.084801,42.599998,.579,275.22,37940,BA,REMANSO,PREFEITO,COLIGACAO,PSD,É A HORA DE ACERTAR,PSD / PMB / DEM / PT / PHS / PSL / SD / PSDB,,3
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38210,11,,1,-9.6194401,-42.084801,42.599998,.579,275.22,37940,BA,REMANSO,PREFEITO,COLIGACAO,PMDB,REMANSO POR AMOR,PMDB / PSB / PEN,,3
0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2016,38210,11,,1,-9.6194401,-42.084801,42.599998,.579,275.22,37940,BA,REMANSO,PREFEITO,COLIGACAO,PCdoB,CHEGOU A HORA DE MUDAR,PCdoB / PDT / PP / PRTB / PTC / PRP / REDE,,3
1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2016,38237,11,,1,-11.4832,-39.423401,31.790001,.63599998,293.01001,11930,BA,RETIROLÂNDIA,PREFEITO,COLIGACAO,PP,POR UMA RETIROLÂNDIA LIVRE,PP / PT / PMDB / PSC / PSD / PCdoB,,3
0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38237,11,,1,-11.4832,-39.423401,31.790001,.63599998,293.01001,11930,BA,RETIROLÂNDIA,PREFEITO,COLIGACAO,DEM,PARA FAZER MUITO MAIS,DEM / PRB / PR / PTC / PSDB / SD,,3
1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2016,38237,11,,1,-11.4832,-39.423401,31.790001,.63599998,293.01001,11930,BA,RETIROLÂNDIA,PREFEITO,COLIGACAO,PMDB,UMA RETIROLANDIA LIVRE,PMDB / PSC / PCdoB / PSD,,3
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016,38253,11,25,0,-11.7508,-44.914299,47.299999,.57800001,212.09,20236,BA,RIACHÃO DAS NEVES,PREFEITO,PARTIDO ISOLADO,DEM,#NULO#,DEM,2926202,6
